season,gw,evaluation_status,player_id,web_name,position,now_cost,in_b0_xi,in_v1_xi,in_b0_squad,in_v1_squad,is_v1_captain,is_b0_captain,actual_points,v1_mu,b0_mu,v1_horizon_u,v1_p_start,horizon_flag,minutes_flag,fixture_flag,price_value_flag,captain_flag,projection_rank_flag
2022-23,2,clean,12,Smith Rowe,MID,59,0,1,0,1,0,0,1.0,3.7932,0.8,15.1507,0.68,1,0,0,0,0,0
2022-23,2,clean,28,Jesus,FWD,80,1,0,1,0,0,0,19.0,2.4972,11.0,9.7765,0.72,0,0,0,0,0,1
2022-23,2,clean,80,Toney,FWD,70,1,0,1,0,0,0,9.0,0,8.0,7.0407,0.0,0,0,0,0,0,1
2022-23,2,clean,104,Groß,MID,56,1,0,1,0,0,0,3.0,1.614,9.0,6.4146,0.45,0,0,0,0,0,1
2022-23,2,clean,113,Sánchez,GKP,45,0,1,1,1,0,0,6.0,3.7028,5.0,14.6085,0.88,1,0,0,1,0,0
2022-23,2,clean,141,Chalobah,DEF,49,0,1,0,1,0,0,0.0,3.226,0.0,12.6402,0.68,1,0,0,1,0,0
2022-23,2,clean,225,Rodrigo,MID,60,1,0,1,0,0,0,15.0,0.8964,10.5,5.1689,0.225,0,0,0,0,0,1
2022-23,2,clean,264,Barnes,MID,69,0,1,0,1,0,0,0.0,4.4052,0.0,18.3183,0.82,1,0,0,0,0,0
2022-23,2,clean,283,Salah,MID,130,0,1,0,1,0,0,2.0,4.0516,8.0,15.565,0.72,1,0,0,0,0,0
2022-23,2,clean,288,Diogo Jota,FWD,90,0,1,0,1,1,0,0.0,4.64,0.0,17.9292,0.82,1,0,0,0,1,0
2022-23,2,clean,301,De Bruyne,MID,120,1,1,1,1,0,1,14.0,3.9664,11.5,14.911,0.72,0,0,0,0,1,0
2022-23,2,clean,308,Aké,DEF,50,1,0,1,0,0,0,6.0,0.4696,8.0,2.567,0.09,0,0,0,0,0,1
2022-23,2,clean,318,Haaland,FWD,116,1,0,1,0,0,0,5.0,3.6556,10.5,14.2915,0.72,0,0,0,0,0,1
2022-23,2,clean,357,Trippier,DEF,50,1,0,1,0,0,0,7.0,0.6556,7.0,3.0779,0.18,0,0,0,0,0,1
2022-23,2,clean,366,Schär,DEF,46,1,0,1,0,0,0,5.0,0.6608,10.0,3.009,0.18,0,0,0,0,0,1
2022-23,2,clean,446,Kulusevski,MID,81,1,0,1,0,0,0,2.0,2.6144,7.5,10.9838,0.72,0,0,0,0,0,0
2022-23,2,clean,454,Richarlison,FWD,85,0,1,0,1,0,0,1.0,3.4984,0.5,15.0475,0.82,1,0,0,0,0,0
2022-23,2,clean,459,Dawson,DEF,50,0,1,0,1,0,0,0.0,3.2788,0.2,12.5115,0.9,1,0,0,1,0,1
2022-23,2,clean,475,Coady,DEF,49,0,1,0,1,0,0,2.0,2.9348,1.0,12.8625,0.9,1,0,0,1,0,0
2022-23,2,clean,478,Sá,GKP,50,1,0,1,0,0,0,15.0,3.2136,9.0,12.2486,0.88,0,0,0,0,0,1
2022-23,2,clean,585,Dennis,FWD,56,0,1,0,1,0,0,0.0,3.928,0.0,15.7556,0.82,1,0,0,0,0,0
2022-23,3,clean,7,Ødegaard,MID,64,1,0,1,0,0,0,16.0,1.4632,8.0,6.1807,0.45,0,0,0,0,0,1
2022-23,3,clean,16,Gabriel,DEF,50,1,0,1,0,0,0,7.0,0.6144,6.0,2.7711,0.18,0,0,0,0,0,1
2022-23,3,clean,28,Jesus,FWD,81,1,0,1,0,0,0,4.0,2.1568,9.3,9.2041,0.72,0,0,0,0,0,1
2022-23,3,clean,80,Toney,FWD,71,1,0,1,0,0,0,8.0,0,8.8,6.8907,0.0,0,0,0,0,0,1
2022-23,3,clean,109,Veltman,DEF,45,1,0,1,0,0,0,8.0,0.4528,6.0,1.6369,0.1,0,0,0,0,0,1
2022-23,3,clean,110,Maupay,FWD,63,0,1,0,1,0,0,0.0,3.2604,0.0,12.7161,0.82,1,0,0,0,0,0
2022-23,3,clean,141,Chalobah,DEF,49,0,1,0,1,0,0,0.0,2.794,1.0,10.3567,0.68,1,0,0,1,0,1
2022-23,3,clean,225,Rodrigo,MID,62,1,0,1,0,0,1,13.0,0.9672,10.7,4.1969,0.225,0,0,0,0,1,1
2022-23,3,clean,264,Barnes,MID,69,0,1,0,1,1,0,2.0,4.7332,0.7,17.8821,0.82,1,0,0,0,1,0
2022-23,3,clean,285,Alexander-Arnold,DEF,75,0,1,0,1,0,0,0.0,2.2772,1.8,8.5429,0.72,1,0,0,0,0,1
2022-23,3,clean,288,Diogo Jota,FWD,89,0,1,0,1,0,0,0.0,4.0348,0.0,14.9453,0.82,1,0,0,0,0,0
2022-23,3,clean,300,Gündogan,MID,75,1,0,1,0,0,0,8.0,2.3556,8.0,10.1025,0.72,0,0,0,0,0,1
2022-23,3,clean,301,De Bruyne,MID,121,1,1,1,1,0,0,5.0,3.272,9.3,13.7955,0.72,0,0,0,0,0,0
2022-23,3,clean,303,Mahrez,MID,79,0,1,0,1,0,0,0.0,2.6584,2.3,11.1008,0.72,1,0,0,0,0,1
2022-23,3,clean,318,Haaland,FWD,117,1,0,1,0,0,0,6.0,3.1996,9.0,13.5261,0.72,0,0,0,0,0,1
2022-23,3,clean,426,Forster,GKP,40,0,1,0,1,0,0,0.0,3.5624,0.5,13.7971,0.9,1,0,0,1,0,1
2022-23,3,clean,428,Son,MID,119,0,1,0,1,0,0,3.0,3.7572,3.8,14.3287,0.72,1,0,0,0,0,0
2022-23,3,clean,448,Perišić,DEF,54,1,0,1,0,0,0,12.0,0.7528,6.2,3.0178,0.18,0,0,0,0,0,1
2022-23,3,clean,459,Dawson,DEF,49,0,1,0,1,0,0,0.0,2.7808,0.0,12.1771,0.9,1,0,0,1,0,0
2022-23,3,clean,478,Sá,GKP,50,1,0,1,0,0,0,3.0,2.7564,6.2,12.0114,0.88,0,0,0,0,0,1
2022-23,3,clean,585,Dennis,FWD,60,0,1,0,1,0,0,0.0,3.6156,1.3,15.3818,0.82,1,0,0,0,0,1
2022-23,4,clean,7,Ødegaard,MID,65,1,0,1,0,0,0,10.0,1.5836,8.8,6.1585,0.45,0,0,0,0,0,1
2022-23,4,clean,16,Gabriel,DEF,50,1,0,1,0,0,0,9.0,0.7668,7.0,2.9197,0.18,0,0,0,0,0,1
2022-23,4,clean,28,Jesus,FWD,82,1,0,1,0,0,0,1.0,2.4448,7.5,9.3416,0.72,0,0,0,0,0,0
2022-23,4,clean,81,Raya,GKP,45,0,1,0,1,0,0,6.0,3.5264,4.5,13.3204,0.88,1,0,0,1,0,0
2022-23,4,clean,104,Groß,MID,57,1,0,1,0,0,0,11.0,1.5908,9.3,4.8949,0.45,0,0,0,0,0,1
2022-23,4,clean,110,Maupay,FWD,63,0,1,0,1,0,0,0.0,3.032,0.0,12.2629,0.82,1,0,0,0,0,0
2022-23,4,clean,113,Sánchez,GKP,46,1,0,1,0,0,0,8.0,3.0792,7.0,9.7221,0.88,0,0,0,0,0,1
2022-23,4,clean,141,Chalobah,DEF,48,0,1,0,1,0,0,2.0,3.3888,1.0,10.2559,0.68,1,0,0,1,0,0
2022-23,4,clean,225,Rodrigo,MID,64,1,0,1,0,0,0,2.0,0.918,8.7,4.0485,0.225,0,0,0,0,0,1
2022-23,4,clean,279,Firmino,FWD,80,1,0,1,0,0,0,22.0,2.5312,7.7,8.0648,0.72,0,0,0,0,0,1
2022-23,4,clean,285,Alexander-Arnold,DEF,75,1,0,1,0,0,0,17.0,2.5584,6.7,8.3359,0.72,0,0,0,0,0,1
2022-23,4,clean,288,Diogo Jota,FWD,89,0,1,0,1,1,0,0.0,4.6728,0.0,14.7832,0.82,1,0,0,0,1,0
2022-23,4,clean,293,Luis Díaz,MID,80,1,0,1,0,0,0,14.0,2.5772,8.3,8.5578,0.72,0,0,0,0,0,1
2022-23,4,clean,301,De Bruyne,MID,122,0,1,0,1,0,0,2.0,3.458,7.8,13.1901,0.72,1,0,0,0,0,0
2022-23,4,clean,303,Mahrez,MID,78,0,1,0,1,0,0,2.0,2.874,2.5,10.9471,0.72,1,0,0,0,0,1
2022-23,4,clean,309,Laporte,DEF,59,0,1,0,1,0,0,0.0,1.9112,0.0,10.5958,0.45,1,1,0,0,0,0
2022-23,4,clean,318,Haaland,FWD,117,1,0,1,0,0,1,17.0,3.4736,11.2,13.3217,0.72,0,0,0,0,1,1
2022-23,4,clean,428,Son,MID,119,0,1,0,1,0,0,3.0,3.1456,4.2,13.2179,0.72,1,0,0,0,0,0
2022-23,4,clean,448,Perišić,DEF,55,1,0,1,1,0,0,6.0,1.3868,6.8,5.812,0.45,0,0,0,0,0,1
2022-23,4,clean,459,Dawson,DEF,49,0,1,0,1,0,0,0.0,3.43,0.0,12.2948,0.9,1,0,0,1,0,0
2022-23,4,clean,465,Bowen,MID,83,0,1,0,1,0,0,3.0,2.424,2.2,10.35,0.72,1,0,0,0,0,0
2022-23,4,clean,585,Dennis,FWD,60,0,1,0,1,0,0,1.0,3.9176,-0.5,15.1474,0.82,1,0,0,0,0,0
2022-23,5,clean,7,Ødegaard,MID,66,1,0,1,0,0,0,1.0,1.0628,6.9,4.0295,0.28,0,0,0,0,0,0
2022-23,5,clean,16,Gabriel,DEF,50,1,0,1,0,0,0,2.0,1.0748,5.7,3.8254,0.28,0,0,0,0,0,1
2022-23,5,clean,104,Groß,MID,58,1,0,1,0,0,0,2.0,1.0116,7.9,3.2822,0.28,0,0,0,0,0,1
2022-23,5,clean,110,Maupay,FWD,62,0,1,0,1,0,0,0.0,2.9996,0.5,12.2439,0.82,1,0,0,0,0,1
2022-23,5,clean,225,Rodrigo,MID,65,1,0,1,0,0,0,1.0,0.7108,7.1,2.7757,0.14,0,0,0,0,0,1
2022-23,5,clean,261,Maddison,MID,79,0,1,0,1,0,0,1.0,2.6768,2.6,9.695,0.72,1,0,0,0,0,1
2022-23,5,clean,276,Matip,DEF,59,0,1,0,1,0,0,0.0,1.6428,0.9,4.8978,0.45,0,1,0,0,0,1
2022-23,5,clean,279,Firmino,FWD,80,1,0,1,0,0,0,9.0,2.3632,7.8,7.2515,0.72,0,0,0,0,0,1
2022-23,5,clean,283,Salah,MID,130,1,0,1,0,0,0,10.0,1.6816,8.0,5.0561,0.28,0,0,0,0,0,1
2022-23,5,clean,288,Diogo Jota,FWD,89,0,1,0,1,1,0,0.0,4.6228,0.0,13.7184,0.82,0,0,0,0,1,0
2022-23,5,clean,299,Walker,DEF,51,1,0,1,0,0,0,6.0,1.0172,5.5,3.75,0.28,0,0,0,0,0,1
2022-23,5,clean,300,Gündogan,MID,76,0,1,0,1,0,0,3.0,2.5632,7.1,9.5985,0.72,1,0,0,0,0,0
2022-23,5,clean,303,Mahrez,MID,77,0,1,0,1,0,0,4.0,2.7952,3.5,10.5044,0.72,1,0,0,0,0,0
2022-23,5,clean,309,Laporte,DEF,59,0,1,0,1,0,0,0.0,1.9492,0.0,10.1012,0.45,1,1,0,0,0,0
2022-23,5,clean,311,Bernardo,MID,69,1,0,1,0,0,0,6.0,1.626,7.5,6.2611,0.45,0,0,0,0,0,1
2022-23,5,clean,318,Haaland,FWD,118,1,0,1,0,0,1,17.0,1.5196,13.1,5.9335,0.28,0,0,0,0,1,1
2022-23,5,clean,356,Wilson,FWD,73,0,1,0,1,0,0,0.0,2.4508,0.0,9.8893,0.72,1,0,0,0,0,0
2022-23,5,clean,426,Forster,GKP,40,0,1,0,1,0,0,0.0,3.2236,0.5,13.0145,0.9,1,0,0,1,0,1
2022-23,5,clean,445,Emerson Royal,DEF,50,1,0,1,0,0,0,2.0,0.8732,5.3,3.6547,0.28,0,0,0,0,0,1
2022-23,5,clean,459,Dawson,DEF,48,0,1,0,1,0,0,0.0,2.7184,-0.2,11.2968,0.9,1,0,0,1,0,0
2022-23,5,clean,478,Sá,GKP,50,1,0,1,0,0,0,6.0,2.9036,6.3,11.7798,0.88,0,0,0,0,0,1
2022-23,5,clean,680,Gakpo,MID,76,0,1,0,1,0,0,0.0,2.9284,0.0,8.5007,0.72,0,0,0,0,0,0
2022-23,6,clean,80,Toney,FWD,71,1,0,1,0,0,0,17.0,0,7.9,3.0827,0.0,0,0,0,0,0,1
2022-23,6,clean,81,Raya,GKP,45,0,1,1,1,0,0,2.0,3.9052,4.7,14.2203,0.88,1,0,0,1,0,0
2022-23,6,clean,110,Maupay,FWD,62,0,1,0,1,0,0,2.0,3.3156,-0.6,12.1442,0.82,1,0,0,0,0,0
2022-23,6,clean,116,Mac Allister,MID,55,1,0,1,0,0,0,14.0,1.2416,7.8,3.4716,0.28,0,0,0,0,0,1
2022-23,6,clean,154,McArthur,MID,48,0,1,0,1,0,0,0.0,2.08,0.0,6.4287,0.68,1,0,0,1,0,0
2022-23,6,clean,285,Alexander-Arnold,DEF,75,1,0,1,0,0,0,1.0,1.0244,5.6,3.2083,0.28,0,0,0,0,0,0
2022-23,6,clean,288,Diogo Jota,FWD,89,0,1,0,1,1,0,1.0,4.0772,0.9,12.9383,0.82,1,0,0,0,1,0
2022-23,6,clean,293,Luis Díaz,MID,82,1,0,1,0,0,0,3.0,1.148,7.0,3.4167,0.28,0,0,0,0,0,1
2022-23,6,clean,303,Mahrez,MID,77,0,1,0,1,0,0,1.0,2.502,3.0,9.8134,0.72,1,0,0,0,0,0
2022-23,6,clean,309,Laporte,DEF,59,0,1,0,1,0,0,0.0,1.6664,0.0,9.8218,0.45,1,1,0,0,0,0
2022-23,6,clean,311,Bernardo,MID,70,1,0,1,0,0,0,3.0,1.0248,7.4,4.0177,0.28,0,0,0,0,0,1
2022-23,6,clean,318,Haaland,FWD,119,1,0,1,0,0,1,9.0,1.4368,11.8,5.6484,0.28,0,0,0,0,1,1
2022-23,6,clean,335,Rashford,MID,64,1,0,1,0,0,0,18.0,1.0736,7.6,3.0832,0.28,0,0,0,0,0,1
2022-23,6,clean,349,Shelvey,MID,49,0,1,0,1,0,0,0.0,2.054,0.0,7.7986,0.68,1,0,0,1,0,0
2022-23,6,clean,356,Wilson,FWD,73,0,1,0,1,0,0,0.0,2.73,0.0,9.9799,0.72,1,0,0,0,0,0
2022-23,6,clean,427,Kane,FWD,114,1,0,1,0,0,0,9.0,1.534,8.6,5.4696,0.28,0,0,0,0,0,1
2022-23,6,clean,448,Perišić,DEF,56,1,1,1,1,0,0,1.0,1.6288,5.8,5.7959,0.45,0,1,0,0,0,0
2022-23,6,clean,459,Dawson,DEF,48,0,1,0,1,0,0,0.0,3.2712,-0.2,11.7096,0.9,1,0,0,1,0,0
2022-23,6,clean,478,Sá,GKP,50,1,0,1,1,0,0,6.0,3.7396,6.6,13.7135,0.88,0,0,0,0,0,1
2022-23,6,clean,516,Collins,DEF,45,1,0,1,0,0,0,9.0,0.9932,5.4,3.4482,0.22,0,0,0,0,0,1
2022-23,6,clean,680,Gakpo,MID,76,0,1,0,1,0,0,0.0,2.582,0.0,7.9403,0.72,1,0,0,0,0,0
2022-23,8,flagged,13,Saka,MID,78,1,0,1,0,0,0,9.0,0.7432,7.0,3.8564,0.14,0,0,0,0,0,1
2022-23,8,flagged,16,Gabriel,DEF,51,1,0,1,0,0,0,6.0,1.022,5.0,4.4554,0.28,0,0,0,0,0,1
2022-23,8,flagged,81,Raya,GKP,45,0,1,0,1,1,0,2.0,3.824,2.7,17.0534,0.88,1,0,0,1,1,1
2022-23,8,flagged,139,Chilwell,DEF,56,0,1,0,1,0,0,0.0,0,0.0,5.0778,0.225,1,1,1,0,0,0
2022-23,8,flagged,210,Mitrović,FWD,69,1,0,1,0,0,0,2.0,1.2196,6.3,5.6392,0.28,0,0,0,0,0,1
2022-23,8,flagged,276,Matip,DEF,59,0,1,0,1,0,0,0.0,0,0.0,5.9017,0.45,1,1,1,0,0,0
2022-23,8,flagged,302,Stones,DEF,54,1,0,1,0,0,0,6.0,0.8308,6.2,3.9462,0.28,0,0,0,0,0,1
2022-23,8,flagged,303,Mahrez,MID,76,0,1,0,1,0,0,1.0,2.5004,3.0,10.5024,0.72,1,0,0,0,0,0
2022-23,8,flagged,309,Laporte,DEF,58,0,1,0,1,0,0,0.0,1.7788,0.0,10.9592,0.45,1,1,0,0,0,0
2022-23,8,flagged,311,Bernardo,MID,70,1,0,1,0,0,0,6.0,1.1276,7.0,4.4544,0.28,0,0,0,0,0,1
2022-23,8,flagged,318,Haaland,FWD,120,1,0,1,0,0,1,6.0,1.57,13.2,6.6239,0.28,0,0,0,0,1,1
2022-23,8,flagged,349,Shelvey,MID,48,0,1,0,1,0,0,0.0,2.1836,0.0,9.7907,0.68,1,0,0,1,0,0
2022-23,8,flagged,356,Wilson,FWD,72,0,1,0,1,0,0,0.0,2.5656,0.2,11.8537,0.72,1,0,0,0,0,1
2022-23,8,flagged,427,Kane,FWD,114,1,0,1,0,0,0,10.0,1.4888,9.0,6.7622,0.28,0,0,0,0,0,1
2022-23,8,flagged,428,Son,MID,117,1,0,1,0,0,0,19.0,1.3904,7.0,6.4506,0.28,0,0,0,0,0,1
2022-23,8,flagged,433,Højbjerg,MID,55,1,0,1,0,0,0,5.0,0.7616,5.3,4.4699,0.14,0,0,0,0,0,1
2022-23,8,flagged,448,Perišić,DEF,56,0,1,0,1,0,0,2.0,1.596,3.0,6.785,0.45,1,1,0,0,0,0
2022-23,8,flagged,454,Richarlison,FWD,85,0,1,0,1,0,0,1.0,2.5336,3.0,11.3068,0.72,1,0,0,0,0,0
2022-23,8,flagged,455,Fabianski,GKP,50,1,0,1,0,0,0,2.0,2.9492,3.8,14.6788,0.88,0,0,0,0,0,0
2022-23,8,flagged,459,Dawson,DEF,48,0,1,0,1,0,0,0.0,3.206,0.0,13.9615,0.9,1,0,0,1,0,0
2022-23,8,flagged,475,Coady,DEF,48,1,0,1,0,0,0,5.0,0.9548,5.2,4.3071,0.28,0,0,0,0,0,1
2022-23,8,flagged,594,Isak,FWD,70,0,1,0,1,0,0,9.0,2.2092,5.0,10.1544,0.72,1,0,0,0,0,0
2022-23,9,clean,39,Mings,DEF,43,1,0,1,0,0,0,6.0,0.8892,7.5,4.1935,0.22,0,0,0,0,0,1
2022-23,9,clean,81,Raya,GKP,45,0,1,0,1,1,0,6.0,3.3628,4.5,16.5642,0.88,1,0,0,1,1,0
2022-23,9,clean,111,Trossard,MID,66,1,0,1,0,0,0,20.0,0.7628,15.0,3.75,0.14,0,0,0,0,0,1
2022-23,9,clean,154,McArthur,MID,48,0,1,0,1,0,0,0.0,2.276,0.0,10.2371,0.68,1,0,0,1,0,0
2022-23,9,clean,238,Meslier,GKP,45,1,0,1,0,0,0,11.0,3.1964,11.0,13.7945,0.88,0,0,0,0,0,1
2022-23,9,clean,261,Maddison,MID,80,1,0,1,0,0,0,18.0,1.0876,9.5,5.2387,0.28,0,0,0,0,0,1
2022-23,9,clean,276,Matip,DEF,59,0,1,0,1,0,0,1.0,1.6436,2.0,7.452,0.45,1,1,0,0,0,0
2022-23,9,clean,279,Firmino,FWD,79,1,0,1,0,0,0,12.0,1.1052,13.0,5.091,0.28,0,0,0,0,0,1
2022-23,9,clean,288,Diogo Jota,FWD,89,0,1,0,1,0,0,1.0,2.644,2.0,12.4406,0.72,1,0,0,0,0,1
2022-23,9,clean,303,Mahrez,MID,76,0,1,0,1,0,0,1.0,2.6628,2.0,10.2314,0.72,1,0,0,0,0,1
2022-23,9,clean,309,Laporte,DEF,58,0,1,0,1,0,0,0.0,2.022,0.8,10.7941,0.45,1,1,0,0,0,1
2022-23,9,clean,314,Foden,MID,80,1,0,1,0,0,0,19.0,1.1624,14.5,4.5215,0.28,0,0,0,0,0,1
2022-23,9,clean,318,Haaland,FWD,121,1,0,1,0,0,1,23.0,1.628,15.5,6.2424,0.28,0,0,0,0,1,1
2022-23,9,clean,349,Shelvey,MID,48,0,1,0,1,0,0,0.0,1.9656,0.0,9.6796,0.68,1,0,0,1,0,0
2022-23,9,clean,356,Wilson,FWD,72,0,1,0,1,0,0,6.0,2.4736,3.0,11.967,0.72,1,0,0,0,0,0
2022-23,9,clean,428,Son,MID,117,1,0,1,0,0,0,2.0,1.4596,10.5,7.2948,0.28,0,0,0,0,0,1
2022-23,9,clean,454,Richarlison,FWD,85,0,1,0,1,0,0,5.0,2.3588,3.0,11.059,0.72,1,0,0,0,0,0
2022-23,9,clean,459,Dawson,DEF,48,0,1,0,1,0,0,6.0,2.7284,3.0,13.6359,0.9,1,0,0,1,0,0
2022-23,9,clean,475,Coady,DEF,48,1,0,1,0,0,0,9.0,0.9816,7.0,4.825,0.28,0,0,0,0,0,1
2022-23,9,clean,538,Young,DEF,44,1,0,1,0,0,0,8.0,0.4508,6.5,2.2292,0.1,0,0,0,0,0,1
2022-23,9,clean,617,Aubameyang,FWD,90,1,0,1,0,0,0,9.0,1.9244,9.5,9.6252,0.48,0,0,0,0,0,1
2022-23,9,clean,680,Gakpo,MID,76,0,1,0,1,0,0,0.0,2.7432,0.0,12.8057,0.72,1,0,0,0,0,0
2022-23,10,clean,39,Mings,DEF,43,1,0,1,0,0,0,2.0,0.834,6.2,4.2576,0.22,0,0,0,0,0,1
2022-23,10,clean,111,Trossard,MID,67,1,0,1,0,0,0,2.0,0.8084,10.5,3.9449,0.14,0,0,0,0,0,1
2022-23,10,clean,113,Sánchez,GKP,47,0,1,0,1,1,0,2.0,3.6852,1.5,16.1886,0.88,1,0,0,1,1,0
2022-23,10,clean,128,Thiago Silva,DEF,54,0,1,0,1,0,0,0.0,1.2032,3.5,5.3486,0.28,1,1,0,1,0,0
2022-23,10,clean,154,McArthur,MID,48,0,1,0,1,0,0,0.0,2.2376,0.0,10.08,0.68,1,0,0,1,0,0
2022-23,10,clean,238,Meslier,GKP,45,1,0,1,0,0,0,2.0,3.1888,6.5,15.9035,0.88,0,0,0,0,0,0
2022-23,10,clean,261,Maddison,MID,82,1,0,1,0,0,0,1.0,1.1276,9.2,5.5891,0.28,0,0,0,0,0,0
2022-23,10,clean,276,Matip,DEF,59,0,1,0,1,0,0,1.0,1.4404,1.5,7.2218,0.45,1,1,0,0,0,0
2022-23,10,clean,279,Firmino,FWD,79,1,0,1,0,0,0,6.0,1.01,9.5,4.883,0.28,0,0,0,0,0,1
2022-23,10,clean,288,Diogo Jota,FWD,89,0,1,0,1,0,0,5.0,2.4888,3.5,12.1839,0.72,1,0,0,0,0,0
2022-23,10,clean,303,Mahrez,MID,75,0,1,0,1,0,0,8.0,2.6696,4.3,10.0156,0.72,1,0,0,0,0,0
2022-23,10,clean,314,Foden,MID,81,1,0,1,0,0,1,11.0,1.2232,13.7,4.6953,0.28,0,0,0,0,1,1
2022-23,10,clean,318,Haaland,FWD,122,1,0,1,0,0,0,6.0,1.6348,12.7,6.0448,0.28,0,0,0,0,0,1
2022-23,10,clean,349,Shelvey,MID,48,0,1,0,1,0,0,0.0,2.0412,0.0,9.6173,0.68,1,0,0,1,0,0
2022-23,10,clean,357,Trippier,DEF,55,1,1,1,1,0,0,7.0,1.1836,6.3,5.21,0.28,0,1,0,0,0,0
2022-23,10,clean,369,Almirón,MID,51,1,0,1,0,0,0,7.0,1.0352,8.0,4.7175,0.28,0,0,0,0,0,1
2022-23,10,clean,428,Son,MID,117,1,0,1,0,0,0,6.0,1.3972,9.5,7.0921,0.28,0,0,0,0,0,1
2022-23,10,clean,454,Richarlison,FWD,85,0,1,0,1,0,0,1.0,2.26,2.8,11.0028,0.72,1,0,0,0,0,0
2022-23,10,clean,538,Young,DEF,44,1,0,1,0,0,0,11.0,0.454,8.5,2.1893,0.1,0,0,0,0,0,1
2022-23,10,clean,617,Aubameyang,FWD,91,0,1,0,1,0,0,0.0,2.68,5.0,12.0015,0.72,1,0,0,0,0,0
2022-23,10,clean,680,Gakpo,MID,76,0,1,0,1,0,0,0.0,2.5312,0.0,12.5498,0.72,1,0,0,0,0,0
2022-23,11,clean,2,Leno,GKP,45,0,1,0,1,1,0,2.0,3.5784,2.5,16.1752,0.88,1,0,0,1,1,1
2022-23,11,clean,13,Saka,MID,78,1,0,1,0,0,0,9.0,0.7316,9.3,3.6756,0.14,0,0,0,0,0,1
2022-23,11,clean,16,Gabriel,DEF,51,0,1,0,1,0,0,8.0,1.5424,4.7,5.9802,0.48,1,1,0,1,0,0
2022-23,11,clean,111,Trossard,MID,68,1,0,1,0,0,0,2.0,0.6976,8.0,3.5993,0.14,0,0,0,0,0,1
2022-23,11,clean,133,Arrizabalaga,GKP,44,1,0,1,0,0,0,10.0,0.1308,6.5,0.6957,0.04,0,0,0,0,0,1
2022-23,11,clean,142,Mount,MID,76,1,0,1,0,0,0,15.0,0.7696,9.8,4.6943,0.14,0,0,0,0,0,1
2022-23,11,clean,154,McArthur,MID,48,0,1,0,1,0,0,0.0,2.0744,0.0,10.0523,0.68,1,0,0,1,0,0
2022-23,11,clean,258,Castagne,DEF,44,1,0,1,0,0,0,6.0,1.054,5.8,4.4318,0.22,0,0,0,0,0,1
