season,ctrl_mae60,treat_mae60,ctrl_xicap_mean,treat_xicap_mean,ctrl_xi0,treat_xi0,ctrl_xi0_n,treat_xi0_n,n_swaps,left_blank_pct,entered_blank_pct,mae60_ok,xicap_ok,xi0_ok
2022-23,2.576271,2.557301,57.108108,58.540541,11.547912,12.530713,407,407,186,11.290323,13.44086,True,True,False
2023-24,2.481614,2.466628,53.684211,53.526316,11.004785,12.91866,418,418,178,5.05618,9.550562,True,False,False
2024-25,2.399644,2.389109,56.578947,57.289474,10.526316,13.157895,418,418,174,10.91954,17.241379,True,True,False
2025-26,2.572005,2.560181,50.394737,51.263158,14.114833,14.593301,418,418,174,14.942529,16.091954,True,True,False
