season,e024_gate,ctrl_mae60,treat_mae60,ctrl_xicap_mean,treat_xicap_mean,ctrl_season_cap,treat_season_cap,ctrl_xi0,treat_xi0,ctrl_xi0_n,treat_xi0_n,g_treat_mean,n_mu_delta,n_proj,n_gw,xi0_ok,mae60_ok,xicap_ok
2022-23,FAIL,2.419846,2.406614,59.189189,61.243243,2190.0,2266.0,6.633907,7.862408,407,407,1.704132,20859,28786,37,False,True,True
