season,gw,movement,player_id,web_name,position,team,season_minutes,recent4_minutes,ctrl_p_start,ctrl_mu,treat_mu,mu_delta,had_prior_strength,new_club,actual_minutes,blank,actual_points
2022-23,24,left,81,Raya,GKP,Brentford,1980,360,0.85,3.952,3.7964,-0.1556,1,1,90.0,0,3
2022-23,24,left,628,Aurier,DEF,Nott'm Forest,1082,299,0.72,2.744,1.7064,-1.0376,0,1,78.0,0,2
2022-23,24,left,124,Mitoma,MID,Brighton,924,359,0.72,2.886,2.8484,-0.0376,1,1,90.0,0,2
2022-23,24,entered,128,Thiago Silva,DEF,Chelsea,1793,360,0.72,2.6776,3.652,0.9744,1,0,0.0,1,0
2022-23,24,entered,288,Diogo Jota,FWD,Liverpool,215,20,0.72,2.376,3.4776,1.1016,1,1,31.0,0,1
2022-23,24,entered,448,Perišić,DEF,Spurs,1413,324,0.72,2.6676,2.9896,0.322,1,1,12.0,0,0
2022-23,24,entered,133,Arrizabalaga,GKP,Chelsea,1215,360,0.85,3.9436,4.862,0.9184,1,0,90.0,0,2
2022-23,24,entered,680,Gakpo,MID,Liverpool,334,334,0.72,2.6276,4.1272,1.4996,1,1,58.0,0,6
2022-23,24,entered,300,Gündogan,MID,Man City,1429,356,0.72,2.6184,3.5052,0.8868,1,1,90.0,0,2
2022-23,24,entered,690,João Félix,FWD,Chelsea,147,90,0.72,2.6596,3.742,1.0824,1,1,90.0,0,2
2022-23,24,entered,285,Alexander-Arnold,DEF,Liverpool,1529,288,0.72,2.4248,3.89,1.4652,1,1,90.0,0,12
2022-23,25,left,704,Sarabia,MID,Wolves,284,284,0.72,4.2444,3.8208,-0.4236,1,1,120.0,0,10
2022-23,25,left,283,Salah,MID,Liverpool,1956,359,0.72,5.6912,7.064,1.3728,1,1,180.0,0,11
2022-23,25,left,182,Pickford,GKP,Everton,1980,360,0.85,6.2188,4.9292,-1.2896,1,0,180.0,0,2
2022-23,25,left,199,Tarkowski,DEF,Everton,2070,360,0.72,4.7232,3.6456,-1.0776,1,1,180.0,0,0
2022-23,25,entered,480,Neves,MID,Wolves,1980,360,0.72,4.2056,3.9652,-0.2404,1,0,180.0,0,3
2022-23,25,entered,281,Alisson,GKP,Liverpool,1980,360,0.85,6.6708,9.1768,2.506,1,1,180.0,0,12
2022-23,25,entered,318,Haaland,FWD,Man City,1860,375,0.72,3.128,4.0568,0.9288,1,1,71.0,0,10
2022-23,25,entered,303,Mahrez,MID,Man City,1037,282,0.72,3.2716,4.3804,1.1088,1,1,18.0,0,1
2022-23,26,left,357,Trippier,DEF,Newcastle,2017,243,0.82,3.0396,1.4656,-1.574,1,1,90.0,0,1
2022-23,26,left,335,Rashford,MID,Man Utd,1954,338,0.72,3.1072,2.5848,-0.5224,1,1,84.0,0,2
2022-23,26,left,16,Gabriel,DEF,Arsenal,2250,540,0.82,2.8956,3.086,0.1904,1,0,90.0,0,1
2022-23,26,left,81,Raya,GKP,Brentford,2070,270,0.85,3.8576,3.6592,-0.1984,1,1,90.0,0,2
2022-23,26,left,124,Mitoma,MID,Brighton,1014,270,0.72,2.9028,2.7636,-0.1392,1,1,82.0,0,13
2022-23,26,entered,128,Thiago Silva,DEF,Chelsea,1811,198,0.68,2.4364,3.4932,1.0568,1,0,0.0,1,0
2022-23,26,entered,133,Arrizabalaga,GKP,Chelsea,1395,360,0.85,3.7936,4.7304,0.9368,1,0,90.0,0,6
2022-23,26,entered,300,Gündogan,MID,Man City,1573,330,0.72,2.9428,4.5452,1.6024,1,1,90.0,0,3
2022-23,26,entered,315,Rodri,MID,Man City,2057,414,0.82,2.6732,3.9752,1.302,1,1,90.0,0,8
2022-23,26,entered,445,Emerson Royal,DEF,Spurs,1372,285,0.72,2.4616,3.3084,0.8468,1,1,9.0,0,1
2022-23,27,left,104,Groß,MID,Brighton,2002,270,0.82,5.186,5.3196,0.1336,1,1,180.0,0,5
2022-23,27,left,169,Eze,MID,Crystal Palace,1668,139,0.68,4.576,4.2596,-0.3164,1,0,55.0,0,2
2022-23,27,left,170,Mitchell,DEF,Crystal Palace,1719,351,0.72,4.2892,3.8156,-0.4736,1,0,180.0,0,4
2022-23,27,left,410,Bednarek,DEF,Southampton,707,360,0.72,4.8104,3.754,-1.0564,1,1,180.0,0,6
2022-23,27,left,95,Mbeumo,FWD,Brentford,1837,250,0.68,4.0332,4.1932,0.16,1,1,167.0,0,4
2022-23,27,entered,109,Veltman,DEF,Brighton,1534,254,0.68,4.6148,5.1768,0.562,1,1,180.0,0,7
2022-23,27,entered,335,Rashford,MID,Man Utd,2038,242,0.82,3.9208,4.5744,0.6536,1,1,90.0,0,3
2022-23,27,entered,283,Salah,MID,Liverpool,2226,449,0.82,3.3112,4.3236,1.0124,1,1,90.0,0,0
2022-23,27,entered,92,Pinnock,DEF,Brentford,1440,270,0.72,4.3908,4.7928,0.402,1,1,180.0,0,8
2022-23,27,entered,318,Haaland,FWD,Man City,2021,386,0.82,3.4296,4.21,0.7804,1,1,90.0,0,6
2022-23,28,left,357,Trippier,DEF,Newcastle,2197,243,0.82,3.1704,2.8076,-0.3628,1,1,90.0,0,2
2022-23,28,left,40,Watkins,FWD,Aston Villa,2053,335,0.82,2.8996,2.8956,-0.004,1,0,90.0,0,5
2022-23,28,left,526,Mee,DEF,Brentford,2198,360,0.82,2.8472,2.3756,-0.4716,1,1,90.0,0,2
2022-23,28,left,81,Raya,GKP,Brentford,2340,360,0.85,3.7984,3.2972,-0.5012,1,1,90.0,0,2
2022-23,28,left,407,Ward-Prowse,MID,Southampton,2430,450,0.82,2.996,2.492,-0.504,1,1,90.0,0,10
2022-23,28,left,92,Pinnock,DEF,Brentford,1620,360,0.72,2.6968,2.3372,-0.3596,1,1,90.0,0,2
2022-23,28,entered,448,Perišić,DEF,Spurs,1515,102,0.68,2.1436,2.9156,0.772,1,1,53.0,0,6
2022-23,28,entered,704,Sarabia,MID,Wolves,470,276,0.72,2.6132,2.8776,0.2644,1,1,45.0,0,1
2022-23,28,entered,484,Kilman,DEF,Wolves,2430,450,0.72,2.48,2.998,0.518,1,0,90.0,0,0
2022-23,28,entered,133,Arrizabalaga,GKP,Chelsea,1575,360,0.85,3.7284,4.6224,0.894,1,0,90.0,0,1
2022-23,28,entered,520,Koulibaly,DEF,Chelsea,1429,315,0.72,2.4372,3.486,1.0488,1,1,90.0,0,0
2022-23,28,entered,690,João Félix,FWD,Chelsea,431,284,0.72,2.732,3.9344,1.2024,1,1,85.0,0,8
2022-23,29,left,40,Watkins,FWD,Aston Villa,2143,348,0.82,5.5528,5.4376,-0.1152,1,0,180.0,0,17
2022-23,29,left,355,Dubravka,GKP,Newcastle,66,0,0.85,7.8176,6.5744,-1.2432,1,1,0.0,1,0
2022-23,29,left,357,Trippier,DEF,Newcastle,2287,270,0.82,6.7424,5.5108,-1.2316,1,1,176.0,0,14
2022-23,29,left,366,Schär,DEF,Newcastle,2144,180,0.82,5.6372,4.414,-1.2232,1,1,180.0,0,11
2022-23,29,entered,464,Benrahma,MID,West Ham,1420,217,0.68,5.206,6.1292,0.9232,1,0,152.0,0,5
2022-23,29,entered,285,Alexander-Arnold,DEF,Liverpool,1932,313,0.72,5.1692,5.6552,0.486,1,1,90.0,0,0
2022-23,29,entered,133,Arrizabalaga,GKP,Chelsea,1665,360,0.85,7.316,7.6668,0.3508,1,0,180.0,0,8
2022-23,29,entered,472,Aguerd,DEF,West Ham,874,270,0.72,4.7368,5.608,0.8712,1,1,180.0,0,15
2022-23,30,left,355,Dubravka,GKP,Newcastle,66,0,0.85,3.7688,3.514,-0.2548,1,1,0.0,1,0
2022-23,30,left,357,Trippier,DEF,Newcastle,2463,446,0.82,3.2492,2.9132,-0.336,1,1,90.0,0,2
2022-23,30,left,7,Ødegaard,MID,Arsenal,2395,354,0.82,3.3404,2.8404,-0.5,1,0,79.0,0,2
2022-23,30,left,40,Watkins,FWD,Aston Villa,2323,438,0.82,3.114,3.1344,0.0204,1,0,90.0,0,7
2022-23,30,left,233,Harrison,MID,Leeds,2007,433,0.82,3.3024,2.986,-0.3164,1,1,90.0,0,2
2022-23,30,left,116,Mac Allister,MID,Brighton,2065,429,0.82,3.0752,2.7288,-0.3464,1,1,90.0,0,2
2022-23,30,entered,133,Arrizabalaga,GKP,Chelsea,1845,450,0.85,3.132,4.3272,1.1952,1,0,90.0,0,3
2022-23,30,entered,300,Gündogan,MID,Man City,1843,270,0.72,2.672,4.2984,1.6264,1,1,90.0,0,2
2022-23,30,entered,301,De Bruyne,MID,Man City,2025,165,0.82,3.412,5.0836,1.6716,1,1,90.0,0,9
2022-23,30,entered,272,W.Fofana,DEF,Chelsea,827,351,0.72,2.1452,3.1956,1.0504,1,1,79.0,0,2
2022-23,30,entered,85,Henry,DEF,Brentford,2497,536,0.82,2.9636,3.0688,0.1052,1,1,90.0,0,5
2022-23,30,entered,733,Pedro Porro,DEF,Spurs,422,346,0.72,2.5312,3.2408,0.7096,1,1,90.0,0,2
2022-23,31,left,355,Dubravka,GKP,Newcastle,66,0,0.85,3.7696,3.3068,-0.4628,1,1,0.0,1,0
2022-23,31,left,357,Trippier,DEF,Newcastle,2553,446,0.82,3.1772,2.7604,-0.4168,1,1,90.0,0,1
2022-23,31,left,7,Ødegaard,MID,Arsenal,2474,343,0.82,3.3552,3.5204,0.1652,1,0,89.0,0,10
2022-23,31,left,40,Watkins,FWD,Aston Villa,2413,444,0.82,3.2384,3.4808,0.2424,1,0,90.0,0,16
2022-23,31,left,233,Harrison,MID,Leeds,2097,444,0.82,3.16,2.4112,-0.7488,1,1,76.0,0,2
2022-23,31,left,427,Kane,FWD,Spurs,2686,360,0.82,3.5092,3.8856,0.3764,1,1,90.0,0,2
2022-23,31,left,335,Rashford,MID,Man Utd,2388,350,0.82,3.5796,3.6752,0.0956,1,1,0.0,1,0
2022-23,31,left,180,Keane,DEF,Everton,562,360,0.72,2.87,2.3972,-0.4728,1,0,90.0,0,1
2022-23,31,left,222,Ayling,DEF,Leeds,1508,450,0.72,2.7832,0.8168,-1.9664,1,1,0.0,1,0
2022-23,31,entered,448,Perišić,DEF,Spurs,1748,233,0.68,2.6476,3.1712,0.5236,1,1,90.0,0,3
2022-23,31,entered,133,Arrizabalaga,GKP,Chelsea,1935,450,0.85,3.4752,4.5508,1.0756,1,0,90.0,0,6
2022-23,31,entered,520,Koulibaly,DEF,Chelsea,1789,450,0.72,2.4608,3.3684,0.9076,1,1,0.0,1,0
2022-23,31,entered,680,Gakpo,MID,Liverpool,840,272,0.72,2.79,4.874,2.084,1,1,80.0,0,10
2022-23,31,entered,300,Gündogan,MID,Man City,1933,270,0.72,2.802,4.2664,1.4644,1,1,0.0,1,0
2022-23,31,entered,272,W.Fofana,DEF,Chelsea,906,340,0.72,2.4652,3.3748,0.9096,1,1,56.0,0,1
2022-23,31,entered,285,Alexander-Arnold,DEF,Liverpool,2112,244,0.82,2.906,5.03,2.124,1,1,90.0,0,9
2022-23,31,entered,283,Salah,MID,Liverpool,2500,274,0.82,3.6016,6.3284,2.7268,1,1,80.0,0,14
2022-23,31,entered,733,Pedro Porro,DEF,Spurs,512,355,0.72,2.7828,3.3076,0.5248,1,1,90.0,0,1
2022-23,32,left,594,Isak,FWD,Newcastle,902,371,0.72,3.2372,2.8948,-0.3424,1,1,65.0,0,13
2022-23,32,left,355,Dubravka,GKP,Newcastle,66,0,0.85,4.0716,3.2096,-0.862,1,1,0.0,1,0
2022-23,32,left,357,Trippier,DEF,Newcastle,2643,446,0.82,3.576,2.5572,-1.0188,1,1,69.0,0,2
2022-23,32,entered,280,Van Dijk,DEF,Liverpool,2205,270,0.82,3.0344,4.2676,1.2332,1,1,90.0,0,1
2022-23,32,entered,169,Eze,MID,Crystal Palace,2001,278,0.82,3.034,3.302,0.268,1,0,90.0,0,3
2022-23,32,entered,2,Leno,GKP,Fulham,2520,270,0.85,3.7348,4.0244,0.2896,0,1,90.0,0,2
2022-23,33,left,355,Dubravka,GKP,Newcastle,66,0,0.85,3.6756,3.6288,-0.0468,1,1,0.0,1,0
2022-23,33,left,7,Ødegaard,MID,Arsenal,2653,342,0.82,3.4804,3.0212,-0.4592,1,0,70.0,0,2
2022-23,33,left,40,Watkins,FWD,Aston Villa,2593,450,0.82,3.4044,3.4416,0.0372,1,0,90.0,0,2
2022-23,33,left,39,Mings,DEF,Aston Villa,2610,450,0.82,2.81,2.6744,-0.1356,1,0,90.0,0,15
2022-23,33,left,427,Kane,FWD,Spurs,2866,360,0.85,3.5608,4.1368,0.576,1,1,90.0,0,11
2022-23,33,left,335,Rashford,MID,Man Utd,2388,260,0.82,3.5928,3.3024,-0.2904,1,1,90.0,0,12
2022-23,33,left,180,Keane,DEF,Everton,742,360,0.72,2.81,2.606,-0.204,1,0,90.0,0,0
2022-23,33,entered,133,Arrizabalaga,GKP,Chelsea,2025,360,0.85,3.6288,4.4452,0.8164,1,0,90.0,0,1
2022-23,33,entered,680,Gakpo,MID,Liverpool,979,321,0.72,2.7744,3.9352,1.1608,1,1,77.0,0,10
2022-23,33,entered,145,Havertz,FWD,Chelsea,2215,240,0.82,3.2244,4.1264,0.902,1,0,0.0,1,0
2022-23,33,entered,690,João Félix,FWD,Chelsea,790,274,0.72,3.1024,3.8584,0.756,1,1,11.0,0,1
2022-23,33,entered,280,Van Dijk,DEF,Liverpool,2295,360,0.82,2.5736,3.6028,1.0292,1,1,90.0,0,2
2022-23,33,entered,315,Rodri,MID,Man City,2451,214,0.82,2.7128,3.4412,0.7284,1,1,90.0,0,1
2022-23,33,entered,285,Alexander-Arnold,DEF,Liverpool,2292,360,0.82,3.0072,4.3656,1.3584,1,1,90.0,0,5
2022-23,34,left,2,Leno,GKP,Fulham,2700,360,0.85,6.9072,4.624,-2.2832,0,1,180.0,0,5
2022-23,34,left,283,Salah,MID,Liverpool,2760,350,0.85,8.5032,11.0592,2.556,1,1,173.0,0,18
2022-23,34,left,124,Mitoma,MID,Brighton,1714,270,0.72,6.8772,6.6068,-0.2704,1,1,124.0,0,4
2022-23,34,left,333,Fernandes,MID,Man Utd,2699,270,0.82,6.5788,6.7788,0.2,1,1,180.0,0,13
2022-23,34,entered,680,Gakpo,MID,Liverpool,1056,306,0.72,6.8832,9.1024,2.2192,1,1,96.0,0,9
2022-23,34,entered,113,Sánchez,GKP,Brighton,2070,90,0.85,6.2576,6.9656,0.708,1,1,0.0,1,0
2022-23,34,entered,300,Gündogan,MID,Man City,2004,161,0.82,6.06,8.5632,2.5032,1,1,90.0,0,2
2022-23,34,entered,301,De Bruyne,MID,Man City,2255,230,0.82,7.576,9.9188,2.3428,1,1,0.0,1,0
2022-23,35,left,355,Dubravka,GKP,Newcastle,66,0,0.85,4.0536,3.4004,-0.6532,1,1,0.0,1,0
2022-23,35,left,357,Trippier,DEF,Newcastle,2892,339,0.85,3.794,3.1388,-0.6552,1,1,90.0,0,1
2022-23,35,left,427,Kane,FWD,Spurs,3046,360,0.85,3.7448,4.012,0.2672,1,1,90.0,0,8
2022-23,35,left,366,Schär,DEF,Newcastle,2757,343,0.85,3.2056,2.4368,-0.7688,1,1,90.0,0,-2
2022-23,35,left,335,Rashford,MID,Man Utd,2653,265,0.82,3.6484,3.7136,0.0652,1,1,90.0,0,2
2022-23,35,left,116,Mac Allister,MID,Brighton,2450,295,0.82,3.7164,3.9212,0.2048,1,1,90.0,0,8
2022-23,35,left,124,Mitoma,MID,Brighton,1838,304,0.72,3.5292,3.6768,0.1476,1,1,90.0,0,5
2022-23,35,entered,448,Perišić,DEF,Spurs,2093,345,0.82,3.1024,3.6636,0.5612,1,1,0.0,1,0
2022-23,35,entered,133,Arrizabalaga,GKP,Chelsea,2205,270,0.85,3.1492,3.8816,0.7324,1,0,90.0,0,3
2022-23,35,entered,680,Gakpo,MID,Liverpool,1152,312,0.72,3.5344,5.2508,1.7164,1,1,90.0,0,3
2022-23,35,entered,106,Dunk,DEF,Brighton,2880,360,0.85,2.9016,3.4332,0.5316,1,1,90.0,0,-1
2022-23,35,entered,300,Gündogan,MID,Man City,2094,161,0.82,3.2124,5.074,1.8616,1,1,90.0,0,13
2022-23,35,entered,303,Mahrez,MID,Man City,1480,280,0.72,3.462,5.6336,2.1716,1,1,90.0,0,10
2022-23,35,entered,285,Alexander-Arnold,DEF,Liverpool,2562,450,0.82,3.5672,5.3864,1.8192,1,1,90.0,0,7
2022-23,36,left,40,Watkins,FWD,Aston Villa,2863,360,0.85,3.4336,3.2024,-0.2312,1,0,90.0,0,4
2022-23,36,left,335,Rashford,MID,Man Utd,2743,355,0.85,4.0724,4.0624,-0.01,1,1,0.0,1,0
2022-23,36,left,366,Schär,DEF,Newcastle,2847,343,0.85,5.9488,5.8892,-0.0596,1,1,180.0,0,2
2022-23,36,left,7,Ødegaard,MID,Arsenal,2892,329,0.85,4.0404,4.1616,0.1212,1,0,76.0,0,2
2022-23,36,entered,356,Wilson,FWD,Newcastle,1620,232,0.68,5.8848,6.0016,0.1168,1,1,162.0,0,24
2022-23,36,entered,285,Alexander-Arnold,DEF,Liverpool,2652,450,0.82,3.1016,4.5424,1.4408,1,1,90.0,0,13
2022-23,36,entered,300,Gündogan,MID,Man City,2184,251,0.82,3.2552,5.0424,1.7872,1,1,77.0,0,19
2022-23,36,entered,303,Mahrez,MID,Man City,1570,280,0.72,3.0916,5.1128,2.0212,1,1,90.0,0,6
2022-23,37,left,333,Fernandes,MID,Man Utd,3059,450,0.85,7.1156,6.5956,-0.52,1,1,175.0,0,11
2022-23,37,left,342,Dalot,DEF,Man Utd,2062,273,0.82,6.2576,5.0576,-1.2,1,1,0.0,1,0
2022-23,37,left,319,Álvarez,FWD,Man City,1235,344,0.72,6.1976,7.0948,0.8972,1,1,123.0,0,9
2022-23,37,entered,145,Havertz,FWD,Chelsea,2360,145,0.82,5.9412,6.4212,0.48,1,0,147.0,0,3
2022-23,37,entered,300,Gündogan,MID,Man City,2261,328,0.82,6.9916,8.3988,1.4072,1,1,90.0,0,2
2022-23,37,entered,285,Alexander-Arnold,DEF,Liverpool,2742,450,0.85,3.7216,5.482,1.7604,1,1,90.0,0,1
2022-23,38,left,356,Wilson,FWD,Newcastle,1849,351,0.72,3.444,2.8884,-0.5556,1,1,21.0,0,1
2022-23,38,left,357,Trippier,DEF,Newcastle,3252,450,0.85,3.4952,2.1752,-1.32,1,1,90.0,0,0
2022-23,38,left,7,Ødegaard,MID,Arsenal,3058,335,0.85,4.0488,4.1536,0.1048,1,0,74.0,0,3
2022-23,38,left,333,Fernandes,MID,Man Utd,3234,535,0.85,3.9124,4.0364,0.124,1,1,83.0,0,10
2022-23,38,left,16,Gabriel,DEF,Arsenal,3319,354,0.85,3.1976,3.8216,0.624,1,0,90.0,0,6
2022-23,38,left,81,Raya,GKP,Brentford,3330,360,0.85,3.7664,2.472,-1.2944,1,1,90.0,0,6
2022-23,38,left,342,Dalot,DEF,Man Utd,2062,183,0.82,3.3568,3.2552,-0.1016,1,1,90.0,0,2
2022-23,38,left,124,Mitoma,MID,Brighton,2286,572,0.82,3.6468,3.5348,-0.112,1,1,25.0,0,1
2022-23,38,entered,128,Thiago Silva,DEF,Chelsea,2261,360,0.82,2.838,3.9968,1.1588,1,0,90.0,0,2
2022-23,38,entered,133,Arrizabalaga,GKP,Chelsea,2475,360,0.85,3.5432,4.3792,0.836,1,0,90.0,0,3
2022-23,38,entered,680,Gakpo,MID,Liverpool,1422,366,0.72,3.1208,5.0408,1.92,1,1,33.0,0,6
2022-23,38,entered,733,Pedro Porro,DEF,Spurs,1042,274,0.72,2.578,3.8616,1.2836,1,1,90.0,0,13
2022-23,38,entered,300,Gündogan,MID,Man City,2351,347,0.82,3.244,4.7812,1.5372,1,1,0.0,1,0
2022-23,38,entered,145,Havertz,FWD,Chelsea,2507,292,0.82,3.2284,4.3552,1.1268,1,0,58.0,0,1
2022-23,38,entered,285,Alexander-Arnold,DEF,Liverpool,2832,450,0.85,3.174,5.474,2.3,1,1,90.0,0,4
2022-23,38,entered,319,Álvarez,FWD,Man City,1358,457,0.72,3.0676,4.1368,1.0692,1,1,90.0,0,2
2023-24,1,left,195,Chilwell,DEF,Chelsea,0,0,0.45,1.762,1.5304,-0.2316,1,1,89.0,0,7
2023-24,1,left,516,Son,MID,Spurs,0,0,0.72,3.2984,3.7444,0.446,1,0,74.0,0,2
2023-24,1,left,396,Rashford,MID,Man Utd,0,0,0.72,3.1624,3.404,0.2416,1,0,87.0,0,3
2023-24,1,left,77,Neto,GKP,Bournemouth,0,0,0.85,3.2128,2.6492,-0.5636,1,0,90.0,0,2
2023-24,1,left,206,James,DEF,Chelsea,0,0,0.45,1.7328,1.506,-0.2268,1,1,75.0,0,2
2023-24,1,entered,12,Martinelli,MID,Arsenal,0,0,0.72,2.9372,4.0616,1.1244,1,0,85.0,0,5
2023-24,1,entered,368,Stones,DEF,Man City,0,0,0.45,1.4396,2.3772,0.9376,1,0,0.0,1,0
2023-24,1,entered,597,Onana,GKP,Man Utd,0,0,0.85,2.938,3.6108,0.6728,1,1,90.0,0,9
2023-24,1,entered,349,De Bruyne,MID,Man City,0,0,0.72,3.3796,4.952,1.5724,1,0,22.0,0,1
2023-24,1,entered,350,Rúben,DEF,Man City,0,0,0.45,1.4848,2.4316,0.9468,1,0,0.0,1,0
2023-24,2,left,664,Ward-Prowse,MID,West Ham,3371,0,0.85,3.16,2.9276,-0.2324,1,1,80.0,0,9
2023-24,2,left,546,Bentley,GKP,Wolves,180,0,0.85,3.72,3.5324,-0.1876,1,0,0.0,1,0
2023-24,2,left,516,Son,MID,Spurs,74,74,0.72,3.5672,4.2228,0.6556,1,0,90.0,0,3
2023-24,2,entered,482,Foderingham,GKP,Sheffield Utd,90,90,0.85,3.6708,4.2316,0.5608,0,1,90.0,0,1
2023-24,2,entered,294,Diogo J.,MID,Liverpool,65,65,0.72,2.7976,4.48,1.6824,1,1,75.0,0,12
2023-24,2,entered,303,Luis Díaz,MID,Liverpool,76,76,0.72,2.8884,4.5208,1.6324,1,1,85.0,0,7
2023-24,3,left,236,Olise,MID,Crystal Palace,2743,0,0.85,2.9848,2.8808,-0.104,1,1,0.0,1,0
2023-24,3,left,614,Kaminski,GKP,Luton,90,90,0.85,3.9452,3.7,-0.2452,0,1,90.0,0,2
2023-24,3,entered,504,Maddison,MID,Spurs,180,180,0.72,2.69,3.7164,1.0264,1,1,72.0,0,10
2023-24,3,entered,597,Onana,GKP,Man Utd,180,180,0.85,3.7332,4.3224,0.5892,1,1,90.0,0,0
2023-24,4,left,433,Wilson,FWD,Newcastle,64,64,0.72,2.7504,2.8156,0.0652,1,0,32.0,0,6
2023-24,4,left,259,McNeil,MID,Everton,2490,0,0.82,2.8332,2.6392,-0.194,1,1,15.0,0,1
2023-24,4,left,614,Kaminski,GKP,Luton,180,180,0.85,3.9644,3.9588,-0.0056,0,1,90.0,0,1
2023-24,4,entered,8,G.Jesus,FWD,Arsenal,1,1,0.72,2.564,3.0372,0.4732,1,0,14.0,0,6
2023-24,4,entered,385,Henderson,GKP,Crystal Palace,1620,0,0.85,3.5428,4.3,0.7572,1,1,0.0,1,0
2023-24,4,entered,293,Darwin,FWD,Liverpool,41,41,0.72,2.4616,3.1084,0.6468,1,1,64.0,0,8
2023-24,5,left,545,Aït-Nouri,DEF,Wolves,288,288,0.72,2.4336,1.4684,-0.9652,1,0,64.0,0,2
2023-24,5,left,226,Eze,MID,Crystal Palace,360,360,0.72,3.0572,2.8516,-0.2056,1,1,90.0,0,1
2023-24,5,left,396,Rashford,MID,Man Utd,351,351,0.72,3.236,3.2896,0.0536,1,0,90.0,0,2
2023-24,5,left,433,Wilson,FWD,Newcastle,96,96,0.72,3.0688,3.2632,0.1944,1,0,90.0,0,5
2023-24,5,left,275,Leno,GKP,Fulham,360,360,0.85,3.7288,3.6588,-0.07,1,1,90.0,0,6
2023-24,5,left,439,Boly,DEF,Nott'm Forest,338,338,0.72,2.4292,2.5056,0.0764,1,0,0.0,1,0
2023-24,5,left,511,Romero,DEF,Spurs,283,283,0.72,2.4416,2.5372,0.0956,1,0,90.0,0,2
2023-24,5,entered,611,Disasi,DEF,Chelsea,360,360,0.72,2.0636,3.0628,0.9992,1,1,90.0,0,5
2023-24,5,entered,195,Chilwell,DEF,Chelsea,295,295,0.72,2.4144,3.448,1.0336,1,1,10.0,0,0
2023-24,5,entered,197,Colwill,DEF,Chelsea,360,360,0.72,1.9228,2.8408,0.918,1,1,79.0,0,6
2023-24,5,entered,294,Diogo J.,MID,Liverpool,197,197,0.72,2.706,3.5556,0.8496,1,1,55.0,0,1
2023-24,5,entered,361,Ortega Moreno,GKP,Man City,270,0,0.85,3.182,4.07,0.888,1,0,0.0,1,0
2023-24,5,entered,307,Robertson,DEF,Liverpool,360,360,0.72,2.1056,3.268,1.1624,1,1,90.0,0,11
2023-24,5,entered,349,De Bruyne,MID,Man City,22,22,0.72,3.1652,4.8424,1.6772,1,0,0.0,1,0
2023-24,6,left,482,Foderingham,GKP,Sheffield Utd,450,360,0.85,4.0128,3.8704,-0.1424,0,1,90.0,0,0
2023-24,6,left,611,Disasi,DEF,Chelsea,450,360,0.72,2.8132,3.1064,0.2932,1,1,90.0,0,2
2023-24,6,left,234,Mitchell,DEF,Crystal Palace,450,360,0.72,2.7112,2.7108,-0.0004,1,1,90.0,0,5
2023-24,6,left,526,Bowen,MID,West Ham,450,360,0.72,3.332,2.9064,-0.4256,1,0,90.0,0,7
2023-24,6,left,664,Ward-Prowse,MID,West Ham,350,350,0.72,2.8892,2.4,-0.4892,1,1,90.0,0,2
2023-24,6,entered,354,Grealish,MID,Man City,180,180,0.72,2.6616,4.3492,1.6876,1,0,3.0,0,0
2023-24,6,entered,197,Colwill,DEF,Chelsea,439,349,0.72,2.4704,2.902,0.4316,1,1,90.0,0,2
2023-24,6,entered,112,Pinnock,DEF,Brentford,450,360,0.72,2.5592,2.9932,0.434,1,0,90.0,0,1
2023-24,6,entered,275,Leno,GKP,Fulham,450,360,0.85,3.98,4.1764,0.1964,1,1,90.0,0,10
2023-24,6,entered,309,Szoboszlai,MID,Liverpool,450,360,0.72,2.8168,3.5792,0.7624,1,1,90.0,0,2
2023-24,7,left,516,Son,MID,Spurs,482,318,0.72,3.9948,3.8024,-0.1924,1,0,68.0,0,7
2023-24,7,left,165,Cullen,MID,Burnley,450,360,0.72,3.4092,3.1484,-0.2608,1,1,180.0,0,4
2023-24,7,left,265,Tarkowski,DEF,Everton,540,360,0.72,2.894,2.478,-0.416,1,1,90.0,0,1
2023-24,7,left,373,B.Fernandes,MID,Man Utd,540,360,0.72,3.6016,3.6992,0.0976,1,0,90.0,0,2
2023-24,7,left,220,Andersen,DEF,Crystal Palace,540,360,0.72,2.8,2.68,-0.12,1,1,90.0,0,15
2023-24,7,entered,108,Mbeumo,MID,Brentford,540,360,0.72,3.2828,3.9096,0.6268,1,0,90.0,0,2
2023-24,7,entered,369,Walker,DEF,Man City,540,360,0.72,2.3776,3.7824,1.4048,1,0,90.0,0,0
2023-24,7,entered,407,Burn,DEF,Newcastle,540,360,0.72,2.3128,3.03,0.7172,1,0,90.0,0,6
2023-24,7,entered,664,Ward-Prowse,MID,West Ham,440,360,0.72,3.4036,3.438,0.0344,1,1,90.0,0,4
2023-24,7,entered,349,De Bruyne,MID,Man City,22,0,0.72,3.1268,4.7376,1.6108,1,0,0.0,1,0
2023-24,8,left,281,Ream,DEF,Fulham,513,360,0.72,2.858,2.8168,-0.0412,1,1,90.0,0,2
2023-24,8,left,373,B.Fernandes,MID,Man Utd,630,360,0.72,3.5444,3.8092,0.2648,1,0,90.0,0,2
2023-24,8,left,14,Ødegaard,MID,Arsenal,622,360,0.72,3.6916,3.3376,-0.354,1,0,90.0,0,3
