season,e024_gate,ctrl_mae60,treat_mae60,ctrl_xicap_mean,treat_xicap_mean,ctrl_season_cap,treat_season_cap,ctrl_xi0,treat_xi0,ctrl_xi0_n,treat_xi0_n,g_treat_mean,n_blended,n_gw,xi0_ok,mae60_ok,xicap_ok
2024-25,PASS,2.264852,2.255236,58.578947,64.947368,2226.0,2468.0,6.220096,4.30622,418,418,5.850322,27479,38,True,True,True
