season,ctrl_mae60,treat_mae60,ctrl_spearman60,treat_spearman60,ctrl_xicap_mean,treat_xicap_mean,ctrl_xi0,treat_xi0,ctrl_xi0_n,treat_xi0_n,n_swaps,left_blank_pct,entered_blank_pct,mean_entered_mu_delta,mae60_ok,spearman60_ok,xicap_ok,xi0_ok
2022-23,2.576271,2.565985,0.136612,0.141013,57.108108,54.783784,11.547912,12.530713,407,407,66,13.636364,19.69697,0.396952,True,True,False,False
2023-24,2.481614,2.477311,0.176899,0.180743,53.684211,54.894737,11.004785,11.004785,418,418,29,6.896552,6.896552,0.263062,True,True,True,True
2024-25,2.399644,2.39211,0.161363,0.167017,56.578947,56.973684,10.526316,10.047847,418,418,36,11.111111,5.555556,0.245356,True,True,True,True
2025-26,2.572005,2.566055,0.092166,0.09479,50.394737,49.552632,14.114833,14.354067,418,418,33,15.151515,18.181818,0.20217,True,True,False,False
