season,e024_gate,gw,position,entrant_id,entrant_name,leaver_id,leaver_name,delta_mc,delta_u,dpts,both60,tie_pts,mc_pref_enter,u_pref_enter,actual_pref_enter,ctrl_mu_gap,gap_bucket,v_ctrl,v_swap
2023-24,PASS,3,FWD,433,Wilson,8,G.Jesus,0.4467,0.5076,0.0,0,1,1,1,0,0.1148,near,31.984,32.4306
2023-24,PASS,4,DEF,307,Robertson,290,Alexander-Arnold,0.0064,0.0532,-6.0,1,0,1,1,0,0.1036,near,32.105,32.1113
2023-24,PASS,4,DEF,430,Trippier,290,Alexander-Arnold,-0.0243,-0.2024,-11.0,1,0,0,0,0,0.1972,near,32.105,32.0807
2023-24,PASS,5,DEF,42,Digne,439,Boly,0.1323,0.2364,5.0,0,0,1,1,1,0.0748,near,34.0468,34.1791
2023-24,PASS,5,MID,294,Diogo J.,396,Rashford,0.4168,0.4736,-1.0,0,0,1,1,0,0.53,mid,34.0468,34.4636
2023-24,PASS,5,MID,526,Bowen,396,Rashford,0.2179,0.2476,0.0,1,1,1,1,0,0.196,near,34.0468,34.2647
2023-24,PASS,5,MID,526,Bowen,504,Maddison,0.2644,0.3004,1.0,1,0,1,1,1,0.3176,mid,34.0468,34.3111
2023-24,PASS,5,FWD,523,Antonio,355,Haaland,-0.734,-0.87,-4.0,1,0,0,0,0,1.7064,large,34.0468,33.3128
2023-24,PASS,5,FWD,523,Antonio,85,Solanke,-0.005,-0.0416,0.0,1,1,0,0,0,0.5192,mid,34.0468,34.0418
2023-24,PASS,5,FWD,13,Nketiah,355,Haaland,-0.4748,-0.5396,-4.0,1,0,0,0,0,1.8824,large,34.0468,33.5719
2023-24,PASS,5,FWD,13,Nketiah,85,Solanke,0.0347,0.2888,0.0,1,1,1,1,0,0.6952,mid,34.0468,34.0814
2023-24,PASS,6,MID,513,Sarr,664,Ward-Prowse,-0.269,-0.7696,-1.0,1,0,0,0,0,0.7696,large,35.9842,35.7153
2023-24,PASS,6,MID,513,Sarr,349,De Bruyne,-0.8892,-1.4744,1.0,0,0,0,0,1,1.4744,large,35.9842,35.095
2023-24,PASS,6,MID,226,Eze,349,De Bruyne,-0.5012,-0.5696,3.0,0,0,0,0,1,0.7432,mid,35.9842,35.483
2023-24,PASS,7,FWD,433,Wilson,355,Haaland,-0.2436,-0.2768,-2.0,0,0,0,0,0,1.0096,large,41.133,40.8894
2023-24,PASS,7,DEF,245,Branthwaite,544,Zouma,0.1483,0.3644,-6.0,1,0,1,1,0,0.2744,mid,41.133,41.2813
2023-24,PASS,7,DEF,245,Branthwaite,563,Kilman,0.1578,0.4432,-1.0,1,0,1,1,0,0.2444,near,41.133,41.2908
2023-24,PASS,7,DEF,245,Branthwaite,220,Andersen,0.1211,0.1376,-14.0,1,0,1,1,0,0.466,mid,41.133,41.2541
2023-24,PASS,7,DEF,506,Pedro Porro,220,Andersen,0.2827,0.3212,-8.0,1,0,1,1,0,0.2972,mid,41.133,41.4156
2023-24,PASS,8,GKP,361,Ortega Moreno,482,Foderingham,-0.0657,-0.5476,0.0,0,1,0,0,0,0.5476,mid,36.9737,36.908
2023-24,PASS,8,FWD,13,Nketiah,326,Morris,0.2672,0.3036,1.0,1,0,1,1,1,0.814,large,36.9737,37.2409
2023-24,PASS,8,DEF,245,Branthwaite,281,Ream,0.0058,0.0484,4.0,1,0,1,1,1,0.7372,mid,36.9737,36.9795
2023-24,PASS,9,FWD,13,Nketiah,355,Haaland,-1.4763,-1.6776,-8.0,0,0,0,0,0,2.5888,large,37.8301,36.3538
2023-24,PASS,9,FWD,433,Wilson,355,Haaland,-0.717,-0.8148,-2.0,1,0,0,0,0,1.5904,large,37.8301,37.1131
2023-24,PASS,9,DEF,245,Branthwaite,584,Pau,-0.537,-0.68,-1.0,1,0,0,0,0,1.1388,large,37.8301,37.2931
2023-24,PASS,9,DEF,245,Branthwaite,471,Ahmedhodžić,-0.0097,-0.0808,1.0,0,0,0,0,1,0.5396,mid,37.8301,37.8204
2023-24,PASS,9,DEF,245,Branthwaite,220,Andersen,-0.569,-0.7164,1.0,1,0,0,0,1,1.2192,large,37.8301,37.2611
2023-24,PASS,10,FWD,225,Edouard,355,Haaland,-0.8536,-0.97,-14.0,1,0,0,0,0,1.3436,large,37.5464,36.6928
2023-24,PASS,10,FWD,60,Watkins,355,Haaland,-0.597,-0.6784,-14.0,1,0,0,0,0,0.8184,large,37.5464,36.9495
2023-24,PASS,11,GKP,361,Ortega Moreno,482,Foderingham,-0.1193,-0.994,-2.0,0,0,0,0,0,0.9964,large,38.7425,38.6232
2023-24,PASS,11,MID,362,Palmer,504,Maddison,-0.616,-0.7,11.0,0,0,0,0,1,0.7,mid,38.7425,38.1265
2023-24,PASS,11,DEF,245,Branthwaite,265,Tarkowski,-0.0429,-0.0488,0.0,1,1,0,0,0,0.5724,mid,38.7425,38.6995
2023-24,PASS,11,DEF,245,Branthwaite,112,Pinnock,-0.1102,-0.1252,0.0,1,1,0,0,0,0.6172,mid,38.7425,38.6323
2023-24,PASS,11,DEF,245,Branthwaite,511,Romero,-0.1207,-0.1372,5.0,0,0,0,0,1,0.6556,mid,38.7425,38.6217
2023-24,PASS,12,DEF,245,Branthwaite,29,White,-0.5259,-0.5976,1.0,0,0,0,0,1,1.0872,large,37.3721,36.8462
2023-24,PASS,12,DEF,245,Branthwaite,703,Evans,0.0148,0.1232,1.0,0,0,1,1,1,0.3088,mid,37.3721,37.3869
2023-24,PASS,12,FWD,60,Watkins,355,Haaland,-0.5424,-0.6164,-10.0,1,0,0,0,0,0.8496,large,37.3721,36.8297
2023-24,PASS,13,FWD,246,Calvert-Lewin,343,J.Alvarez,-0.2214,-0.2516,0.0,1,1,0,0,0,0.5816,mid,38.5453,38.3239
2023-24,PASS,14,DEF,393,Mengi,465,Toffolo,-0.0702,-0.5848,-1.0,1,0,0,0,0,0.594,mid,38.634,38.5638
2023-24,PASS,14,DEF,393,Mengi,173,O'Shea,-0.0467,-0.3892,-7.0,1,0,0,0,0,0.3892,mid,38.634,38.5873
2023-24,PASS,14,DEF,178,Taylor,465,Toffolo,-0.0731,-0.6088,8.0,1,0,0,0,1,0.6236,mid,38.634,38.5609
2023-24,PASS,14,DEF,178,Taylor,173,O'Shea,-0.0496,-0.4132,2.0,1,0,0,0,1,0.4188,mid,38.634,38.5844
2023-24,PASS,15,DEF,245,Branthwaite,377,Dalot,0.0479,0.0544,5.0,1,0,1,1,1,0.3388,mid,37.7684,37.8162
2023-24,PASS,15,MID,382,Garnacho,43,Douglas Luiz,0.1102,0.1252,1.0,1,0,1,1,1,1.0452,large,37.7684,37.8785
2023-24,PASS,16,DEF,27,Trusty,220,Andersen,-0.1188,-0.7312,5.0,1,0,0,0,1,0.7416,mid,37.9908,37.872
2023-24,PASS,17,DEF,238,C.Richards,178,Taylor,0.0024,0.0196,1.0,0,0,1,1,1,0.2632,mid,38.7111,38.7134
2023-24,PASS,18,FWD,590,Cunha,211,N.Jackson,-0.0338,-0.2816,0.0,1,1,0,0,0,0.2876,mid,38.3276,38.2938
2023-24,PASS,19,DEF,245,Branthwaite,265,Tarkowski,0.0005,0.0044,-1.0,1,0,1,1,0,0.3012,mid,36.4823,36.4828
2023-24,PASS,19,DEF,245,Branthwaite,377,Dalot,-0.0076,-0.0632,-1.0,1,0,0,0,0,0.4068,mid,36.4823,36.4747
2023-24,PASS,19,MID,134,Gross,14,Ødegaard,-0.125,-0.142,0.0,1,1,0,0,0,0.28,mid,36.4823,36.3573
2023-24,PASS,19,FWD,246,Calvert-Lewin,211,N.Jackson,0.0102,0.0116,-1.0,0,0,1,1,0,0.3568,mid,36.4823,36.4925
2023-24,PASS,20,DEF,191,B.Badiashile,313,Virgil,-0.2988,-0.3396,-1.0,0,0,0,0,0,0.6396,mid,38.6222,38.3233
2023-24,PASS,20,DEF,342,Aké,313,Virgil,-0.013,-0.0148,5.0,1,0,0,0,1,0.174,near,38.6222,38.6092
2023-24,PASS,20,DEF,286,Tosin,313,Virgil,-0.5055,-0.5744,1.0,1,0,0,0,1,0.5624,mid,38.6222,38.1167
2023-24,PASS,21,MID,236,Olise,134,Gross,0.032,0.0364,-3.0,0,0,1,1,0,0.1168,near,37.5891,37.6211
2023-24,PASS,23,MID,382,Garnacho,107,Lewis-Potter,0.0804,0.6696,15.0,0,0,1,1,1,0.0192,near,36.977,37.0574
2023-24,PASS,23,DEF,31,Zinchenko,506,Pedro Porro,0.0,0.0,0.0,0,1,1,0,0,0.098,near,36.977,36.977
2023-24,PASS,24,DEF,321,Doughty,220,Andersen,-0.0218,-0.0248,0.0,1,1,0,0,0,0.0248,near,39.1083,39.0865
2023-24,PASS,24,DEF,238,C.Richards,220,Andersen,-0.4528,-0.6576,0.0,1,1,0,0,0,0.88,large,39.1083,38.6555
2023-24,PASS,24,DEF,238,C.Richards,286,Tosin,-0.0199,-0.1656,1.0,0,0,0,0,1,0.4048,mid,39.1083,39.0884
2023-24,PASS,24,MID,43,Douglas Luiz,526,Bowen,-0.2022,-0.2968,8.0,1,0,0,0,1,0.2968,mid,39.1083,38.9061
2023-24,PASS,24,MID,43,Douglas Luiz,664,Ward-Prowse,-0.0093,-0.0776,8.0,1,0,0,0,1,0.0776,near,39.1083,39.099
2023-24,PASS,29,FWD,117,Toney,200,D.D.Fofana,0.0017,0.014,-7.0,1,0,1,1,0,0.1392,near,35.8148,35.8165
2023-24,PASS,31,DEF,90,Ajer,114,Roerslev,0.0013,0.0112,0.0,1,1,1,1,0,0.0408,near,42.5033,42.5047
2024-25,PASS,1,FWD,129,João Pedro,58,Watkins,-0.3805,-0.4324,0.0,1,1,0,0,0,1.2828,large,34.9335,34.553
2024-25,PASS,1,DEF,303,Souttar,3,Gabriel,-1.0958,-1.2452,-6.0,0,0,0,0,0,1.2352,large,34.9335,33.8377
2024-25,PASS,1,DEF,303,Souttar,658,Heaven,0.0107,0.0888,0.0,0,1,1,1,0,0.0512,near,34.9335,34.9441
2024-25,PASS,1,DEF,495,Pedro Porro,3,Gabriel,0.0074,0.0084,3.0,1,0,1,1,1,0.334,mid,34.9335,34.9409
2024-25,PASS,1,MID,23,Trossard,503,Son,-0.094,-0.1068,-1.0,0,0,0,0,0,0.8496,large,34.9335,34.8395
2024-25,PASS,1,MID,317,Diogo J.,503,Son,-0.0697,-0.0792,6.0,1,0,0,0,1,1.0112,large,34.9335,34.8638
2024-25,PASS,2,MID,743,McKenna,360,Rodrigo,-1.2071,-3.0168,0.0,0,1,0,0,0,3.0168,large,38.044,36.8368
2024-25,PASS,2,MID,743,McKenna,751,Pereira,-0.0009,-0.0072,0.0,0,1,0,0,0,0.0072,near,38.044,38.0431
2024-25,PASS,2,DEF,715,Godfrey,322,Gomez,-0.1843,-1.536,0.0,0,1,0,0,0,1.5308,large,38.044,37.8596
2024-25,PASS,2,GKP,445,Turner,91,Flekken,-0.0411,-0.3424,-3.0,0,0,0,0,0,0.3836,mid,38.044,38.0029
2024-25,PASS,3,FWD,401,Isak,58,Watkins,0.4861,0.5524,4.0,1,0,1,1,1,0.2436,near,34.9243,35.4104
2024-25,PASS,3,FWD,401,Isak,351,Haaland,-0.5157,-0.586,-8.0,1,0,0,0,0,1.4668,large,34.9243,34.4086
2024-25,PASS,3,FWD,306,Vardy,58,Watkins,-0.3091,-0.3512,-4.0,1,0,0,0,0,1.1464,large,34.9243,34.6152
2024-25,PASS,3,FWD,306,Vardy,351,Haaland,-1.3108,-1.4896,-16.0,1,0,0,0,0,2.3696,large,34.9243,33.6134
2024-25,PASS,4,MID,491,Johnson,636,Chiesa,-0.106,-0.1204,2.0,0,0,0,0,1,0.948,large,28.4364,28.3304
2024-25,PASS,4,DEF,495,Pedro Porro,311,Alexander-Arnold,-0.0205,-0.1712,1.0,1,0,0,0,1,0.082,near,28.4364,28.4159
2024-25,PASS,5,DEF,291,Faes,326,Konaté,-0.0224,-0.1864,-6.0,1,0,0,0,0,0.2228,near,35.8139,35.7915
2024-25,PASS,5,DEF,291,Faes,472,Stephens,0.0194,0.1616,2.0,0,0,1,1,1,0.0136,near,35.8139,35.8333
2024-25,PASS,5,MID,491,Johnson,366,B.Fernandes,0.1112,0.1264,4.0,1,0,1,1,1,0.8528,large,35.8139,35.9251
2024-25,PASS,5,MID,491,Johnson,345,De Bruyne,-0.1764,-0.2004,7.0,0,0,0,0,1,1.0476,large,35.8139,35.6375
2024-25,PASS,5,FWD,447,Wood,207,Mateta,0.0102,0.0116,7.0,0,0,1,1,1,0.3596,mid,35.8139,35.8241
2024-25,PASS,6,DEF,228,Keane,282,Tuanzebe,0.036,0.2996,0.0,0,1,1,1,0,0.024,near,36.8525,36.8885
2024-25,PASS,6,DEF,228,Keane,88,Collins,-0.0972,-0.1104,-2.0,0,0,0,0,0,0.2984,mid,36.8525,36.7554
2024-25,PASS,6,DEF,533,Aït-Nouri,88,Collins,0.0912,0.1036,7.0,1,0,1,1,1,0.0772,near,36.8525,36.9437
2024-25,PASS,6,MID,71,Kluivert,199,Eze,0.0176,0.02,-1.0,0,0,1,1,0,0.2844,mid,36.8525,36.8701
2024-25,PASS,6,MID,239,Adama,199,Eze,-0.106,-0.1204,1.0,1,0,0,0,1,0.818,large,36.8525,36.7466
2024-25,PASS,6,GKP,396,Dúbravka,91,Flekken,-0.0371,-0.3088,-2.0,0,0,0,0,0,0.3232,mid,36.8525,36.8155
2024-25,PASS,6,FWD,447,Wood,58,Watkins,0.5262,0.598,-9.0,1,0,1,1,0,0.1596,near,36.8525,37.3788
2024-25,PASS,7,DEF,228,Keane,291,Faes,0.0288,0.2404,0.0,1,1,1,1,0,0.072,near,37.5203,37.5492
2024-25,PASS,7,DEF,228,Keane,369,Dalot,-0.1042,-0.1184,0.0,1,1,0,0,0,0.4388,mid,37.5203,37.4161
2024-25,PASS,7,DEF,301,Okoli,291,Faes,-0.0075,-0.0624,1.0,1,0,0,0,1,0.002,near,37.5203,37.5128
2024-25,PASS,7,DEF,301,Okoli,369,Dalot,-0.3153,-0.4212,1.0,1,0,0,0,1,0.3688,mid,37.5203,37.205
2024-25,PASS,7,FWD,306,Vardy,58,Watkins,-0.2066,-0.2348,0.0,1,1,0,0,0,1.0584,large,37.5203,37.3137
2024-25,PASS,7,GKP,445,Turner,522,Foderingham,-0.077,-0.6416,0.0,0,1,0,0,0,0.6416,mid,37.5203,37.4433
2024-25,PASS,8,MID,491,Johnson,17,Saka,0.2006,0.228,2.0,0,0,1,1,1,0.794,large,37.8942,38.0948
2024-25,PASS,8,MID,239,Adama,17,Saka,-0.0866,-0.0984,2.0,0,0,0,0,1,1.024,large,37.8942,37.8076
2024-25,PASS,8,FWD,316,Darwin,58,Watkins,0.1271,0.1444,-7.0,1,0,1,1,0,0.9724,large,37.8942,38.0212
2024-25,PASS,8,FWD,447,Wood,58,Watkins,0.289,0.3284,-1.0,1,0,1,1,0,0.2984,mid,37.8942,38.1832
2024-25,PASS,8,FWD,447,Wood,541,Cunha,0.3675,0.4176,5.0,1,0,1,1,1,0.0888,near,37.8942,38.2616
2024-25,PASS,9,DEF,338,Van den Berg,88,Collins,-0.2935,-0.4928,0.0,1,1,0,0,0,0.466,mid,38.6895,38.396
2024-25,PASS,9,DEF,338,Van den Berg,291,Faes,-0.0221,-0.1844,0.0,1,1,0,0,0,0.1352,near,38.6895,38.6674
2024-25,PASS,10,MID,491,Johnson,99,Mbeumo,0.3062,0.348,5.0,1,0,1,1,1,0.4104,mid,37.8393,38.1455
2024-25,PASS,10,MID,239,Adama,99,Mbeumo,0.0507,0.0576,1.0,0,0,1,1,1,0.7904,large,37.8393,37.89
2024-25,PASS,10,MID,239,Adama,372,Garnacho,-0.025,-0.0284,2.0,0,0,0,0,1,0.368,mid,37.8393,37.8143
2024-25,PASS,10,GKP,396,Dúbravka,14,Ramsdale,-0.0042,-0.0348,-9.0,0,0,0,0,0,0.0348,near,37.8393,37.8351
2024-25,PASS,11,MID,491,Johnson,366,B.Fernandes,0.2622,0.298,-15.0,1,0,1,1,0,0.3044,mid,38.3766,38.6388
2024-25,PASS,11,DEF,630,O'Shea,520,Emerson,-0.0574,-0.478,-4.0,1,0,0,0,0,0.3644,mid,38.3766,38.3192
2024-25,PASS,11,DEF,630,O'Shea,369,Dalot,-0.328,-0.7856,1.0,0,0,0,0,1,0.764,large,38.3766,38.0486
2024-25,PASS,12,MID,247,Iwobi,19,Smith Rowe,0.0292,0.0332,6.0,0,0,1,1,1,0.296,mid,37.4011,37.4303
2024-25,PASS,13,DEF,159,Chalobah,369,Dalot,-0.0523,-0.0656,-4.0,1,0,0,0,0,0.266,mid,38.8552,38.803
2024-25,PASS,13,DEF,159,Chalobah,422,Aina,-0.0142,-0.0224,-6.0,1,0,0,0,0,0.1992,near,38.8552,38.841
2024-25,PASS,13,FWD,447,Wood,351,Haaland,-0.4474,-0.5084,7.0,1,0,0,0,1,1.0864,large,38.8552,38.4078
2024-25,PASS,14,FWD,401,Isak,58,Watkins,0.3006,0.3416,-1.0,1,0,1,1,0,0.1656,near,37.5671,37.8677
2024-25,PASS,14,FWD,252,Raúl,617,Evanilson,0.2415,0.2744,-1.0,0,0,1,1,0,0.1084,near,37.5671,37.8085
2024-25,PASS,14,FWD,252,Raúl,58,Watkins,-0.2024,-0.23,-11.0,0,0,0,0,0,0.5684,mid,37.5671,37.3647
2024-25,PASS,14,MID,754,Van Nistelrooy,743,McKenna,-0.0004,-0.0036,0.0,0,1,0,0,0,0.0036,near,37.5671,37.5666
2024-25,PASS,14,MID,754,Van Nistelrooy,17,Saka,-1.8131,-3.7444,-3.0,0,0,0,0,0,3.6184,large,37.5671,35.754
2024-25,PASS,15,MID,747,Nuno,17,Saka,-1.1459,-3.3096,-2.0,0,0,0,0,0,3.2396,large,37.3822,36.2363
2024-25,PASS,15,MID,366,B.Fernandes,17,Saka,-0.0711,-0.0808,7.0,1,0,0,0,1,0.0924,near,37.3822,37.3111
2024-25,PASS,16,FWD,129,João Pedro,617,Evanilson,0.6811,0.774,0.0,1,1,1,1,0,0.2368,near,37.9346,38.6157
2024-25,PASS,16,MID,737,Emery,99,Mbeumo,-0.8946,-2.9916,-9.0,0,0,0,0,0,2.9424,large,37.9346,37.0399
2024-25,PASS,16,MID,71,Kluivert,99,Mbeumo,0.094,0.1068,-6.0,1,0,1,1,0,0.1932,near,37.9346,38.0285
2024-25,PASS,17,DEF,630,O'Shea,88,Collins,-0.0668,-0.5568,-1.0,1,0,0,0,0,0.5156,mid,37.9452,37.8784
2024-25,PASS,17,DEF,630,O'Shea,267,Davis,-0.1228,-0.6204,0.0,1,1,0,0,0,0.6204,mid,37.9452,37.8224
2024-25,PASS,17,DEF,630,O'Shea,524,Kilman,-0.0567,-0.4728,-2.0,1,0,0,0,0,0.4728,mid,37.9452,37.8884
2024-25,PASS,17,DEF,263,Burgess,88,Collins,-0.0398,-0.3316,-1.0,1,0,0,0,0,0.2904,mid,37.9452,37.9054
2024-25,PASS,17,DEF,263,Burgess,267,Davis,-0.0958,-0.3952,0.0,1,1,0,0,0,0.3952,mid,37.9452,37.8494
2024-25,PASS,17,DEF,263,Burgess,524,Kilman,-0.0297,-0.2476,-2.0,1,0,0,0,0,0.2476,near,37.9452,37.9155
2024-25,PASS,18,FWD,129,João Pedro,617,Evanilson,0.5618,0.6384,1.0,0,0,1,1,1,0.2528,mid,39.6907,40.2525
2024-25,PASS,19,MID,530,Souček,514,Bowen,-0.5876,-0.98,-1.0,0,0,0,0,0,0.9412,large,38.1251,37.5375
2024-25,PASS,20,FWD,129,João Pedro,110,Wissa,0.2475,0.2812,-2.0,1,0,1,1,0,0.2504,mid,39.0577,39.3052
2024-25,PASS,21,MID,491,Johnson,366,B.Fernandes,-0.0542,-0.0616,-3.0,0,0,0,0,0,0.2964,mid,38.9992,38.945
2024-25,PASS,22,DEF,528,Mavropanos,350,Gvardiol,-0.1,-0.2308,-8.0,1,0,0,0,0,0.262,mid,38.9864,38.8864
2024-25,PASS,22,GKP,521,Fabianski,14,Ramsdale,-0.0209,-0.1744,1.0,1,0,0,0,1,0.1328,near,38.9864,38.9655
2024-25,PASS,22,FWD,306,Vardy,58,Watkins,-0.302,-0.3432,-6.0,1,0,0,0,0,0.5492,mid,38.9864,38.6844
2024-25,PASS,23,FWD,129,João Pedro,252,Raúl,0.0338,0.0384,-1.0,1,0,1,1,0,0.3228,mid,39.8937,39.9275
2024-25,PASS,24,MID,402,J.Murphy,398,Gordon,-0.9768,-1.11,7.0,1,0,0,0,1,1.342,large,57.0036,56.0268
2024-25,PASS,24,DEF,543,Doherty,573,Milenković,-0.0214,-0.1784,0.0,1,1,0,0,0,0.316,mid,57.0036,56.9822
2024-25,PASS,24,DEF,543,Doherty,311,Alexander-Arnold,-2.6772,-3.318,-1.0,1,0,0,0,0,3.4344,large,57.0036,54.3263
2024-25,PASS,24,DEF,270,Greaves,573,Milenković,-0.0653,-0.544,-5.0,1,0,0,0,0,0.544,mid,57.0036,56.9383
2024-25,PASS,24,DEF,270,Greaves,311,Alexander-Arnold,-2.7211,-3.6836,-6.0,1,0,0,0,0,3.6624,large,57.0036,54.2824
2024-25,PASS,25,DEF,457,Bree,291,Faes,0.0096,0.08,0.0,1,1,1,1,0,0.0156,near,61.131,61.1406
2024-25,PASS,26,FWD,218,Beto,252,Raúl,0.2249,0.2556,4.0,1,0,1,1,1,0.7672,large,41.2397,41.4647
2024-25,PASS,28,MID,747,Nuno,366,B.Fernandes,-1.6961,-4.0112,0.0,0,1,0,0,0,4.0112,large,44.0409,42.3448
2024-25,PASS,28,MID,181,Nkunku,366,B.Fernandes,-0.0088,-0.01,-6.0,1,0,0,0,0,1.1488,large,44.0409,44.0321
2024-25,PASS,29,FWD,218,Beto,252,Raúl,0.2846,0.3504,0.0,1,1,1,1,0,0.4056,mid,40.1062,40.3909
2024-25,PASS,29,MID,181,Nkunku,571,Savinho,0.056,0.0636,2.0,0,0,1,1,1,0.692,mid,40.1062,40.1622
2024-25,PASS,30,DEF,456,Bella-Kotchap,163,Cucurella,-0.4438,-1.028,-5.0,0,0,0,0,0,0.9912,large,44.473,44.0292
2024-25,PASS,30,DEF,456,Bella-Kotchap,437,N.Williams,-0.0649,-0.5408,-5.0,0,0,0,0,0,0.504,mid,44.473,44.4081
2024-25,PASS,30,DEF,573,Milenković,163,Cucurella,-0.0887,-0.1008,1.0,1,0,0,0,1,0.1008,near,44.473,44.3843
2024-25,PASS,30,GKP,304,Stolarczyk,185,Sánchez,-0.09,-0.7496,-6.0,0,0,0,0,0,0.7496,mid,44.473,44.383
2024-25,PASS,30,FWD,218,Beto,58,Watkins,-0.6033,-0.6856,1.0,0,0,0,0,1,1.2592,large,44.473,43.8696
2024-25,PASS,34,MID,392,Barnes,99,Mbeumo,0.0007,0.0008,1.0,1,0,1,1,1,0.3748,mid,44.3092,44.3099
2025-26,FAIL,1,MID,384,Gakpo,449,B.Fernandes,-0.2295,-0.2608,5.0,1,0,0,0,1,1.094,large,33.2618,33.0323
2025-26,FAIL,1,MID,384,Gakpo,485,Gordon,0.2538,0.2884,4.0,1,0,1,1,1,0.2956,mid,33.2618,33.5156
2025-26,FAIL,1,MID,383,Luis Díaz,449,B.Fernandes,-0.1922,-0.2184,-2.0,0,0,0,0,0,0.7904,large,33.2618,33.0696
2025-26,FAIL,1,DEF,705,Campbell,224,Cucurella,-1.2249,-1.4672,-8.0,0,0,0,0,0,1.3956,large,33.2618,32.0369
2025-26,FAIL,1,DEF,705,Campbell,46,Yasin,-0.0105,-0.0872,0.0,0,1,0,0,0,0.0872,near,33.2618,33.2513
2025-26,FAIL,1,DEF,705,Campbell,445,Amass,-0.0084,-0.0704,0.0,0,1,0,0,0,0.0868,near,33.2618,33.2533
2025-26,FAIL,1,DEF,710,Patterson,224,Cucurella,-1.2238,-1.458,-8.0,0,0,0,0,0,1.3864,large,33.2618,32.038
2025-26,FAIL,1,DEF,710,Patterson,46,Yasin,-0.0094,-0.078,0.0,0,1,0,0,0,0.078,near,33.2618,33.2524
2025-26,FAIL,1,DEF,710,Patterson,445,Amass,-0.0073,-0.0612,0.0,0,1,0,0,0,0.0776,near,33.2618,33.2544
2025-26,FAIL,1,DEF,505,Milenković,224,Cucurella,-0.0739,-0.084,-6.0,1,0,0,0,0,0.1808,near,33.2618,33.1879
2025-26,FAIL,2,GKP,288,Travers,674,Ramsdale,-0.1155,-0.1312,0.0,0,1,0,0,0,0.1312,near,39.4291,39.3136
2025-26,FAIL,2,MID,708,M.Fernandes,17,Ødegaard,-0.9184,-1.0436,-1.0,0,0,0,0,0,0.8896,large,39.4291,38.5107
2025-26,FAIL,2,MID,708,M.Fernandes,415,Savinho,-0.7272,-0.8264,0.0,0,1,0,0,0,0.7644,large,39.4291,38.7018
2025-26,FAIL,2,MID,120,Schade,17,Ødegaard,0.0475,0.054,2.0,0,0,1,1,1,0.3328,mid,39.4291,39.4766
2025-26,FAIL,2,DEF,77,Hill,227,Colwill,-0.1528,-1.2736,1.0,0,0,0,0,1,1.3008,large,39.4291,39.2762
2025-26,FAIL,3,MID,235,Palmer,381,M.Salah,-0.3784,-0.43,-3.0,0,0,0,0,0,0.9452,large,39.5784,39.2
2025-26,FAIL,4,DEF,225,James,725,Hincapie,0.0175,0.146,1.0,0,0,1,1,1,0.252,mid,37.5592,37.5768
2025-26,FAIL,4,FWD,338,Muniz,30,Havertz,-0.2502,-1.3096,2.0,0,0,0,0,1,1.2908,large,37.5592,37.3091
2025-26,FAIL,4,GKP,782,Forster,674,Ramsdale,-0.0221,-0.184,0.0,0,1,0,0,0,0.184,near,37.5592,37.5372
2025-26,FAIL,5,MID,86,Brooks,81,Kluivert,-0.1726,-0.1962,2.0,0,0,0,0,1,0.9904,large,37.1743,37.0016
2025-26,FAIL,5,FWD,499,Isak,430,Haaland,-0.535,-0.608,-8.0,0,0,0,0,0,0.4868,mid,37.1743,36.6392
2025-26,FAIL,5,GKP,567,Kinsky,2,Arrizabalaga,-0.027,-0.2252,0.0,0,1,0,0,0,0.2252,near,37.1743,37.1472
2025-26,FAIL,6,FWD,338,Muniz,136,Thiago,0.0553,0.4612,-13.0,0,0,1,1,0,0.3176,mid,39.7478,39.8031
2025-26,FAIL,6,FWD,338,Muniz,732,Uche,0.0768,0.6404,0.0,0,1,1,1,0,0.1384,near,39.7478,39.8246
2025-26,FAIL,6,FWD,217,Foster,136,Thiago,-0.0245,-0.2044,-11.0,1,0,0,0,0,0.4076,mid,39.7478,39.7232
2025-26,FAIL,6,FWD,217,Foster,732,Uche,-0.003,-0.0252,2.0,0,0,0,0,1,0.2284,near,39.7478,39.7447
2025-26,FAIL,6,MID,414,Foden,82,Semenyo,0.17,0.1932,-6.0,1,0,1,1,0,0.2548,mid,39.7478,39.9178
2025-26,FAIL,7,FWD,525,Wood,135,Wissa,0.0273,0.1868,2.0,0,0,1,1,1,0.1888,near,39.0983,39.1256
2025-26,FAIL,7,FWD,217,Foster,135,Wissa,-0.1012,-0.8432,1.0,0,0,0,0,1,1.0856,large,39.0983,38.9971
2025-26,FAIL,7,FWD,217,Foster,136,Thiago,-0.0471,-0.3928,-1.0,1,0,0,0,0,0.6352,mid,39.0983,39.0512
2025-26,FAIL,7,MID,237,Enzo,119,Mbeumo,-0.0468,-0.0532,-4.0,1,0,0,0,0,0.3272,mid,39.0983,39.0515
2025-26,FAIL,7,MID,81,Kluivert,119,Mbeumo,0.139,0.158,1.0,0,0,1,1,1,0.3924,mid,39.0983,39.2374
2025-26,FAIL,8,MID,384,Gakpo,449,B.Fernandes,-0.1697,-0.1928,-1.0,1,0,0,0,0,0.5584,mid,38.928,38.7583
2025-26,FAIL,8,MID,328,Sessegnon,449,B.Fernandes,-0.2457,-0.2792,-6.0,1,0,0,0,0,0.8408,large,38.928,38.6823
