season,e024_gate,ctrl_mae60,treat_mae60,ctrl_xicap_mean,treat_xicap_mean,ctrl_season_cap,treat_season_cap,ctrl_xi0,treat_xi0,ctrl_xi0_n,treat_xi0_n,g_treat_mean,n_strength_replaced,n_gw,xi0_ok,mae60_ok,xicap_ok
2023-24,PASS,2.361214,2.361214,59.763158,59.763158,2271.0,2271.0,3.588517,3.588517,418,418,0.0,526,38,True,True,True
