season,gw,team_id,short_name,sh0,sa0,sh1,sa1,replaced
2025-26,1,1,ARS,1305,1355,1320,1325,1
2025-26,1,2,AVL,1135,1230,1125,1250,1
2025-26,1,3,BUR,975,1045,1050,1050,1
2025-26,1,4,BOU,1150,1235,1150,1180,1
2025-26,1,5,BRE,1135,1215,1120,1185,1
2025-26,1,6,BHA,1170,1250,1150,1175,1
2025-26,1,7,CHE,1190,1195,1185,1245,1
2025-26,1,8,CRY,1160,1185,1140,1160,1
2025-26,1,9,EVE,1135,1160,1100,1115,1
2025-26,1,10,FUL,1105,1200,1125,1125,1
2025-26,1,11,LEE,1100,1205,1050,1075,1
2025-26,1,12,LIV,1180,1250,1335,1355,1
2025-26,1,13,MCI,1265,1355,1275,1315,1
2025-26,1,14,MUN,1180,1250,1105,1125,1
2025-26,1,15,NEW,1120,1205,1185,1245,1
2025-26,1,16,NFO,1125,1165,1165,1205,1
2025-26,1,17,SUN,1055,1150,1050,1050,1
2025-26,1,18,TOT,1120,1120,1130,1175,1
2025-26,1,19,WHU,1095,1130,1100,1100,1
2025-26,1,20,WOL,975,1060,1100,1125,1
2025-26,2,1,ARS,1305,1355,1320,1325,1
2025-26,2,2,AVL,1135,1230,1125,1250,1
2025-26,2,3,BUR,975,1045,1050,1050,1
2025-26,2,4,BOU,1150,1235,1150,1180,1
2025-26,2,5,BRE,1135,1215,1120,1185,1
2025-26,2,6,BHA,1170,1250,1150,1175,1
2025-26,2,7,CHE,1190,1195,1185,1245,1
2025-26,2,8,CRY,1160,1185,1140,1160,1
2025-26,2,9,EVE,1135,1160,1100,1115,1
2025-26,2,10,FUL,1105,1200,1125,1125,1
2025-26,2,11,LEE,1100,1205,1050,1075,1
2025-26,2,12,LIV,1180,1250,1335,1355,1
2025-26,2,13,MCI,1265,1355,1275,1315,1
2025-26,2,14,MUN,1180,1250,1105,1125,1
2025-26,2,15,NEW,1120,1205,1185,1245,1
2025-26,2,16,NFO,1125,1165,1165,1205,1
2025-26,2,17,SUN,1055,1150,1050,1050,1
2025-26,2,18,TOT,1120,1120,1130,1175,1
2025-26,2,19,WHU,1095,1130,1100,1100,1
2025-26,2,20,WOL,975,1060,1100,1125,1
2025-26,3,1,ARS,1305,1355,1320,1325,1
2025-26,3,2,AVL,1135,1230,1125,1250,1
2025-26,3,3,BUR,975,1045,1050,1050,1
2025-26,3,4,BOU,1150,1235,1150,1180,1
2025-26,3,5,BRE,1135,1215,1120,1185,1
2025-26,3,6,BHA,1170,1250,1150,1175,1
2025-26,3,7,CHE,1190,1195,1185,1245,1
2025-26,3,8,CRY,1160,1185,1140,1160,1
2025-26,3,9,EVE,1135,1160,1100,1115,1
2025-26,3,10,FUL,1105,1200,1125,1125,1
2025-26,3,11,LEE,1100,1205,1050,1075,1
2025-26,3,12,LIV,1180,1250,1335,1355,1
2025-26,3,13,MCI,1265,1355,1275,1315,1
2025-26,3,14,MUN,1180,1250,1105,1125,1
2025-26,3,15,NEW,1120,1205,1185,1245,1
2025-26,3,16,NFO,1125,1165,1165,1205,1
2025-26,3,17,SUN,1055,1150,1050,1050,1
2025-26,3,18,TOT,1120,1120,1130,1175,1
2025-26,3,19,WHU,1095,1130,1100,1100,1
2025-26,3,20,WOL,975,1060,1100,1125,1
2025-26,4,1,ARS,1305,1355,1320,1325,1
2025-26,4,2,AVL,1135,1230,1125,1250,1
2025-26,4,3,BUR,975,1045,1050,1050,1
2025-26,4,4,BOU,1150,1235,1150,1180,1
2025-26,4,5,BRE,1135,1215,1120,1185,1
2025-26,4,6,BHA,1170,1250,1150,1175,1
2025-26,4,7,CHE,1190,1195,1185,1245,1
2025-26,4,8,CRY,1160,1185,1140,1160,1
2025-26,4,9,EVE,1135,1160,1100,1115,1
2025-26,4,10,FUL,1105,1200,1125,1125,1
2025-26,4,11,LEE,1100,1205,1050,1075,1
2025-26,4,12,LIV,1180,1250,1335,1355,1
2025-26,4,13,MCI,1265,1355,1275,1315,1
2025-26,4,14,MUN,1180,1250,1105,1125,1
2025-26,4,15,NEW,1120,1205,1185,1245,1
2025-26,4,16,NFO,1125,1165,1165,1205,1
2025-26,4,17,SUN,1055,1150,1050,1050,1
2025-26,4,18,TOT,1120,1120,1130,1175,1
2025-26,4,19,WHU,1095,1130,1100,1100,1
2025-26,4,20,WOL,975,1060,1100,1125,1
2025-26,5,1,ARS,1305,1355,1320,1325,1
2025-26,5,2,AVL,1135,1230,1125,1250,1
2025-26,5,3,BUR,975,1045,1050,1050,1
2025-26,5,4,BOU,1150,1235,1150,1180,1
2025-26,5,5,BRE,1135,1215,1120,1185,1
2025-26,5,6,BHA,1170,1250,1150,1175,1
2025-26,5,7,CHE,1190,1195,1185,1245,1
2025-26,5,8,CRY,1160,1185,1140,1160,1
2025-26,5,9,EVE,1135,1160,1100,1115,1
2025-26,5,10,FUL,1105,1200,1125,1125,1
2025-26,5,11,LEE,1100,1205,1050,1075,1
2025-26,5,12,LIV,1180,1250,1335,1355,1
2025-26,5,13,MCI,1265,1355,1275,1315,1
2025-26,5,14,MUN,1180,1250,1105,1125,1
2025-26,5,15,NEW,1120,1205,1185,1245,1
2025-26,5,16,NFO,1125,1165,1165,1205,1
2025-26,5,17,SUN,1055,1150,1050,1050,1
2025-26,5,18,TOT,1120,1120,1130,1175,1
2025-26,5,19,WHU,1095,1130,1100,1100,1
2025-26,5,20,WOL,975,1060,1100,1125,1
2025-26,6,1,ARS,1305,1355,1320,1325,1
2025-26,6,2,AVL,1135,1230,1125,1250,1
2025-26,6,3,BUR,975,1045,1050,1050,1
2025-26,6,4,BOU,1150,1235,1150,1180,1
2025-26,6,5,BRE,1135,1215,1120,1185,1
2025-26,6,6,BHA,1170,1250,1150,1175,1
2025-26,6,7,CHE,1190,1195,1185,1245,1
2025-26,6,8,CRY,1160,1185,1140,1160,1
2025-26,6,9,EVE,1135,1160,1100,1115,1
2025-26,6,10,FUL,1105,1200,1125,1125,1
2025-26,6,11,LEE,1100,1205,1050,1075,1
2025-26,6,12,LIV,1180,1250,1335,1355,1
2025-26,6,13,MCI,1265,1355,1275,1315,1
2025-26,6,14,MUN,1180,1250,1105,1125,1
2025-26,6,15,NEW,1120,1205,1185,1245,1
2025-26,6,16,NFO,1125,1165,1165,1205,1
2025-26,6,17,SUN,1055,1150,1050,1050,1
2025-26,6,18,TOT,1120,1120,1130,1175,1
2025-26,6,19,WHU,1095,1130,1100,1100,1
2025-26,6,20,WOL,975,1060,1100,1125,1
2025-26,7,1,ARS,1305,1355,1320,1325,1
2025-26,7,2,AVL,1135,1230,1125,1250,1
2025-26,7,3,BUR,975,1045,1050,1050,1
2025-26,7,4,BOU,1150,1235,1150,1180,1
2025-26,7,5,BRE,1135,1215,1120,1185,1
2025-26,7,6,BHA,1170,1250,1150,1175,1
2025-26,7,7,CHE,1190,1195,1185,1245,1
2025-26,7,8,CRY,1160,1185,1140,1160,1
2025-26,7,9,EVE,1135,1160,1100,1115,1
2025-26,7,10,FUL,1105,1200,1125,1125,1
2025-26,7,11,LEE,1100,1205,1050,1075,1
2025-26,7,12,LIV,1180,1250,1335,1355,1
2025-26,7,13,MCI,1265,1355,1275,1315,1
2025-26,7,14,MUN,1180,1250,1105,1125,1
2025-26,7,15,NEW,1120,1205,1185,1245,1
2025-26,7,16,NFO,1125,1165,1165,1205,1
2025-26,7,17,SUN,1055,1150,1050,1050,1
2025-26,7,18,TOT,1120,1120,1130,1175,1
2025-26,7,19,WHU,1095,1130,1100,1100,1
2025-26,7,20,WOL,975,1060,1100,1125,1
2025-26,8,1,ARS,1305,1355,1320,1325,1
2025-26,8,2,AVL,1135,1230,1125,1250,1
2025-26,8,3,BUR,975,1045,1050,1050,1
2025-26,8,4,BOU,1150,1235,1150,1180,1
2025-26,8,5,BRE,1135,1215,1120,1185,1
2025-26,8,6,BHA,1170,1250,1150,1175,1
2025-26,8,7,CHE,1190,1195,1185,1245,1
2025-26,8,8,CRY,1160,1185,1140,1160,1
2025-26,8,9,EVE,1135,1160,1100,1115,1
2025-26,8,10,FUL,1105,1200,1125,1125,1
2025-26,8,11,LEE,1100,1205,1050,1075,1
2025-26,8,12,LIV,1180,1250,1335,1355,1
2025-26,8,13,MCI,1265,1355,1275,1315,1
2025-26,8,14,MUN,1180,1250,1105,1125,1
2025-26,8,15,NEW,1120,1205,1185,1245,1
2025-26,8,16,NFO,1125,1165,1165,1205,1
2025-26,8,17,SUN,1055,1150,1050,1050,1
2025-26,8,18,TOT,1120,1120,1130,1175,1
2025-26,8,19,WHU,1095,1130,1100,1100,1
2025-26,8,20,WOL,975,1060,1100,1125,1
2025-26,9,1,ARS,1305,1355,1320,1325,1
2025-26,9,2,AVL,1135,1230,1125,1250,1
2025-26,9,3,BUR,975,1045,1050,1050,1
2025-26,9,4,BOU,1150,1235,1150,1180,1
2025-26,9,5,BRE,1135,1215,1120,1185,1
2025-26,9,6,BHA,1170,1250,1150,1175,1
2025-26,9,7,CHE,1190,1195,1185,1245,1
2025-26,9,8,CRY,1160,1185,1140,1160,1
2025-26,9,9,EVE,1135,1160,1100,1115,1
2025-26,9,10,FUL,1105,1200,1125,1125,1
2025-26,9,11,LEE,1100,1205,1050,1075,1
2025-26,9,12,LIV,1180,1250,1335,1355,1
2025-26,9,13,MCI,1265,1355,1275,1315,1
2025-26,9,14,MUN,1180,1250,1105,1125,1
2025-26,9,15,NEW,1120,1205,1185,1245,1
2025-26,9,16,NFO,1125,1165,1165,1205,1
2025-26,9,17,SUN,1055,1150,1050,1050,1
2025-26,9,18,TOT,1120,1120,1130,1175,1
2025-26,9,19,WHU,1095,1130,1100,1100,1
2025-26,9,20,WOL,975,1060,1100,1125,1
2025-26,10,1,ARS,1305,1355,1300,1375,1
2025-26,10,2,AVL,1135,1230,1145,1185,1
2025-26,10,3,BUR,975,1045,1055,1095,1
2025-26,10,4,BOU,1150,1235,1150,1220,1
2025-26,10,5,BRE,1135,1215,1135,1175,1
2025-26,10,6,BHA,1170,1250,1150,1160,1
2025-26,10,7,CHE,1190,1195,1180,1190,1
2025-26,10,8,CRY,1160,1185,1165,1205,1
2025-26,10,9,EVE,1135,1160,1100,1130,1
2025-26,10,10,FUL,1105,1200,1090,1130,1
2025-26,10,11,LEE,1100,1205,1095,1145,1
2025-26,10,12,LIV,1180,1250,1230,1265,1
2025-26,10,13,MCI,1265,1355,1250,1305,1
2025-26,10,14,MUN,1180,1250,1135,1205,1
2025-26,10,15,NEW,1120,1205,1160,1220,1
2025-26,10,16,NFO,1125,1165,1100,1130,1
2025-26,10,17,SUN,1055,1150,1100,1145,1
2025-26,10,18,TOT,1120,1120,1165,1175,1
