season,e024_gate,candidate,gw,class,gap_bucket,n_enter,n_exit,n_pos_touched,xi0_ctrl,xi0_cand,xi0_worse_gw,enter_id,enter_name,enter_pos,enter_ctrl_mu,enter_cand_mu,enter_ctrl_p60,enter_mins,enter_pts,exit_id,exit_name,exit_pos,exit_ctrl_mu,exit_mins,exit_pts,abs_d_ctrl,blank_enter,primary_harm,paired
2023-24,PASS,v1_adxg,14,BUDGET_FLEX,mid,2,2,2,0,0,0,313,Virgil,DEF,2.9356,3.1648,0.6759,90.0,1.0,430,Trippier,DEF,3.306,90.0,12.0,0.3704,0,0,1
2023-24,PASS,v1_adxg,14,BUDGET_FLEX,near,2,2,2,0,0,0,344,Bernardo,MID,3.1116,3.3092,0.6759,90.0,2.0,362,Palmer,MID,3.2016,24.0,1.0,0.09,0,0,1
2023-24,PASS,v1_adxg,15,BUDGET_FLEX,mid,4,4,3,0,0,0,19,Saka,MID,3.792,4.1144,0.6759,90.0,5.0,516,Son,MID,4.1336,87.0,2.0,0.3416,0,0,1
2023-24,PASS,v1_adxg,15,BUDGET_FLEX,near,4,4,3,0,0,0,31,Zinchenko,DEF,2.8228,3.124,0.6745,26.0,1.0,265,Tarkowski,DEF,2.764,90.0,6.0,0.0588,0,0,1
2023-24,PASS,v1_adxg,15,BUDGET_FLEX,mid,4,4,3,0,0,0,225,Edouard,FWD,3.0696,3.1092,0.6759,90.0,1.0,60,Watkins,FWD,3.7756,89.0,1.0,0.706,0,0,1
2023-24,PASS,v1_adxg,15,BUDGET_FLEX,mid,4,4,3,0,0,0,373,B.Fernandes,MID,3.6672,3.7744,0.6759,90.0,0.0,43,Douglas Luiz,MID,3.2416,90.0,3.0,0.4256,0,0,1
2023-24,PASS,v1_adxg,16,BUDGET_FLEX,near,6,6,4,1,1,0,31,Zinchenko,DEF,2.7544,2.9952,0.6745,90.0,1.0,220,Andersen,DEF,2.9036,90.0,0.0,0.1492,0,0,1
2023-24,PASS,v1_adxg,16,BUDGET_FLEX,near,6,6,4,1,1,0,134,Gross,MID,3.284,3.494,0.6759,90.0,7.0,557,Hee Chan,MID,3.2684,90.0,2.0,0.0156,0,0,1
2023-24,PASS,v1_adxg,16,BUDGET_FLEX,near,6,6,4,1,1,0,275,Leno,GKP,3.7564,3.7844,0.7915,90.0,9.0,482,Foderingham,GKP,3.7628,90.0,9.0,0.0064,0,0,1
2023-24,PASS,v1_adxg,16,BUDGET_FLEX,mid,6,6,4,1,1,0,343,J.Alvarez,FWD,2.96,3.2924,0.6759,90.0,5.0,60,Watkins,FWD,3.6452,90.0,2.0,0.6852,0,0,1
2023-24,PASS,v1_adxg,16,BUDGET_FLEX,near,6,6,4,1,1,0,377,Dalot,DEF,2.7656,2.9084,0.6745,90.0,1.0,265,Tarkowski,DEF,2.8808,90.0,6.0,0.1152,0,0,1
2023-24,PASS,v1_adxg,16,BUDGET_FLEX,mid,6,6,4,1,1,0,392,McTominay,MID,3.0164,3.0892,0.6745,90.0,2.0,43,Douglas Luiz,MID,3.4164,90.0,2.0,0.4,0,0,1
2023-24,PASS,v1_adxg,17,BUDGET_FLEX,near,3,3,3,1,1,0,343,J.Alvarez,FWD,3.2256,3.6104,0.6759,90.0,2.0,293,Darwin,FWD,3.4412,77.0,1.0,0.2156,0,0,1
2023-24,PASS,v1_adxg,17,BUDGET_FLEX,near,3,3,3,1,1,0,350,Rúben,DEF,2.6264,2.9688,0.6759,90.0,1.0,112,Pinnock,DEF,2.8404,90.0,1.0,0.214,0,0,1
2023-24,PASS,v1_adxg,17,BUDGET_FLEX,mid,3,3,3,1,1,0,353,Foden,MID,3.5556,3.9212,0.6759,90.0,5.0,526,Bowen,MID,3.8812,90.0,8.0,0.3256,0,0,1
2023-24,PASS,v1_adxg,19,BUDGET_FLEX,near,3,3,2,0,0,0,14,Ødegaard,MID,3.748,4.0316,0.6759,90.0,2.0,373,B.Fernandes,MID,3.7584,90.0,1.0,0.0104,0,0,1
2023-24,PASS,v1_adxg,19,BUDGET_FLEX,mid,3,3,2,0,0,0,290,Alexander-Arnold,DEF,3.1656,3.4684,0.6759,90.0,8.0,112,Pinnock,DEF,2.8648,90.0,0.0,0.3008,0,0,1
2023-24,PASS,v1_adxg,19,BUDGET_FLEX,mid,3,3,2,0,0,0,412,Gordon,MID,3.32,3.6036,0.6759,90.0,1.0,516,Son,MID,3.9772,90.0,5.0,0.6572,0,0,1
2023-24,PASS,v1_adxg,20,BUDGET_FLEX,near,4,4,3,0,0,0,19,Saka,MID,3.7688,4.0056,0.6736,90.0,7.0,526,Bowen,MID,3.9056,90.0,3.0,0.1368,0,0,1
2023-24,PASS,v1_adxg,20,BUDGET_FLEX,mid,4,4,3,0,0,0,135,João Pedro,FWD,3.3092,3.3776,0.6745,90.0,2.0,60,Watkins,FWD,3.7236,90.0,8.0,0.4144,0,0,1
2023-24,PASS,v1_adxg,20,BUDGET_FLEX,near,4,4,3,0,0,0,342,Aké,DEF,2.9156,3.4456,0.6745,90.0,6.0,313,Virgil,DEF,3.0896,90.0,1.0,0.174,0,0,1
2023-24,PASS,v1_adxg,20,BUDGET_FLEX,near,4,4,3,0,0,0,353,Foden,MID,3.5684,4.0452,0.6759,90.0,12.0,557,Hee Chan,MID,3.4952,90.0,6.0,0.0732,0,0,1
2023-24,PASS,v1_adxg,21,NEAR_TIE,mid,1,1,1,0,0,0,343,J.Alvarez,FWD,3.3116,3.5612,0.6736,90.0,2.0,85,Solanke,FWD,3.6244,82.0,2.0,0.3128,0,0,1
2023-24,PASS,v1_adxg,22,BUDGET_FLEX,near,4,4,4,0,0,0,321,Doughty,DEF,3.044,3.0084,0.6745,90.0,6.0,342,Aké,DEF,3.0576,90.0,2.0,0.0136,0,0,1
2023-24,PASS,v1_adxg,22,BUDGET_FLEX,near,4,4,4,0,0,0,353,Foden,MID,3.6172,4.2776,0.6736,76.0,6.0,362,Palmer,MID,3.7452,84.0,2.0,0.128,0,0,1
2023-24,PASS,v1_adxg,22,BUDGET_FLEX,near,4,4,4,0,0,0,415,Isak,FWD,3.586,3.882,0.6759,42.0,1.0,60,Watkins,FWD,3.676,90.0,7.0,0.09,0,0,1
2023-24,PASS,v1_adxg,22,BUDGET_FLEX,near,4,4,4,0,0,0,524,Areola,GKP,3.6288,3.6584,0.791,90.0,3.0,275,Leno,GKP,3.6416,90.0,8.0,0.0128,0,0,1
2023-24,PASS,v1_adxg,23,BUDGET_FLEX,near,2,2,2,0,0,0,60,Watkins,FWD,3.306,3.5576,0.6736,90.0,18.0,211,N.Jackson,FWD,3.3004,27.0,1.0,0.0056,0,0,1
2023-24,PASS,v1_adxg,23,BUDGET_FLEX,near,2,2,2,0,0,0,427,Schär,DEF,2.89,3.1148,0.6736,90.0,0.0,506,Pedro Porro,DEF,3.0844,90.0,1.0,0.1944,0,0,1
2023-24,PASS,v1_adxg,24,BUDGET_FLEX,mid,5,5,4,0,0,0,43,Douglas Luiz,MID,3.4264,3.5152,0.6736,90.0,10.0,516,Son,MID,3.9268,28.0,4.0,0.5004,0,0,1
2023-24,PASS,v1_adxg,24,BUDGET_FLEX,mid,5,5,4,0,0,0,290,Alexander-Arnold,DEF,3.47,3.9444,0.637,45.0,4.0,511,Romero,DEF,3.0508,90.0,2.0,0.4192,0,0,1
2023-24,PASS,v1_adxg,24,BUDGET_FLEX,mid,5,5,4,0,0,0,293,Darwin,FWD,4.006,4.5,0.6759,90.0,6.0,60,Watkins,FWD,4.28,90.0,2.0,0.274,0,0,1
2023-24,PASS,v1_adxg,24,BUDGET_FLEX,near,5,5,4,0,0,0,353,Foden,MID,3.6564,4.11,0.6736,90.0,3.0,526,Bowen,MID,3.7232,90.0,2.0,0.0668,0,0,1
2023-24,PASS,v1_adxg,24,BUDGET_FLEX,mid,5,5,4,0,0,0,409,Dubravka,GKP,3.2904,3.5644,0.791,90.0,1.0,524,Areola,GKP,3.7024,90.0,0.0,0.412,0,0,1
2023-24,PASS,v1_adxg,26,BUDGET_FLEX,near,2,2,2,0,0,0,220,Andersen,DEF,2.962,3.1296,0.7652,90.0,6.0,5,Gabriel,DEF,3.0936,90.0,2.0,0.1316,0,0,1
2023-24,PASS,v1_adxg,26,BUDGET_FLEX,near,2,2,2,0,0,0,373,B.Fernandes,MID,3.9336,4.1484,0.7652,90.0,4.0,526,Bowen,MID,3.9424,90.0,20.0,0.0088,0,0,1
2023-24,PASS,v1_adxg,27,BUDGET_FLEX,mid,2,2,2,1,0,0,313,Virgil,DEF,2.7876,3.1596,0.7652,90.0,6.0,321,Doughty,DEF,3.0728,90.0,5.0,0.2852,0,0,1
2023-24,PASS,v1_adxg,27,BUDGET_FLEX,near,2,2,2,1,0,0,409,Dubravka,GKP,3.5248,3.592,0.791,90.0,7.0,482,Foderingham,GKP,3.6512,0.0,0.0,0.1264,0,0,1
2023-24,PASS,v1_adxg,28,NEAR_TIE,mid,1,1,1,0,0,0,14,Ødegaard,MID,4.2256,4.9716,0.7652,90.0,2.0,308,Salah,MID,4.6592,29.0,1.0,0.4336,0,0,1
2023-24,PASS,v1_adxg,29,BUDGET_FLEX,near,3,3,3,0,0,0,34,Bailey,MID,3.2248,3.4088,0.6759,90.0,2.0,256,Iwobi,MID,3.4176,81.0,3.0,0.1928,0,0,1
2023-24,PASS,v1_adxg,29,BUDGET_FLEX,near,3,3,3,0,0,0,511,Romero,DEF,2.6192,2.818,0.6736,90.0,1.0,528,Coufal,DEF,2.7696,90.0,7.0,0.1504,0,0,1
2023-24,PASS,v1_adxg,29,BUDGET_FLEX,near,3,3,3,0,0,0,524,Areola,GKP,3.6608,3.5736,0.791,90.0,3.0,275,Leno,GKP,3.5856,90.0,7.0,0.0752,0,0,1
2023-24,PASS,v1_adxg,30,BUDGET_FLEX,near,2,2,2,0,1,1,343,J.Alvarez,FWD,4.2404,4.4836,0.7652,0.0,0.0,85,Solanke,FWD,4.2804,84.0,7.0,0.04,1,1,1
2023-24,PASS,v1_adxg,30,BUDGET_FLEX,near,2,2,2,0,1,1,511,Romero,DEF,3.0432,3.316,0.6736,90.0,2.0,313,Virgil,DEF,3.2384,90.0,1.0,0.1952,0,0,1
2023-24,PASS,v1_adxg,31,BUDGET_FLEX,mid,3,3,3,2,2,0,29,White,DEF,3.124,3.6856,0.7652,90.0,6.0,528,Coufal,DEF,2.8588,90.0,2.0,0.2652,0,0,1
2023-24,PASS,v1_adxg,31,BUDGET_FLEX,near,3,3,3,2,2,0,301,Kelleher,GKP,3.3016,3.7144,0.791,90.0,3.0,409,Dubravka,GKP,3.3624,90.0,2.0,0.0608,0,0,1
2023-24,PASS,v1_adxg,31,BUDGET_FLEX,mid,3,3,3,2,2,0,303,Luis Díaz,MID,3.7868,4.2872,0.637,90.0,6.0,353,Foden,MID,4.5092,79.0,20.0,0.7224,0,0,1
2023-24,PASS,v1_adxg,32,BUDGET_FLEX,mid,4,4,3,1,2,1,43,Douglas Luiz,MID,3.7652,3.9892,0.7652,90.0,1.0,134,Gross,MID,4.1476,90.0,2.0,0.3824,0,0,1
2023-24,PASS,v1_adxg,32,BUDGET_FLEX,near,4,4,3,1,2,1,53,Olsen,GKP,3.2648,3.488,0.791,0.0,0.0,275,Leno,GKP,3.4332,90.0,3.0,0.1684,1,1,1
2023-24,PASS,v1_adxg,32,BUDGET_FLEX,,4,4,3,1,2,1,308,Salah,MID,4.7012,5.3808,0.637,90.0,8.0,,,,,,,,0,0,0
2023-24,PASS,v1_adxg,32,BUDGET_FLEX,near,4,4,3,1,2,1,343,J.Alvarez,FWD,3.798,4.1404,0.7652,73.0,2.0,85,Solanke,FWD,3.9188,90.0,2.0,0.1208,0,0,1
2023-24,PASS,v1_adxg,33,BUDGET_FLEX,near,3,3,3,0,0,0,114,Roerslev,DEF,2.7424,2.936,0.6736,90.0,5.0,321,Doughty,DEF,2.9632,90.0,0.0,0.2208,0,0,1
2023-24,PASS,v1_adxg,33,BUDGET_FLEX,,3,3,3,0,0,0,303,Luis Díaz,MID,4.5536,5.1692,0.7652,65.0,2.0,,,,,,,,0,0,0
2023-24,PASS,v1_adxg,33,BUDGET_FLEX,near,3,3,3,0,0,0,506,Pedro Porro,DEF,3.1972,3.4648,0.7652,48.0,0.0,427,Schär,DEF,3.25,90.0,13.0,0.0528,0,0,1
2023-24,PASS,v1_adxg,34,NEAR_TIE,near,1,1,1,0,0,0,385,Henderson,GKP,6.632,6.3704,0.791,180.0,5.0,569,José Sá,GKP,6.7024,180.0,6.0,0.0704,0,0,1
2023-24,PASS,v1_adxg,35,BUDGET_FLEX,,1,1,2,0,0,0,373,B.Fernandes,MID,4.444,4.896,0.7927,90.0,4.0,,,,,,,,0,0,0
2023-24,PASS,v1_adxg,36,BUDGET_FLEX,near,2,2,2,0,1,1,361,Ortega Moreno,GKP,3.36,3.7084,0.791,0.0,0.0,482,Foderingham,GKP,3.5776,90.0,1.0,0.2176,1,1,1
2023-24,PASS,v1_adxg,36,BUDGET_FLEX,mid,2,2,2,0,1,1,407,Burn,DEF,2.684,3.1248,0.7652,90.0,2.0,220,Andersen,DEF,3.1488,90.0,6.0,0.4648,0,0,1
2023-24,PASS,v1_adxg,37,BUDGET_FLEX,mid,2,2,2,0,0,0,409,Dubravka,GKP,6.4524,6.5908,0.791,180.0,5.0,597,Onana,GKP,6.8772,180.0,5.0,0.4248,0,0,1
2023-24,PASS,v1_adxg,37,BUDGET_FLEX,mid,2,2,2,0,0,0,616,Gvardiol,DEF,5.8764,6.64,0.7652,180.0,27.0,377,Dalot,DEF,6.242,180.0,3.0,0.3656,0,0,1
2023-24,PASS,v1_adxg,38,BUDGET_FLEX,mid,4,4,3,0,0,0,6,Havertz,MID,4.1012,4.9588,0.7652,90.0,6.0,226,Eze,MID,4.368,87.0,18.0,0.2668,0,0,1
2023-24,PASS,v1_adxg,38,BUDGET_FLEX,near,4,4,3,0,0,0,303,Luis Díaz,MID,4.5004,4.9708,0.7652,70.0,3.0,108,Mbeumo,MID,4.5644,90.0,2.0,0.064,0,0,1
2023-24,PASS,v1_adxg,38,BUDGET_FLEX,near,4,4,3,0,0,0,361,Ortega Moreno,GKP,3.376,3.6904,0.791,90.0,2.0,482,Foderingham,GKP,3.5084,90.0,3.0,0.1324,0,0,1
2023-24,PASS,v1_adxg,38,BUDGET_FLEX,mid,4,4,3,0,0,0,506,Pedro Porro,DEF,3.2984,3.6144,0.7927,75.0,14.0,290,Alexander-Arnold,DEF,4.0044,70.0,6.0,0.706,0,0,1
2024-25,PASS,v1_adxg,1,BUDGET_FLEX,near,2,2,2,1,2,1,401,Isak,FWD,2.6964,2.8472,0.6759,90.0,5.0,58,Watkins,FWD,2.8592,61.0,2.0,0.1628,0,0,1
2024-25,PASS,v1_adxg,1,BUDGET_FLEX,near,2,2,2,1,2,1,578,Calafiori,DEF,1.7468,1.9908,0.4308,0.0,0.0,3,Gabriel,DEF,1.776,90.0,6.0,0.0292,1,1,1
2024-25,PASS,v1_adxg,2,BUDGET_FLEX,near,4,4,4,2,3,1,17,Saka,MID,3.4332,4.0444,0.6759,87.0,6.0,182,Palmer,MID,3.62,82.0,17.0,0.1868,0,0,1
2024-25,PASS,v1_adxg,2,BUDGET_FLEX,,4,4,4,2,3,1,311,Alexander-Arnold,DEF,2.8436,3.2476,0.6759,71.0,6.0,,,,,,,,0,0,0
2024-25,PASS,v1_adxg,2,BUDGET_FLEX,near,4,4,4,2,3,1,325,Kelleher,GKP,3.1996,3.46,0.791,0.0,0.0,91,Flekken,GKP,3.4168,90.0,3.0,0.2172,1,1,1
2024-25,PASS,v1_adxg,2,BUDGET_FLEX,near,4,4,4,2,3,1,345,De Bruyne,MID,3.4224,4.1684,0.6759,89.0,12.0,366,B.Fernandes,MID,3.4168,78.0,2.0,0.0056,0,0,1
2024-25,PASS,v1_adxg,3,BUDGET_FLEX,near,2,2,2,2,3,1,4,Havertz,FWD,2.5664,2.9484,0.6759,90.0,8.0,207,Mateta,FWD,2.6484,68.0,2.0,0.082,0,0,1
2024-25,PASS,v1_adxg,3,BUDGET_FLEX,mid,2,2,2,2,3,1,186,Sterling,MID,3.2428,3.8736,0.637,0.0,0.0,366,B.Fernandes,MID,3.8004,90.0,2.0,0.5576,1,1,1
2024-25,PASS,v1_adxg,5,BUDGET_FLEX,near,4,4,3,2,1,0,327,Luis Díaz,MID,3.0876,3.3292,0.6759,71.0,16.0,527,L.Paquetá,MID,2.9096,71.0,2.0,0.178,0,0,1
2024-25,PASS,v1_adxg,5,BUDGET_FLEX,mid,4,4,3,2,1,0,447,Wood,FWD,2.4596,2.5296,0.6759,71.0,8.0,207,Mateta,FWD,2.8192,45.0,1.0,0.3596,0,0,1
2024-25,PASS,v1_adxg,5,BUDGET_FLEX,near,4,4,3,2,1,0,505,Udogie,DEF,2.3896,2.5708,0.6745,90.0,2.0,326,Konaté,DEF,2.466,90.0,8.0,0.0764,0,0,1
2024-25,PASS,v1_adxg,5,BUDGET_FLEX,near,4,4,3,2,1,0,506,Van de Ven,DEF,2.2808,2.5024,0.6745,90.0,1.0,355,Lewis,DEF,2.5004,0.0,0.0,0.2196,0,0,1
2024-25,PASS,v1_adxg,6,BUDGET_FLEX,near,2,2,2,0,1,1,24,White,DEF,2.4556,2.8572,0.6759,0.0,0.0,88,Collins,DEF,2.4964,90.0,2.0,0.0408,1,1,1
2024-25,PASS,v1_adxg,6,BUDGET_FLEX,near,2,2,2,0,1,1,447,Wood,FWD,2.8572,2.868,0.6759,90.0,2.0,58,Watkins,FWD,3.0168,83.0,11.0,0.1596,0,0,1
2024-25,PASS,v1_adxg,7,BUDGET_FLEX,near,5,5,4,1,1,0,15,Raya,GKP,4.0072,4.4272,0.7915,90.0,2.0,185,Sánchez,GKP,3.9432,90.0,4.0,0.064,0,0,1
2024-25,PASS,v1_adxg,7,BUDGET_FLEX,mid,5,5,4,1,1,0,180,N.Jackson,FWD,3.0648,3.2064,0.6759,80.0,2.0,58,Watkins,FWD,3.5084,90.0,2.0,0.4436,0,0,1
2024-25,PASS,v1_adxg,7,BUDGET_FLEX,mid,5,5,4,1,1,0,328,M.Salah,MID,4.284,4.7568,0.6759,72.0,3.0,99,Mbeumo,MID,3.5584,90.0,8.0,0.7256,0,0,1
2024-25,PASS,v1_adxg,7,BUDGET_FLEX,near,5,5,4,1,1,0,340,Akanji,DEF,2.4284,2.88,0.6759,61.0,2.0,369,Dalot,DEF,2.6012,90.0,6.0,0.1728,0,0,1
2024-25,PASS,v1_adxg,7,BUDGET_FLEX,,5,5,4,1,1,0,524,Kilman,DEF,2.4188,2.5584,0.6745,90.0,2.0,,,,,,,,0,0,0
2024-25,PASS,v1_adxg,8,BUDGET_FLEX,near,3,3,3,0,0,0,58,Watkins,FWD,3.3848,3.5016,0.6759,74.0,8.0,541,Cunha,FWD,3.1752,66.0,2.0,0.2096,0,0,1
2024-25,PASS,v1_adxg,8,BUDGET_FLEX,mid,3,3,3,0,0,0,99,Mbeumo,MID,3.39,3.3952,0.6759,90.0,2.0,182,Palmer,MID,3.9064,90.0,2.0,0.5164,0,0,1
2024-25,PASS,v1_adxg,8,BUDGET_FLEX,near,3,3,3,0,0,0,422,Aina,DEF,2.848,2.8432,0.6745,90.0,6.0,267,Davis,DEF,2.936,90.0,1.0,0.088,0,0,1
2024-25,PASS,v1_adxg,9,BUDGET_FLEX,mid,3,3,2,0,0,0,99,Mbeumo,MID,3.6696,3.7784,0.6759,90.0,15.0,328,M.Salah,MID,4.3088,90.0,10.0,0.6392,0,0,1
2024-25,PASS,v1_adxg,9,BUDGET_FLEX,near,3,3,2,0,0,0,348,Foden,MID,3.192,3.7728,0.6759,90.0,3.0,230,McNeil,MID,3.1092,85.0,2.0,0.0828,0,0,1
2024-25,PASS,v1_adxg,9,BUDGET_FLEX,mid,3,3,2,0,0,0,350,Gvardiol,DEF,3.0084,3.4376,0.6759,90.0,9.0,88,Collins,DEF,2.7404,90.0,1.0,0.268,0,0,1
2024-25,PASS,v1_adxg,10,BUDGET_FLEX,near,3,3,3,0,0,0,177,Madueke,MID,3.0308,3.106,0.6759,70.0,2.0,372,Garnacho,MID,3.1396,90.0,2.0,0.1088,0,0,1
2024-25,PASS,v1_adxg,10,BUDGET_FLEX,near,3,3,3,0,0,0,422,Aina,DEF,2.7368,2.79,0.6745,88.0,15.0,267,Davis,DEF,2.794,90.0,10.0,0.0572,0,0,1
2024-25,PASS,v1_adxg,10,BUDGET_FLEX,near,3,3,3,0,0,0,443,Sels,GKP,3.4024,3.4484,0.7915,90.0,6.0,14,Ramsdale,GKP,3.4188,90.0,9.0,0.0164,0,0,1
2024-25,PASS,v1_adxg,11,BUDGET_FLEX,near,3,3,3,0,0,0,350,Gvardiol,DEF,2.7704,3.1512,0.6759,90.0,1.0,369,Dalot,DEF,2.8412,56.0,1.0,0.0708,0,0,1
2024-25,PASS,v1_adxg,11,BUDGET_FLEX,near,3,3,3,0,0,0,447,Wood,FWD,3.3016,3.2648,0.6759,90.0,2.0,180,N.Jackson,FWD,3.5444,87.0,2.0,0.2428,0,0,1
2024-25,PASS,v1_adxg,11,BUDGET_FLEX,near,3,3,3,0,0,0,491,Johnson,MID,3.2552,3.3928,0.6759,83.0,2.0,177,Madueke,MID,3.2536,67.0,1.0,0.0016,0,0,1
2024-25,PASS,v1_adxg,12,NEAR_TIE,mid,1,1,1,0,0,0,355,Lewis,DEF,2.5124,2.7596,0.6745,73.0,0.0,267,Davis,DEF,2.8152,90.0,2.0,0.3028,0,0,1
2024-25,PASS,v1_adxg,14,BUDGET_FLEX,near,2,2,2,1,0,0,252,Raúl,FWD,3.2832,3.2484,0.6759,10.0,1.0,617,Evanilson,FWD,3.3916,84.0,2.0,0.1084,0,0,1
2024-25,PASS,v1_adxg,14,BUDGET_FLEX,mid,2,2,2,1,0,0,488,Forster,GKP,3.1816,3.462,0.791,90.0,4.0,469,McCarthy,GKP,3.49,0.0,0.0,0.3084,0,0,1
2024-25,PASS,v1_adxg,15,BUDGET_FLEX,near,2,2,2,0,0,0,17,Saka,MID,3.7592,4.1956,0.6759,90.0,2.0,503,Son,MID,3.8828,90.0,7.0,0.1236,0,0,1
2024-25,PASS,v1_adxg,15,BUDGET_FLEX,near,2,2,2,0,0,0,388,Wan-Bissaka,DEF,2.684,2.7892,0.6745,90.0,2.0,267,Davis,DEF,2.844,90.0,1.0,0.16,0,0,1
2024-25,PASS,v1_adxg,16,BUDGET_FLEX,near,4,4,3,0,0,0,13,Ødegaard,MID,3.3676,3.8572,0.6759,61.0,3.0,136,Mitoma,MID,3.3136,90.0,2.0,0.054,0,0,1
2024-25,PASS,v1_adxg,16,BUDGET_FLEX,near,4,4,3,0,0,0,71,Kluivert,MID,3.2472,3.3516,0.6759,79.0,3.0,99,Mbeumo,MID,3.4404,90.0,9.0,0.1932,0,0,1
2024-25,PASS,v1_adxg,16,BUDGET_FLEX,near,4,4,3,0,0,0,335,Robertson,DEF,2.7104,2.9272,0.6759,16.0,-3.0,70,Kerkez,DEF,2.686,90.0,2.0,0.0244,0,0,1
2024-25,PASS,v1_adxg,16,BUDGET_FLEX,mid,4,4,3,0,0,0,488,Forster,GKP,3.1452,3.4296,0.791,90.0,7.0,469,McCarthy,GKP,3.6252,90.0,1.0,0.48,0,0,1
2024-25,PASS,v1_adxg,17,BUDGET_FLEX,near,3,3,2,0,0,0,17,Saka,MID,3.8156,4.2772,0.6759,23.0,1.0,491,Johnson,MID,3.7728,32.0,4.0,0.0428,0,0,1
2024-25,PASS,v1_adxg,17,BUDGET_FLEX,near,3,3,2,0,0,0,255,Robinson,DEF,2.6456,2.7652,0.6745,90.0,6.0,36,Digne,DEF,2.8732,90.0,2.0,0.2276,0,0,1
2024-25,PASS,v1_adxg,17,BUDGET_FLEX,near,3,3,2,0,0,0,350,Gvardiol,DEF,2.7304,2.9952,0.6759,90.0,0.0,88,Collins,DEF,2.7564,90.0,1.0,0.026,0,0,1
2024-25,PASS,v1_adxg,19,BUDGET_FLEX,mid,3,3,3,1,0,0,447,Wood,FWD,3.2324,3.4132,0.6759,75.0,12.0,110,Wissa,FWD,3.518,74.0,2.0,0.2856,0,0,1
2024-25,PASS,v1_adxg,19,BUDGET_FLEX,near,3,3,3,1,0,0,488,Forster,GKP,3.5036,3.74,0.791,90.0,1.0,522,Foderingham,GKP,3.6248,0.0,0.0,0.1212,0,0,1
2024-25,PASS,v1_adxg,19,BUDGET_FLEX,near,3,3,3,1,0,0,495,Pedro Porro,DEF,2.6944,3.062,0.6396,90.0,4.0,267,Davis,DEF,2.8472,90.0,5.0,0.1528,0,0,1
2024-25,PASS,v1_adxg,20,BUDGET_FLEX,,4,4,4,0,1,1,78,Semenyo,MID,3.1848,3.2604,0.6736,90.0,3.0,,,,,,,,0,0,0
2024-25,PASS,v1_adxg,20,BUDGET_FLEX,near,4,4,4,0,1,1,99,Mbeumo,MID,3.4132,3.5548,0.6736,90.0,19.0,398,Gordon,MID,3.4608,77.0,7.0,0.0476,0,0,1
2024-25,PASS,v1_adxg,20,BUDGET_FLEX,near,4,4,4,0,1,1,488,Forster,GKP,3.422,3.6036,0.791,0.0,0.0,14,Ramsdale,GKP,3.6668,90.0,1.0,0.2448,1,1,1
2024-25,PASS,v1_adxg,20,BUDGET_FLEX,mid,4,4,4,0,1,1,617,Evanilson,FWD,3.2872,3.446,0.6396,81.0,2.0,401,Isak,FWD,3.8952,85.0,7.0,0.608,0,0,1
2024-25,PASS,v1_adxg,21,BUDGET_FLEX,mid,5,5,3,1,0,0,185,Sánchez,GKP,3.324,3.6012,0.7915,90.0,1.0,522,Foderingham,GKP,3.6016,0.0,0.0,0.2776,0,0,1
2024-25,PASS,v1_adxg,21,BUDGET_FLEX,mid,5,5,3,1,0,0,187,Tosin,DEF,2.622,2.8376,0.6745,19.0,1.0,422,Aina,DEF,2.922,90.0,2.0,0.3,0,0,1
2024-25,PASS,v1_adxg,21,BUDGET_FLEX,near,5,5,3,1,0,0,267,Davis,DEF,2.8176,2.76,0.6736,90.0,1.0,580,Huijsen,DEF,2.8264,90.0,0.0,0.0088,0,0,1
2024-25,PASS,v1_adxg,21,BUDGET_FLEX,mid,5,5,3,1,0,0,306,Vardy,FWD,3.1908,3.2784,0.6759,90.0,2.0,447,Wood,FWD,3.4872,89.0,9.0,0.2964,0,0,1
2024-25,PASS,v1_adxg,21,BUDGET_FLEX,near,5,5,3,1,0,0,350,Gvardiol,DEF,2.7996,3.1204,0.6736,90.0,1.0,388,Wan-Bissaka,DEF,2.858,90.0,3.0,0.0584,0,0,1
2024-25,PASS,v1_adxg,22,BUDGET_FLEX,near,3,3,3,0,0,0,182,Palmer,MID,3.862,4.114,0.5088,83.0,2.0,366,B.Fernandes,MID,3.8276,90.0,8.0,0.0344,0,0,1
2024-25,PASS,v1_adxg,22,BUDGET_FLEX,near,3,3,3,0,0,0,185,Sánchez,GKP,3.278,3.6064,0.7915,90.0,2.0,91,Flekken,GKP,3.4472,90.0,3.0,0.1692,0,0,1
2024-25,PASS,v1_adxg,22,BUDGET_FLEX,near,3,3,3,0,0,0,311,Alexander-Arnold,DEF,2.8596,3.2836,0.6759,90.0,11.0,422,Aina,DEF,2.8816,90.0,4.0,0.022,0,0,1
2024-25,PASS,v1_adxg,23,BUDGET_FLEX,mid,3,3,3,0,1,1,350,Gvardiol,DEF,3.3152,3.4412,0.6736,90.0,8.0,211,Muñoz,DEF,3.0636,90.0,4.0,0.2516,0,0,1
2024-25,PASS,v1_adxg,23,BUDGET_FLEX,mid,3,3,3,0,1,1,398,Gordon,MID,3.564,3.8176,0.6736,87.0,5.0,348,Foden,MID,4.0508,90.0,7.0,0.4868,0,0,1
