season,e024_gate,ctrl_mae60,treat_mae60,mae60_ok,ctrl_rmse60,treat_rmse60,ctrl_bias60,treat_bias60,ctrl_spearman60,treat_spearman60,n60,n_mu_delta,n_proj,identity_null,phase1_ok
2024-25,PASS,2.0938423645320197,2.0765497536945814,True,3.202037911794835,3.1758313182488838,-1.2113793103448276,-1.2049004926108373,0.22917736572266326,0.2562824378641863,203,599,804,False,True
