season,gw,team_id,short_name,sh0,sa0,sh1,sa1,replaced
2023-24,8,2,AVL,1160,1285,1115,1175,1
2023-24,8,3,BOU,1100,1100,1060,1095,1
2023-24,8,4,BRE,1100,1100,1125,1205,1
2023-24,8,5,BHA,1100,1210,1165,1210,1
2023-24,8,6,BUR,1045,1050,1060,1080,1
2023-24,8,7,CHE,1125,1190,1115,1160,1
2023-24,8,8,CRY,1070,1100,1100,1100,1
2023-24,8,9,EVE,1095,1100,1075,1100,1
2023-24,8,10,FUL,1055,1175,1095,1100,1
2023-24,8,11,LIV,1240,1370,1220,1285,1
2023-24,8,12,LUT,1055,1090,1045,1050,1
2023-24,8,13,MCI,1355,1365,1350,1355,1
2023-24,8,14,MUN,1125,1220,1145,1275,1
2023-24,8,15,NEW,1105,1280,1220,1280,1
2023-24,8,16,NFO,1065,1100,1050,1100,1
2023-24,8,17,SHU,1030,1040,1045,1070,1
2023-24,8,18,TOT,1170,1230,1130,1200,1
2023-24,8,19,WHU,1100,1145,1095,1140,1
2023-24,8,20,WOL,1100,1100,1065,1100,1
2023-24,9,1,ARS,1350,1365,1230,1285,1
2023-24,9,2,AVL,1160,1285,1115,1175,1
2023-24,9,3,BOU,1100,1100,1060,1095,1
2023-24,9,4,BRE,1100,1100,1125,1205,1
2023-24,9,5,BHA,1100,1210,1165,1210,1
2023-24,9,6,BUR,1045,1050,1060,1080,1
2023-24,9,7,CHE,1125,1190,1115,1160,1
2023-24,9,8,CRY,1070,1100,1100,1100,1
2023-24,9,9,EVE,1095,1100,1075,1100,1
2023-24,9,10,FUL,1055,1175,1095,1100,1
2023-24,9,11,LIV,1240,1370,1220,1285,1
2023-24,9,12,LUT,1055,1090,1045,1050,1
2023-24,9,13,MCI,1355,1365,1350,1355,1
2023-24,9,14,MUN,1125,1220,1145,1275,1
2023-24,9,15,NEW,1105,1280,1220,1280,1
2023-24,9,16,NFO,1065,1100,1050,1100,1
2023-24,9,17,SHU,1030,1040,1045,1070,1
2023-24,9,18,TOT,1170,1230,1130,1200,1
2023-24,9,19,WHU,1100,1145,1095,1140,1
2023-24,9,20,WOL,1100,1100,1065,1100,1
2023-24,10,1,ARS,1350,1365,1230,1285,1
2023-24,10,2,AVL,1160,1285,1115,1175,1
2023-24,10,3,BOU,1100,1100,1060,1095,1
2023-24,10,4,BRE,1100,1100,1125,1205,1
2023-24,10,5,BHA,1100,1210,1165,1210,1
2023-24,10,6,BUR,1045,1050,1060,1080,1
2023-24,10,7,CHE,1125,1190,1115,1160,1
2023-24,10,8,CRY,1070,1100,1100,1100,1
2023-24,10,9,EVE,1095,1100,1075,1100,1
2023-24,10,10,FUL,1055,1175,1095,1100,1
2023-24,10,11,LIV,1240,1370,1220,1285,1
2023-24,10,12,LUT,1055,1090,1045,1050,1
2023-24,10,13,MCI,1355,1365,1350,1355,1
2023-24,10,14,MUN,1125,1220,1145,1275,1
2023-24,10,15,NEW,1105,1280,1220,1280,1
2023-24,10,16,NFO,1065,1100,1050,1100,1
2023-24,10,17,SHU,1030,1040,1045,1070,1
2023-24,10,18,TOT,1170,1230,1130,1200,1
2023-24,10,19,WHU,1100,1145,1095,1140,1
2023-24,10,20,WOL,1100,1100,1065,1100,1
2023-24,11,1,ARS,1350,1365,1230,1285,1
2023-24,11,2,AVL,1160,1285,1115,1175,1
2023-24,11,3,BOU,1100,1100,1060,1095,1
2023-24,11,4,BRE,1100,1100,1125,1205,1
2023-24,11,5,BHA,1100,1210,1165,1210,1
2023-24,11,6,BUR,1045,1050,1060,1080,1
2023-24,11,7,CHE,1125,1190,1115,1160,1
2023-24,11,8,CRY,1070,1100,1100,1100,1
2023-24,11,9,EVE,1095,1100,1075,1100,1
2023-24,11,10,FUL,1055,1175,1095,1100,1
2023-24,11,11,LIV,1240,1370,1220,1285,1
2023-24,11,12,LUT,1055,1090,1045,1050,1
2023-24,11,13,MCI,1355,1365,1350,1355,1
2023-24,11,14,MUN,1125,1220,1145,1275,1
2023-24,11,15,NEW,1105,1280,1220,1280,1
2023-24,11,16,NFO,1065,1100,1050,1100,1
2023-24,11,17,SHU,1030,1040,1045,1070,1
2023-24,11,18,TOT,1170,1230,1130,1200,1
2023-24,11,19,WHU,1100,1145,1095,1140,1
2023-24,11,20,WOL,1100,1100,1065,1100,1
2023-24,12,1,ARS,1350,1365,1230,1285,1
2023-24,12,2,AVL,1160,1285,1115,1175,1
2023-24,12,3,BOU,1100,1100,1060,1095,1
2023-24,12,4,BRE,1100,1100,1125,1205,1
2023-24,12,5,BHA,1100,1210,1165,1210,1
2023-24,12,6,BUR,1045,1050,1060,1080,1
2023-24,12,7,CHE,1125,1190,1115,1160,1
2023-24,12,8,CRY,1070,1100,1100,1100,1
2023-24,12,9,EVE,1095,1100,1075,1100,1
2023-24,12,10,FUL,1055,1175,1095,1100,1
2023-24,12,11,LIV,1240,1370,1220,1285,1
2023-24,12,12,LUT,1055,1090,1045,1050,1
2023-24,12,13,MCI,1355,1365,1350,1355,1
2023-24,12,14,MUN,1125,1220,1145,1275,1
2023-24,12,15,NEW,1105,1280,1220,1280,1
2023-24,12,16,NFO,1065,1100,1050,1100,1
2023-24,12,17,SHU,1030,1040,1045,1070,1
2023-24,12,18,TOT,1170,1230,1130,1200,1
2023-24,12,19,WHU,1100,1145,1095,1140,1
2023-24,12,20,WOL,1100,1100,1065,1100,1
2023-24,13,1,ARS,1350,1365,1230,1285,1
2023-24,13,2,AVL,1160,1285,1115,1175,1
2023-24,13,3,BOU,1100,1100,1060,1095,1
2023-24,13,4,BRE,1100,1100,1125,1205,1
2023-24,13,5,BHA,1100,1210,1165,1210,1
2023-24,13,6,BUR,1045,1050,1060,1080,1
2023-24,13,7,CHE,1125,1190,1115,1160,1
2023-24,13,8,CRY,1070,1100,1100,1100,1
2023-24,13,9,EVE,1095,1100,1075,1100,1
2023-24,13,10,FUL,1055,1175,1095,1100,1
2023-24,13,11,LIV,1240,1370,1220,1285,1
2023-24,13,12,LUT,1055,1090,1045,1050,1
2023-24,13,13,MCI,1355,1365,1350,1355,1
2023-24,13,14,MUN,1125,1220,1145,1275,1
2023-24,13,15,NEW,1105,1280,1220,1280,1
2023-24,13,16,NFO,1065,1100,1050,1100,1
2023-24,13,17,SHU,1030,1040,1045,1070,1
2023-24,13,18,TOT,1170,1230,1130,1200,1
2023-24,13,19,WHU,1100,1145,1095,1140,1
2023-24,13,20,WOL,1100,1100,1065,1100,1
2023-24,14,1,ARS,1350,1365,1230,1285,1
2023-24,14,2,AVL,1160,1285,1115,1175,1
2023-24,14,3,BOU,1100,1100,1060,1095,1
2023-24,14,4,BRE,1100,1100,1125,1205,1
2023-24,14,5,BHA,1100,1210,1165,1210,1
2023-24,14,6,BUR,1045,1050,1060,1080,1
2023-24,14,7,CHE,1125,1190,1115,1160,1
2023-24,14,8,CRY,1070,1100,1100,1100,1
2023-24,14,9,EVE,1095,1100,1075,1100,1
2023-24,14,10,FUL,1055,1175,1095,1100,1
2023-24,14,11,LIV,1240,1370,1220,1285,1
2023-24,14,12,LUT,1055,1090,1045,1050,1
2023-24,14,13,MCI,1355,1365,1350,1355,1
2023-24,14,14,MUN,1125,1220,1145,1275,1
2023-24,14,15,NEW,1105,1280,1220,1280,1
2023-24,14,16,NFO,1065,1100,1050,1100,1
2023-24,14,17,SHU,1030,1040,1045,1070,1
2023-24,14,18,TOT,1170,1230,1130,1200,1
2023-24,14,19,WHU,1100,1145,1095,1140,1
2023-24,14,20,WOL,1100,1100,1065,1100,1
2023-24,15,1,ARS,1350,1365,1230,1285,1
2023-24,15,2,AVL,1160,1285,1115,1175,1
2023-24,15,3,BOU,1100,1100,1060,1095,1
2023-24,15,4,BRE,1100,1100,1125,1205,1
2023-24,15,5,BHA,1100,1210,1165,1210,1
2023-24,15,6,BUR,1045,1050,1060,1080,1
2023-24,15,7,CHE,1125,1190,1115,1160,1
2023-24,15,8,CRY,1070,1100,1100,1100,1
2023-24,15,9,EVE,1095,1100,1075,1100,1
2023-24,15,10,FUL,1055,1175,1095,1100,1
2023-24,15,11,LIV,1240,1370,1220,1285,1
2023-24,15,12,LUT,1055,1090,1045,1050,1
2023-24,15,13,MCI,1355,1365,1350,1355,1
2023-24,15,14,MUN,1125,1220,1145,1275,1
2023-24,15,15,NEW,1105,1280,1220,1280,1
2023-24,15,16,NFO,1065,1100,1050,1100,1
2023-24,15,17,SHU,1030,1040,1045,1070,1
2023-24,15,18,TOT,1170,1230,1130,1200,1
2023-24,15,19,WHU,1100,1145,1095,1140,1
2023-24,15,20,WOL,1100,1100,1065,1100,1
2023-24,16,1,ARS,1350,1365,1230,1285,1
2023-24,16,2,AVL,1160,1285,1115,1175,1
2023-24,16,3,BOU,1100,1100,1060,1095,1
2023-24,16,4,BRE,1100,1100,1125,1205,1
2023-24,16,5,BHA,1100,1210,1165,1210,1
2023-24,16,6,BUR,1045,1050,1060,1080,1
2023-24,16,7,CHE,1125,1190,1115,1160,1
2023-24,16,8,CRY,1070,1100,1100,1100,1
2023-24,16,9,EVE,1095,1100,1075,1100,1
2023-24,16,10,FUL,1055,1175,1095,1100,1
2023-24,16,11,LIV,1240,1370,1220,1285,1
2023-24,16,12,LUT,1055,1090,1045,1050,1
2023-24,16,13,MCI,1355,1365,1350,1355,1
2023-24,16,14,MUN,1125,1220,1145,1275,1
2023-24,16,15,NEW,1105,1280,1220,1280,1
2023-24,16,16,NFO,1065,1100,1050,1100,1
2023-24,16,17,SHU,1030,1040,1045,1070,1
2023-24,16,18,TOT,1170,1230,1130,1200,1
2023-24,16,19,WHU,1100,1145,1095,1140,1
2023-24,16,20,WOL,1100,1100,1065,1100,1
2023-24,17,1,ARS,1350,1365,1230,1285,1
2023-24,17,2,AVL,1160,1285,1115,1175,1
2023-24,17,3,BOU,1100,1100,1060,1095,1
2023-24,17,4,BRE,1100,1100,1125,1205,1
2023-24,17,5,BHA,1100,1210,1165,1210,1
2023-24,17,6,BUR,1045,1050,1060,1080,1
2023-24,17,7,CHE,1125,1190,1115,1160,1
2023-24,17,8,CRY,1070,1100,1100,1100,1
2023-24,17,9,EVE,1095,1100,1075,1100,1
2023-24,17,10,FUL,1055,1175,1095,1100,1
2023-24,17,11,LIV,1240,1370,1220,1285,1
2023-24,17,12,LUT,1055,1090,1045,1050,1
2023-24,17,13,MCI,1355,1365,1350,1355,1
2023-24,17,14,MUN,1125,1220,1145,1275,1
2023-24,17,15,NEW,1105,1280,1220,1280,1
2023-24,17,16,NFO,1065,1100,1050,1100,1
2023-24,17,17,SHU,1030,1040,1045,1070,1
2023-24,17,18,TOT,1170,1230,1130,1200,1
2023-24,17,19,WHU,1100,1145,1095,1140,1
2023-24,17,20,WOL,1100,1100,1065,1100,1
2023-24,18,1,ARS,1350,1365,1230,1285,1
2023-24,18,2,AVL,1160,1285,1115,1175,1
2023-24,18,3,BOU,1100,1100,1060,1095,1
2023-24,18,4,BRE,1100,1100,1125,1205,1
2023-24,18,5,BHA,1100,1210,1165,1210,1
2023-24,18,6,BUR,1045,1050,1060,1080,1
2023-24,18,7,CHE,1125,1190,1115,1160,1
2023-24,18,8,CRY,1070,1100,1100,1100,1
2023-24,18,9,EVE,1095,1100,1075,1100,1
2023-24,18,10,FUL,1055,1175,1095,1100,1
2023-24,18,11,LIV,1240,1370,1220,1285,1
2023-24,18,12,LUT,1055,1090,1045,1050,1
2023-24,18,13,MCI,1355,1365,1350,1355,1
2023-24,18,14,MUN,1125,1220,1145,1275,1
2023-24,18,15,NEW,1105,1280,1220,1280,1
2023-24,18,16,NFO,1065,1100,1050,1100,1
2023-24,18,17,SHU,1030,1040,1045,1070,1
2023-24,18,18,TOT,1170,1230,1130,1200,1
2023-24,18,19,WHU,1100,1145,1095,1140,1
2023-24,18,20,WOL,1100,1100,1065,1100,1
2023-24,19,1,ARS,1350,1365,1230,1285,1
2023-24,19,2,AVL,1160,1285,1115,1175,1
2023-24,19,3,BOU,1100,1100,1060,1095,1
2023-24,19,4,BRE,1100,1100,1125,1205,1
2023-24,19,5,BHA,1100,1210,1165,1210,1
2023-24,19,6,BUR,1045,1050,1060,1080,1
2023-24,19,7,CHE,1125,1190,1115,1160,1
2023-24,19,8,CRY,1070,1100,1100,1100,1
2023-24,19,9,EVE,1095,1100,1075,1100,1
2023-24,19,10,FUL,1055,1175,1095,1100,1
2023-24,19,11,LIV,1240,1370,1220,1285,1
2023-24,19,12,LUT,1055,1090,1045,1050,1
2023-24,19,13,MCI,1355,1365,1350,1355,1
2023-24,19,14,MUN,1125,1220,1145,1275,1
2023-24,19,15,NEW,1105,1280,1220,1280,1
2023-24,19,16,NFO,1065,1100,1050,1100,1
2023-24,19,17,SHU,1030,1040,1045,1070,1
2023-24,19,18,TOT,1170,1230,1130,1200,1
2023-24,19,19,WHU,1100,1145,1095,1140,1
2023-24,19,20,WOL,1100,1100,1065,1100,1
2023-24,20,1,ARS,1350,1365,1230,1285,1
2023-24,20,2,AVL,1160,1285,1115,1175,1
2023-24,20,3,BOU,1100,1100,1060,1095,1
2023-24,20,4,BRE,1100,1100,1125,1205,1
2023-24,20,5,BHA,1100,1210,1165,1210,1
2023-24,20,6,BUR,1045,1050,1060,1080,1
2023-24,20,7,CHE,1125,1190,1115,1160,1
2023-24,20,8,CRY,1070,1100,1100,1100,1
2023-24,20,9,EVE,1095,1100,1075,1100,1
2023-24,20,10,FUL,1055,1175,1095,1100,1
2023-24,20,11,LIV,1240,1370,1220,1285,1
2023-24,20,12,LUT,1055,1090,1045,1050,1
2023-24,20,13,MCI,1355,1365,1350,1355,1
2023-24,20,14,MUN,1125,1220,1145,1275,1
2023-24,20,15,NEW,1105,1280,1220,1280,1
2023-24,20,16,NFO,1065,1100,1050,1100,1
2023-24,20,17,SHU,1030,1040,1045,1070,1
2023-24,20,18,TOT,1170,1230,1130,1200,1
2023-24,20,19,WHU,1100,1145,1095,1140,1
2023-24,20,20,WOL,1100,1100,1065,1100,1
2023-24,21,1,ARS,1350,1365,1220,1260,1
2023-24,21,2,AVL,1160,1285,1130,1235,1
2023-24,21,3,BOU,1100,1100,1095,1100,1
2023-24,21,4,BRE,1100,1100,1120,1155,1
2023-24,21,5,BHA,1100,1210,1130,1185,1
2023-24,21,6,BUR,1045,1050,1070,1080,1
2023-24,21,7,CHE,1125,1190,1125,1170,1
2023-24,21,8,CRY,1070,1100,1095,1100,1
2023-24,21,10,FUL,1055,1175,1095,1100,1
2023-24,21,11,LIV,1240,1370,1220,1355,1
2023-24,21,12,LUT,1055,1090,1065,1080,1
2023-24,21,13,MCI,1355,1365,1350,1355,1
2023-24,21,14,MUN,1125,1220,1130,1220,1
2023-24,21,15,NEW,1105,1280,1130,1290,1
2023-24,21,17,SHU,1030,1040,1045,1060,1
2023-24,21,18,TOT,1170,1230,1150,1190,1
2023-24,21,19,WHU,1100,1145,1095,1130,1
2023-24,21,20,WOL,1100,1100,1095,1100,1
2023-24,22,1,ARS,1350,1365,1220,1260,1
2023-24,22,2,AVL,1160,1285,1130,1235,1
2023-24,22,3,BOU,1100,1100,1095,1100,1
2023-24,22,4,BRE,1100,1100,1120,1155,1
2023-24,22,5,BHA,1100,1210,1130,1185,1
2023-24,22,6,BUR,1045,1050,1070,1080,1
2023-24,22,7,CHE,1125,1190,1125,1170,1
2023-24,22,8,CRY,1070,1100,1095,1100,1
2023-24,22,10,FUL,1055,1175,1095,1100,1
2023-24,22,11,LIV,1240,1370,1220,1355,1
2023-24,22,12,LUT,1055,1090,1065,1080,1
2023-24,22,13,MCI,1355,1365,1350,1355,1
2023-24,22,14,MUN,1125,1220,1130,1220,1
2023-24,22,15,NEW,1105,1280,1130,1290,1
2023-24,22,17,SHU,1030,1040,1045,1060,1
2023-24,22,18,TOT,1170,1230,1150,1190,1
2023-24,22,19,WHU,1100,1145,1095,1130,1
2023-24,22,20,WOL,1100,1100,1095,1100,1
2023-24,23,1,ARS,1350,1365,1220,1260,1
2023-24,23,2,AVL,1160,1285,1130,1235,1
2023-24,23,3,BOU,1100,1100,1095,1100,1
2023-24,23,4,BRE,1100,1100,1120,1155,1
2023-24,23,5,BHA,1100,1210,1130,1185,1
2023-24,23,6,BUR,1045,1050,1070,1080,1
2023-24,23,7,CHE,1125,1190,1125,1170,1
2023-24,23,8,CRY,1070,1100,1095,1100,1
2023-24,23,10,FUL,1055,1175,1095,1100,1
2023-24,23,11,LIV,1240,1370,1220,1355,1
2023-24,23,12,LUT,1055,1090,1065,1080,1
2023-24,23,13,MCI,1355,1365,1350,1355,1
2023-24,23,14,MUN,1125,1220,1130,1220,1
2023-24,23,15,NEW,1105,1280,1130,1290,1
2023-24,23,17,SHU,1030,1040,1045,1060,1
2023-24,23,18,TOT,1170,1230,1150,1190,1
2023-24,23,19,WHU,1100,1145,1095,1130,1
2023-24,23,20,WOL,1100,1100,1095,1100,1
2023-24,24,1,ARS,1350,1365,1220,1260,1
2023-24,24,2,AVL,1160,1285,1130,1235,1
2023-24,24,3,BOU,1100,1100,1095,1100,1
2023-24,24,4,BRE,1100,1100,1120,1155,1
2023-24,24,5,BHA,1100,1210,1130,1185,1
2023-24,24,6,BUR,1045,1050,1070,1080,1
2023-24,24,7,CHE,1125,1190,1125,1170,1
2023-24,24,8,CRY,1070,1100,1095,1100,1
2023-24,24,10,FUL,1055,1175,1095,1100,1
2023-24,24,11,LIV,1240,1370,1220,1355,1
2023-24,24,12,LUT,1055,1090,1065,1080,1
2023-24,24,13,MCI,1355,1365,1350,1355,1
2023-24,24,14,MUN,1125,1220,1130,1220,1
2023-24,24,15,NEW,1105,1280,1130,1290,1
2023-24,24,17,SHU,1030,1040,1045,1060,1
2023-24,24,18,TOT,1170,1230,1150,1190,1
2023-24,24,19,WHU,1100,1145,1095,1130,1
2023-24,24,20,WOL,1100,1100,1095,1100,1
2023-24,25,1,ARS,1350,1365,1220,1260,1
2023-24,25,2,AVL,1160,1285,1130,1235,1
2023-24,25,3,BOU,1100,1100,1095,1100,1
2023-24,25,4,BRE,1100,1100,1120,1155,1
2023-24,25,5,BHA,1100,1210,1130,1185,1
2023-24,25,6,BUR,1045,1050,1070,1080,1
2023-24,25,7,CHE,1125,1190,1125,1170,1
2023-24,25,8,CRY,1070,1100,1095,1100,1
2023-24,25,10,FUL,1055,1175,1095,1100,1
2023-24,25,11,LIV,1240,1370,1220,1355,1
2023-24,25,12,LUT,1055,1090,1065,1080,1
2023-24,25,13,MCI,1355,1365,1350,1355,1
2023-24,25,14,MUN,1125,1220,1130,1220,1
2023-24,25,15,NEW,1105,1280,1130,1290,1
2023-24,25,17,SHU,1030,1040,1045,1060,1
2023-24,25,18,TOT,1170,1230,1150,1190,1
2023-24,25,19,WHU,1100,1145,1095,1130,1
2023-24,25,20,WOL,1100,1100,1095,1100,1
2023-24,26,1,ARS,1350,1365,1220,1260,1
2023-24,26,2,AVL,1160,1285,1130,1235,1
2023-24,26,3,BOU,1100,1100,1095,1100,1
2023-24,26,4,BRE,1100,1100,1120,1155,1
2023-24,26,5,BHA,1100,1210,1130,1185,1
2023-24,26,6,BUR,1045,1050,1070,1080,1
2023-24,26,7,CHE,1125,1190,1125,1170,1
2023-24,26,8,CRY,1070,1100,1095,1100,1
2023-24,26,10,FUL,1055,1175,1095,1100,1
2023-24,26,11,LIV,1240,1370,1220,1355,1
2023-24,26,12,LUT,1055,1090,1065,1080,1
2023-24,26,13,MCI,1355,1365,1350,1355,1
2023-24,26,14,MUN,1125,1220,1130,1220,1
2023-24,26,15,NEW,1105,1280,1130,1290,1
2023-24,26,17,SHU,1030,1040,1045,1060,1
2023-24,26,18,TOT,1170,1230,1150,1190,1
2023-24,26,19,WHU,1100,1145,1095,1130,1
2023-24,26,20,WOL,1100,1100,1095,1100,1
2023-24,27,1,ARS,1350,1365,1220,1260,1
2023-24,27,2,AVL,1160,1285,1130,1235,1
2023-24,27,3,BOU,1100,1100,1095,1100,1
2023-24,27,4,BRE,1100,1100,1120,1155,1
2023-24,27,5,BHA,1100,1210,1130,1185,1
2023-24,27,6,BUR,1045,1050,1070,1080,1
2023-24,27,7,CHE,1125,1190,1125,1170,1
2023-24,27,8,CRY,1070,1100,1095,1100,1
