season,gw,movement,player_id,web_name,position,ctrl_p_start,ctrl_mu,treat_mu,mu_delta,had_club_prior,actual_minutes,blank,actual_points
2023-24,9,entered,430,Trippier,DEF,0.72,3.258,3.5308,0.2728,1,68.0,0,10
2023-24,10,left,275,Leno,GKP,0.85,3.6148,3.592,-0.0228,1,90.0,0,3
2023-24,10,left,355,Haaland,FWD,0.72,4.2468,4.1308,-0.116,1,90.0,0,16
2023-24,10,left,197,Colwill,DEF,0.72,2.9208,2.9208,0.0,0,90.0,0,1
2023-24,10,entered,307,Robertson,DEF,0.72,2.828,3.2136,0.3856,1,0.0,1,0
2023-24,10,entered,291,A.Becker,GKP,0.85,3.6668,3.6504,-0.0164,1,90.0,0,7
2023-24,10,entered,60,Watkins,FWD,0.72,3.4284,3.4524,0.024,1,90.0,0,2
2023-24,11,left,112,Pinnock,DEF,0.72,2.8428,2.9392,0.0964,1,90.0,0,1
2023-24,11,left,265,Tarkowski,DEF,0.72,2.798,2.8628,0.0648,1,90.0,0,1
2023-24,11,left,504,Maddison,MID,0.72,3.56,3.56,0.0,0,45.0,0,1
2023-24,11,left,511,Romero,DEF,0.72,2.8812,2.9512,0.07,1,32.0,0,-4
2023-24,11,entered,506,Pedro Porro,DEF,0.72,2.7924,3.2776,0.4852,1,90.0,0,0
2023-24,11,entered,245,Branthwaite,DEF,0.72,2.2256,2.814,0.5884,1,90.0,0,1
2023-24,11,entered,430,Trippier,DEF,0.72,3.232,3.4752,0.2432,1,90.0,0,9
2023-24,11,entered,246,Calvert-Lewin,FWD,0.72,2.8912,3.42,0.5288,1,89.0,0,2
2023-24,12,left,362,Palmer,MID,0.72,3.2504,3.2504,0.0,0,90.0,0,6
2023-24,12,left,355,Haaland,FWD,0.72,4.4292,4.2532,-0.176,1,90.0,0,16
2023-24,12,left,29,White,DEF,0.72,2.9592,2.9016,-0.0576,1,0.0,1,0
2023-24,12,entered,516,Son,MID,0.72,3.7804,4.0164,0.236,1,90.0,0,2
2023-24,12,entered,430,Trippier,DEF,0.72,2.926,3.1064,0.1804,1,90.0,0,1
2023-24,12,entered,60,Watkins,FWD,0.72,3.5796,3.6368,0.0572,1,90.0,0,6
2023-24,13,left,321,Doughty,DEF,0.72,2.78,2.78,0.0,0,78.0,0,2
2023-24,13,left,362,Palmer,MID,0.72,3.0456,3.0456,0.0,0,74.0,0,2
2023-24,13,left,343,J.Alvarez,FWD,0.72,3.3776,3.5016,0.124,1,90.0,0,2
2023-24,13,entered,249,A.Doucoure,MID,0.72,3.0276,3.0992,0.0716,1,89.0,0,1
2023-24,13,entered,506,Pedro Porro,DEF,0.72,2.9352,3.3136,0.3784,1,90.0,0,5
2023-24,13,entered,246,Calvert-Lewin,FWD,0.72,2.796,3.25,0.454,1,81.0,0,2
2023-24,14,left,211,N.Jackson,FWD,0.72,3.3168,3.3168,0.0,0,71.0,0,5
2023-24,14,entered,293,Darwin,FWD,0.72,3.3604,3.7256,0.3652,1,90.0,0,2
2023-24,15,left,377,Dalot,DEF,0.72,2.8552,2.8268,-0.0284,1,90.0,0,1
2023-24,15,left,43,Douglas Luiz,MID,0.72,3.2416,3.2164,-0.0252,1,90.0,0,3
2023-24,15,entered,245,Branthwaite,DEF,0.72,2.5164,2.8812,0.3648,1,90.0,0,6
2023-24,15,entered,382,Garnacho,MID,0.72,2.1964,3.3416,1.1452,1,90.0,0,4
2023-24,16,left,482,Foderingham,GKP,0.85,3.7628,3.7628,0.0,0,90.0,0,9
2023-24,16,left,43,Douglas Luiz,MID,0.72,3.4164,3.3716,-0.0448,1,90.0,0,2
2023-24,16,left,220,Andersen,DEF,0.72,2.9036,2.8932,-0.0104,1,90.0,0,0
2023-24,16,entered,26,Trossard,MID,0.72,3.2524,3.792,0.5396,1,20.0,0,1
2023-24,16,entered,275,Leno,GKP,0.85,3.7564,3.7724,0.016,1,90.0,0,9
2023-24,16,entered,245,Branthwaite,DEF,0.72,2.4672,2.8524,0.3852,1,90.0,0,5
2023-24,18,left,362,Palmer,MID,0.72,3.3076,3.3076,0.0,0,90.0,0,1
2023-24,18,left,211,N.Jackson,FWD,0.72,3.0576,3.0576,0.0,0,79.0,0,1
2023-24,18,entered,557,Hee Chan,MID,0.72,3.2348,3.3952,0.1604,1,90.0,0,2
2023-24,18,entered,311,Tsimikas,DEF,0.72,2.9032,3.126,0.2228,1,34.0,0,1
2023-24,19,left,112,Pinnock,DEF,0.72,2.8648,2.8948,0.03,1,90.0,0,0
2023-24,19,left,211,N.Jackson,FWD,0.72,3.3944,3.3944,0.0,0,90.0,0,2
2023-24,19,left,14,Ødegaard,MID,0.72,3.748,3.664,-0.084,1,90.0,0,2
2023-24,19,entered,290,Alexander-Arnold,DEF,0.72,3.1656,3.3184,0.1528,1,90.0,0,8
2023-24,19,entered,134,Gross,MID,0.72,3.468,3.522,0.054,1,90.0,0,2
2023-24,19,entered,246,Calvert-Lewin,FWD,0.72,3.0376,3.406,0.3684,1,25.0,0,1
2023-24,20,left,313,Virgil,DEF,0.72,3.0896,3.1176,0.028,1,90.0,0,1
2023-24,20,entered,342,Aké,DEF,0.72,2.9156,3.1028,0.1872,1,90.0,0,6
2023-24,21,left,134,Gross,MID,0.72,3.442,3.4944,0.0524,1,90.0,0,3
2023-24,21,entered,236,Olise,MID,0.72,3.3252,3.5308,0.2056,1,0.0,1,0
2023-24,23,left,506,Pedro Porro,DEF,0.72,3.0844,3.0844,0.0,1,90.0,0,1
2023-24,23,entered,31,Zinchenko,DEF,0.68,2.9864,3.0844,0.098,1,45.0,0,1
2023-24,24,left,664,Ward-Prowse,MID,0.72,3.504,3.504,0.0,0,90.0,0,2
2023-24,24,left,220,Andersen,DEF,0.82,3.0148,3.0148,0.0,1,90.0,0,1
2023-24,24,left,526,Bowen,MID,0.72,3.7232,3.7232,0.0,1,90.0,0,2
2023-24,24,left,343,J.Alvarez,FWD,0.72,4.024,4.024,0.0,1,76.0,0,2
2023-24,24,entered,321,Doughty,DEF,0.72,2.99,2.99,0.0,0,86.0,0,1
2023-24,24,entered,557,Hee Chan,MID,0.68,3.4444,3.5304,0.086,1,0.0,1,0
2023-24,24,entered,293,Darwin,FWD,0.72,4.006,4.2444,0.2384,1,90.0,0,6
2023-24,24,entered,294,Diogo J.,MID,0.72,3.5772,4.2724,0.6952,1,90.0,0,7
2024-25,1,left,58,Watkins,FWD,0.72,2.8592,2.9456,0.0864,1,61.0,0,2
2024-25,1,left,3,Gabriel,DEF,0.45,1.776,1.926,0.15,1,90.0,0,6
2024-25,1,left,503,Son,MID,0.72,3.4976,3.8968,0.3992,1,90.0,0,2
2024-25,1,entered,23,Trossard,MID,0.72,2.648,3.79,1.142,1,10.0,0,1
2024-25,1,entered,317,Diogo J.,MID,0.72,2.4864,3.8176,1.3312,1,78.0,0,8
2024-25,1,entered,495,Pedro Porro,DEF,0.45,1.442,1.9344,0.4924,1,90.0,0,9
2024-25,2,left,360,Rodrigo,MID,0.85,3.5016,3.5016,0.0,1,0.0,1,0
2024-25,2,left,375,Højlund,FWD,0.82,2.9424,2.9424,0.0,1,0.0,1,0
2024-25,2,entered,317,Diogo J.,MID,0.72,2.9044,4.2884,1.384,1,71.0,0,6
2024-25,2,entered,207,Mateta,FWD,0.72,2.87,3.2592,0.3892,1,90.0,0,2
2024-25,3,left,322,Gomez,DEF,0.68,1.9532,1.9332,-0.02,1,0.0,1,0
2024-25,3,left,58,Watkins,FWD,0.72,2.8404,2.9432,0.1028,1,60.0,0,5
2024-25,3,left,351,Haaland,FWD,0.72,4.0636,4.0816,0.018,1,90.0,0,17
2024-25,3,entered,401,Isak,FWD,0.72,2.5968,3.4956,0.8988,1,90.0,0,9
2024-25,3,entered,418,Trippier,DEF,0.45,1.7044,2.044,0.3396,1,0.0,1,0
2024-25,3,entered,317,Diogo J.,MID,0.72,2.6684,3.7612,1.0928,1,75.0,0,3
2024-25,4,left,146,Verbruggen,GKP,0.85,3.8768,3.7672,-0.1096,1,90.0,0,5
2024-25,4,left,755,Marmoush,FWD,0.72,2.4656,2.4656,0.0,0,0.0,1,
2024-25,4,left,636,Chiesa,MID,0.72,2.65,2.65,0.0,0,0.0,1,0
2024-25,4,entered,152,Arrizabalaga,GKP,0.85,3.8524,3.8524,0.0,0,0.0,1,0
2024-25,4,entered,321,Gakpo,FWD,0.72,2.4128,3.2432,0.8304,1,29.0,0,1
2024-25,4,entered,316,Darwin,FWD,0.72,2.4456,3.7544,1.3088,1,30.0,0,1
2024-25,5,left,326,Konaté,DEF,0.72,2.466,2.4864,0.0204,1,90.0,0,8
2024-25,5,left,366,B.Fernandes,MID,0.72,3.3832,3.6496,0.2664,1,90.0,0,3
2024-25,5,left,207,Mateta,FWD,0.72,2.8192,3.234,0.4148,1,45.0,0,1
2024-25,5,left,527,L.Paquetá,MID,0.72,2.9096,3.2364,0.3268,1,71.0,0,2
2024-25,5,left,345,De Bruyne,MID,0.72,3.578,3.9764,0.3984,1,0.0,1,0
2024-25,5,entered,491,Johnson,MID,0.72,2.5304,3.776,1.2456,1,69.0,0,7
2024-25,5,entered,495,Pedro Porro,DEF,0.72,2.4072,2.9608,0.5536,1,87.0,0,2
2024-25,5,entered,182,Palmer,MID,0.72,3.4612,4.3272,0.866,1,63.0,0,8
2024-25,5,entered,317,Diogo J.,MID,0.72,2.9948,4.094,1.0992,1,0.0,1,0
2024-25,5,entered,447,Wood,FWD,0.72,2.4596,3.2456,0.786,1,71.0,0,8
2024-25,6,left,88,Collins,DEF,0.72,2.4964,2.632,0.1356,1,90.0,0,2
2024-25,6,left,58,Watkins,FWD,0.72,3.0168,3.0728,0.056,1,83.0,0,11
2024-25,6,left,199,Eze,MID,0.72,3.0448,3.3488,0.304,1,90.0,0,2
2024-25,6,entered,447,Wood,FWD,0.72,2.8572,3.6708,0.8136,1,90.0,0,2
2024-25,6,entered,533,Aït-Nouri,DEF,0.72,2.4192,2.7356,0.3164,1,90.0,0,9
2024-25,6,entered,71,Kluivert,MID,0.72,2.7604,3.3688,0.6084,1,29.0,0,1
2024-25,7,left,369,Dalot,DEF,0.72,2.6012,2.6536,0.0524,1,90.0,0,6
2024-25,7,left,58,Watkins,FWD,0.72,3.5084,3.59,0.0816,1,90.0,0,2
2024-25,7,left,99,Mbeumo,MID,0.72,3.5584,3.8132,0.2548,1,90.0,0,8
2024-25,7,entered,328,M.Salah,MID,0.72,4.284,4.7672,0.4832,1,72.0,0,3
2024-25,7,entered,306,Vardy,FWD,0.72,2.45,3.3552,0.9052,1,73.0,0,2
2024-25,7,entered,228,Keane,DEF,0.72,2.1624,2.5352,0.3728,1,90.0,0,6
2024-25,8,left,17,Saka,MID,0.72,3.8104,3.8888,0.0784,1,0.0,1,0
2024-25,8,left,58,Watkins,FWD,0.72,3.3848,3.4768,0.092,1,74.0,0,8
2024-25,8,left,267,Davis,DEF,0.72,2.936,2.936,0.0,0,90.0,0,1
2024-25,8,left,541,Cunha,FWD,0.72,3.1752,3.3876,0.2124,1,66.0,0,2
2024-25,8,entered,239,Adama,MID,0.72,2.7864,3.7904,1.004,1,67.0,0,2
2024-25,8,entered,447,Wood,FWD,0.72,3.0864,3.8052,0.7188,1,83.0,0,7
2024-25,8,entered,491,Johnson,MID,0.72,3.0164,4.1168,1.1004,1,90.0,0,2
2024-25,8,entered,495,Pedro Porro,DEF,0.72,2.6152,3.0556,0.4404,1,90.0,0,2
2024-25,9,left,88,Collins,DEF,0.72,2.7404,2.7672,0.0268,1,90.0,0,1
2024-25,9,entered,36,Digne,DEF,0.72,2.714,2.876,0.162,1,70.0,0,7
2024-25,10,left,267,Davis,DEF,0.72,2.794,2.794,0.0,0,90.0,0,10
2024-25,10,left,148,Welbeck,FWD,0.72,3.1672,3.4436,0.2764,1,90.0,0,5
2024-25,10,left,99,Mbeumo,MID,0.72,3.562,3.694,0.132,1,86.0,0,3
2024-25,10,left,372,Garnacho,MID,0.72,3.1396,3.78,0.6404,1,90.0,0,2
2024-25,10,entered,495,Pedro Porro,DEF,0.72,2.6568,3.0552,0.3984,1,90.0,0,1
2024-25,10,entered,239,Adama,MID,0.72,2.7716,3.7516,0.98,1,25.0,0,4
2024-25,10,entered,491,Johnson,MID,0.72,3.1516,4.042,0.8904,1,90.0,0,8
2024-25,10,entered,447,Wood,FWD,0.72,3.1764,3.8136,0.6372,1,78.0,0,7
2024-25,11,left,369,Dalot,DEF,0.72,2.8412,2.8628,0.0216,1,56.0,0,1
2024-25,11,left,366,B.Fernandes,MID,0.72,3.5596,3.6924,0.1328,1,90.0,0,17
2024-25,11,entered,491,Johnson,MID,0.72,3.2552,3.9904,0.7352,1,83.0,0,2
2024-25,11,entered,311,Alexander-Arnold,DEF,0.72,3.132,3.4848,0.3528,1,24.0,0,1
2024-25,12,left,19,Smith Rowe,MID,0.72,3.18,3.18,0.0,0,58.0,0,1
2024-25,12,entered,247,Iwobi,MID,0.72,2.884,3.2132,0.3292,1,90.0,0,7
2024-25,13,left,369,Dalot,DEF,0.72,2.7864,2.792,0.0056,1,90.0,0,6
2024-25,13,left,148,Welbeck,FWD,0.72,3.3528,3.5944,0.2416,1,78.0,0,2
2024-25,13,left,422,Aina,DEF,0.72,2.7196,2.7488,0.0292,1,90.0,0,8
2024-25,13,left,351,Haaland,FWD,0.72,4.382,4.3048,-0.0772,1,90.0,0,2
2024-25,13,entered,145,Veltman,DEF,0.72,2.7044,2.7336,0.0292,1,0.0,1,0
2024-25,13,entered,447,Wood,FWD,0.72,3.2956,3.7964,0.5008,1,90.0,0,9
2024-25,13,entered,366,B.Fernandes,MID,0.72,3.7184,3.8516,0.1332,1,65.0,0,9
2024-25,13,entered,350,Gvardiol,DEF,0.72,2.8492,2.934,0.0848,1,0.0,1,0
2024-25,14,left,617,Evanilson,FWD,0.72,3.3916,3.3916,0.0,0,84.0,0,2
2024-25,14,left,58,Watkins,FWD,0.72,3.8516,3.896,0.0444,1,64.0,0,12
2024-25,14,left,17,Saka,MID,0.72,4.0952,4.2212,0.126,1,90.0,0,3
2024-25,14,entered,401,Isak,FWD,0.72,3.686,4.2376,0.5516,1,90.0,0,11
2024-25,14,entered,252,Raúl,FWD,0.72,3.2832,3.666,0.3828,1,10.0,0,1
2024-25,14,entered,182,Palmer,MID,0.72,4.118,4.3812,0.2632,1,78.0,0,7
2024-25,15,left,17,Saka,MID,0.72,3.7592,3.8292,0.07,1,90.0,0,2
2024-25,15,left,267,Davis,DEF,0.72,2.844,2.844,0.0,0,90.0,0,1
2024-25,15,entered,366,B.Fernandes,MID,0.72,3.6668,3.7484,0.0816,1,75.0,0,9
2024-25,15,entered,495,Pedro Porro,DEF,0.72,2.7756,2.984,0.2084,1,90.0,0,3
2024-25,16,left,617,Evanilson,FWD,0.72,3.3924,3.3924,0.0,0,79.0,0,2
2024-25,16,left,99,Mbeumo,MID,0.72,3.4404,3.4896,0.0492,1,90.0,0,9
2024-25,16,left,70,Kerkez,DEF,0.72,2.686,2.7848,0.0988,1,90.0,0,2
2024-25,16,entered,129,João Pedro,FWD,0.72,3.1556,4.1664,1.0108,1,90.0,0,2
2024-25,16,entered,335,Robertson,DEF,0.72,2.7104,2.9896,0.2792,1,16.0,0,-3
2024-25,16,entered,71,Kluivert,MID,0.72,3.2472,3.5964,0.3492,1,79.0,0,3
2024-25,17,left,267,Davis,DEF,0.72,2.8612,2.8612,0.0,0,90.0,0,0
2024-25,17,entered,495,Pedro Porro,DEF,0.72,2.828,2.9768,0.1488,1,90.0,0,-1
2024-25,18,left,617,Evanilson,FWD,0.72,3.3516,3.3516,0.0,0,28.0,0,1
2024-25,18,entered,129,João Pedro,FWD,0.72,3.0988,3.99,0.8912,1,90.0,0,2
2024-25,19,left,514,Bowen,MID,0.72,3.6956,3.778,0.0824,1,59.0,0,1
2024-25,19,left,267,Davis,DEF,0.72,2.8472,2.8472,0.0,0,90.0,0,5
2024-25,19,entered,129,João Pedro,FWD,0.72,2.9804,3.5916,0.6112,1,90.0,0,9
2024-25,19,entered,350,Gvardiol,DEF,0.72,2.972,2.9988,0.0268,1,90.0,0,6
2024-25,20,left,110,Wissa,FWD,0.72,3.344,3.5132,0.1692,1,90.0,0,11
2024-25,20,entered,129,João Pedro,FWD,0.72,3.0936,3.7944,0.7008,1,90.0,0,9
2024-25,21,left,267,Davis,DEF,0.72,2.8176,2.8176,0.0,0,90.0,0,1
2024-25,21,left,580,Huijsen,DEF,0.72,2.8264,2.8264,0.0,0,90.0,0,0
2024-25,21,left,366,B.Fernandes,MID,0.68,3.7064,3.7288,0.0224,1,90.0,0,4
2024-25,21,entered,491,Johnson,MID,0.72,3.41,3.6672,0.2572,1,45.0,0,1
2024-25,21,entered,573,Milenković,DEF,0.72,2.85,2.85,0.0,0,90.0,0,2
2024-25,21,entered,422,Aina,DEF,0.72,2.922,2.9336,0.0116,1,90.0,0,2
2024-25,22,left,58,Watkins,FWD,0.72,3.8364,3.8916,0.0552,1,79.0,0,8
2024-25,22,left,350,Gvardiol,DEF,0.72,2.9488,2.9384,-0.0104,1,90.0,0,6
2024-25,22,entered,491,Johnson,MID,0.72,3.4188,3.6784,0.2596,1,0.0,1,0
2024-25,22,entered,436,Murillo,DEF,0.72,2.8432,2.8432,0.0,1,90.0,0,1
2024-25,23,left,252,Raúl,FWD,0.72,3.558,3.6548,0.0968,1,63.0,0,2
2024-25,23,entered,129,João Pedro,FWD,0.72,3.2352,3.6932,0.458,1,90.0,0,1
2024-25,24,left,398,Gordon,MID,0.72,4.15,4.152,0.002,1,90.0,0,1
2024-25,24,left,311,Alexander-Arnold,DEF,0.72,5.9544,5.9756,0.0212,1,98.0,0,7
2024-25,24,entered,580,Huijsen,DEF,0.72,2.9768,2.9768,0.0,0,90.0,0,0
2024-25,24,entered,327,Luis Díaz,MID,0.72,6.8536,7.0988,0.2452,1,177.0,0,5
2024-25,26,left,36,Digne,DEF,0.72,2.952,2.952,0.0,1,0.0,1,0
2024-25,26,left,252,Raúl,FWD,0.72,3.738,3.7992,0.0612,1,90.0,0,2
2024-25,26,left,78,Semenyo,MID,0.82,3.816,3.816,0.0,1,90.0,0,2
2024-25,26,entered,218,Beto,FWD,0.72,2.9708,4.0548,1.084,1,90.0,0,6
2024-25,26,entered,211,Muñoz,DEF,0.82,2.9856,2.9856,0.0,1,90.0,0,13
2024-25,26,entered,71,Kluivert,MID,0.72,3.8712,4.0004,0.1292,1,72.0,0,2
2024-25,28,left,366,B.Fernandes,MID,0.82,4.564,4.564,0.0,1,90.0,0,9
2024-25,28,entered,181,Nkunku,MID,0.72,3.4152,4.554,1.1388,1,88.0,0,3
2024-25,29,left,571,Savinho,MID,0.72,3.7108,3.7108,0.0,0,57.0,0,0
2024-25,29,entered,218,Beto,FWD,0.72,3.2728,4.03,0.7572,1,79.0,0,2
2024-25,30,left,58,Watkins,FWD,0.82,4.2324,4.2324,0.0,1,25.0,0,0
2024-25,30,left,163,Cucurella,DEF,0.82,3.2872,3.2872,0.0,1,90.0,0,5
2024-25,30,entered,573,Milenković,DEF,0.82,3.1864,3.1864,0.0,0,90.0,0,6
2024-25,30,entered,181,Nkunku,MID,0.72,3.4784,4.216,0.7376,1,0.0,1,0
2024-25,34,left,99,Mbeumo,MID,0.85,4.3628,4.3628,0.0,1,90.0,0,2
2024-25,34,left,573,Milenković,DEF,0.85,3.0908,3.0908,0.0,0,90.0,0,1
2024-25,34,entered,392,Barnes,MID,0.72,3.988,4.3636,0.3756,1,76.0,0,3
2024-25,34,entered,335,Robertson,DEF,0.82,3.1128,3.1128,0.0,1,90.0,0,2
2025-26,1,left,224,Cucurella,DEF,0.45,1.8932,1.9648,0.0716,1,90.0,0,8
2025-26,1,left,449,B.Fernandes,MID,0.72,3.8212,4.1036,0.2824,1,90.0,0,2
2025-26,1,left,691,Calvert-Lewin,FWD,0.45,1.7908,1.7908,0.0,0,0.0,1,
2025-26,1,left,485,Gordon,MID,0.72,3.0228,3.5544,0.5316,1,90.0,0,3
2025-26,1,entered,384,Gakpo,MID,0.72,2.7272,3.8428,1.1156,1,90.0,0,7
2025-26,1,entered,505,Milenković,DEF,0.45,1.7124,1.8808,0.1684,1,90.0,0,2
2025-26,1,entered,596,Solanke,FWD,0.72,2.5032,3.058,0.5548,1,19.0,0,1
2025-26,1,entered,383,Luis Díaz,MID,0.72,3.0308,3.8852,0.8544,1,0.0,1,0
2025-26,2,left,17,Ødegaard,MID,0.72,3.83,3.984,0.154,1,37.0,0,1
2025-26,2,left,674,Ramsdale,GKP,0.85,3.6224,3.6224,0.0,0,0.0,1,0
2025-26,2,left,415,Savinho,MID,0.68,3.7048,3.7668,0.062,1,0.0,1,0
2025-26,2,entered,288,Travers,GKP,0.85,3.4912,3.4912,0.0,0,0.0,1,0
2025-26,2,entered,120,Schade,MID,0.72,3.4972,4.038,0.5408,1,78.0,0,3
2025-26,2,entered,485,Gordon,MID,0.72,3.2548,3.986,0.7312,1,47.0,0,-2
2025-26,3,left,381,M.Salah,MID,0.72,4.8012,5.3544,0.5532,1,90.0,0,3
2025-26,3,entered,235,Palmer,MID,0.72,3.856,4.9244,1.0684,1,0.0,1,0
2025-26,4,left,453,Garnacho,MID,0.82,3.276,3.276,0.0,0,11.0,0,1
2025-26,4,entered,235,Palmer,MID,0.72,3.3356,4.0932,0.7576,1,34.0,0,7
2025-26,5,left,241,Caicedo,MID,0.72,3.1608,2.9816,-0.1792,1,90.0,0,4
2025-26,5,left,430,Haaland,FWD,0.72,4.024,4.1452,0.1212,1,75.0,0,9
2025-26,5,left,414,Foden,MID,0.72,3.4136,3.882,0.4684,1,67.0,0,3
2025-26,5,left,191,Estève,DEF,0.72,2.888,2.8988,0.0108,1,90.0,0,4
2025-26,5,entered,16,Saka,MID,0.72,3.62,4.064,0.444,1,45.0,0,1
2025-26,5,entered,226,Chalobah,DEF,0.72,2.9232,3.1052,0.182,1,90.0,0,8
2025-26,5,entered,235,Palmer,MID,0.72,3.3192,4.1552,0.836,1,20.0,0,1
2025-26,5,entered,30,Havertz,FWD,0.72,2.5636,3.294,0.7304,1,0.0,1,0
2025-26,6,left,241,Caicedo,MID,0.72,3.8328,3.6148,-0.218,1,90.0,0,2
2025-26,6,left,82,Semenyo,MID,0.72,3.8224,3.8224,0.0,0,90.0,0,7
2025-26,6,entered,485,Gordon,MID,0.72,3.346,3.9568,0.6108,1,66.0,0,3
2025-26,6,entered,414,Foden,MID,0.72,3.5676,4.0156,0.448,1,90.0,0,1
2025-26,7,left,241,Caicedo,MID,0.72,3.6036,3.3688,-0.2348,1,90.0,0,10
2025-26,7,left,348,Rodon,DEF,0.72,3.2772,3.2772,0.0,0,90.0,0,1
2025-26,7,left,119,Mbeumo,MID,0.72,3.5744,3.5744,0.0,0,76.0,0,6
2025-26,7,entered,81,Kluivert,MID,0.72,3.182,3.7324,0.5504,1,29.0,0,7
2025-26,7,entered,237,Enzo,MID,0.72,3.2472,3.5212,0.274,1,90.0,0,2
2025-26,7,entered,295,Keane,DEF,0.72,3.2716,3.5244,0.2528,1,64.0,0,4
2025-26,8,left,257,Lacroix,DEF,0.72,3.232,3.4084,0.1764,1,90.0,0,1
2025-26,8,left,381,M.Salah,MID,0.72,4.1128,4.4708,0.358,1,84.0,0,2
2025-26,8,left,241,Caicedo,MID,0.72,3.756,3.6164,-0.1396,1,45.0,0,1
2025-26,8,left,190,Ekdal,DEF,0.72,3.0896,3.0524,-0.0372,1,0.0,1,0
2025-26,8,entered,328,Sessegnon,MID,0.72,2.8984,3.672,0.7736,1,90.0,0,2
2025-26,8,entered,235,Palmer,MID,0.72,3.3912,4.2724,0.8812,1,0.0,1,0
2025-26,8,entered,525,Wood,FWD,0.72,2.912,3.4832,0.5712,1,16.0,0,1
2025-26,8,entered,413,Marmoush,MID,0.72,3.2772,3.9876,0.7104,1,0.0,1,0
2025-26,9,left,291,Tarkowski,DEF,0.72,3.4212,3.478,0.0568,1,90.0,0,1
2025-26,9,entered,81,Kluivert,MID,0.72,3.184,3.7592,0.5752,1,68.0,0,2
2025-26,10,left,257,Lacroix,DEF,0.72,3.4928,3.7088,0.216,1,90.0,0,8
2025-26,10,left,82,Semenyo,MID,0.72,3.7328,3.7328,0.0,0,90.0,0,2
2025-26,10,left,5,Gabriel,DEF,0.72,3.5992,3.6388,0.0396,1,90.0,0,12
2025-26,10,left,119,Mbeumo,MID,0.72,3.594,3.594,0.0,0,90.0,0,2
2025-26,10,entered,384,Gakpo,MID,0.72,3.4136,3.9156,0.502,1,90.0,0,3
2025-26,10,entered,267,Sarr,MID,0.72,3.5164,4.3732,0.8568,1,90.0,0,3
2025-26,10,entered,411,O'Reilly,DEF,0.72,2.9036,3.7588,0.8552,1,90.0,0,8
2025-26,10,entered,235,Palmer,MID,0.72,3.5024,4.2504,0.748,1,0.0,1,0
2025-26,11,left,72,Senesi,DEF,0.72,3.4592,3.5284,0.0692,1,90.0,0,2
2025-26,11,left,241,Caicedo,MID,0.72,3.6788,3.4704,-0.2084,1,90.0,0,2
2025-26,11,left,82,Semenyo,MID,0.72,3.82,3.82,0.0,0,90.0,0,0
2025-26,11,left,565,Vicario,GKP,0.85,3.6636,3.662,-0.0016,1,90.0,0,1
2025-26,11,left,694,Mukiele,DEF,0.72,3.498,3.498,0.0,0,90.0,0,4
2025-26,11,entered,257,Lacroix,DEF,0.72,3.4216,3.6492,0.2276,1,90.0,0,6
2025-26,11,entered,267,Sarr,MID,0.72,3.4452,4.0512,0.606,1,90.0,0,3
2025-26,11,entered,411,O'Reilly,DEF,0.72,2.8784,3.6088,0.7304,1,90.0,0,11
2025-26,11,entered,413,Marmoush,MID,0.72,3.1512,3.8804,0.7292,1,16.0,0,1
2025-26,11,entered,670,Roefs,GKP,0.85,3.6044,3.6044,0.0,0,90.0,0,2
2025-26,12,left,241,Caicedo,MID,0.72,3.5,3.3028,-0.1972,1,0.0,1,0
2025-26,12,left,373,Virgil,DEF,0.72,3.3868,3.4568,0.07,1,90.0,0,3
2025-26,12,left,119,Mbeumo,MID,0.72,3.8044,3.8044,0.0,0,90.0,0,1
2025-26,12,entered,384,Gakpo,MID,0.72,3.3768,4.0208,0.644,1,90.0,0,2
2025-26,12,entered,283,Mateta,FWD,0.72,3.3616,3.5228,0.1612,1,59.0,0,1
2025-26,12,entered,452,Amad,MID,0.72,3.4692,3.7128,0.2436,1,90.0,0,2
2025-26,13,left,136,Thiago,FWD,0.72,3.5572,3.5572,0.0,0,90.0,0,13
2025-26,13,entered,267,Sarr,MID,0.72,3.3472,3.8844,0.5372,1,37.0,0,1
2025-26,14,left,136,Thiago,FWD,0.72,3.3156,3.3156,0.0,0,30.0,0,1
2025-26,14,left,21,Rice,MID,0.72,3.6832,3.6348,-0.0484,1,82.0,0,3
2025-26,14,left,119,Mbeumo,MID,0.72,3.5976,3.5976,0.0,0,90.0,0,2
2025-26,14,entered,328,Sessegnon,MID,0.72,2.9644,3.4372,0.4728,1,90.0,0,2
2025-26,14,entered,178,Welbeck,FWD,0.72,3.1816,3.4532,0.2716,1,23.0,0,1
2025-26,14,entered,235,Palmer,MID,0.72,3.3752,4.2224,0.8472,1,29.0,0,1
2025-26,15,left,16,Saka,MID,0.72,3.552,3.6676,0.1156,1,78.0,0,4
2025-26,15,left,82,Semenyo,MID,0.72,3.6552,3.6552,0.0,0,90.0,0,3
2025-26,15,left,531,Ballard,DEF,0.72,3.4496,3.4496,0.0,0,90.0,0,1
2025-26,15,left,260,Guéhi,DEF,0.72,3.4244,3.4244,0.0,0,90.0,0,8
2025-26,15,entered,414,Foden,MID,0.72,3.5408,3.7632,0.2224,1,68.0,0,12
2025-26,15,entered,235,Palmer,MID,0.72,3.5132,4.194,0.6808,1,57.0,0,1
