season,e024_gate,gw,enter_id,enter_name,enter_pos,left_id,left_name,left_pos,ctrl_mu_enter,ctrl_mu_left,d_ctrl,abs_ctrl_gap,gap_bucket,du,dpts,enter_mu_delta,both60,same_pos,model_pref_enter,actual_pref_enter,tie_pts,ctrl_pref_enter,ctrl_pref_left,rank_err
2022-23,FAIL,6,145,Havertz,FWD,516,Collins,DEF,2.6248,2.5984,0.0264,0.0264,near,0.6228,-3.0,0.5964,0,0,1,0,0,1,0,1
2022-23,FAIL,6,145,Havertz,FWD,104,Groß,MID,2.6248,2.8824,-0.2576,0.2576,mid,0.11,1.0,0.5964,0,0,1,1,0,0,1,0
2022-23,FAIL,6,145,Havertz,FWD,106,Dunk,DEF,2.6248,2.632,-0.0072,0.0072,near,0.5612,5.0,0.5964,0,0,1,1,0,0,1,0
2022-23,FAIL,6,145,Havertz,FWD,427,Kane,FWD,2.6248,3.2404,-0.6156,0.6156,mid,-0.3544,-3.0,0.5964,0,1,0,0,0,0,1,0
2022-23,FAIL,6,145,Havertz,FWD,210,Mitrović,FWD,2.6248,2.6796,-0.0548,0.0548,near,0.5416,1.0,0.5964,0,1,1,1,0,0,1,0
2022-23,FAIL,6,477,Jonny,DEF,480,Neves,MID,2.1752,2.608,-0.4328,0.4328,mid,0.0036,3.0,0.5964,1,0,1,1,0,0,1,0
2022-23,FAIL,6,477,Jonny,DEF,288,Diogo Jota,FWD,2.1752,2.8292,-0.654,0.654,mid,-0.0576,4.0,0.5964,0,0,0,1,0,0,1,0
2022-23,FAIL,6,477,Jonny,DEF,516,Collins,DEF,2.1752,2.5984,-0.4232,0.4232,mid,0.1732,-4.0,0.5964,1,1,1,0,0,0,1,1
2022-23,FAIL,6,477,Jonny,DEF,104,Groß,MID,2.1752,2.8824,-0.7072,0.7072,mid,-0.3396,0.0,0.5964,1,0,0,0,1,0,1,0
2022-23,FAIL,6,477,Jonny,DEF,106,Dunk,DEF,2.1752,2.632,-0.4568,0.4568,mid,0.1116,4.0,0.5964,1,1,1,1,0,0,1,0
2022-23,FAIL,6,477,Jonny,DEF,427,Kane,FWD,2.1752,3.2404,-1.0652,1.0652,large,-0.804,-4.0,0.5964,1,0,0,0,0,0,1,0
2022-23,FAIL,6,477,Jonny,DEF,210,Mitrović,FWD,2.1752,2.6796,-0.5044,0.5044,mid,0.092,0.0,0.5964,1,0,1,0,1,0,1,0
2022-23,FAIL,6,446,Kulusevski,MID,480,Neves,MID,2.6268,2.608,0.0188,0.0188,near,1.1508,-1.0,1.292,0,1,1,0,0,1,0,1
2022-23,FAIL,6,446,Kulusevski,MID,288,Diogo Jota,FWD,2.6268,2.8292,-0.2024,0.2024,near,1.0896,0.0,1.292,0,0,1,0,1,0,1,0
2022-23,FAIL,6,446,Kulusevski,MID,516,Collins,DEF,2.6268,2.5984,0.0284,0.0284,near,1.3204,-8.0,1.292,0,0,1,0,0,1,0,1
2022-23,FAIL,6,446,Kulusevski,MID,104,Groß,MID,2.6268,2.8824,-0.2556,0.2556,mid,0.8076,-4.0,1.292,0,1,1,0,0,0,1,1
2022-23,FAIL,6,446,Kulusevski,MID,106,Dunk,DEF,2.6268,2.632,-0.0052,0.0052,near,1.2588,0.0,1.292,0,0,1,0,1,0,1,0
2022-23,FAIL,6,446,Kulusevski,MID,427,Kane,FWD,2.6268,3.2404,-0.6136,0.6136,mid,0.3432,-8.0,1.292,0,0,1,0,0,0,1,1
2022-23,FAIL,6,446,Kulusevski,MID,210,Mitrović,FWD,2.6268,2.6796,-0.0528,0.0528,near,1.2392,-4.0,1.292,0,0,1,0,0,0,1,1
2022-23,FAIL,8,477,Jonny,DEF,480,Neves,MID,2.1892,2.4304,-0.2412,0.2412,near,0.0328,0.0,0.4104,1,0,1,0,1,0,1,0
2022-23,FAIL,8,477,Jonny,DEF,454,Richarlison,FWD,2.1892,2.5476,-0.3584,0.3584,mid,0.052,0.0,0.4104,0,0,1,0,1,0,1,0
2022-23,FAIL,8,477,Jonny,DEF,526,Mee,DEF,2.1892,2.4876,-0.2984,0.2984,mid,0.112,0.0,0.4104,1,1,1,0,1,0,1,0
2022-23,FAIL,8,465,Bowen,MID,480,Neves,MID,2.4008,2.4304,-0.0296,0.0296,near,0.7348,1.0,0.9008,1,1,1,1,0,0,1,0
2022-23,FAIL,8,465,Bowen,MID,454,Richarlison,FWD,2.4008,2.5476,-0.1468,0.1468,near,0.754,1.0,0.9008,0,0,1,1,0,0,1,0
2022-23,FAIL,8,465,Bowen,MID,526,Mee,DEF,2.4008,2.4876,-0.0868,0.0868,near,0.814,1.0,0.9008,1,0,1,1,0,0,1,0
2022-23,FAIL,8,189,Gray,MID,480,Neves,MID,2.396,2.4304,-0.0344,0.0344,near,0.3416,2.0,0.5124,1,1,1,1,0,0,1,0
2022-23,FAIL,8,189,Gray,MID,454,Richarlison,FWD,2.396,2.5476,-0.1516,0.1516,near,0.3608,2.0,0.5124,0,0,1,1,0,0,1,0
2022-23,FAIL,8,189,Gray,MID,526,Mee,DEF,2.396,2.4876,-0.0916,0.0916,near,0.4208,2.0,0.5124,1,0,1,1,0,0,1,0
2022-23,FAIL,9,40,Watkins,FWD,81,Raya,GKP,2.3476,3.29,-0.9424,0.9424,large,-0.5824,-4.0,0.23,1,0,0,0,0,0,1,0
2022-23,FAIL,9,40,Watkins,FWD,356,Wilson,FWD,2.3476,2.4396,-0.092,0.092,near,0.138,-4.0,0.23,1,1,1,0,0,0,1,1
2022-23,FAIL,9,40,Watkins,FWD,71,Mepham,DEF,2.3476,2.5184,-0.1708,0.1708,near,0.0592,-4.0,0.23,1,0,1,0,0,0,1,1
2022-23,FAIL,9,2,Leno,GKP,81,Raya,GKP,3.2876,3.29,-0.0024,0.0024,near,0.1276,-4.0,0.0,1,1,1,0,0,0,1,1
2022-23,FAIL,9,2,Leno,GKP,356,Wilson,FWD,3.2876,2.4396,0.848,0.848,large,0.848,-4.0,0.0,1,0,1,0,0,1,0,1
2022-23,FAIL,9,2,Leno,GKP,71,Mepham,DEF,3.2876,2.5184,0.7692,0.7692,large,0.7692,-4.0,0.0,1,0,1,0,0,1,0,1
2022-23,FAIL,9,357,Trippier,DEF,81,Raya,GKP,2.2816,3.29,-1.0084,1.0084,large,-0.0172,1.0,0.8612,1,0,0,1,0,0,1,0
2022-23,FAIL,9,357,Trippier,DEF,356,Wilson,FWD,2.2816,2.4396,-0.158,0.158,near,0.7032,1.0,0.8612,1,0,1,1,0,0,1,0
2022-23,FAIL,9,357,Trippier,DEF,71,Mepham,DEF,2.2816,2.5184,-0.2368,0.2368,near,0.6244,1.0,0.8612,1,1,1,1,0,0,1,0
2022-23,FAIL,10,407,Ward-Prowse,MID,71,Mepham,DEF,2.2584,2.5304,-0.272,0.272,mid,0.0428,0.0,0.3148,1,0,1,0,1,0,1,0
2022-23,FAIL,11,40,Watkins,FWD,617,Aubameyang,FWD,2.38,2.4968,-0.1168,0.1168,near,0.1184,1.0,0.2352,0,1,1,1,0,0,1,0
2022-23,FAIL,12,288,Diogo Jota,FWD,258,Castagne,DEF,2.4964,2.6056,-0.1092,0.1092,near,1.0916,-6.0,1.2036,0,0,1,0,0,0,1,1
2022-23,FAIL,12,288,Diogo Jota,FWD,66,Solanke,FWD,2.4964,2.5312,-0.0348,0.0348,near,1.1688,-2.0,1.2036,0,1,1,0,0,0,1,1
2022-23,FAIL,12,288,Diogo Jota,FWD,680,Gakpo,MID,2.4964,2.7748,-0.2784,0.2784,mid,0.9252,0.0,1.2036,0,0,1,0,1,0,1,0
2022-23,FAIL,12,288,Diogo Jota,FWD,333,Fernandes,MID,2.4964,2.544,-0.0476,0.0476,near,1.1524,-11.0,1.2036,0,0,1,0,0,0,1,1
2022-23,FAIL,12,288,Diogo Jota,FWD,342,Dalot,DEF,2.4964,2.7348,-0.2384,0.2384,near,1.1072,-6.0,1.2036,0,0,1,0,0,0,1,1
2022-23,FAIL,12,288,Diogo Jota,FWD,377,Botman,DEF,2.4964,2.5288,-0.0324,0.0324,near,1.1712,-7.0,1.2036,0,0,1,0,0,0,1,1
2022-23,FAIL,12,261,Maddison,MID,258,Castagne,DEF,2.4652,2.6056,-0.1404,0.1404,near,0.7076,-6.0,0.8508,0,0,1,0,0,0,1,1
2022-23,FAIL,12,261,Maddison,MID,66,Solanke,FWD,2.4652,2.5312,-0.066,0.066,near,0.7848,-2.0,0.8508,0,0,1,0,0,0,1,1
2022-23,FAIL,12,261,Maddison,MID,680,Gakpo,MID,2.4652,2.7748,-0.3096,0.3096,mid,0.5412,0.0,0.8508,0,1,1,0,1,0,1,0
2022-23,FAIL,12,261,Maddison,MID,333,Fernandes,MID,2.4652,2.544,-0.0788,0.0788,near,0.7684,-11.0,0.8508,0,1,1,0,0,0,1,1
2022-23,FAIL,12,261,Maddison,MID,342,Dalot,DEF,2.4652,2.7348,-0.2696,0.2696,mid,0.7232,-6.0,0.8508,0,0,1,0,0,0,1,1
2022-23,FAIL,12,261,Maddison,MID,377,Botman,DEF,2.4652,2.5288,-0.0636,0.0636,near,0.7872,-7.0,0.8508,0,0,1,0,0,0,1,1
2022-23,FAIL,12,264,Barnes,MID,258,Castagne,DEF,2.3324,2.6056,-0.2732,0.2732,mid,0.656,2.0,0.932,1,0,1,1,0,0,1,0
2022-23,FAIL,12,264,Barnes,MID,66,Solanke,FWD,2.3324,2.5312,-0.1988,0.1988,near,0.7332,6.0,0.932,1,0,1,1,0,0,1,0
2022-23,FAIL,12,264,Barnes,MID,680,Gakpo,MID,2.3324,2.7748,-0.4424,0.4424,mid,0.4896,8.0,0.932,0,1,1,1,0,0,1,0
2022-23,FAIL,12,264,Barnes,MID,333,Fernandes,MID,2.3324,2.544,-0.2116,0.2116,near,0.7168,-3.0,0.932,1,1,1,0,0,0,1,1
2022-23,FAIL,12,264,Barnes,MID,342,Dalot,DEF,2.3324,2.7348,-0.4024,0.4024,mid,0.6716,2.0,0.932,1,0,1,1,0,0,1,0
2022-23,FAIL,12,264,Barnes,MID,377,Botman,DEF,2.3324,2.5288,-0.1964,0.1964,near,0.7356,1.0,0.932,1,0,1,1,0,0,1,0
2022-23,FAIL,12,366,Schär,DEF,258,Castagne,DEF,2.4888,2.6056,-0.1168,0.1168,near,0.0336,-1.0,0.1532,1,1,1,0,0,0,1,1
2022-23,FAIL,12,366,Schär,DEF,66,Solanke,FWD,2.4888,2.5312,-0.0424,0.0424,near,0.1108,3.0,0.1532,1,0,1,1,0,0,1,0
2022-23,FAIL,12,366,Schär,DEF,680,Gakpo,MID,2.4888,2.7748,-0.286,0.286,mid,-0.1328,5.0,0.1532,0,0,0,1,0,0,1,0
2022-23,FAIL,12,366,Schär,DEF,333,Fernandes,MID,2.4888,2.544,-0.0552,0.0552,near,0.0944,-6.0,0.1532,1,0,1,0,0,0,1,1
2022-23,FAIL,12,366,Schär,DEF,342,Dalot,DEF,2.4888,2.7348,-0.246,0.246,near,0.0492,-1.0,0.1532,1,1,1,0,0,0,1,1
2022-23,FAIL,12,366,Schär,DEF,377,Botman,DEF,2.4888,2.5288,-0.04,0.04,near,0.1132,-2.0,0.1532,1,1,1,0,0,0,1,1
2022-23,FAIL,12,465,Bowen,MID,258,Castagne,DEF,2.4184,2.6056,-0.1872,0.1872,near,0.3472,-6.0,0.5372,1,0,1,0,0,0,1,1
2022-23,FAIL,12,465,Bowen,MID,66,Solanke,FWD,2.4184,2.5312,-0.1128,0.1128,near,0.4244,-2.0,0.5372,1,0,1,0,0,0,1,1
2022-23,FAIL,12,465,Bowen,MID,680,Gakpo,MID,2.4184,2.7748,-0.3564,0.3564,mid,0.1808,0.0,0.5372,0,1,1,0,1,0,1,0
2022-23,FAIL,12,465,Bowen,MID,333,Fernandes,MID,2.4184,2.544,-0.1256,0.1256,near,0.408,-11.0,0.5372,1,1,1,0,0,0,1,1
2022-23,FAIL,12,465,Bowen,MID,342,Dalot,DEF,2.4184,2.7348,-0.3164,0.3164,mid,0.3628,-6.0,0.5372,1,0,1,0,0,0,1,1
2022-23,FAIL,12,465,Bowen,MID,377,Botman,DEF,2.4184,2.5288,-0.1104,0.1104,near,0.4268,-7.0,0.5372,1,0,1,0,0,0,1,1
2022-23,FAIL,12,374,Bruno Guimarães,MID,258,Castagne,DEF,2.4628,2.6056,-0.1428,0.1428,near,0.9148,0.0,1.0604,1,0,1,0,1,0,1,0
2022-23,FAIL,12,374,Bruno Guimarães,MID,66,Solanke,FWD,2.4628,2.5312,-0.0684,0.0684,near,0.992,4.0,1.0604,1,0,1,1,0,0,1,0
2022-23,FAIL,12,374,Bruno Guimarães,MID,680,Gakpo,MID,2.4628,2.7748,-0.312,0.312,mid,0.7484,6.0,1.0604,0,1,1,1,0,0,1,0
2022-23,FAIL,12,374,Bruno Guimarães,MID,333,Fernandes,MID,2.4628,2.544,-0.0812,0.0812,near,0.9756,-5.0,1.0604,1,1,1,0,0,0,1,1
2022-23,FAIL,12,374,Bruno Guimarães,MID,342,Dalot,DEF,2.4628,2.7348,-0.272,0.272,mid,0.9304,0.0,1.0604,1,0,1,0,1,0,1,0
2022-23,FAIL,12,374,Bruno Guimarães,MID,377,Botman,DEF,2.4628,2.5288,-0.066,0.066,near,0.9944,-1.0,1.0604,1,0,1,0,0,0,1,1
2022-23,FAIL,13,288,Diogo Jota,FWD,484,Kilman,DEF,2.3296,2.516,-0.1864,0.1864,near,0.6544,0.0,0.8268,0,0,1,0,1,0,1,0
2022-23,FAIL,13,288,Diogo Jota,FWD,39,Mings,DEF,2.3296,2.4232,-0.0936,0.0936,near,0.5352,-10.0,0.8268,0,0,1,0,0,0,1,1
2022-23,FAIL,13,288,Diogo Jota,FWD,617,Aubameyang,FWD,2.3296,2.708,-0.3784,0.3784,mid,0.4484,-2.0,0.8268,0,1,1,0,0,0,1,1
2022-23,FAIL,13,288,Diogo Jota,FWD,461,Zouma,DEF,2.3296,2.546,-0.2164,0.2164,near,0.6224,-15.0,0.8268,0,0,1,0,0,0,1,1
2022-23,FAIL,13,288,Diogo Jota,FWD,475,Coady,DEF,2.3296,2.5704,-0.2408,0.2408,near,0.586,-6.0,0.8268,0,0,1,0,0,0,1,1
2022-23,FAIL,13,288,Diogo Jota,FWD,318,Haaland,FWD,2.3296,3.3244,-0.9948,0.9948,large,-0.168,-13.0,0.8268,0,1,0,0,0,0,1,0
2022-23,FAIL,13,357,Trippier,DEF,484,Kilman,DEF,2.4612,2.516,-0.0548,0.0548,near,0.6112,2.0,0.652,1,1,1,1,0,0,1,0
2022-23,FAIL,13,357,Trippier,DEF,39,Mings,DEF,2.4612,2.4232,0.038,0.038,near,0.492,-8.0,0.652,1,1,1,0,0,1,0,1
2022-23,FAIL,13,357,Trippier,DEF,617,Aubameyang,FWD,2.4612,2.708,-0.2468,0.2468,near,0.4052,0.0,0.652,1,0,1,0,1,0,1,0
2022-23,FAIL,13,357,Trippier,DEF,461,Zouma,DEF,2.4612,2.546,-0.0848,0.0848,near,0.5792,-13.0,0.652,1,1,1,0,0,0,1,1
2022-23,FAIL,13,357,Trippier,DEF,475,Coady,DEF,2.4612,2.5704,-0.1092,0.1092,near,0.5428,-4.0,0.652,1,1,1,0,0,0,1,1
2022-23,FAIL,13,357,Trippier,DEF,318,Haaland,FWD,2.4612,3.3244,-0.8632,0.8632,large,-0.2112,-11.0,0.652,1,0,0,0,0,0,1,0
2022-23,FAIL,13,171,Olise,MID,484,Kilman,DEF,1.9216,2.516,-0.5944,0.5944,mid,0.2144,2.0,0.7948,1,0,1,1,0,0,1,0
2022-23,FAIL,13,171,Olise,MID,39,Mings,DEF,1.9216,2.4232,-0.5016,0.5016,mid,0.0952,-8.0,0.7948,1,0,1,0,0,0,1,1
2022-23,FAIL,13,171,Olise,MID,617,Aubameyang,FWD,1.9216,2.708,-0.7864,0.7864,large,0.0084,0.0,0.7948,1,0,1,0,1,0,1,0
2022-23,FAIL,13,171,Olise,MID,461,Zouma,DEF,1.9216,2.546,-0.6244,0.6244,mid,0.1824,-13.0,0.7948,1,0,1,0,0,0,1,1
2022-23,FAIL,13,171,Olise,MID,475,Coady,DEF,1.9216,2.5704,-0.6488,0.6488,mid,0.146,-4.0,0.7948,1,0,1,0,0,0,1,1
2022-23,FAIL,13,171,Olise,MID,318,Haaland,FWD,1.9216,3.3244,-1.4028,1.4028,large,-0.608,-11.0,0.7948,1,0,0,0,0,0,1,0
2022-23,FAIL,13,141,Chalobah,DEF,484,Kilman,DEF,2.2536,2.516,-0.2624,0.2624,mid,0.4696,2.0,0.718,1,1,1,1,0,0,1,0
2022-23,FAIL,13,141,Chalobah,DEF,39,Mings,DEF,2.2536,2.4232,-0.1696,0.1696,near,0.3504,-8.0,0.718,1,1,1,0,0,0,1,1
2022-23,FAIL,13,141,Chalobah,DEF,617,Aubameyang,FWD,2.2536,2.708,-0.4544,0.4544,mid,0.2636,0.0,0.718,1,0,1,0,1,0,1,0
2022-23,FAIL,13,141,Chalobah,DEF,461,Zouma,DEF,2.2536,2.546,-0.2924,0.2924,mid,0.4376,-13.0,0.718,1,1,1,0,0,0,1,1
2022-23,FAIL,13,141,Chalobah,DEF,475,Coady,DEF,2.2536,2.5704,-0.3168,0.3168,mid,0.4012,-4.0,0.718,1,1,1,0,0,0,1,1
2022-23,FAIL,13,141,Chalobah,DEF,318,Haaland,FWD,2.2536,3.3244,-1.0708,1.0708,large,-0.3528,-11.0,0.718,1,0,0,0,0,0,1,0
2022-23,FAIL,13,465,Bowen,MID,484,Kilman,DEF,2.5352,2.516,0.0192,0.0192,near,0.678,3.0,0.6448,1,0,1,1,0,1,0,0
2022-23,FAIL,13,465,Bowen,MID,39,Mings,DEF,2.5352,2.4232,0.112,0.112,near,0.5588,-7.0,0.6448,1,0,1,0,0,1,0,1
2022-23,FAIL,13,465,Bowen,MID,617,Aubameyang,FWD,2.5352,2.708,-0.1728,0.1728,near,0.472,1.0,0.6448,1,0,1,1,0,0,1,0
2022-23,FAIL,13,465,Bowen,MID,461,Zouma,DEF,2.5352,2.546,-0.0108,0.0108,near,0.646,-12.0,0.6448,1,0,1,0,0,0,1,1
2022-23,FAIL,13,465,Bowen,MID,475,Coady,DEF,2.5352,2.5704,-0.0352,0.0352,near,0.6096,-3.0,0.6448,1,0,1,0,0,0,1,1
2022-23,FAIL,13,465,Bowen,MID,318,Haaland,FWD,2.5352,3.3244,-0.7892,0.7892,large,-0.1444,-10.0,0.6448,1,0,0,0,0,0,1,0
2022-23,FAIL,13,374,Bruno Guimarães,MID,484,Kilman,DEF,2.172,2.516,-0.344,0.344,mid,0.3376,2.0,0.6676,1,0,1,1,0,0,1,0
2022-23,FAIL,13,374,Bruno Guimarães,MID,39,Mings,DEF,2.172,2.4232,-0.2512,0.2512,mid,0.2184,-8.0,0.6676,1,0,1,0,0,0,1,1
2022-23,FAIL,13,374,Bruno Guimarães,MID,617,Aubameyang,FWD,2.172,2.708,-0.536,0.536,mid,0.1316,0.0,0.6676,1,0,1,0,1,0,1,0
2022-23,FAIL,13,374,Bruno Guimarães,MID,461,Zouma,DEF,2.172,2.546,-0.374,0.374,mid,0.3056,-13.0,0.6676,1,0,1,0,0,0,1,1
2022-23,FAIL,13,374,Bruno Guimarães,MID,475,Coady,DEF,2.172,2.5704,-0.3984,0.3984,mid,0.2692,-4.0,0.6676,1,0,1,0,0,0,1,1
2022-23,FAIL,13,374,Bruno Guimarães,MID,318,Haaland,FWD,2.172,3.3244,-1.1524,1.1524,large,-0.4848,-11.0,0.6676,1,0,0,0,0,0,1,0
2022-23,FAIL,14,288,Diogo Jota,FWD,576,Senesi,DEF,2.6064,2.6296,-0.0232,0.0232,near,1.1404,-1.0,1.1636,0,0,1,0,0,0,1,1
2022-23,FAIL,14,288,Diogo Jota,FWD,680,Gakpo,MID,2.6064,2.8064,-0.2,0.2,near,0.9636,0.0,1.1636,0,0,1,0,1,0,1,0
2022-23,FAIL,14,288,Diogo Jota,FWD,169,Eze,MID,2.6064,2.6024,0.004,0.004,near,1.0008,-3.0,1.1636,0,0,1,0,0,1,0,1
2022-23,FAIL,14,288,Diogo Jota,FWD,427,Kane,FWD,2.6064,2.7452,-0.1388,0.1388,near,0.8656,-1.0,1.1636,0,1,1,0,0,0,1,1
2022-23,FAIL,14,288,Diogo Jota,FWD,342,Dalot,DEF,2.6064,2.5944,0.012,0.012,near,1.1704,-9.0,1.1636,0,0,1,0,0,1,0,1
2022-23,FAIL,14,261,Maddison,MID,576,Senesi,DEF,2.3656,2.6296,-0.264,0.264,mid,0.574,1.0,0.838,1,0,1,1,0,0,1,0
2022-23,FAIL,14,261,Maddison,MID,680,Gakpo,MID,2.3656,2.8064,-0.4408,0.4408,mid,0.3972,2.0,0.838,0,1,1,1,0,0,1,0
2022-23,FAIL,14,261,Maddison,MID,169,Eze,MID,2.3656,2.6024,-0.2368,0.2368,near,0.4344,-1.0,0.838,1,1,1,0,0,0,1,1
2022-23,FAIL,14,261,Maddison,MID,427,Kane,FWD,2.3656,2.7452,-0.3796,0.3796,mid,0.2992,1.0,0.838,1,0,1,1,0,0,1,0
2022-23,FAIL,14,261,Maddison,MID,342,Dalot,DEF,2.3656,2.5944,-0.2288,0.2288,near,0.604,-7.0,0.838,1,0,1,0,0,0,1,1
2022-23,FAIL,14,428,Son,MID,576,Senesi,DEF,2.674,2.6296,0.0444,0.0444,near,0.5928,1.0,0.5484,1,0,1,1,0,1,0,0
2022-23,FAIL,14,428,Son,MID,680,Gakpo,MID,2.674,2.8064,-0.1324,0.1324,near,0.416,2.0,0.5484,0,1,1,1,0,0,1,0
2022-23,FAIL,14,428,Son,MID,169,Eze,MID,2.674,2.6024,0.0716,0.0716,near,0.4532,-1.0,0.5484,1,1,1,0,0,1,0,1
2022-23,FAIL,14,428,Son,MID,427,Kane,FWD,2.674,2.7452,-0.0712,0.0712,near,0.318,1.0,0.5484,1,0,1,1,0,0,1,0
2022-23,FAIL,14,428,Son,MID,342,Dalot,DEF,2.674,2.5944,0.0796,0.0796,near,0.6228,-7.0,0.5484,1,0,1,0,0,1,0,1
2022-23,FAIL,14,335,Rashford,MID,576,Senesi,DEF,2.5908,2.6296,-0.0388,0.0388,near,0.3292,7.0,0.368,1,0,1,1,0,0,1,0
2022-23,FAIL,14,335,Rashford,MID,680,Gakpo,MID,2.5908,2.8064,-0.2156,0.2156,near,0.1524,8.0,0.368,0,1,1,1,0,0,1,0
2022-23,FAIL,14,335,Rashford,MID,169,Eze,MID,2.5908,2.6024,-0.0116,0.0116,near,0.1896,5.0,0.368,1,1,1,1,0,0,1,0
2022-23,FAIL,14,335,Rashford,MID,427,Kane,FWD,2.5908,2.7452,-0.1544,0.1544,near,0.0544,7.0,0.368,1,0,1,1,0,0,1,0
2022-23,FAIL,14,335,Rashford,MID,342,Dalot,DEF,2.5908,2.5944,-0.0036,0.0036,near,0.3592,-1.0,0.368,1,0,1,0,0,0,1,1
2022-23,FAIL,14,374,Bruno Guimarães,MID,576,Senesi,DEF,2.2724,2.6296,-0.3572,0.3572,mid,0.5416,2.0,0.8988,1,0,1,1,0,0,1,0
2022-23,FAIL,14,374,Bruno Guimarães,MID,680,Gakpo,MID,2.2724,2.8064,-0.534,0.534,mid,0.3648,3.0,0.8988,0,1,1,1,0,0,1,0
2022-23,FAIL,14,374,Bruno Guimarães,MID,169,Eze,MID,2.2724,2.6024,-0.33,0.33,mid,0.402,0.0,0.8988,1,1,1,0,1,0,1,0
2022-23,FAIL,14,374,Bruno Guimarães,MID,427,Kane,FWD,2.2724,2.7452,-0.4728,0.4728,mid,0.2668,2.0,0.8988,1,0,1,1,0,0,1,0
2022-23,FAIL,14,374,Bruno Guimarães,MID,342,Dalot,DEF,2.2724,2.5944,-0.322,0.322,mid,0.5716,-6.0,0.8988,1,0,1,0,0,0,1,1
2022-23,FAIL,15,288,Diogo Jota,FWD,427,Kane,FWD,2.3464,2.6788,-0.3324,0.3324,mid,0.4592,-8.0,0.9516,0,1,1,0,0,0,1,1
2022-23,FAIL,15,288,Diogo Jota,FWD,516,Collins,DEF,2.3464,2.6692,-0.3228,0.3228,mid,0.6288,0.0,0.9516,0,0,1,0,1,0,1,0
2022-23,FAIL,15,288,Diogo Jota,FWD,461,Zouma,DEF,2.3464,2.5952,-0.2488,0.2488,near,0.7488,-1.0,0.9516,0,0,1,0,0,0,1,1
2022-23,FAIL,15,288,Diogo Jota,FWD,475,Coady,DEF,2.3464,2.5244,-0.178,0.178,near,0.7736,-1.0,0.9516,0,0,1,0,0,0,1,1
2022-23,FAIL,15,465,Bowen,MID,427,Kane,FWD,2.3136,2.6788,-0.3652,0.3652,mid,0.0756,-6.0,0.6008,1,0,1,0,0,0,1,1
2022-23,FAIL,15,465,Bowen,MID,516,Collins,DEF,2.3136,2.6692,-0.3556,0.3556,mid,0.2452,2.0,0.6008,1,0,1,1,0,0,1,0
2022-23,FAIL,15,465,Bowen,MID,461,Zouma,DEF,2.3136,2.5952,-0.2816,0.2816,mid,0.3652,1.0,0.6008,1,0,1,1,0,0,1,0
2022-23,FAIL,15,465,Bowen,MID,475,Coady,DEF,2.3136,2.5244,-0.2108,0.2108,near,0.39,1.0,0.6008,1,0,1,1,0,0,1,0
2022-23,FAIL,15,538,Young,DEF,427,Kane,FWD,2.466,2.6788,-0.2128,0.2128,near,-0.1548,-7.0,0.218,0,0,0,0,0,0,1,0
2022-23,FAIL,15,538,Young,DEF,516,Collins,DEF,2.466,2.6692,-0.2032,0.2032,near,0.0148,1.0,0.218,0,1,1,1,0,0,1,0
2022-23,FAIL,15,538,Young,DEF,461,Zouma,DEF,2.466,2.5952,-0.1292,0.1292,near,0.1348,0.0,0.218,0,1,1,0,1,0,1,0
2022-23,FAIL,15,538,Young,DEF,475,Coady,DEF,2.466,2.5244,-0.0584,0.0584,near,0.1596,0.0,0.218,0,1,1,0,1,0,1,0
2022-23,FAIL,15,141,Chalobah,DEF,427,Kane,FWD,2.3792,2.6788,-0.2996,0.2996,mid,0.0712,-7.0,0.5308,1,0,1,0,0,0,1,1
2022-23,FAIL,15,141,Chalobah,DEF,516,Collins,DEF,2.3792,2.6692,-0.29,0.29,mid,0.2408,1.0,0.5308,1,1,1,1,0,0,1,0
2022-23,FAIL,15,141,Chalobah,DEF,461,Zouma,DEF,2.3792,2.5952,-0.216,0.216,near,0.3608,0.0,0.5308,1,1,1,0,1,0,1,0
2022-23,FAIL,15,141,Chalobah,DEF,475,Coady,DEF,2.3792,2.5244,-0.1452,0.1452,near,0.3856,0.0,0.5308,1,1,1,0,1,0,1,0
2022-23,FAIL,16,464,Benrahma,MID,680,Gakpo,MID,2.1308,2.774,-0.6432,0.6432,mid,0.1748,2.0,0.818,0,1,1,1,0,0,1,0
2022-23,FAIL,16,464,Benrahma,MID,377,Botman,DEF,2.1308,2.5144,-0.3836,0.3836,mid,0.4344,-5.0,0.818,1,0,1,0,0,0,1,1
2022-23,FAIL,16,464,Benrahma,MID,614,Willian,MID,2.1308,2.7236,-0.5928,0.5928,mid,0.2252,0.0,0.818,1,1,1,0,1,0,1,0
2022-23,FAIL,16,374,Bruno Guimarães,MID,680,Gakpo,MID,2.1852,2.774,-0.5888,0.5888,mid,0.1568,3.0,0.7456,0,1,1,1,0,0,1,0
2022-23,FAIL,16,374,Bruno Guimarães,MID,377,Botman,DEF,2.1852,2.5144,-0.3292,0.3292,mid,0.4164,-4.0,0.7456,1,0,1,0,0,0,1,1
2022-23,FAIL,16,374,Bruno Guimarães,MID,614,Willian,MID,2.1852,2.7236,-0.5384,0.5384,mid,0.2072,1.0,0.7456,1,1,1,1,0,0,1,0
2022-23,FAIL,16,286,Gomez,DEF,680,Gakpo,MID,2.5112,2.774,-0.2628,0.2628,mid,0.0772,2.0,0.34,0,0,1,1,0,0,1,0
