season,gw,movement,player_id,web_name,position,v1_p_start,v1_bucket,actual_minutes,blank,actual_points
2024-25,30,left,207,Mateta,FWD,0.82,0.80-0.90,58.0,0,1
2024-25,30,entered,177,Madueke,MID,0.68,0.60-0.70,22.0,0,1
2024-25,30,entered,110,Wissa,FWD,0.82,0.80-0.90,90.0,0,5
2024-25,30,entered,14,Ramsdale,GKP,0.9,0.90-1.00,90.0,0,2
2024-25,30,entered,311,Alexander-Arnold,DEF,0.82,0.80-0.90,0.0,1,0
2024-25,31,left,585,I.Sarr,MID,0.82,0.80-0.90,90.0,0,2
2024-25,31,left,398,Gordon,MID,0.82,0.80-0.90,0.0,1,0
2024-25,31,left,495,Pedro Porro,DEF,0.82,0.80-0.90,90.0,0,1
2024-25,31,left,207,Mateta,FWD,0.82,0.80-0.90,67.0,0,8
2024-25,31,left,401,Isak,FWD,0.82,0.80-0.90,71.0,0,2
2024-25,31,entered,99,Mbeumo,MID,0.82,0.80-0.90,90.0,0,3
2024-25,31,entered,491,Johnson,MID,0.68,0.60-0.70,90.0,0,18
2024-25,31,entered,369,Dalot,DEF,0.82,0.80-0.90,90.0,0,5
2024-25,31,entered,58,Watkins,FWD,0.82,0.80-0.90,61.0,0,2
2024-25,31,entered,252,Raúl,FWD,0.82,0.80-0.90,14.0,0,1
2024-25,32,left,413,Pope,GKP,0.9,0.90-1.00,180.0,0,15
2024-25,32,left,110,Wissa,FWD,0.82,0.80-0.90,90.0,0,9
2024-25,32,left,311,Alexander-Arnold,DEF,0.82,0.80-0.90,0.0,1,0
2024-25,32,entered,402,J.Murphy,MID,0.68,0.60-0.70,138.0,0,19
2024-25,32,entered,573,Milenković,DEF,0.9,0.90-1.00,90.0,0,2
2024-25,32,entered,14,Ramsdale,GKP,0.9,0.90-1.00,90.0,0,16
2024-25,33,left,99,Mbeumo,MID,0.9,0.90-1.00,90.0,0,18
2024-25,33,left,71,Kluivert,MID,0.82,0.80-0.90,90.0,0,2
2024-25,33,left,328,M.Salah,MID,0.9,0.90-1.00,90.0,0,3
2024-25,33,left,14,Ramsdale,GKP,0.9,0.90-1.00,90.0,0,3
2024-25,33,left,110,Wissa,FWD,0.82,0.80-0.90,90.0,0,11
2024-25,33,left,369,Dalot,DEF,0.9,0.90-1.00,31.0,0,1
2024-25,33,left,401,Isak,FWD,0.82,0.80-0.90,75.0,0,2
2024-25,33,left,182,Palmer,MID,0.82,0.80-0.90,90.0,0,2
2024-25,33,entered,4,Havertz,FWD,0.68,0.60-0.70,0.0,1,0
2024-25,33,entered,585,I.Sarr,MID,0.82,0.80-0.90,117.0,0,3
2024-25,33,entered,15,Raya,GKP,0.9,0.90-1.00,180.0,0,7
2024-25,33,entered,17,Saka,MID,0.68,0.60-0.70,86.0,0,2
2024-25,33,entered,211,Muñoz,DEF,0.82,0.80-0.90,180.0,0,6
2024-25,33,entered,57,Tielemans,MID,0.9,0.90-1.00,180.0,0,9
2024-25,33,entered,571,Savinho,MID,0.68,0.60-0.70,77.0,0,3
2024-25,33,entered,351,Haaland,FWD,0.82,0.80-0.90,0.0,1,0
2024-25,34,left,409,Livramento,DEF,0.82,0.80-0.90,90.0,0,6
2024-25,34,left,99,Mbeumo,MID,0.9,0.90-1.00,90.0,0,2
2024-25,34,left,110,Wissa,FWD,0.82,0.80-0.90,90.0,0,7
2024-25,34,entered,617,Evanilson,FWD,0.68,0.60-0.70,69.0,0,2
2024-25,34,entered,177,Madueke,MID,0.68,0.60-0.70,77.0,0,3
2024-25,34,entered,311,Alexander-Arnold,DEF,0.82,0.80-0.90,75.0,0,5
2024-25,35,left,617,Evanilson,FWD,0.82,0.80-0.90,86.0,0,6
2024-25,35,left,366,B.Fernandes,MID,0.9,0.90-1.00,0.0,1,0
2024-25,35,left,311,Alexander-Arnold,DEF,0.82,0.80-0.90,56.0,0,0
2024-25,35,entered,177,Madueke,MID,0.68,0.60-0.70,90.0,0,2
2024-25,35,entered,210,Mitchell,DEF,0.9,0.90-1.00,90.0,0,5
2024-25,35,entered,58,Watkins,FWD,0.82,0.80-0.90,70.0,0,2
2024-25,36,left,350,Gvardiol,DEF,0.9,0.90-1.00,90.0,0,6
2024-25,36,left,99,Mbeumo,MID,0.9,0.90-1.00,90.0,0,6
2024-25,36,left,110,Wissa,FWD,0.82,0.80-0.90,90.0,0,1
2024-25,36,left,311,Alexander-Arnold,DEF,0.82,0.80-0.90,23.0,0,1
2024-25,36,entered,369,Dalot,DEF,0.9,0.90-1.00,0.0,1,0
2024-25,36,entered,491,Johnson,MID,0.82,0.80-0.90,0.0,1,0
2024-25,36,entered,436,Murillo,DEF,0.9,0.90-1.00,0.0,1,0
2024-25,36,entered,327,Luis Díaz,MID,0.82,0.80-0.90,78.0,0,8
2024-25,37,left,533,Aït-Nouri,DEF,0.9,0.90-1.00,90.0,0,0
2024-25,37,left,327,Luis Díaz,MID,0.82,0.80-0.90,27.0,0,1
2024-25,37,entered,177,Madueke,MID,0.82,0.80-0.90,90.0,0,3
2024-25,37,entered,163,Cucurella,DEF,0.9,0.90-1.00,90.0,0,15
2024-25,38,left,369,Dalot,DEF,0.9,0.90-1.00,25.0,0,1
2024-25,38,entered,573,Milenković,DEF,0.9,0.90-1.00,90.0,0,2
2025-26,1,left,256,Muñoz,DEF,0.45,<0.60,90.0,0,5
2025-26,1,left,225,James,DEF,0.45,<0.60,78.0,0,5
2025-26,1,left,97,Evanilson,FWD,0.72,0.70-0.80,90.0,0,1
2025-26,1,left,16,Saka,MID,0.72,0.70-0.80,90.0,0,3
2025-26,1,left,406,Khusanov,DEF,0.45,<0.60,8.0,0,1
2025-26,1,entered,514,Boly,DEF,0.1,<0.60,0.0,1,0
2025-26,1,entered,235,Palmer,MID,0.72,0.70-0.80,90.0,0,3
2025-26,1,entered,499,Isak,FWD,0.72,0.70-0.80,0.0,1,0
2025-26,1,entered,347,Gudmundsson,DEF,0.1,<0.60,90.0,0,9
2025-26,1,entered,445,Amass,DEF,0.1,<0.60,0.0,1,0
2025-26,2,left,288,Travers,GKP,0.88,0.80-0.90,0.0,1,0
2025-26,2,left,449,B.Fernandes,MID,0.72,0.70-0.80,90.0,0,2
2025-26,2,left,20,Trossard,MID,0.82,0.80-0.90,37.0,0,1
2025-26,2,left,453,Garnacho,MID,0.82,0.80-0.90,0.0,1,0
2025-26,2,entered,600,Areola,GKP,0.9,0.90-1.00,0.0,1,0
2025-26,2,entered,83,O.Dango,MID,0.68,0.60-0.70,83.0,0,13
2025-26,2,entered,414,Foden,MID,0.68,0.60-0.70,15.0,0,1
2025-26,2,entered,415,Savinho,MID,0.68,0.60-0.70,0.0,1,0
2025-26,3,left,414,Foden,MID,0.72,0.70-0.80,0.0,1,0
2025-26,3,entered,581,Maddison,MID,0.68,0.60-0.70,0.0,1,0
2025-26,4,left,674,Ramsdale,GKP,0.88,0.80-0.90,0.0,1,0
2025-26,4,left,235,Palmer,MID,0.72,0.70-0.80,34.0,0,7
2025-26,4,left,453,Garnacho,MID,0.82,0.80-0.90,11.0,0,1
2025-26,4,entered,600,Areola,GKP,0.9,0.90-1.00,0.0,1,0
2025-26,4,entered,485,Gordon,MID,0.72,0.70-0.80,0.0,1,0
2025-26,4,entered,581,Maddison,MID,0.68,0.60-0.70,0.0,1,0
2025-26,5,left,674,Ramsdale,GKP,0.88,0.80-0.90,0.0,1,0
2025-26,5,left,725,Hincapie,DEF,0.45,<0.60,0.0,1,0
2025-26,5,entered,600,Areola,GKP,0.9,0.90-1.00,90.0,0,1
2025-26,5,entered,713,A.Jimenez,DEF,0.1,<0.60,45.0,0,0
2025-26,6,left,403,Gvardiol,DEF,0.45,<0.60,69.0,0,2
2025-26,6,entered,263,Clyne,DEF,0.1,<0.60,0.0,1,0
2025-26,7,left,565,Vicario,GKP,0.88,0.80-0.90,90.0,0,3
2025-26,7,left,422,Kovačić,MID,0.82,0.80-0.90,0.0,1,0
2025-26,7,entered,24,Nørgaard,MID,0.9,0.90-1.00,0.0,1,0
2025-26,7,entered,674,Ramsdale,GKP,0.88,0.80-0.90,0.0,1,0
2025-26,8,left,370,Frimpong,DEF,0.45,<0.60,5.0,0,1
2025-26,8,left,670,Roefs,GKP,0.88,0.80-0.90,90.0,0,7
2025-26,8,entered,565,Vicario,GKP,0.88,0.80-0.90,90.0,0,1
2025-26,8,entered,263,Clyne,DEF,0.1,<0.60,0.0,1,0
2025-26,9,left,449,B.Fernandes,MID,0.48,<0.60,90.0,0,4
2025-26,9,left,670,Roefs,GKP,0.88,0.80-0.90,90.0,0,4
2025-26,9,left,373,Virgil,DEF,0.48,<0.60,90.0,0,3
2025-26,9,left,430,Haaland,FWD,0.48,<0.60,90.0,0,2
2025-26,9,entered,674,Ramsdale,GKP,0.88,0.80-0.90,0.0,1,0
2025-26,9,entered,596,Solanke,FWD,0.72,0.70-0.80,0.0,1,0
2025-26,9,entered,437,Martinez,DEF,0.68,0.60-0.70,0.0,1,0
2025-26,9,entered,30,Havertz,FWD,0.72,0.70-0.80,0.0,1,0
2025-26,10,left,72,Senesi,DEF,0.48,<0.60,90.0,0,3
2025-26,10,left,449,B.Fernandes,MID,0.48,<0.60,90.0,0,5
2025-26,10,left,373,Virgil,DEF,0.48,<0.60,90.0,0,5
2025-26,10,left,241,Caicedo,MID,0.48,<0.60,90.0,0,10
2025-26,10,entered,587,Bissouma,MID,0.68,0.60-0.70,0.0,1,0
2025-26,10,entered,596,Solanke,FWD,0.72,0.70-0.80,0.0,1,0
2025-26,10,entered,437,Martinez,DEF,0.68,0.60-0.70,0.0,1,0
2025-26,10,entered,263,Clyne,DEF,0.1,<0.60,0.0,1,0
2025-26,11,left,449,B.Fernandes,MID,0.48,<0.60,90.0,0,5
2025-26,11,left,5,Gabriel,DEF,0.48,<0.60,90.0,0,1
2025-26,11,left,72,Senesi,DEF,0.48,<0.60,90.0,0,2
2025-26,11,left,430,Haaland,FWD,0.48,<0.60,90.0,0,4
2025-26,11,left,241,Caicedo,MID,0.48,<0.60,90.0,0,2
2025-26,11,entered,587,Bissouma,MID,0.68,0.60-0.70,0.0,1,0
2025-26,11,entered,531,Ballard,DEF,0.28,<0.60,90.0,0,10
2025-26,11,entered,596,Solanke,FWD,0.72,0.70-0.80,0.0,1,0
2025-26,11,entered,437,Martinez,DEF,0.68,0.60-0.70,0.0,1,0
2025-26,11,entered,30,Havertz,FWD,0.72,0.70-0.80,0.0,1,0
2025-26,12,left,72,Senesi,DEF,0.48,<0.60,90.0,0,3
2025-26,12,left,430,Haaland,FWD,0.48,<0.60,90.0,0,2
2025-26,12,entered,596,Solanke,FWD,0.72,0.70-0.80,0.0,1,0
2025-26,12,entered,30,Havertz,FWD,0.72,0.70-0.80,0.0,1,0
2025-26,13,left,72,Senesi,DEF,0.48,<0.60,90.0,0,2
2025-26,13,left,449,B.Fernandes,MID,0.48,<0.60,90.0,0,11
2025-26,13,left,241,Caicedo,MID,0.48,<0.60,37.0,0,-2
2025-26,13,left,5,Gabriel,DEF,0.48,<0.60,0.0,1,0
2025-26,13,entered,587,Bissouma,MID,0.68,0.60-0.70,0.0,1,0
2025-26,13,entered,596,Solanke,FWD,0.72,0.70-0.80,0.0,1,0
2025-26,13,entered,437,Martinez,DEF,0.68,0.60-0.70,8.0,0,1
2025-26,13,entered,263,Clyne,DEF,0.1,<0.60,0.0,1,0
2025-26,14,left,72,Senesi,DEF,0.48,<0.60,0.0,1,0
2025-26,14,left,531,Ballard,DEF,0.48,<0.60,90.0,0,4
2025-26,14,left,5,Gabriel,DEF,0.48,<0.60,0.0,1,0
2025-26,14,left,430,Haaland,FWD,0.48,<0.60,90.0,0,14
2025-26,14,entered,8,J.Timber,DEF,0.24,<0.60,46.0,0,1
2025-26,14,entered,596,Solanke,FWD,0.72,0.70-0.80,0.0,1,0
2025-26,14,entered,30,Havertz,FWD,0.72,0.70-0.80,0.0,1,0
2025-26,14,entered,199,Worrall,DEF,0.1,<0.60,0.0,1,0
2025-26,15,left,449,B.Fernandes,MID,0.48,<0.60,90.0,0,18
2025-26,15,left,72,Senesi,DEF,0.48,<0.60,61.0,0,8
2025-26,15,left,136,Thiago,FWD,0.48,<0.60,90.0,0,2
2025-26,15,left,531,Ballard,DEF,0.48,<0.60,90.0,0,1
2025-26,15,left,670,Roefs,GKP,0.9,0.90-1.00,90.0,0,1
2025-26,15,entered,263,Clyne,DEF,0.1,<0.60,76.0,0,2
2025-26,15,entered,587,Bissouma,MID,0.68,0.60-0.70,0.0,1,0
2025-26,15,entered,596,Solanke,FWD,0.72,0.70-0.80,0.0,1,0
2025-26,15,entered,539,O'Nien,DEF,0.1,<0.60,3.0,0,-2
2025-26,15,entered,287,Pickford,GKP,0.9,0.90-1.00,90.0,0,6
2025-26,16,left,5,Gabriel,DEF,0.48,<0.60,0.0,1,0
2025-26,16,left,136,Thiago,FWD,0.48,<0.60,90.0,0,2
2025-26,16,left,430,Haaland,FWD,0.48,<0.60,90.0,0,13
2025-26,16,left,21,Rice,MID,0.48,<0.60,90.0,0,2
2025-26,16,left,283,Mateta,FWD,0.48,<0.60,62.0,0,2
2025-26,16,entered,135,Wissa,FWD,0.72,0.70-0.80,15.0,0,1
2025-26,16,entered,16,Saka,MID,0.48,<0.60,90.0,0,11
2025-26,16,entered,596,Solanke,FWD,0.72,0.70-0.80,0.0,1,0
2025-26,16,entered,539,O'Nien,DEF,0.1,<0.60,0.0,1,0
2025-26,16,entered,30,Havertz,FWD,0.72,0.70-0.80,0.0,1,0
2025-26,17,left,517,Anderson,MID,0.68,0.60-0.70,90.0,0,4
2025-26,17,left,670,Roefs,GKP,0.9,0.90-1.00,90.0,0,7
2025-26,17,entered,160,Minteh,MID,0.68,0.60-0.70,70.0,0,3
2025-26,17,entered,287,Pickford,GKP,0.9,0.90-1.00,90.0,0,2
2025-26,18,left,227,Colwill,DEF,0.9,0.90-1.00,0.0,1,0
2025-26,18,entered,226,Chalobah,DEF,0.68,0.60-0.70,90.0,0,0
2025-26,19,left,82,Semenyo,MID,0.68,0.60-0.70,90.0,0,5
2025-26,19,left,581,Maddison,MID,0.68,0.60-0.70,0.0,1,0
2025-26,19,entered,136,Thiago,FWD,0.68,0.60-0.70,90.0,0,2
2025-26,19,entered,237,Enzo,MID,0.68,0.60-0.70,90.0,0,9
2025-26,20,left,283,Mateta,FWD,0.68,0.60-0.70,86.0,0,2
2025-26,20,left,470,Dúbravka,GKP,0.9,0.90-1.00,90.0,0,1
2025-26,20,entered,260,Guéhi,DEF,0.68,0.60-0.70,90.0,0,2
2025-26,20,entered,287,Pickford,GKP,0.9,0.90-1.00,90.0,0,1
2025-26,21,left,106,Collins,DEF,0.68,0.60-0.70,90.0,0,13
2025-26,21,left,470,Dúbravka,GKP,0.9,0.90-1.00,90.0,0,3
2025-26,21,entered,600,Areola,GKP,0.9,0.90-1.00,90.0,0,2
2025-26,21,entered,82,Semenyo,MID,0.68,0.60-0.70,90.0,0,6
2025-26,22,left,16,Saka,MID,0.68,0.60-0.70,33.0,0,1
2025-26,22,left,227,Colwill,DEF,0.9,0.90-1.00,0.0,1,0
2025-26,22,left,21,Rice,MID,0.68,0.60-0.70,90.0,0,3
2025-26,22,entered,457,Casemiro,MID,0.68,0.60-0.70,80.0,0,3
2025-26,22,entered,684,Thiaw,DEF,0.68,0.60-0.70,90.0,0,9
2025-26,22,entered,119,Mbeumo,MID,0.68,0.60-0.70,70.0,0,9
2025-26,23,left,106,Collins,DEF,0.68,0.60-0.70,90.0,0,1
2025-26,23,left,237,Enzo,MID,0.68,0.60-0.70,90.0,0,8
2025-26,23,left,470,Dúbravka,GKP,0.9,0.90-1.00,90.0,0,5
2025-26,23,entered,600,Areola,GKP,0.9,0.90-1.00,90.0,0,2
2025-26,23,entered,457,Casemiro,MID,0.68,0.60-0.70,90.0,0,2
2025-26,23,entered,283,Mateta,FWD,0.68,0.60-0.70,84.0,0,2
2025-26,24,left,291,Tarkowski,DEF,0.82,0.80-0.90,90.0,0,2
2025-26,24,left,517,Anderson,MID,0.82,0.80-0.90,90.0,0,7
2025-26,24,left,16,Saka,MID,0.68,0.60-0.70,0.0,1,0
2025-26,24,left,21,Rice,MID,0.68,0.60-0.70,90.0,0,3
2025-26,24,left,470,Dúbravka,GKP,0.9,0.90-1.00,90.0,0,1
2025-26,24,entered,581,Maddison,MID,0.68,0.60-0.70,0.0,1,0
2025-26,24,entered,5,Gabriel,DEF,0.68,0.60-0.70,90.0,0,8
2025-26,24,entered,457,Casemiro,MID,0.68,0.60-0.70,74.0,0,13
2025-26,24,entered,119,Mbeumo,MID,0.68,0.60-0.70,90.0,0,2
2025-26,24,entered,670,Roefs,GKP,0.9,0.90-1.00,90.0,0,6
2025-26,25,left,291,Tarkowski,DEF,0.82,0.80-0.90,90.0,0,2
2025-26,25,left,517,Anderson,MID,0.82,0.80-0.90,90.0,0,4
2025-26,25,left,136,Thiago,FWD,0.82,0.80-0.90,90.0,0,5
2025-26,25,left,106,Collins,DEF,0.82,0.80-0.90,0.0,1,0
2025-26,25,left,16,Saka,MID,0.68,0.60-0.70,0.0,1,0
2025-26,25,left,21,Rice,MID,0.68,0.60-0.70,90.0,0,5
2025-26,25,entered,457,Casemiro,MID,0.68,0.60-0.70,86.0,0,3
2025-26,25,entered,684,Thiaw,DEF,0.68,0.60-0.70,90.0,0,1
2025-26,25,entered,237,Enzo,MID,0.68,0.60-0.70,90.0,0,2
2025-26,25,entered,691,Calvert-Lewin,FWD,0.68,0.60-0.70,90.0,0,7
2025-26,25,entered,119,Mbeumo,MID,0.68,0.60-0.70,86.0,0,8
2025-26,25,entered,382,Wirtz,MID,0.68,0.60-0.70,90.0,0,2
2025-26,26,left,32,Martinez,GKP,0.9,0.90-1.00,90.0,0,8
2025-26,26,left,291,Tarkowski,DEF,0.82,0.80-0.90,90.0,0,1
2025-26,26,left,517,Anderson,MID,0.82,0.80-0.90,90.0,0,5
2025-26,26,left,72,Senesi,DEF,0.82,0.80-0.90,90.0,0,2
2025-26,26,left,106,Collins,DEF,0.82,0.80-0.90,0.0,1,0
2025-26,26,left,237,Enzo,MID,0.82,0.80-0.90,90.0,0,2
2025-26,26,entered,643,André,MID,0.68,0.60-0.70,90.0,0,2
2025-26,26,entered,5,Gabriel,DEF,0.68,0.60-0.70,180.0,0,7
2025-26,26,entered,646,J.Gomes,MID,0.68,0.60-0.70,90.0,0,5
2025-26,26,entered,295,Keane,DEF,0.68,0.60-0.70,1.0,0,1
2025-26,26,entered,531,Ballard,DEF,0.68,0.60-0.70,90.0,0,4
2025-26,26,entered,628,José Sá,GKP,0.9,0.90-1.00,180.0,0,13
2025-26,27,left,32,Martinez,GKP,0.9,0.90-1.00,90.0,0,3
2025-26,27,left,291,Tarkowski,DEF,0.82,0.80-0.90,90.0,0,1
2025-26,27,left,517,Anderson,MID,0.82,0.80-0.90,76.0,0,5
2025-26,27,left,72,Senesi,DEF,0.82,0.80-0.90,90.0,0,5
2025-26,27,left,106,Collins,DEF,0.82,0.80-0.90,45.0,0,1
2025-26,27,left,21,Rice,MID,0.82,0.80-0.90,90.0,0,4
2025-26,27,left,694,Mukiele,DEF,0.82,0.80-0.90,11.0,0,1
2025-26,27,entered,260,Guéhi,DEF,0.82,0.80-0.90,90.0,0,2
2025-26,27,entered,581,Maddison,MID,0.68,0.60-0.70,0.0,1,0
2025-26,27,entered,295,Keane,DEF,0.68,0.60-0.70,90.0,0,2
2025-26,27,entered,16,Saka,MID,0.68,0.60-0.70,90.0,0,5
2025-26,27,entered,531,Ballard,DEF,0.68,0.60-0.70,90.0,0,4
2025-26,27,entered,600,Areola,GKP,0.9,0.90-1.00,0.0,1,0
2025-26,27,entered,283,Mateta,FWD,0.68,0.60-0.70,0.0,1,0
2025-26,28,left,136,Thiago,FWD,0.82,0.80-0.90,90.0,0,6
2025-26,28,left,488,Bruno G.,MID,0.82,0.80-0.90,0.0,1,0
2025-26,28,left,106,Collins,DEF,0.82,0.80-0.90,0.0,1,0
2025-26,28,left,237,Enzo,MID,0.82,0.80-0.90,85.0,0,1
2025-26,28,left,90,Scott,MID,0.82,0.80-0.90,90.0,0,3
2025-26,28,entered,16,Saka,MID,0.68,0.60-0.70,90.0,0,2
2025-26,28,entered,531,Ballard,DEF,0.68,0.60-0.70,90.0,0,4
2025-26,28,entered,691,Calvert-Lewin,FWD,0.68,0.60-0.70,90.0,0,2
2025-26,28,entered,21,Rice,MID,0.82,0.80-0.90,75.0,0,5
2025-26,28,entered,119,Mbeumo,MID,0.68,0.60-0.70,85.0,0,2
2025-26,29,left,291,Tarkowski,DEF,0.82,0.80-0.90,90.0,0,15
2025-26,29,left,136,Thiago,FWD,0.82,0.80-0.90,90.0,0,2
2025-26,29,left,457,Casemiro,MID,0.82,0.80-0.90,60.0,0,8
2025-26,29,left,488,Bruno G.,MID,0.82,0.80-0.90,0.0,1,0
2025-26,29,left,249,João Pedro,FWD,0.82,0.80-0.90,84.0,0,19
2025-26,29,entered,581,Maddison,MID,0.68,0.60-0.70,0.0,1,0
2025-26,29,entered,487,Barnes,MID,0.68,0.60-0.70,45.0,0,1
2025-26,29,entered,295,Keane,DEF,0.68,0.60-0.70,7.0,0,1
2025-26,29,entered,16,Saka,MID,0.68,0.60-0.70,90.0,0,9
2025-26,29,entered,691,Calvert-Lewin,FWD,0.68,0.60-0.70,90.0,0,2
2025-26,30,left,72,Senesi,DEF,0.82,0.80-0.90,90.0,0,10
2025-26,30,left,106,Collins,DEF,0.82,0.80-0.90,90.0,0,0
2025-26,30,left,430,Haaland,FWD,0.82,0.80-0.90,90.0,0,2
2025-26,30,left,119,Mbeumo,MID,0.82,0.80-0.90,74.0,0,2
2025-26,30,left,600,Areola,GKP,0.9,0.90-1.00,0.0,1,0
2025-26,30,entered,257,Lacroix,DEF,0.82,0.80-0.90,90.0,0,9
2025-26,30,entered,5,Gabriel,DEF,0.82,0.80-0.90,90.0,0,9
2025-26,30,entered,235,Palmer,MID,0.68,0.60-0.70,90.0,0,2
2025-26,30,entered,16,Saka,MID,0.68,0.60-0.70,90.0,0,3
2025-26,30,entered,470,Dúbravka,GKP,0.9,0.90-1.00,90.0,0,6
2025-26,31,left,291,Tarkowski,DEF,0.82,0.80-0.90,90.0,0,6
2025-26,31,left,136,Thiago,FWD,0.82,0.80-0.90,90.0,0,4
2025-26,31,left,457,Casemiro,MID,0.82,0.80-0.90,81.0,0,1
2025-26,31,left,237,Enzo,MID,0.82,0.80-0.90,90.0,0,2
2025-26,31,left,470,Dúbravka,GKP,0.9,0.90-1.00,90.0,0,2
2025-26,31,entered,32,Martinez,GKP,0.9,0.90-1.00,90.0,0,6
2025-26,31,entered,485,Gordon,MID,0.68,0.60-0.70,88.0,0,10
2025-26,31,entered,581,Maddison,MID,0.68,0.60-0.70,0.0,1,0
2025-26,31,entered,235,Palmer,MID,0.68,0.60-0.70,90.0,0,2
2025-26,31,entered,691,Calvert-Lewin,FWD,0.82,0.80-0.90,90.0,0,2
2025-26,32,left,72,Senesi,DEF,0.82,0.80-0.90,90.0,0,4
2025-26,32,left,257,Lacroix,DEF,0.82,0.80-0.90,90.0,0,4
2025-26,32,left,82,Semenyo,MID,0.82,0.80-0.90,90.0,0,2
2025-26,32,left,430,Haaland,FWD,0.82,0.80-0.90,90.0,0,2
2025-26,32,entered,136,Thiago,FWD,0.82,0.80-0.90,90.0,0,13
2025-26,32,entered,16,Saka,MID,0.68,0.60-0.70,0.0,1,0
2025-26,32,entered,235,Palmer,MID,0.68,0.60-0.70,90.0,0,4
2025-26,32,entered,373,Virgil,DEF,0.9,0.90-1.00,90.0,0,9
2025-26,33,left,257,Lacroix,DEF,0.82,0.80-0.90,90.0,0,11
2025-26,33,left,449,B.Fernandes,MID,0.82,0.80-0.90,90.0,0,6
2025-26,33,left,485,Gordon,MID,0.82,0.80-0.90,0.0,1,0
2025-26,33,left,136,Thiago,FWD,0.9,0.90-1.00,90.0,0,2
2025-26,33,left,684,Thiaw,DEF,0.82,0.80-0.90,90.0,0,1
2025-26,33,entered,74,Truffert,DEF,0.9,0.90-1.00,180.0,0,13
2025-26,33,entered,235,Palmer,MID,0.68,0.60-0.70,90.0,0,2
2025-26,33,entered,237,Enzo,MID,0.82,0.80-0.90,177.0,0,4
2025-26,33,entered,691,Calvert-Lewin,FWD,0.82,0.80-0.90,180.0,0,8
2025-26,33,entered,84,Tavernier,MID,0.82,0.80-0.90,178.0,0,9
2025-26,34,left,517,Anderson,MID,0.9,0.90-1.00,90.0,0,9
2025-26,34,left,485,Gordon,MID,0.82,0.80-0.90,0.0,1,0
2025-26,34,left,337,Raúl,FWD,0.82,0.80-0.90,65.0,0,2
2025-26,34,left,694,Mukiele,DEF,0.82,0.80-0.90,90.0,0,0
2025-26,34,left,600,Areola,GKP,0.9,0.90-1.00,0.0,1,0
2025-26,34,entered,291,Tarkowski,DEF,0.9,0.90-1.00,90.0,0,3
2025-26,34,entered,387,Szoboszlai,MID,0.9,0.90-1.00,90.0,0,1
2025-26,34,entered,16,Saka,MID,0.68,0.60-0.70,9.0,0,1
2025-26,34,entered,373,Virgil,DEF,0.9,0.90-1.00,90.0,0,4
2025-26,34,entered,670,Roefs,GKP,0.9,0.90-1.00,90.0,0,0
2025-26,35,left,257,Lacroix,DEF,0.9,0.90-1.00,90.0,0,2
2025-26,35,left,517,Anderson,MID,0.9,0.90-1.00,45.0,0,1
2025-26,35,left,457,Casemiro,MID,0.82,0.80-0.90,90.0,0,4
2025-26,35,left,430,Haaland,FWD,0.82,0.80-0.90,90.0,0,7
2025-26,35,left,82,Semenyo,MID,0.9,0.90-1.00,74.0,0,2
2025-26,35,left,531,Ballard,DEF,0.82,0.80-0.90,23.0,0,-2
2025-26,35,left,470,Dúbravka,GKP,0.9,0.90-1.00,90.0,0,2
2025-26,35,entered,32,Martinez,GKP,0.9,0.90-1.00,90.0,0,2
2025-26,35,entered,291,Tarkowski,DEF,0.9,0.90-1.00,90.0,0,0
2025-26,35,entered,485,Gordon,MID,0.82,0.80-0.90,0.0,1,0
2025-26,35,entered,5,Gabriel,DEF,0.82,0.80-0.90,90.0,0,6
2025-26,35,entered,235,Palmer,MID,0.68,0.60-0.70,90.0,0,0
2025-26,35,entered,21,Rice,MID,0.9,0.90-1.00,63.0,0,5
2025-26,35,entered,249,João Pedro,FWD,0.82,0.80-0.90,90.0,0,8
2025-26,36,left,136,Thiago,FWD,0.9,0.90-1.00,90.0,0,2
2025-26,36,left,237,Enzo,MID,0.9,0.90-1.00,90.0,0,8
2025-26,36,left,82,Semenyo,MID,0.9,0.90-1.00,180.0,0,12
2025-26,36,left,531,Ballard,DEF,0.82,0.80-0.90,0.0,1,0
2025-26,36,left,253,Henderson,GKP,0.9,0.90-1.00,180.0,0,3
2025-26,36,entered,417,Cherki,MID,0.68,0.60-0.70,70.0,0,5
2025-26,36,entered,581,Maddison,MID,0.68,0.60-0.70,5.0,0,1
2025-26,36,entered,72,Senesi,DEF,0.9,0.90-1.00,90.0,0,8
2025-26,36,entered,267,Sarr,MID,0.68,0.60-0.70,120.0,0,8
2025-26,36,entered,470,Dúbravka,GKP,0.9,0.90-1.00,0.0,1,0
2025-26,37,left,5,Gabriel,DEF,0.82,0.80-0.90,90.0,0,6
2025-26,37,left,470,Dúbravka,GKP,0.9,0.90-1.00,0.0,1,0
2025-26,37,entered,32,Martinez,GKP,0.9,0.90-1.00,90.0,0,2
2025-26,37,entered,291,Tarkowski,DEF,0.9,0.90-1.00,90.0,0,3
2025-26,38,left,600,Areola,GKP,0.9,0.90-1.00,0.0,1,0
2025-26,38,left,283,Mateta,FWD,0.82,0.80-0.90,13.0,0,6
2025-26,38,left,531,Ballard,DEF,0.82,0.80-0.90,0.0,1,0
