season,e024_gate,ctrl_mae60,treat_mae60,mae60_ok,ctrl_rmse60,treat_rmse60,ctrl_bias60,treat_bias60,ctrl_spearman60,treat_spearman60,n60,n_mu_delta,n_proj,identity_null,phase1_ok
2024-25,PASS,2.0938423645320197,2.069574384236453,True,3.202037911794835,3.1655655846529096,-1.2113793103448276,-1.198039408866995,0.22917736572266326,0.2602259066822359,203,600,804,False,True
