season,e024_gate,gw,position,entrant_id,entrant_name,leaver_id,leaver_name,delta_v,delta_u,dpts,both60,tie_pts,v_pref_enter,u_pref_enter,actual_pref_enter,sign_disagree,n_feasible,best_y_feasible,regret_entrant,v_ctrl,v_swap,fixture_pairs_ctrl,fixture_pairs_swap
2022-23,FAIL,27,FWD,262,Iheanacho,427,Kane,0.0,-0.064,-11.0,1,0,0,0,0,0,18,9.0,7.0,38.0972,38.0972,35.0,35.0
2022-23,FAIL,27,FWD,262,Iheanacho,95,Mbeumo,0.8964,-0.992,-2.0,1,0,1,0,0,1,18,9.0,7.0,38.0972,38.9936,35.0,32.0
2022-23,FAIL,28,MID,45,Bailey,233,Harrison,0.0,-0.1816,-3.0,1,0,0,0,0,0,21,11.0,5.0,28.9896,28.9896,10.0,10.0
2022-23,FAIL,29,DEF,256,Ricardo,342,Dalot,0.0,-0.8712,1.0,0,0,0,0,1,0,20,15.0,7.0,58.4404,58.4404,23.0,23.0
2022-23,FAIL,29,MID,464,Benrahma,233,Harrison,0.0,-0.2208,-5.0,1,0,0,0,0,0,17,14.0,9.0,58.4404,58.4404,23.0,23.0
2022-23,FAIL,30,DEF,256,Ricardo,280,Van Dijk,0.3952,-0.6688,1.0,0,0,1,0,1,1,25,8.0,7.0,34.0016,34.3968,7.0,6.0
2022-23,FAIL,30,DEF,256,Ricardo,92,Pinnock,0.0,-0.4024,0.0,0,1,0,0,0,0,11,7.0,6.0,34.0016,34.0016,7.0,7.0
2022-23,FAIL,30,DEF,180,Keane,280,Van Dijk,0.3952,-0.6,1.0,1,0,1,0,1,1,25,8.0,7.0,34.0016,34.3968,7.0,6.0
2022-23,FAIL,30,DEF,180,Keane,92,Pinnock,0.0,-0.3336,0.0,1,1,0,0,0,0,11,7.0,6.0,34.0016,34.0016,7.0,7.0
2022-23,FAIL,32,MID,88,Jensen,233,Harrison,0.0,-0.164,0.0,1,1,0,0,0,0,13,12.0,10.0,33.346,33.346,10.0,10.0
2022-23,FAIL,33,FWD,288,Diogo Jota,427,Kane,-0.144,-0.644,-10.0,0,0,0,0,0,0,23,7.0,6.0,32.7092,32.5652,10.0,9.0
2022-23,FAIL,33,DEF,199,Tarkowski,461,Zouma,0.0,-0.0464,-1.0,1,0,0,0,0,0,5,6.0,6.0,32.7092,32.7092,10.0,10.0
2022-23,FAIL,33,DEF,199,Tarkowski,222,Ayling,0.0,-0.07,-1.0,1,0,0,0,0,0,6,6.0,6.0,32.7092,32.7092,10.0,10.0
2022-23,FAIL,36,DEF,16,Gabriel,366,Schär,0.4568,-2.726,-1.0,1,0,1,0,0,1,21,11.0,10.0,47.5596,48.0164,24.0,18.0
2022-23,FAIL,36,DEF,39,Mings,366,Schär,0.4568,-2.8924,0.0,1,1,1,0,0,1,21,11.0,9.0,47.5596,48.0164,24.0,18.0
2023-24,PASS,1,MID,294,Diogo J.,396,Rashford,-1.5552,-0.5552,-2.0,1,0,0,0,0,0,23,9.0,8.0,29.386,27.8308,6.0,8.0
2023-24,PASS,1,MID,294,Diogo J.,14,Ødegaard,-1.4596,-0.4596,-1.0,1,0,0,0,0,0,23,9.0,8.0,29.386,27.9264,6.0,8.0
2023-24,PASS,1,MID,26,Trossard,396,Rashford,-1.0024,-0.5024,-2.0,0,0,0,0,0,0,23,9.0,8.0,29.386,28.3836,6.0,7.0
2023-24,PASS,1,MID,26,Trossard,14,Ødegaard,-0.4068,-0.4068,-1.0,0,0,0,0,0,0,23,9.0,8.0,29.386,28.9792,6.0,6.0
2023-24,PASS,1,DEF,245,Branthwaite,834,Arthur,0.0,-0.0752,0.0,0,1,0,0,0,0,1,0.0,0.0,29.386,29.386,6.0,6.0
2023-24,PASS,1,DEF,245,Branthwaite,845,Offiah,0.0,-0.0736,0.0,0,1,0,0,0,0,1,0.0,0.0,29.386,29.386,6.0,6.0
2023-24,PASS,2,DEF,366,Sergio Gómez,368,Stones,-0.3504,-1.7752,0.0,0,1,0,0,0,0,21,7.0,7.0,34.8004,34.45,5.0,5.0
2023-24,PASS,2,FWD,232,Mateta,355,Haaland,-1.998,-3.3376,-2.0,0,0,0,0,0,0,26,11.0,11.0,34.8004,32.8024,5.0,5.0
2023-24,PASS,2,FWD,433,Wilson,355,Haaland,-1.4488,-1.4488,-1.0,0,0,0,0,0,0,25,11.0,10.0,34.8004,33.3516,5.0,5.0
2023-24,PASS,3,DEF,766,Kambwala,198,Cucurella,-0.9988,-1.4984,0.0,0,1,0,0,0,0,20,6.0,6.0,32.8648,31.866,3.0,3.0
2023-24,PASS,3,DEF,766,Kambwala,204,Hall,0.0,-0.4996,0.0,0,1,0,0,0,0,12,0.0,0.0,32.8648,32.8648,3.0,3.0
2023-24,PASS,3,FWD,232,Mateta,355,Haaland,-1.288,-2.752,-3.0,0,0,0,0,0,0,25,11.0,10.0,32.8648,31.5768,3.0,3.0
2023-24,PASS,3,FWD,232,Mateta,8,G.Jesus,-1.2732,-2.2372,0.0,0,1,0,0,0,0,25,11.0,10.0,32.8648,31.5916,3.0,4.0
2023-24,PASS,3,FWD,433,Wilson,355,Haaland,-0.6296,-0.6296,-3.0,0,0,0,0,0,0,25,11.0,10.0,32.8648,32.2352,3.0,3.0
2023-24,PASS,3,FWD,433,Wilson,8,G.Jesus,-0.6148,-0.1148,0.0,0,1,0,0,0,0,25,11.0,10.0,32.8648,32.25,3.0,4.0
2023-24,PASS,4,DEF,307,Robertson,290,Alexander-Arnold,0.0,-0.1036,-6.0,1,0,0,0,0,0,22,7.0,1.0,30.2552,30.2552,4.0,4.0
2023-24,PASS,4,DEF,430,Trippier,290,Alexander-Arnold,0.0,-0.1972,-11.0,1,0,0,0,0,0,22,7.0,6.0,30.2552,30.2552,4.0,4.0
2023-24,PASS,5,DEF,42,Digne,439,Boly,-0.0652,-0.0748,5.0,0,0,0,0,1,0,15,6.0,1.0,33.3904,33.3252,4.0,4.0
2023-24,PASS,5,MID,294,Diogo J.,396,Rashford,0.0296,-0.53,-1.0,0,0,1,0,0,1,22,10.0,9.0,33.3904,33.42,4.0,3.0
2023-24,PASS,5,MID,526,Bowen,396,Rashford,-0.196,-0.196,0.0,1,1,0,0,0,0,22,10.0,8.0,33.3904,33.1944,4.0,4.0
2023-24,PASS,5,MID,526,Bowen,504,Maddison,0.1824,-0.3176,1.0,1,0,1,0,1,1,20,10.0,8.0,33.3904,33.5728,4.0,3.0
2023-24,PASS,5,FWD,523,Antonio,355,Haaland,-1.1872,-1.7064,-4.0,1,0,0,0,0,0,25,9.0,7.0,33.3904,32.2032,4.0,4.0
2023-24,PASS,5,FWD,523,Antonio,85,Solanke,0.0,-0.5192,0.0,1,1,0,0,0,0,14,8.0,6.0,33.3904,33.3904,4.0,4.0
2023-24,PASS,5,FWD,13,Nketiah,355,Haaland,-1.1872,-1.8824,-4.0,1,0,0,0,0,0,25,9.0,7.0,33.3904,32.2032,4.0,4.0
2023-24,PASS,5,FWD,13,Nketiah,85,Solanke,0.0,-0.6952,0.0,1,1,0,0,0,0,14,8.0,6.0,33.3904,33.3904,4.0,4.0
2023-24,PASS,6,MID,513,Sarr,664,Ward-Prowse,0.7304,-0.7696,-1.0,1,0,1,0,0,1,12,9.0,8.0,34.4148,35.1452,8.0,5.0
2023-24,PASS,6,MID,513,Sarr,349,De Bruyne,-0.9744,-1.4744,1.0,0,0,0,0,1,0,26,14.0,13.0,34.4148,33.4404,8.0,7.0
2023-24,PASS,6,MID,226,Eze,349,De Bruyne,-1.2432,-0.7432,3.0,0,0,0,0,1,0,25,14.0,11.0,34.4148,33.1716,8.0,9.0
2023-24,PASS,7,FWD,433,Wilson,355,Haaland,-2.5096,-1.0096,-2.0,0,0,0,0,0,0,22,23.0,23.0,36.5976,34.088,14.0,17.0
2023-24,PASS,7,DEF,245,Branthwaite,544,Zouma,0.0,-0.2744,-6.0,1,0,0,0,0,0,18,12.0,11.0,36.5976,36.5976,14.0,14.0
2023-24,PASS,7,DEF,245,Branthwaite,563,Kilman,0.0,-0.2444,-1.0,1,0,0,0,0,0,18,12.0,11.0,36.5976,36.5976,14.0,14.0
2023-24,PASS,7,DEF,245,Branthwaite,220,Andersen,0.3084,-0.466,-14.0,1,0,1,0,0,1,21,12.0,11.0,36.5976,36.906,14.0,13.0
2023-24,PASS,7,DEF,506,Pedro Porro,220,Andersen,0.3084,-0.2972,-8.0,1,0,1,0,0,1,21,12.0,5.0,36.5976,36.906,14.0,13.0
2023-24,PASS,8,GKP,361,Ortega Moreno,482,Foderingham,0.0,-0.5476,0.0,0,1,0,0,0,0,16,9.0,9.0,37.3232,37.3232,4.0,4.0
2023-24,PASS,8,FWD,13,Nketiah,326,Morris,-0.9024,-0.814,1.0,1,0,0,0,1,0,8,2.0,0.0,37.3232,36.4208,4.0,5.0
2023-24,PASS,8,DEF,245,Branthwaite,281,Ream,-0.0572,-0.7372,4.0,1,0,0,0,1,0,13,10.0,4.0,37.3232,37.266,4.0,4.0
2023-24,PASS,9,FWD,13,Nketiah,355,Haaland,-1.5888,-2.5888,-8.0,0,0,0,0,0,0,24,11.0,11.0,38.092,36.5032,4.0,2.0
2023-24,PASS,9,FWD,433,Wilson,355,Haaland,-1.0904,-1.5904,-2.0,1,0,0,0,0,0,24,11.0,5.0,38.092,37.0016,4.0,3.0
2023-24,PASS,9,DEF,245,Branthwaite,584,Pau,-0.5992,-1.1388,-1.0,1,0,0,0,0,0,8,7.0,6.0,38.092,37.4928,4.0,4.0
2023-24,PASS,9,DEF,245,Branthwaite,471,Ahmedhodžić,0.0,-0.5396,1.0,0,0,0,0,1,0,1,1.0,0.0,38.092,38.092,4.0,4.0
2023-24,PASS,9,DEF,245,Branthwaite,220,Andersen,-1.1796,-1.2192,1.0,1,0,0,0,1,0,13,8.0,7.0,38.092,36.9124,4.0,5.0
2023-24,PASS,10,FWD,225,Edouard,355,Haaland,-2.3436,-1.3436,-14.0,1,0,0,0,0,0,25,17.0,15.0,36.6884,34.3448,7.0,9.0
2023-24,PASS,10,FWD,60,Watkins,355,Haaland,-0.3184,-0.8184,-14.0,1,0,0,0,0,0,25,17.0,15.0,36.6884,36.37,7.0,6.0
2023-24,PASS,11,GKP,361,Ortega Moreno,482,Foderingham,0.0,-0.9964,-2.0,0,0,0,0,0,0,14,3.0,3.0,37.9192,37.9192,7.0,7.0
2023-24,PASS,11,MID,362,Palmer,504,Maddison,-0.7,-0.7,11.0,0,0,0,0,1,0,20,14.0,2.0,37.9192,37.2192,7.0,7.0
2023-24,PASS,11,DEF,245,Branthwaite,265,Tarkowski,-0.4436,-0.5724,0.0,1,1,0,0,0,0,3,2.0,1.0,37.9192,37.4756,7.0,7.0
2023-24,PASS,11,DEF,245,Branthwaite,112,Pinnock,0.5116,-0.6172,0.0,1,1,1,0,0,1,10,6.0,5.0,37.9192,38.4308,7.0,5.0
2023-24,PASS,11,DEF,245,Branthwaite,511,Romero,0.4732,-0.6556,5.0,0,0,1,0,1,1,15,6.0,5.0,37.9192,38.3924,7.0,5.0
2023-24,PASS,12,DEF,245,Branthwaite,29,White,-1.2784,-1.0872,1.0,0,0,0,0,1,0,23,9.0,8.0,36.3996,35.1212,8.0,9.0
2023-24,PASS,12,DEF,245,Branthwaite,703,Evans,0.0,-0.3088,1.0,0,0,0,0,1,0,1,1.0,0.0,36.3996,36.3996,8.0,8.0
2023-24,PASS,12,FWD,60,Watkins,355,Haaland,-0.3496,-0.8496,-10.0,1,0,0,0,0,0,24,13.0,7.0,36.3996,36.05,8.0,7.0
2023-24,PASS,13,FWD,246,Calvert-Lewin,343,J.Alvarez,0.9184,-0.5816,0.0,1,1,1,0,0,1,17,7.0,5.0,37.4048,38.3232,8.0,5.0
2023-24,PASS,14,DEF,393,Mengi,465,Toffolo,0.0,-0.594,-1.0,1,0,0,0,0,0,4,8.0,7.0,40.5652,40.5652,3.0,3.0
2023-24,PASS,14,DEF,393,Mengi,173,O'Shea,0.0,-0.3892,-7.0,1,0,0,0,0,0,4,8.0,7.0,40.5652,40.5652,3.0,3.0
2023-24,PASS,14,DEF,178,Taylor,465,Toffolo,0.0,-0.6236,8.0,1,0,0,0,1,0,4,10.0,0.0,40.5652,40.5652,3.0,3.0
2023-24,PASS,14,DEF,178,Taylor,173,O'Shea,0.0,-0.4188,2.0,1,0,0,0,1,0,4,10.0,0.0,40.5652,40.5652,3.0,3.0
2023-24,PASS,15,DEF,245,Branthwaite,377,Dalot,-0.8388,-0.3388,5.0,1,0,0,0,1,0,19,9.0,3.0,38.554,37.7152,4.0,5.0
2023-24,PASS,15,MID,382,Garnacho,43,Douglas Luiz,-0.3172,-1.0452,1.0,1,0,0,0,1,0,11,14.0,10.0,38.554,38.2368,4.0,3.0
2023-24,PASS,16,DEF,27,Trusty,220,Andersen,-0.4364,-0.7416,5.0,1,0,0,0,1,0,20,8.0,3.0,38.7772,38.3408,4.0,4.0
2023-24,PASS,17,DEF,238,C.Richards,178,Taylor,0.0,-0.2632,1.0,0,0,0,0,1,0,1,1.0,0.0,39.2028,39.2028,5.0,5.0
2023-24,PASS,18,FWD,590,Cunha,211,N.Jackson,-0.6544,-0.2876,0.0,1,1,0,0,0,0,19,17.0,16.0,37.9892,37.3348,6.0,7.0
2023-24,PASS,19,DEF,245,Branthwaite,265,Tarkowski,0.0,-0.3012,-1.0,1,0,0,0,0,0,13,8.0,8.0,38.6328,38.6328,2.0,2.0
2023-24,PASS,19,DEF,245,Branthwaite,377,Dalot,0.0,-0.4068,-1.0,1,0,0,0,0,0,18,8.0,8.0,38.6328,38.6328,2.0,2.0
2023-24,PASS,19,MID,134,Gross,14,Ødegaard,-0.28,-0.28,0.0,1,1,0,0,0,0,24,14.0,12.0,38.6328,38.3528,2.0,2.0
2023-24,PASS,19,FWD,246,Calvert-Lewin,211,N.Jackson,-0.3404,-0.3568,-1.0,0,0,0,0,0,0,16,8.0,7.0,38.6328,38.2924,2.0,2.0
2023-24,PASS,20,DEF,191,B.Badiashile,313,Virgil,0.3604,-0.6396,-1.0,0,0,1,0,0,1,24,13.0,13.0,39.9208,40.2812,4.0,2.0
2023-24,PASS,20,DEF,342,Aké,313,Virgil,0.326,-0.174,5.0,1,0,1,0,1,1,24,13.0,7.0,39.9208,40.2468,4.0,3.0
2023-24,PASS,20,DEF,286,Tosin,313,Virgil,-0.0624,-0.5624,1.0,1,0,0,0,1,0,24,13.0,11.0,39.9208,39.8584,4.0,3.0
2023-24,PASS,21,MID,236,Olise,134,Gross,-0.1168,-0.1168,-3.0,0,0,0,0,0,0,17,9.0,9.0,38.3176,38.2008,5.0,5.0
2023-24,PASS,23,MID,382,Garnacho,107,Lewis-Potter,0.0,-0.0192,15.0,0,0,0,0,1,0,1,16.0,0.0,37.636,37.636,5.0,5.0
2023-24,PASS,23,DEF,31,Zinchenko,506,Pedro Porro,-1.098,-0.098,0.0,0,1,0,0,0,0,22,8.0,7.0,37.636,36.538,5.0,7.0
2023-24,PASS,24,DEF,321,Doughty,220,Andersen,0.4752,-0.0248,0.0,1,1,1,0,0,1,11,2.0,1.0,40.1084,40.5836,6.0,5.0
2023-24,PASS,24,DEF,238,C.Richards,220,Andersen,0.0248,-0.88,0.0,1,1,1,0,0,1,12,2.0,1.0,40.1084,40.1332,6.0,5.0
2023-24,PASS,24,DEF,238,C.Richards,286,Tosin,0.0,-0.4048,1.0,0,0,0,0,1,0,1,1.0,0.0,40.1084,40.1084,6.0,6.0
2023-24,PASS,24,MID,43,Douglas Luiz,526,Bowen,0.7212,-0.2968,8.0,1,0,1,0,1,1,17,10.0,0.0,40.1084,40.8296,6.0,4.0
2023-24,PASS,24,MID,43,Douglas Luiz,664,Ward-Prowse,0.9404,-0.0776,8.0,1,0,1,0,1,1,9,10.0,0.0,40.1084,41.0488,6.0,4.0
2023-24,PASS,29,FWD,117,Toney,200,D.D.Fofana,0.0,-0.1392,-7.0,1,0,0,0,0,0,17,9.0,8.0,30.634,30.634,17.0,17.0
2023-24,PASS,31,DEF,90,Ajer,114,Roerslev,0.0,-0.0408,0.0,1,1,0,0,0,0,3,6.0,0.0,44.2436,44.2436,5.0,5.0
2024-25,PASS,1,FWD,129,João Pedro,58,Watkins,-0.7828,-1.2828,0.0,1,1,0,0,0,0,24,12.0,10.0,30.882,30.0992,5.0,4.0
2024-25,PASS,1,DEF,303,Souttar,3,Gabriel,-1.184,-1.2352,-6.0,0,0,0,0,0,0,24,9.0,9.0,30.882,29.698,5.0,5.0
2024-25,PASS,1,DEF,303,Souttar,658,Heaven,0.0,-0.0512,0.0,0,1,0,0,0,0,1,0.0,0.0,30.882,30.882,5.0,5.0
2024-25,PASS,1,DEF,495,Pedro Porro,3,Gabriel,-0.334,-0.334,3.0,1,0,0,0,1,0,23,9.0,0.0,30.882,30.548,5.0,5.0
2024-25,PASS,1,MID,23,Trossard,503,Son,-1.8496,-0.8496,-1.0,0,0,0,0,0,0,22,9.0,8.0,30.882,29.0324,5.0,7.0
2024-25,PASS,1,MID,317,Diogo J.,503,Son,-1.5112,-1.0112,6.0,1,0,0,0,1,0,22,9.0,1.0,30.882,29.3708,5.0,6.0
2024-25,PASS,2,MID,743,McKenna,360,Rodrigo,-1.1172,-3.0168,0.0,0,1,0,0,0,0,8,20.0,20.0,37.66,36.5428,5.0,5.0
2024-25,PASS,2,MID,743,McKenna,751,Pereira,0.0,-0.0072,0.0,0,1,0,0,0,0,1,0.0,0.0,37.66,37.66,5.0,5.0
2024-25,PASS,2,DEF,715,Godfrey,322,Gomez,0.0,-1.5308,0.0,0,1,0,0,0,0,15,1.0,1.0,37.66,37.66,5.0,5.0
2024-25,PASS,2,GKP,445,Turner,91,Flekken,0.0,-0.3836,-3.0,0,0,0,0,0,0,14,6.0,6.0,37.66,37.66,5.0,5.0
2024-25,PASS,3,FWD,401,Isak,58,Watkins,-0.2436,-0.2436,4.0,1,0,0,0,1,0,24,12.0,3.0,33.1368,32.8932,7.0,7.0
2024-25,PASS,3,FWD,401,Isak,351,Haaland,-0.9668,-1.4668,-8.0,1,0,0,0,0,0,24,12.0,3.0,33.1368,32.17,7.0,6.0
2024-25,PASS,3,FWD,306,Vardy,58,Watkins,-1.1464,-1.1464,-4.0,1,0,0,0,0,0,24,12.0,11.0,33.1368,31.9904,7.0,7.0
2024-25,PASS,3,FWD,306,Vardy,351,Haaland,-2.3696,-2.3696,-16.0,1,0,0,0,0,0,24,12.0,11.0,33.1368,30.7672,7.0,7.0
2024-25,PASS,4,MID,491,Johnson,636,Chiesa,-0.7376,-0.948,2.0,0,0,0,0,1,0,18,6.0,4.0,28.1436,27.406,5.0,6.0
2024-25,PASS,4,DEF,495,Pedro Porro,311,Alexander-Arnold,0.0,-0.082,1.0,1,0,0,0,1,0,20,11.0,9.0,28.1436,28.1436,5.0,5.0
2024-25,PASS,5,DEF,291,Faes,326,Konaté,0.9172,-0.2228,-6.0,1,0,1,0,0,1,19,6.0,4.0,31.4612,32.3784,8.0,6.0
2024-25,PASS,5,DEF,291,Faes,472,Stephens,0.0,-0.0136,2.0,0,0,0,0,1,0,1,2.0,0.0,31.4612,31.4612,8.0,8.0
2024-25,PASS,5,MID,491,Johnson,366,B.Fernandes,-0.3528,-0.8528,4.0,1,0,0,0,1,0,17,8.0,1.0,31.4612,31.1084,8.0,7.0
2024-25,PASS,5,MID,491,Johnson,345,De Bruyne,-0.0476,-1.0476,7.0,0,0,0,0,1,0,19,8.0,1.0,31.4612,31.4136,8.0,6.0
2024-25,PASS,5,FWD,447,Wood,207,Mateta,0.1404,-0.3596,7.0,0,0,1,0,1,1,19,8.0,0.0,31.4612,31.6016,8.0,7.0
2024-25,PASS,6,DEF,228,Keane,282,Tuanzebe,0.0,-0.024,0.0,0,1,0,0,0,0,1,0.0,0.0,36.6928,36.6928,3.0,3.0
2024-25,PASS,6,DEF,228,Keane,88,Collins,-1.2496,-0.2984,-2.0,0,0,0,0,0,0,17,9.0,9.0,36.6928,35.4432,3.0,5.0
2024-25,PASS,6,DEF,533,Aït-Nouri,88,Collins,-0.0772,-0.0772,7.0,1,0,0,0,1,0,17,9.0,0.0,36.6928,36.6156,3.0,3.0
2024-25,PASS,6,MID,71,Kluivert,199,Eze,-0.7844,-0.2844,-1.0,0,0,0,0,0,0,20,15.0,14.0,36.6928,35.9084,3.0,4.0
2024-25,PASS,6,MID,239,Adama,199,Eze,-1.798,-0.818,1.0,1,0,0,0,1,0,20,15.0,12.0,36.6928,34.8948,3.0,5.0
2024-25,PASS,6,GKP,396,Dúbravka,91,Flekken,0.0,-0.3232,-2.0,0,0,0,0,0,0,14,2.0,2.0,36.6928,36.6928,3.0,3.0
2024-25,PASS,6,FWD,447,Wood,58,Watkins,0.3404,-0.1596,-9.0,1,0,1,0,0,1,24,9.0,7.0,36.6928,37.0332,3.0,2.0
2024-25,PASS,7,DEF,228,Keane,291,Faes,0.0,-0.072,0.0,1,1,0,0,0,0,3,9.0,3.0,37.034,37.034,4.0,4.0
2024-25,PASS,7,DEF,228,Keane,369,Dalot,-0.296,-0.4388,0.0,1,1,0,0,0,0,20,10.0,4.0,37.034,36.738,4.0,4.0
2024-25,PASS,7,DEF,301,Okoli,291,Faes,0.0,-0.002,1.0,1,0,0,0,1,0,2,9.0,2.0,37.034,37.034,4.0,4.0
2024-25,PASS,7,DEF,301,Okoli,369,Dalot,-0.296,-0.3688,1.0,1,0,0,0,1,0,19,10.0,3.0,37.034,36.738,4.0,4.0
2024-25,PASS,7,FWD,306,Vardy,58,Watkins,-0.5584,-1.0584,0.0,1,1,0,0,0,0,23,9.0,7.0,37.034,36.4756,4.0,3.0
2024-25,PASS,7,GKP,445,Turner,522,Foderingham,0.0,-0.6416,0.0,0,1,0,0,0,0,16,3.0,3.0,37.034,37.034,4.0,4.0
2024-25,PASS,8,MID,491,Johnson,17,Saka,-0.294,-0.794,2.0,0,0,0,0,1,0,25,10.0,8.0,35.6552,35.3612,7.0,6.0
2024-25,PASS,8,MID,239,Adama,17,Saka,-0.4624,-1.024,2.0,0,0,0,0,1,0,25,10.0,8.0,35.6552,35.1928,7.0,6.0
2024-25,PASS,8,FWD,316,Darwin,58,Watkins,-0.5368,-0.9724,-7.0,1,0,0,0,0,0,24,9.0,8.0,35.6552,35.1184,7.0,7.0
2024-25,PASS,8,FWD,447,Wood,58,Watkins,-0.2984,-0.2984,-1.0,1,0,0,0,0,0,24,9.0,2.0,35.6552,35.3568,7.0,7.0
2024-25,PASS,8,FWD,447,Wood,541,Cunha,-0.0888,-0.0888,5.0,1,0,0,0,1,0,13,9.0,2.0,35.6552,35.5664,7.0,7.0
2024-25,PASS,9,DEF,338,Van den Berg,88,Collins,0.1692,-0.466,0.0,1,1,1,0,0,1,14,6.0,5.0,36.5136,36.6828,7.0,6.0
2024-25,PASS,9,DEF,338,Van den Berg,291,Faes,0.0,-0.1352,0.0,1,1,0,0,0,0,2,2.0,1.0,36.5136,36.5136,7.0,7.0
2024-25,PASS,10,MID,491,Johnson,99,Mbeumo,0.0896,-0.4104,5.0,1,0,1,0,1,1,22,10.0,2.0,33.926,34.0156,10.0,9.0
2024-25,PASS,10,MID,239,Adama,99,Mbeumo,-0.7904,-0.7904,1.0,0,0,0,0,1,0,22,10.0,6.0,33.926,33.1356,10.0,10.0
2024-25,PASS,10,MID,239,Adama,372,Garnacho,-0.368,-0.368,2.0,0,0,0,0,1,0,16,10.0,6.0,33.926,33.558,10.0,10.0
2024-25,PASS,10,GKP,396,Dúbravka,14,Ramsdale,0.0,-0.0348,-9.0,0,0,0,0,0,0,13,6.0,6.0,33.926,33.926,10.0,10.0
2024-25,PASS,11,MID,491,Johnson,366,B.Fernandes,0.1956,-0.3044,-15.0,1,0,1,0,0,1,20,6.0,4.0,37.2428,37.4384,6.0,5.0
2024-25,PASS,11,DEF,630,O'Shea,520,Emerson,0.0,-0.3644,-4.0,1,0,0,0,0,0,7,7.0,5.0,37.2428,37.2428,6.0,6.0
2024-25,PASS,11,DEF,630,O'Shea,369,Dalot,0.1004,-0.764,1.0,0,0,1,0,1,1,16,7.0,5.0,37.2428,37.3432,6.0,5.0
2024-25,PASS,12,MID,247,Iwobi,19,Smith Rowe,-0.296,-0.296,6.0,0,0,0,0,1,0,11,7.0,0.0,37.436,37.14,3.0,3.0
2024-25,PASS,13,DEF,159,Chalobah,369,Dalot,-0.0772,-0.266,-4.0,1,0,0,0,0,0,20,11.0,9.0,37.9896,37.9124,5.0,5.0
2024-25,PASS,13,DEF,159,Chalobah,422,Aina,-0.5104,-0.1992,-6.0,1,0,0,0,0,0,19,11.0,9.0,37.9896,37.4792,5.0,6.0
2024-25,PASS,13,FWD,447,Wood,351,Haaland,-1.0864,-1.0864,7.0,1,0,0,0,1,0,24,13.0,4.0,37.9896,36.9032,5.0,5.0
2024-25,PASS,14,FWD,401,Isak,58,Watkins,-0.6656,-0.1656,-1.0,1,0,0,0,0,0,24,11.0,0.0,38.0428,37.3772,4.0,5.0
2024-25,PASS,14,FWD,252,Raúl,617,Evanilson,0.3916,-0.1084,-1.0,0,0,1,0,0,1,10,5.0,4.0,38.0428,38.4344,4.0,3.0
2024-25,PASS,14,FWD,252,Raúl,58,Watkins,-0.0684,-0.5684,-11.0,0,0,0,0,0,0,24,11.0,10.0,38.0428,37.9744,4.0,3.0
2024-25,PASS,14,MID,754,Van Nistelrooy,743,McKenna,0.0,-0.0036,0.0,0,1,0,0,0,0,1,0.0,0.0,38.0428,38.0428,4.0,4.0
2024-25,PASS,14,MID,754,Van Nistelrooy,17,Saka,-2.1684,-3.6184,-3.0,0,0,0,0,0,0,24,15.0,15.0,38.0428,35.8744,4.0,5.0
2024-25,PASS,15,MID,747,Nuno,17,Saka,-1.9664,-3.2396,-2.0,0,0,0,0,0,0,25,12.0,12.0,36.3664,34.4,6.0,8.0
2024-25,PASS,15,MID,366,B.Fernandes,17,Saka,-0.0924,-0.0924,7.0,1,0,0,0,1,0,24,12.0,3.0,36.3664,36.274,6.0,6.0
2024-25,PASS,16,FWD,129,João Pedro,617,Evanilson,-0.2368,-0.2368,0.0,1,1,0,0,0,0,11,2.0,0.0,38.9592,38.7224,3.0,3.0
2024-25,PASS,16,MID,737,Emery,99,Mbeumo,-0.77,-2.9424,-9.0,0,0,0,0,0,0,23,17.0,17.0,38.9592,38.1892,3.0,3.0
2024-25,PASS,16,MID,71,Kluivert,99,Mbeumo,-0.6932,-0.1932,-6.0,1,0,0,0,0,0,22,17.0,14.0,38.9592,38.266,3.0,4.0
2024-25,PASS,17,DEF,630,O'Shea,88,Collins,0.0,-0.5156,-1.0,1,0,0,0,0,0,14,14.0,14.0,38.38,38.38,3.0,3.0
2024-25,PASS,17,DEF,630,O'Shea,267,Davis,-0.6048,-0.6204,0.0,1,1,0,0,0,0,12,14.0,14.0,38.38,37.7752,3.0,4.0
2024-25,PASS,17,DEF,630,O'Shea,524,Kilman,0.0,-0.4728,-2.0,1,0,0,0,0,0,14,14.0,14.0,38.38,38.38,3.0,3.0
2024-25,PASS,17,DEF,263,Burgess,88,Collins,0.0,-0.2904,-1.0,1,0,0,0,0,0,14,14.0,14.0,38.38,38.38,3.0,3.0
2024-25,PASS,17,DEF,263,Burgess,267,Davis,-0.6048,-0.3952,0.0,1,1,0,0,0,0,12,14.0,14.0,38.38,37.7752,3.0,4.0
2024-25,PASS,17,DEF,263,Burgess,524,Kilman,0.0,-0.2476,-2.0,1,0,0,0,0,0,14,14.0,14.0,38.38,38.38,3.0,3.0
2024-25,PASS,18,FWD,129,João Pedro,617,Evanilson,0.7472,-0.2528,1.0,0,0,1,0,1,1,10,9.0,7.0,40.0324,40.7796,5.0,3.0
2024-25,PASS,19,MID,530,Souček,514,Bowen,-0.3024,-0.9412,-1.0,0,0,0,0,0,0,22,11.0,11.0,37.9644,37.662,6.0,5.0
