season,e024_gate,gw,treatment_source,enter_id,enter_name,enter_pos,left_id,left_name,left_pos,ctrl_margin,abs_ctrl_margin,gap_bucket,treat_lift,ctrl_mu_enter,ctrl_mu_left,treat_mu_enter,enter_sigma,enter_p10,enter_p_start,enter_price,enter_recent4,enter_mins,left_mins,enter_pts,left_pts,dpts,both60,outcome
2023-24,PASS,11,rates_v2b_packaged,506,Pedro Porro,DEF,511,Romero,DEF,-0.0888,0.0888,near,0.4852,2.7924,2.8812,3.2776,2.766,0.0216,0.72,52,360,90.0,32.0,0.0,-4.0,4.0,0,not_both60
2023-24,PASS,11,rates_v2b_packaged,245,Branthwaite,DEF,112,Pinnock,DEF,-0.6172,0.6172,mid,0.5884,2.2256,2.8428,2.814,2.3109,0.0048,0.72,40,360,90.0,90.0,1.0,1.0,0.0,1,tie
2023-24,PASS,11,rates_v2b_packaged,245,Branthwaite,DEF,265,Tarkowski,DEF,-0.5724,0.5724,mid,0.5884,2.2256,2.798,2.814,2.3109,0.0048,0.72,40,360,90.0,90.0,1.0,1.0,0.0,1,tie
2023-24,PASS,11,rates_v2b_packaged,245,Branthwaite,DEF,511,Romero,DEF,-0.6556,0.6556,mid,0.5884,2.2256,2.8812,2.814,2.3109,0.0048,0.72,40,360,90.0,32.0,1.0,-4.0,5.0,0,not_both60
2023-24,PASS,11,rates_v2b_packaged,430,Trippier,DEF,112,Pinnock,DEF,0.3892,0.3892,mid,0.2432,3.232,2.8428,3.4752,3.0792,0.036,0.72,70,338,90.0,90.0,9.0,1.0,8.0,1,good
2023-24,PASS,11,rates_v2b_packaged,430,Trippier,DEF,265,Tarkowski,DEF,0.434,0.434,mid,0.2432,3.232,2.798,3.4752,3.0792,0.036,0.72,70,338,90.0,90.0,9.0,1.0,8.0,1,good
2023-24,PASS,11,rates_v2b_packaged,430,Trippier,DEF,511,Romero,DEF,0.3508,0.3508,mid,0.2432,3.232,2.8812,3.4752,3.0792,0.036,0.72,70,338,90.0,32.0,9.0,-4.0,13.0,0,not_both60
2023-24,PASS,12,rates_v2b_packaged,516,Son,MID,362,Palmer,MID,0.53,0.53,mid,0.236,3.7804,3.2504,4.0164,3.4211,0.0636,0.72,97,336,90.0,90.0,2.0,6.0,-4.0,1,bad
2023-24,PASS,12,rates_v2b_packaged,430,Trippier,DEF,29,White,DEF,-0.0332,0.0332,near,0.1804,2.926,2.9592,3.1064,2.7087,0.0236,0.72,70,338,90.0,0.0,1.0,0.0,1.0,0,not_both60
2023-24,PASS,12,rates_v2b_packaged,60,Watkins,FWD,355,Haaland,FWD,-0.8496,0.8496,large,0.0572,3.5796,4.4292,3.6368,3.0864,0.0484,0.72,84,360,90.0,90.0,6.0,16.0,-10.0,1,bad
2023-24,PASS,13,rates_v2b_packaged,249,A.Doucoure,MID,362,Palmer,MID,-0.018,0.018,near,0.0716,3.0276,3.0456,3.0992,2.9087,0.0308,0.72,55,360,89.0,74.0,1.0,2.0,-1.0,1,bad
2023-24,PASS,13,rates_v2b_packaged,506,Pedro Porro,DEF,321,Doughty,DEF,0.1552,0.1552,near,0.3784,2.9352,2.78,3.3136,2.8744,0.0208,0.72,53,360,90.0,78.0,5.0,2.0,3.0,1,good
2023-24,PASS,13,rates_v2b_packaged,246,Calvert-Lewin,FWD,343,J.Alvarez,FWD,-0.5816,0.5816,mid,0.454,2.796,3.3776,3.25,2.5025,0.024,0.72,58,313,81.0,90.0,2.0,2.0,0.0,1,tie
2023-24,PASS,14,rates_v2b_packaged,293,Darwin,FWD,211,N.Jackson,FWD,0.0436,0.0436,near,0.3652,3.3604,3.3168,3.7256,3.1529,0.0564,0.72,76,343,90.0,71.0,2.0,5.0,-3.0,1,bad
2023-24,PASS,15,rates_v2b_packaged,245,Branthwaite,DEF,377,Dalot,DEF,-0.3388,0.3388,mid,0.3648,2.5164,2.8552,2.8812,2.499,0.0072,0.72,41,360,90.0,90.0,6.0,1.0,5.0,1,good
2023-24,PASS,15,rates_v2b_packaged,382,Garnacho,MID,43,Douglas Luiz,MID,-1.0452,1.0452,large,1.1452,2.1964,3.2416,3.3416,1.8942,0.0028,0.72,47,318,90.0,90.0,4.0,3.0,1.0,1,good
2023-24,PASS,16,rates_v2b_packaged,26,Trossard,MID,43,Douglas Luiz,MID,-0.164,0.164,near,0.5396,3.2524,3.4164,3.792,2.806,0.0332,0.72,65,286,20.0,90.0,1.0,2.0,-1.0,0,not_both60
2023-24,PASS,16,rates_v2b_packaged,275,Leno,GKP,482,Foderingham,GKP,-0.0064,0.0064,near,0.016,3.7564,3.7628,3.7724,2.4994,0.0068,0.85,47,360,90.0,90.0,9.0,9.0,0.0,1,tie
2023-24,PASS,16,rates_v2b_packaged,245,Branthwaite,DEF,220,Andersen,DEF,-0.4364,0.4364,mid,0.3852,2.4672,2.9036,2.8524,2.4523,0.0076,0.72,41,360,90.0,90.0,5.0,0.0,5.0,1,good
2023-24,PASS,18,rates_v2b_packaged,557,Hee Chan,MID,362,Palmer,MID,-0.0728,0.0728,near,0.1604,3.2348,3.3076,3.3952,3.0081,0.042,0.72,58,360,90.0,90.0,2.0,1.0,1.0,1,good
2023-24,PASS,19,rates_v2b_packaged,290,Alexander-Arnold,DEF,112,Pinnock,DEF,0.3008,0.3008,mid,0.1528,3.1656,2.8648,3.3184,3.0708,0.0404,0.72,83,360,90.0,90.0,8.0,0.0,8.0,1,good
2023-24,PASS,19,rates_v2b_packaged,134,Gross,MID,14,Ødegaard,MID,-0.28,0.28,mid,0.054,3.468,3.748,3.522,3.0056,0.0408,0.72,64,360,90.0,90.0,2.0,2.0,0.0,1,tie
2023-24,PASS,19,rates_v2b_packaged,246,Calvert-Lewin,FWD,211,N.Jackson,FWD,-0.3568,0.3568,mid,0.3684,3.0376,3.3944,3.406,2.9224,0.0496,0.72,58,321,25.0,90.0,1.0,2.0,-1.0,0,not_both60
2023-24,PASS,20,rates_v2b_packaged,342,Aké,DEF,313,Virgil,DEF,-0.174,0.174,near,0.1872,2.9156,3.0896,3.1028,2.8568,0.0232,0.72,50,270,90.0,90.0,6.0,1.0,5.0,1,good
2023-24,PASS,21,rates_v2b_packaged,236,Olise,MID,134,Gross,MID,-0.1168,0.1168,near,0.2056,3.3252,3.442,3.5308,2.8092,0.0288,0.72,59,360,0.0,90.0,0.0,3.0,-3.0,0,not_both60
2023-24,PASS,23,rates_v2b_packaged,31,Zinchenko,DEF,506,Pedro Porro,DEF,-0.098,0.098,near,0.098,2.9864,3.0844,3.0844,2.8288,0.0192,0.68,52,243,45.0,90.0,1.0,1.0,0.0,0,not_both60
2023-24,PASS,24,rates_v2b_packaged,321,Doughty,DEF,220,Andersen,DEF,-0.0248,0.0248,near,0.0,2.99,3.0148,2.99,2.8638,0.028,0.72,46,348,86.0,90.0,1.0,1.0,0.0,1,tie
2023-24,PASS,24,rates_v2b_packaged,557,Hee Chan,MID,664,Ward-Prowse,MID,-0.0596,0.0596,near,0.086,3.4444,3.504,3.5304,3.4422,0.0632,0.68,55,90,0.0,90.0,0.0,2.0,-2.0,0,not_both60
2023-24,PASS,24,rates_v2b_packaged,557,Hee Chan,MID,526,Bowen,MID,-0.2788,0.2788,mid,0.086,3.4444,3.7232,3.5304,3.4422,0.0632,0.68,55,90,0.0,90.0,0.0,2.0,-2.0,0,not_both60
2023-24,PASS,24,rates_v2b_packaged,294,Diogo J.,MID,664,Ward-Prowse,MID,0.0732,0.0732,near,0.6952,3.5772,3.504,4.2724,3.382,0.0616,0.72,82,273,90.0,90.0,7.0,2.0,5.0,1,good
2023-24,PASS,24,rates_v2b_packaged,294,Diogo J.,MID,526,Bowen,MID,-0.146,0.146,near,0.6952,3.5772,3.7232,4.2724,3.382,0.0616,0.72,82,273,90.0,90.0,7.0,2.0,5.0,1,good
2023-24,PASS,24,rates_v2b_packaged,293,Darwin,FWD,343,J.Alvarez,FWD,-0.018,0.018,near,0.2384,4.006,4.024,4.2444,3.8495,0.1028,0.72,75,275,90.0,76.0,6.0,2.0,4.0,1,good
2024-25,PASS,1,rates_v2b_packaged,23,Trossard,MID,503,Son,MID,-0.8496,0.8496,large,1.142,2.648,3.4976,3.79,2.4539,0.0188,0.72,70,0,10.0,90.0,1.0,2.0,-1.0,0,not_both60
2024-25,PASS,1,rates_v2b_packaged,317,Diogo J.,MID,503,Son,MID,-1.0112,1.0112,large,1.3312,2.4864,3.4976,3.8176,2.3461,0.0144,0.72,75,0,78.0,90.0,8.0,2.0,6.0,1,good
2024-25,PASS,1,rates_v2b_packaged,495,Pedro Porro,DEF,3,Gabriel,DEF,-0.334,0.334,mid,0.4924,1.442,1.776,1.9344,2.0389,0.0044,0.45,55,0,90.0,90.0,9.0,6.0,3.0,1,good
2024-25,PASS,2,rates_v2b_packaged,317,Diogo J.,MID,360,Rodrigo,MID,-0.5972,0.5972,mid,1.384,2.9044,3.5016,4.2884,2.8402,0.0284,0.72,76,78,71.0,0.0,6.0,0.0,6.0,0,not_both60
2024-25,PASS,2,rates_v2b_packaged,207,Mateta,FWD,375,Højlund,FWD,-0.0724,0.0724,near,0.3892,2.87,2.9424,3.2592,2.7623,0.042,0.72,75,45,90.0,0.0,2.0,0.0,2.0,0,not_both60
2024-25,PASS,3,rates_v2b_packaged,401,Isak,FWD,58,Watkins,FWD,-0.2436,0.2436,near,0.8988,2.5968,2.8404,3.4956,2.5037,0.0276,0.72,85,180,90.0,60.0,9.0,5.0,4.0,1,good
2024-25,PASS,3,rates_v2b_packaged,401,Isak,FWD,351,Haaland,FWD,-1.4668,1.4668,large,0.8988,2.5968,4.0636,3.4956,2.5037,0.0276,0.72,85,180,90.0,90.0,9.0,17.0,-8.0,1,bad
2024-25,PASS,3,rates_v2b_packaged,418,Trippier,DEF,322,Gomez,DEF,-0.2488,0.2488,near,0.3396,1.7044,1.9532,2.044,2.4047,0.0112,0.45,59,32,0.0,0.0,0.0,0.0,0.0,0,not_both60
2024-25,PASS,4,rates_v2b_packaged,152,Arrizabalaga,GKP,146,Verbruggen,GKP,-0.0244,0.0244,near,0.0,3.8524,3.8768,3.8524,2.5485,0.0068,0.85,45,90,0.0,90.0,0.0,5.0,-5.0,0,not_both60
2024-25,PASS,4,rates_v2b_packaged,321,Gakpo,FWD,755,Marmoush,FWD,-0.0528,0.0528,near,0.8304,2.4128,2.4656,3.2432,2.2676,0.0192,0.72,72,53,29.0,0.0,1.0,0.0,1.0,0,not_both60
2024-25,PASS,4,rates_v2b_packaged,316,Darwin,FWD,755,Marmoush,FWD,-0.02,0.02,near,1.3088,2.4456,2.4656,3.7544,2.3368,0.0232,0.72,72,32,30.0,0.0,1.0,0.0,1.0,0,not_both60
2024-25,PASS,5,rates_v2b_packaged,491,Johnson,MID,366,B.Fernandes,MID,-0.8528,0.8528,large,1.2456,2.5304,3.3832,3.776,2.3954,0.0164,0.72,64,279,69.0,90.0,7.0,3.0,4.0,1,good
2024-25,PASS,5,rates_v2b_packaged,491,Johnson,MID,527,L.Paquetá,MID,-0.3792,0.3792,mid,1.2456,2.5304,2.9096,3.776,2.3954,0.0164,0.72,64,279,69.0,71.0,7.0,2.0,5.0,1,good
2024-25,PASS,5,rates_v2b_packaged,491,Johnson,MID,345,De Bruyne,MID,-1.0476,1.0476,large,1.2456,2.5304,3.578,3.776,2.3954,0.0164,0.72,64,279,69.0,0.0,7.0,0.0,7.0,0,not_both60
2024-25,PASS,5,rates_v2b_packaged,182,Palmer,MID,366,B.Fernandes,MID,0.078,0.078,near,0.866,3.4612,3.3832,4.3272,3.444,0.0708,0.72,106,352,63.0,90.0,8.0,3.0,5.0,1,good
2024-25,PASS,5,rates_v2b_packaged,182,Palmer,MID,527,L.Paquetá,MID,0.5516,0.5516,mid,0.866,3.4612,2.9096,4.3272,3.444,0.0708,0.72,106,352,63.0,71.0,8.0,2.0,6.0,1,good
2024-25,PASS,5,rates_v2b_packaged,182,Palmer,MID,345,De Bruyne,MID,-0.1168,0.1168,near,0.866,3.4612,3.578,4.3272,3.444,0.0708,0.72,106,352,63.0,0.0,8.0,0.0,8.0,0,not_both60
2024-25,PASS,5,rates_v2b_packaged,317,Diogo J.,MID,366,B.Fernandes,MID,-0.3884,0.3884,mid,1.0992,2.9948,3.3832,4.094,2.8946,0.0348,0.72,76,283,0.0,90.0,0.0,3.0,-3.0,0,not_both60
2024-25,PASS,5,rates_v2b_packaged,317,Diogo J.,MID,527,L.Paquetá,MID,0.0852,0.0852,near,1.0992,2.9948,2.9096,4.094,2.8946,0.0348,0.72,76,283,0.0,71.0,0.0,2.0,-2.0,0,not_both60
2024-25,PASS,5,rates_v2b_packaged,317,Diogo J.,MID,345,De Bruyne,MID,-0.5832,0.5832,mid,1.0992,2.9948,3.578,4.094,2.8946,0.0348,0.72,76,283,0.0,0.0,0.0,0.0,0.0,0,not_both60
2024-25,PASS,5,rates_v2b_packaged,495,Pedro Porro,DEF,326,Konaté,DEF,-0.0588,0.0588,near,0.5536,2.4072,2.466,2.9608,2.4613,0.0128,0.72,56,360,87.0,90.0,2.0,8.0,-6.0,1,bad
2024-25,PASS,5,rates_v2b_packaged,447,Wood,FWD,207,Mateta,FWD,-0.3596,0.3596,mid,0.786,2.4596,2.8192,3.2456,2.4064,0.0236,0.72,61,315,71.0,45.0,8.0,1.0,7.0,0,not_both60
2024-25,PASS,6,rates_v2b_packaged,447,Wood,FWD,58,Watkins,FWD,-0.1596,0.1596,near,0.8136,2.8572,3.0168,3.6708,2.808,0.0444,0.72,62,315,90.0,83.0,2.0,11.0,-9.0,1,bad
2024-25,PASS,6,rates_v2b_packaged,533,Aït-Nouri,DEF,88,Collins,DEF,-0.0772,0.0772,near,0.3164,2.4192,2.4964,2.7356,2.481,0.012,0.72,44,301,90.0,90.0,9.0,2.0,7.0,1,good
2024-25,PASS,6,rates_v2b_packaged,71,Kluivert,MID,199,Eze,MID,-0.2844,0.2844,mid,0.6084,2.7604,3.0448,3.3688,2.7324,0.0256,0.72,54,280,29.0,90.0,1.0,2.0,-1.0,0,not_both60
2024-25,PASS,7,rates_v2b_packaged,328,M.Salah,MID,99,Mbeumo,MID,0.7256,0.7256,mid,0.4832,4.284,3.5584,4.7672,3.8447,0.0928,0.72,127,360,72.0,90.0,3.0,8.0,-5.0,1,bad
2024-25,PASS,7,rates_v2b_packaged,306,Vardy,FWD,58,Watkins,FWD,-1.0584,1.0584,large,0.9052,2.45,3.5084,3.3552,2.277,0.0088,0.72,57,352,73.0,90.0,2.0,2.0,0.0,1,tie
2024-25,PASS,7,rates_v2b_packaged,228,Keane,DEF,369,Dalot,DEF,-0.4388,0.4388,mid,0.3728,2.1624,2.6012,2.5352,2.2925,0.0084,0.72,40,270,90.0,90.0,6.0,6.0,0.0,1,tie
2024-25,PASS,8,rates_v2b_packaged,239,Adama,MID,17,Saka,MID,-1.024,1.024,large,1.004,2.7864,3.8104,3.7904,2.716,0.0264,0.72,51,321,67.0,0.0,2.0,0.0,2.0,0,not_both60
2024-25,PASS,8,rates_v2b_packaged,491,Johnson,MID,17,Saka,MID,-0.794,0.794,large,1.1004,3.0164,3.8104,4.1168,2.8724,0.0284,0.72,66,301,90.0,0.0,2.0,0.0,2.0,0,not_both60
2024-25,PASS,8,rates_v2b_packaged,447,Wood,FWD,58,Watkins,FWD,-0.2984,0.2984,mid,0.7188,3.0864,3.3848,3.8052,2.6586,0.0244,0.72,63,322,83.0,74.0,7.0,8.0,-1.0,1,bad
2024-25,PASS,8,rates_v2b_packaged,447,Wood,FWD,541,Cunha,FWD,-0.0888,0.0888,near,0.7188,3.0864,3.1752,3.8052,2.6586,0.0244,0.72,63,322,83.0,66.0,7.0,2.0,5.0,1,good
2024-25,PASS,8,rates_v2b_packaged,495,Pedro Porro,DEF,267,Davis,DEF,-0.3208,0.3208,mid,0.4404,2.6152,2.936,3.0556,2.6452,0.0192,0.72,55,357,90.0,90.0,2.0,1.0,1.0,1,good
2024-25,PASS,9,rates_v2b_packaged,36,Digne,DEF,88,Collins,DEF,-0.0264,0.0264,near,0.162,2.714,2.7404,2.876,2.6442,0.0112,0.72,46,302,70.0,90.0,7.0,1.0,6.0,1,good
2024-25,PASS,10,rates_v2b_packaged,495,Pedro Porro,DEF,267,Davis,DEF,-0.1372,0.1372,near,0.3984,2.6568,2.794,3.0552,2.6985,0.0192,0.72,55,360,90.0,90.0,1.0,10.0,-9.0,1,bad
2024-25,PASS,10,rates_v2b_packaged,239,Adama,MID,99,Mbeumo,MID,-0.7904,0.7904,large,0.98,2.7716,3.562,3.7516,2.6974,0.0244,0.72,51,292,25.0,86.0,4.0,3.0,1.0,0,not_both60
2024-25,PASS,10,rates_v2b_packaged,239,Adama,MID,372,Garnacho,MID,-0.368,0.368,mid,0.98,2.7716,3.1396,3.7516,2.6974,0.0244,0.72,51,292,25.0,90.0,4.0,2.0,2.0,0,not_both60
2024-25,PASS,10,rates_v2b_packaged,491,Johnson,MID,99,Mbeumo,MID,-0.4104,0.4104,mid,0.8904,3.1516,3.562,4.042,3.1706,0.0452,0.72,67,345,90.0,86.0,8.0,3.0,5.0,1,good
2024-25,PASS,10,rates_v2b_packaged,491,Johnson,MID,372,Garnacho,MID,0.012,0.012,near,0.8904,3.1516,3.1396,4.042,3.1706,0.0452,0.72,67,345,90.0,90.0,8.0,2.0,6.0,1,good
2024-25,PASS,10,rates_v2b_packaged,447,Wood,FWD,148,Welbeck,FWD,0.0092,0.0092,near,0.6372,3.1764,3.1672,3.8136,2.7728,0.0276,0.72,64,334,78.0,90.0,7.0,5.0,2.0,1,good
2024-25,PASS,11,rates_v2b_packaged,491,Johnson,MID,366,B.Fernandes,MID,-0.3044,0.3044,mid,0.7352,3.2552,3.5596,3.9904,3.2339,0.0436,0.72,67,360,83.0,90.0,2.0,17.0,-15.0,1,bad
2024-25,PASS,11,rates_v2b_packaged,311,Alexander-Arnold,DEF,369,Dalot,DEF,0.2908,0.2908,mid,0.3528,3.132,2.8412,3.4848,2.9948,0.034,0.72,70,350,24.0,56.0,1.0,1.0,0.0,0,not_both60
2024-25,PASS,12,rates_v2b_packaged,247,Iwobi,MID,19,Smith Rowe,MID,-0.296,0.296,mid,0.3292,2.884,3.18,3.2132,2.5174,0.0152,0.72,56,358,90.0,58.0,7.0,1.0,6.0,0,not_both60
2024-25,PASS,13,rates_v2b_packaged,145,Veltman,DEF,369,Dalot,DEF,-0.082,0.082,near,0.0292,2.7044,2.7864,2.7336,2.5392,0.0128,0.72,46,345,0.0,90.0,0.0,6.0,-6.0,0,not_both60
2024-25,PASS,13,rates_v2b_packaged,145,Veltman,DEF,422,Aina,DEF,-0.0152,0.0152,near,0.0292,2.7044,2.7196,2.7336,2.5392,0.0128,0.72,46,345,0.0,90.0,0.0,8.0,-8.0,0,not_both60
2024-25,PASS,13,rates_v2b_packaged,350,Gvardiol,DEF,369,Dalot,DEF,0.0628,0.0628,near,0.0848,2.8492,2.7864,2.934,2.7489,0.0224,0.72,63,360,0.0,90.0,0.0,6.0,-6.0,0,not_both60
2024-25,PASS,13,rates_v2b_packaged,350,Gvardiol,DEF,422,Aina,DEF,0.1296,0.1296,near,0.0848,2.8492,2.7196,2.934,2.7489,0.0224,0.72,63,360,0.0,90.0,0.0,8.0,-8.0,0,not_both60
2024-25,PASS,13,rates_v2b_packaged,447,Wood,FWD,148,Welbeck,FWD,-0.0572,0.0572,near,0.5008,3.2956,3.3528,3.7964,2.8381,0.0324,0.72,66,275,90.0,78.0,9.0,2.0,7.0,1,good
2024-25,PASS,13,rates_v2b_packaged,447,Wood,FWD,351,Haaland,FWD,-1.0864,1.0864,large,0.5008,3.2956,4.382,3.7964,2.8381,0.0324,0.72,66,275,90.0,90.0,9.0,2.0,7.0,1,good
2024-25,PASS,14,rates_v2b_packaged,401,Isak,FWD,617,Evanilson,FWD,0.2944,0.2944,mid,0.5516,3.686,3.3916,4.2376,3.1854,0.0572,0.72,85,291,90.0,84.0,11.0,2.0,9.0,1,good
2024-25,PASS,14,rates_v2b_packaged,401,Isak,FWD,58,Watkins,FWD,-0.1656,0.1656,near,0.5516,3.686,3.8516,4.2376,3.1854,0.0572,0.72,85,291,90.0,64.0,11.0,12.0,-1.0,1,bad
2024-25,PASS,14,rates_v2b_packaged,252,Raúl,FWD,617,Evanilson,FWD,-0.1084,0.1084,near,0.3828,3.2832,3.3916,3.666,2.907,0.042,0.72,56,293,10.0,84.0,1.0,2.0,-1.0,0,not_both60
2024-25,PASS,14,rates_v2b_packaged,252,Raúl,FWD,58,Watkins,FWD,-0.5684,0.5684,mid,0.3828,3.2832,3.8516,3.666,2.907,0.042,0.72,56,293,10.0,64.0,1.0,12.0,-11.0,0,not_both60
2024-25,PASS,14,rates_v2b_packaged,182,Palmer,MID,17,Saka,MID,0.0228,0.0228,near,0.2632,4.118,4.0952,4.3812,3.7434,0.0916,0.72,110,355,78.0,90.0,7.0,3.0,4.0,1,good
2024-25,PASS,15,rates_v2b_packaged,366,B.Fernandes,MID,17,Saka,MID,-0.0924,0.0924,near,0.0816,3.6668,3.7592,3.7484,3.4726,0.0612,0.72,85,335,75.0,90.0,9.0,2.0,7.0,1,good
2024-25,PASS,15,rates_v2b_packaged,495,Pedro Porro,DEF,267,Davis,DEF,-0.0684,0.0684,near,0.2084,2.7756,2.844,2.984,2.8234,0.0272,0.72,56,298,90.0,90.0,3.0,1.0,2.0,1,good
2024-25,PASS,16,rates_v2b_packaged,129,João Pedro,FWD,617,Evanilson,FWD,-0.2368,0.2368,near,1.0108,3.1556,3.3924,4.1664,2.7245,0.0328,0.72,59,283,90.0,79.0,2.0,2.0,0.0,1,tie
2024-25,PASS,16,rates_v2b_packaged,335,Robertson,DEF,70,Kerkez,DEF,0.0244,0.0244,near,0.2792,2.7104,2.686,2.9896,2.6735,0.0144,0.72,59,270,16.0,90.0,-3.0,2.0,-5.0,0,not_both60
2024-25,PASS,16,rates_v2b_packaged,71,Kluivert,MID,99,Mbeumo,MID,-0.1932,0.1932,near,0.3492,3.2472,3.4404,3.5964,3.1276,0.0416,0.72,55,275,79.0,90.0,3.0,9.0,-6.0,1,bad
2024-25,PASS,17,rates_v2b_packaged,495,Pedro Porro,DEF,267,Davis,DEF,-0.0332,0.0332,near,0.1488,2.828,2.8612,2.9768,2.8387,0.0244,0.72,56,270,90.0,90.0,-1.0,0.0,-1.0,1,bad
2024-25,PASS,18,rates_v2b_packaged,129,João Pedro,FWD,617,Evanilson,FWD,-0.2528,0.2528,mid,0.8912,3.0988,3.3516,3.99,2.6322,0.0228,0.72,58,329,90.0,28.0,2.0,1.0,1.0,0,not_both60
2024-25,PASS,19,rates_v2b_packaged,350,Gvardiol,DEF,267,Davis,DEF,0.1248,0.1248,near,0.0268,2.972,2.8472,2.9988,3.0201,0.0304,0.72,60,360,90.0,90.0,6.0,5.0,1.0,1,good
2024-25,PASS,20,rates_v2b_packaged,129,João Pedro,FWD,110,Wissa,FWD,-0.2504,0.2504,mid,0.7008,3.0936,3.344,3.7944,2.6704,0.0228,0.72,57,360,90.0,90.0,9.0,11.0,-2.0,1,bad
2024-25,PASS,21,rates_v2b_packaged,491,Johnson,MID,366,B.Fernandes,MID,-0.2964,0.2964,mid,0.2572,3.41,3.7064,3.6672,3.3273,0.0512,0.72,64,275,45.0,90.0,1.0,4.0,-3.0,0,not_both60
2024-25,PASS,21,rates_v2b_packaged,573,Milenković,DEF,267,Davis,DEF,0.0324,0.0324,near,0.0,2.85,2.8176,2.85,3.1463,0.04,0.72,48,360,90.0,90.0,2.0,1.0,1.0,1,good
2024-25,PASS,21,rates_v2b_packaged,573,Milenković,DEF,580,Huijsen,DEF,0.0236,0.0236,near,0.0,2.85,2.8264,2.85,3.1463,0.04,0.72,48,360,90.0,90.0,2.0,0.0,2.0,1,good
2024-25,PASS,21,rates_v2b_packaged,422,Aina,DEF,267,Davis,DEF,0.1044,0.1044,near,0.0116,2.922,2.8176,2.9336,2.6402,0.01,0.72,52,360,90.0,90.0,2.0,1.0,1.0,1,good
2024-25,PASS,21,rates_v2b_packaged,422,Aina,DEF,580,Huijsen,DEF,0.0956,0.0956,near,0.0116,2.922,2.8264,2.9336,2.6402,0.01,0.72,52,360,90.0,90.0,2.0,0.0,2.0,1,good
2024-25,PASS,22,rates_v2b_packaged,436,Murillo,DEF,350,Gvardiol,DEF,-0.1056,0.1056,near,0.0,2.8432,2.9488,2.8432,2.7959,0.0212,0.72,46,270,90.0,90.0,1.0,6.0,-5.0,1,bad
2024-25,PASS,23,rates_v2b_packaged,129,João Pedro,FWD,252,Raúl,FWD,-0.3228,0.3228,mid,0.458,3.2352,3.558,3.6932,2.764,0.0296,0.72,56,347,90.0,63.0,1.0,2.0,-1.0,1,bad
2024-25,PASS,24,rates_v2b_packaged,580,Huijsen,DEF,311,Alexander-Arnold,DEF,-2.9776,2.9776,large,0.0,2.9768,5.9544,2.9768,2.8968,0.0224,0.72,44,360,90.0,98.0,0.0,7.0,-7.0,1,bad
2024-25,PASS,24,rates_v2b_packaged,327,Luis Díaz,MID,398,Gordon,MID,2.7036,2.7036,large,0.2452,6.8536,4.15,7.0988,4.583,0.2492,0.72,75,282,177.0,90.0,5.0,1.0,4.0,1,good
2024-25,PASS,26,rates_v2b_packaged,218,Beto,FWD,252,Raúl,FWD,-0.7672,0.7672,large,1.084,2.9708,3.738,4.0548,2.6545,0.0228,0.72,49,344,90.0,90.0,6.0,2.0,4.0,1,good
2024-25,PASS,26,rates_v2b_packaged,211,Muñoz,DEF,36,Digne,DEF,0.0336,0.0336,near,0.0,2.9856,2.952,2.9856,3.0447,0.0408,0.82,48,360,90.0,0.0,13.0,0.0,13.0,0,not_both60
2024-25,PASS,26,rates_v2b_packaged,71,Kluivert,MID,78,Semenyo,MID,0.0552,0.0552,near,0.1292,3.8712,3.816,4.0004,3.8162,0.0852,0.72,60,343,72.0,90.0,2.0,2.0,0.0,1,tie
2024-25,PASS,28,rates_v2b_packaged,181,Nkunku,MID,366,B.Fernandes,MID,-1.1488,1.1488,large,1.1388,3.4152,4.564,4.554,3.2144,0.0492,0.72,57,276,88.0,90.0,3.0,9.0,-6.0,1,bad
2024-25,PASS,30,rates_v2b_packaged,573,Milenković,DEF,163,Cucurella,DEF,-0.1008,0.1008,near,0.0,3.1864,3.2872,3.1864,3.1134,0.0436,0.82,49,360,90.0,90.0,6.0,5.0,1.0,1,good
2024-25,PASS,34,rates_v2b_packaged,392,Barnes,MID,99,Mbeumo,MID,-0.3748,0.3748,mid,0.3756,3.988,4.3628,4.3636,3.5086,0.0708,0.72,60,435,76.0,90.0,3.0,2.0,1.0,1,good
2024-25,PASS,34,rates_v2b_packaged,335,Robertson,DEF,573,Milenković,DEF,0.022,0.022,near,0.0,3.1128,3.0908,3.1128,2.7795,0.0244,0.82,58,201,90.0,90.0,2.0,1.0,1.0,1,good
2025-26,FAIL,1,rates_v2b_packaged,384,Gakpo,MID,449,B.Fernandes,MID,-1.094,1.094,large,1.1156,2.7272,3.8212,3.8428,2.5863,0.0204,0.72,75,0,90.0,90.0,7.0,2.0,5.0,1,good
2025-26,FAIL,1,rates_v2b_packaged,384,Gakpo,MID,485,Gordon,MID,-0.2956,0.2956,mid,1.1156,2.7272,3.0228,3.8428,2.5863,0.0204,0.72,75,0,90.0,90.0,7.0,3.0,4.0,1,good
2025-26,FAIL,1,rates_v2b_packaged,383,Luis Díaz,MID,449,B.Fernandes,MID,-0.7904,0.7904,large,0.8544,3.0308,3.8212,3.8852,2.8963,0.0404,0.72,80,0,0.0,90.0,0.0,2.0,-2.0,0,not_both60
2025-26,FAIL,1,rates_v2b_packaged,383,Luis Díaz,MID,485,Gordon,MID,0.008,0.008,near,0.8544,3.0308,3.0228,3.8852,2.8963,0.0404,0.72,80,0,0.0,90.0,0.0,3.0,-3.0,0,not_both60
