season,e024_gate,gw,treatment_source,enter_id,enter_name,enter_pos,left_id,left_name,left_pos,ctrl_margin,abs_ctrl_margin,gap_bucket,treat_lift,ctrl_mu_enter,ctrl_mu_left,treat_mu_enter,enter_sigma,enter_p10,enter_p_start,enter_price,enter_recent4,enter_mins,left_mins,enter_pts,left_pts,dpts,both60,outcome
2022-23,FAIL,15,rates_v2b_packaged,141,Chalobah,DEF,475,Coady,DEF,-0.1452,0.1452,near,0.5308,2.3792,2.5244,2.91,2.2729,0.0052,0.72,47,360,90.0,90.0,1.0,1.0,0.0,1,tie
2022-23,FAIL,16,rates_v2b_packaged,464,Benrahma,MID,680,Gakpo,MID,-0.6432,0.6432,mid,0.818,2.1308,2.774,2.9488,1.7398,0.0036,0.72,56,272,90.0,0.0,2.0,0.0,2.0,0,not_both60
2022-23,FAIL,16,rates_v2b_packaged,464,Benrahma,MID,614,Willian,MID,-0.5928,0.5928,mid,0.818,2.1308,2.7236,2.9488,1.7398,0.0036,0.72,56,272,90.0,90.0,2.0,2.0,0.0,1,tie
2022-23,FAIL,16,rates_v2b_packaged,374,Bruno Guimarães,MID,680,Gakpo,MID,-0.5888,0.5888,mid,0.7456,2.1852,2.774,2.9308,1.7219,0.0016,0.72,57,350,90.0,0.0,3.0,0.0,3.0,0,not_both60
2022-23,FAIL,16,rates_v2b_packaged,374,Bruno Guimarães,MID,614,Willian,MID,-0.5384,0.5384,mid,0.7456,2.1852,2.7236,2.9308,1.7219,0.0016,0.72,57,350,90.0,90.0,3.0,2.0,1.0,1,good
2022-23,FAIL,16,rates_v2b_packaged,286,Gomez,DEF,377,Botman,DEF,-0.0032,0.0032,near,0.34,2.5112,2.5144,2.8512,2.3954,0.0056,0.72,45,273,90.0,86.0,2.0,7.0,-5.0,1,bad
2022-23,FAIL,17,rates_v2b_packaged,16,Gabriel,DEF,257,Amartey,DEF,-0.0808,0.0808,near,0.164,2.538,2.6188,2.702,2.4419,0.0052,0.72,52,360,90.0,90.0,2.0,1.0,1.0,1,good
2022-23,FAIL,17,rates_v2b_packaged,16,Gabriel,DEF,258,Castagne,DEF,-0.1008,0.1008,near,0.164,2.538,2.6388,2.702,2.4419,0.0052,0.72,52,360,90.0,90.0,2.0,1.0,1.0,1,good
2022-23,FAIL,17,rates_v2b_packaged,16,Gabriel,DEF,342,Dalot,DEF,-0.1768,0.1768,near,0.164,2.538,2.7148,2.702,2.4419,0.0052,0.72,52,360,90.0,0.0,2.0,0.0,2.0,0,not_both60
2022-23,FAIL,17,rates_v2b_packaged,141,Chalobah,DEF,257,Amartey,DEF,-0.4612,0.4612,mid,0.5076,2.1576,2.6188,2.6652,2.2077,0.0044,0.72,47,360,2.0,90.0,1.0,1.0,0.0,0,not_both60
2022-23,FAIL,17,rates_v2b_packaged,141,Chalobah,DEF,258,Castagne,DEF,-0.4812,0.4812,mid,0.5076,2.1576,2.6388,2.6652,2.2077,0.0044,0.72,47,360,2.0,90.0,1.0,1.0,0.0,0,not_both60
2022-23,FAIL,17,rates_v2b_packaged,141,Chalobah,DEF,342,Dalot,DEF,-0.5572,0.5572,mid,0.5076,2.1576,2.7148,2.6652,2.2077,0.0044,0.72,47,360,2.0,0.0,1.0,0.0,1.0,0,not_both60
2022-23,FAIL,17,rates_v2b_packaged,42,Buendía,MID,519,Eriksen,MID,-0.1596,0.1596,near,0.494,2.3836,2.5432,2.8776,1.8474,0.002,0.72,57,281,85.0,76.0,2.0,5.0,-3.0,1,bad
2022-23,FAIL,17,rates_v2b_packaged,171,Olise,MID,519,Eriksen,MID,-0.2292,0.2292,near,0.8112,2.314,2.5432,3.1252,1.8936,0.0028,0.72,54,326,83.0,76.0,2.0,5.0,-3.0,1,bad
2022-23,FAIL,18,rates_v2b_packaged,288,Diogo Jota,FWD,427,Kane,FWD,-0.1196,0.1196,near,1.0292,2.5832,2.7028,3.6124,2.4698,0.0248,0.72,88,0,0.0,90.0,0.0,2.0,-2.0,0,not_both60
2022-23,FAIL,18,rates_v2b_packaged,300,Gündogan,MID,680,Gakpo,MID,-0.1984,0.1984,near,0.5716,2.5908,2.7892,3.1624,2.2777,0.0116,0.72,73,360,3.0,0.0,1.0,0.0,1.0,0,not_both60
2022-23,FAIL,18,rates_v2b_packaged,300,Gündogan,MID,369,Almirón,MID,0.0308,0.0308,near,0.5716,2.5908,2.56,3.1624,2.2777,0.0116,0.72,73,360,3.0,83.0,1.0,3.0,-2.0,0,not_both60
2022-23,FAIL,18,rates_v2b_packaged,464,Benrahma,MID,680,Gakpo,MID,-0.5448,0.5448,mid,0.8088,2.2444,2.7892,3.0532,1.9571,0.0048,0.72,56,333,90.0,0.0,2.0,0.0,2.0,0,not_both60
2022-23,FAIL,18,rates_v2b_packaged,464,Benrahma,MID,369,Almirón,MID,-0.3156,0.3156,mid,0.8088,2.2444,2.56,3.0532,1.9571,0.0048,0.72,56,333,90.0,83.0,2.0,3.0,-1.0,1,bad
2022-23,FAIL,18,rates_v2b_packaged,285,Alexander-Arnold,DEF,470,Diop,DEF,0.1468,0.1468,near,0.4312,2.6832,2.5364,3.1144,2.5903,0.0156,0.72,72,332,85.0,90.0,8.0,2.0,6.0,1,good
2022-23,FAIL,20,rates_v2b_packaged,513,Lenglet,DEF,302,Stones,DEF,-0.4224,0.4224,mid,0.0,4.6312,5.0536,4.6312,3.2268,0.0768,0.72,48,321,99.0,90.0,1.0,1.0,0.0,1,tie
2022-23,FAIL,20,rates_v2b_packaged,300,Gündogan,MID,169,Eze,MID,0.3248,0.3248,mid,0.8296,5.098,4.7732,5.9276,3.1162,0.1004,0.72,73,273,80.0,103.0,2.0,2.0,0.0,1,tie
2022-23,FAIL,21,rates_v2b_packaged,357,Trippier,DEF,302,Stones,DEF,-0.178,0.178,near,0.082,2.62,2.798,2.702,2.4955,0.004,0.72,60,360,90.0,90.0,8.0,8.0,0.0,1,tie
2022-23,FAIL,21,rates_v2b_packaged,357,Trippier,DEF,628,Aurier,DEF,0.0396,0.0396,near,0.082,2.62,2.5804,2.702,2.4955,0.004,0.72,60,360,90.0,74.0,8.0,2.0,6.0,1,good
2022-23,FAIL,21,rates_v2b_packaged,222,Ayling,DEF,302,Stones,DEF,-0.506,0.506,mid,0.3916,2.292,2.798,2.6836,2.2626,0.0036,0.72,45,274,90.0,90.0,8.0,8.0,0.0,1,tie
2022-23,FAIL,21,rates_v2b_packaged,222,Ayling,DEF,628,Aurier,DEF,-0.2884,0.2884,mid,0.3916,2.292,2.5804,2.6836,2.2626,0.0036,0.72,45,274,90.0,74.0,8.0,2.0,6.0,1,good
2022-23,FAIL,21,rates_v2b_packaged,171,Olise,MID,680,Gakpo,MID,-0.4344,0.4344,mid,0.452,2.4756,2.91,2.9276,1.9903,0.0056,0.72,54,422,25.0,81.0,0.0,3.0,-3.0,0,not_both60
2022-23,FAIL,21,rates_v2b_packaged,171,Olise,MID,335,Rashford,MID,-0.3332,0.3332,mid,0.452,2.4756,2.8088,2.9276,1.9903,0.0056,0.72,54,422,25.0,90.0,0.0,7.0,-7.0,0,not_both60
2022-23,FAIL,21,rates_v2b_packaged,171,Olise,MID,283,Salah,MID,-0.5188,0.5188,mid,0.452,2.4756,2.9944,2.9276,1.9903,0.0056,0.72,54,422,25.0,90.0,0.0,3.0,-3.0,0,not_both60
2022-23,FAIL,21,rates_v2b_packaged,301,De Bruyne,MID,680,Gakpo,MID,0.1972,0.1972,near,0.2408,3.1072,2.91,3.348,2.6202,0.0208,0.72,125,360,76.0,81.0,6.0,3.0,3.0,1,good
2022-23,FAIL,21,rates_v2b_packaged,301,De Bruyne,MID,335,Rashford,MID,0.2984,0.2984,mid,0.2408,3.1072,2.8088,3.348,2.6202,0.0208,0.72,125,360,76.0,90.0,6.0,7.0,-1.0,1,bad
2022-23,FAIL,21,rates_v2b_packaged,301,De Bruyne,MID,283,Salah,MID,0.1128,0.1128,near,0.2408,3.1072,2.9944,3.348,2.6202,0.0208,0.72,125,360,76.0,90.0,6.0,3.0,3.0,1,good
2022-23,FAIL,21,rates_v2b_packaged,278,Chamberlain,MID,680,Gakpo,MID,-0.66,0.66,mid,0.8004,2.25,2.91,3.0504,2.0428,0.0084,0.72,49,277,0.0,81.0,0.0,3.0,-3.0,0,not_both60
2022-23,FAIL,21,rates_v2b_packaged,278,Chamberlain,MID,335,Rashford,MID,-0.5588,0.5588,mid,0.8004,2.25,2.8088,3.0504,2.0428,0.0084,0.72,49,277,0.0,90.0,0.0,7.0,-7.0,0,not_both60
2022-23,FAIL,21,rates_v2b_packaged,278,Chamberlain,MID,283,Salah,MID,-0.7444,0.7444,mid,0.8004,2.25,2.9944,3.0504,2.0428,0.0084,0.72,49,277,0.0,90.0,0.0,3.0,-3.0,0,not_both60
2022-23,FAIL,22,rates_v2b_packaged,135,Ziyech,MID,7,Ødegaard,MID,-0.6112,0.6112,mid,0.876,2.29,2.9012,3.166,2.0981,0.0104,0.72,55,274,59.0,76.0,1.0,2.0,-1.0,0,not_both60
2022-23,FAIL,23,rates_v2b_packaged,171,Olise,MID,124,Mitoma,MID,-0.2532,0.2532,mid,0.34,2.5068,2.76,2.8468,2.0115,0.0048,0.72,54,367,83.0,90.0,2.0,2.0,0.0,1,tie
2022-23,FAIL,23,rates_v2b_packaged,171,Olise,MID,335,Rashford,MID,-0.4016,0.4016,mid,0.34,2.5068,2.9084,2.8468,2.0115,0.0048,0.72,54,367,83.0,90.0,2.0,8.0,-6.0,1,bad
2022-23,FAIL,23,rates_v2b_packaged,446,Kulusevski,MID,124,Mitoma,MID,-0.1448,0.1448,near,0.6856,2.6152,2.76,3.3008,2.2563,0.0104,0.72,79,355,78.0,90.0,2.0,2.0,0.0,1,tie
2022-23,FAIL,23,rates_v2b_packaged,446,Kulusevski,MID,335,Rashford,MID,-0.2932,0.2932,mid,0.6856,2.6152,2.9084,3.3008,2.2563,0.0104,0.72,79,355,78.0,90.0,2.0,8.0,-6.0,1,bad
2022-23,FAIL,23,rates_v2b_packaged,222,Ayling,DEF,16,Gabriel,DEF,-2.5576,2.5576,large,0.3392,2.488,5.0456,2.8272,2.5147,0.0108,0.72,45,450,90.0,180.0,1.0,3.0,-2.0,1,bad
2022-23,FAIL,23,rates_v2b_packaged,15,Ramsdale,GKP,2,Leno,GKP,2.464,2.464,large,0.0,6.2316,3.7676,6.2316,3.2562,0.1592,0.85,49,360,180.0,90.0,3.0,6.0,-3.0,1,bad
2022-23,FAIL,24,rates_v2b_packaged,128,Thiago Silva,DEF,92,Pinnock,DEF,0.0324,0.0324,near,0.0,2.6776,2.6452,2.6776,2.463,0.0076,0.72,55,360,0.0,90.0,0.0,2.0,-2.0,0,not_both60
2022-23,FAIL,24,rates_v2b_packaged,446,Kulusevski,MID,333,Fernandes,MID,-0.1004,0.1004,near,0.7388,2.7056,2.806,3.4444,2.2607,0.0112,0.72,79,433,89.0,90.0,3.0,12.0,-9.0,1,bad
2022-23,FAIL,24,rates_v2b_packaged,446,Kulusevski,MID,7,Ødegaard,MID,-0.0848,0.0848,near,0.7388,2.7056,2.7904,3.4444,2.2607,0.0112,0.72,79,433,89.0,90.0,3.0,8.0,-5.0,1,bad
2022-23,FAIL,26,rates_v2b_packaged,333,Fernandes,MID,124,Mitoma,MID,0.302,0.302,mid,0.0,3.2048,2.9028,3.2048,2.4465,0.02,0.82,98,360,90.0,82.0,2.0,13.0,-11.0,1,bad
2022-23,FAIL,26,rates_v2b_packaged,333,Fernandes,MID,335,Rashford,MID,0.0976,0.0976,near,0.0,3.2048,3.1072,3.2048,2.4465,0.02,0.82,98,360,90.0,84.0,2.0,2.0,0.0,1,tie
2022-23,FAIL,26,rates_v2b_packaged,303,Mahrez,MID,124,Mitoma,MID,-0.4144,0.4144,mid,0.8164,2.4884,2.9028,3.3048,3.2173,0.042,0.48,77,220,0.0,82.0,0.0,13.0,-13.0,0,not_both60
2022-23,FAIL,26,rates_v2b_packaged,303,Mahrez,MID,335,Rashford,MID,-0.6188,0.6188,mid,0.8164,2.4884,3.1072,3.3048,3.2173,0.042,0.48,77,220,0.0,84.0,0.0,2.0,-2.0,0,not_both60
2022-23,FAIL,26,rates_v2b_packaged,262,Iheanacho,FWD,318,Haaland,FWD,-0.4672,0.4672,mid,0.7972,2.7828,3.25,3.58,2.294,0.0112,0.72,62,277,90.0,90.0,2.0,4.0,-2.0,1,bad
2022-23,FAIL,27,rates_v2b_packaged,92,Pinnock,DEF,170,Mitchell,DEF,0.1016,0.1016,near,0.0556,4.3908,4.2892,4.4464,3.2395,0.068,0.72,44,270,180.0,180.0,8.0,4.0,4.0,1,good
2022-23,FAIL,27,rates_v2b_packaged,262,Iheanacho,FWD,95,Mbeumo,FWD,-0.992,0.992,large,0.8588,3.0412,4.0332,3.9,2.6727,0.0312,0.72,62,301,75.0,167.0,2.0,4.0,-2.0,1,bad
2022-23,FAIL,29,rates_v2b_packaged,256,Ricardo,DEF,628,Aurier,DEF,-0.9016,0.9016,large,1.4336,4.1736,5.0752,5.6072,3.1579,0.0656,0.72,43,275,50.0,0.0,8.0,0.0,8.0,0,not_both60
2022-23,FAIL,30,rates_v2b_packaged,256,Ricardo,DEF,280,Van Dijk,DEF,-0.6688,0.6688,mid,0.8256,2.3996,3.0684,3.2252,2.4187,0.0084,0.72,43,320,57.0,90.0,1.0,0.0,1.0,0,not_both60
2022-23,FAIL,30,rates_v2b_packaged,81,Raya,GKP,355,Dubravka,GKP,0.0352,0.0352,near,0.0,3.804,3.7688,3.804,2.5879,0.0108,0.85,49,540,90.0,0.0,0.0,0.0,0.0,0,not_both60
2022-23,FAIL,30,rates_v2b_packaged,124,Mitoma,MID,116,Mac Allister,MID,0.0016,0.0016,near,0.0,3.0768,3.0752,3.0768,2.6397,0.0224,0.72,56,430,90.0,90.0,2.0,2.0,0.0,1,tie
2022-23,FAIL,32,rates_v2b_packaged,288,Diogo Jota,FWD,40,Watkins,FWD,-0.3672,0.3672,mid,0.6824,2.7664,3.1336,3.4488,2.5911,0.0268,0.72,87,300,80.0,90.0,13.0,2.0,11.0,1,good
2022-23,FAIL,33,rates_v2b_packaged,288,Diogo Jota,FWD,427,Kane,FWD,-0.644,0.644,mid,0.59,2.9168,3.5608,3.5068,2.6162,0.0268,0.72,88,380,58.0,90.0,1.0,11.0,-10.0,0,not_both60
2022-23,FAIL,33,rates_v2b_packaged,285,Alexander-Arnold,DEF,39,Mings,DEF,0.1972,0.1972,near,0.0,3.0072,2.81,3.0072,2.5908,0.0164,0.82,75,360,90.0,90.0,5.0,15.0,-10.0,1,bad
2022-23,FAIL,35,rates_v2b_packaged,303,Mahrez,MID,124,Mitoma,MID,-0.0672,0.0672,near,0.6312,3.462,3.5292,4.0932,3.1243,0.0472,0.72,73,280,90.0,90.0,10.0,5.0,5.0,1,good
2022-23,FAIL,36,rates_v2b_packaged,356,Wilson,FWD,40,Watkins,FWD,2.4512,2.4512,large,0.1416,5.8848,3.4336,6.0264,3.9754,0.178,0.68,71,232,162.0,90.0,24.0,4.0,20.0,1,good
2022-23,FAIL,36,rates_v2b_packaged,342,Dalot,DEF,366,Schär,DEF,-2.5432,2.5432,large,0.0,3.4056,5.9488,3.4056,2.9615,0.0332,0.82,48,273,0.0,180.0,0.0,2.0,-2.0,0,not_both60
2023-24,PASS,1,rates_v2b_packaged,26,Trossard,MID,396,Rashford,MID,-0.5024,0.5024,mid,0.856,2.66,3.1624,3.516,2.5172,0.018,0.72,70,0,17.0,87.0,1.0,3.0,-2.0,0,not_both60
2023-24,PASS,1,rates_v2b_packaged,26,Trossard,MID,14,Ødegaard,MID,-0.4068,0.4068,mid,0.856,2.66,3.0668,3.516,2.5172,0.018,0.72,70,0,17.0,90.0,1.0,2.0,-1.0,0,not_both60
2023-24,PASS,1,rates_v2b_packaged,294,Diogo J.,MID,396,Rashford,MID,-0.5552,0.5552,mid,1.2764,2.6072,3.1624,3.8836,2.4841,0.02,0.72,80,0,65.0,87.0,1.0,3.0,-2.0,1,bad
2023-24,PASS,1,rates_v2b_packaged,294,Diogo J.,MID,14,Ødegaard,MID,-0.4596,0.4596,mid,1.2764,2.6072,3.0668,3.8836,2.4841,0.02,0.72,80,0,65.0,90.0,1.0,2.0,-1.0,1,bad
2023-24,PASS,2,rates_v2b_packaged,433,Wilson,FWD,355,Haaland,FWD,-1.4488,1.4488,large,0.4252,2.8648,4.3136,3.29,2.7568,0.0372,0.72,80,22,24.0,90.0,1.0,2.0,-1.0,0,not_both60
2023-24,PASS,2,rates_v2b_packaged,290,Alexander-Arnold,DEF,368,Stones,DEF,0.0852,0.0852,near,0.4828,2.7512,2.666,3.234,2.7776,0.0228,0.72,80,90,75.0,0.0,2.0,0.0,2.0,0,not_both60
2023-24,PASS,2,rates_v2b_packaged,294,Diogo J.,MID,236,Olise,MID,-0.4528,0.4528,mid,1.4668,2.7976,3.2504,4.2644,2.6963,0.0276,0.72,80,65,75.0,0.0,12.0,0.0,12.0,0,not_both60
2023-24,PASS,2,rates_v2b_packaged,294,Diogo J.,MID,664,Ward-Prowse,MID,-0.3624,0.3624,mid,1.4668,2.7976,3.16,4.2644,2.6963,0.0276,0.72,80,65,75.0,80.0,12.0,9.0,3.0,1,good
2023-24,PASS,2,rates_v2b_packaged,526,Bowen,MID,236,Olise,MID,-0.6492,0.6492,mid,0.8116,2.6012,3.2504,3.4128,2.522,0.0248,0.72,70,90,90.0,0.0,2.0,0.0,2.0,0,not_both60
2023-24,PASS,2,rates_v2b_packaged,526,Bowen,MID,664,Ward-Prowse,MID,-0.5588,0.5588,mid,0.8116,2.6012,3.16,3.4128,2.522,0.0248,0.72,70,90,90.0,80.0,2.0,9.0,-7.0,1,bad
2023-24,PASS,3,rates_v2b_packaged,433,Wilson,FWD,8,G.Jesus,FWD,-0.1148,0.1148,near,0.6224,3.0936,3.2084,3.716,3.0335,0.0508,0.72,79,46,18.0,1.0,1.0,1.0,0.0,0,not_both60
2023-24,PASS,3,rates_v2b_packaged,433,Wilson,FWD,355,Haaland,FWD,-0.6296,0.6296,mid,0.6224,3.0936,3.7232,3.716,3.0335,0.0508,0.72,79,46,18.0,90.0,1.0,4.0,-3.0,0,not_both60
2023-24,PASS,3,rates_v2b_packaged,195,Chilwell,DEF,198,Cucurella,DEF,-0.2432,0.2432,near,0.6488,1.7568,2.0,2.4056,2.4979,0.014,0.45,57,149,85.0,0.0,6.0,0.0,6.0,0,not_both60
2023-24,PASS,3,rates_v2b_packaged,308,Salah,MID,236,Olise,MID,0.5956,0.5956,mid,0.542,3.5804,2.9848,4.1224,3.4324,0.0624,0.72,125,161,90.0,0.0,5.0,0.0,5.0,0,not_both60
2023-24,PASS,3,rates_v2b_packaged,294,Diogo J.,MID,236,Olise,MID,-0.3832,0.3832,mid,1.1492,2.6016,2.9848,3.7508,2.4657,0.0164,0.72,80,140,32.0,0.0,4.0,0.0,4.0,0,not_both60
2023-24,PASS,5,rates_v2b_packaged,195,Chilwell,DEF,439,Boly,DEF,-0.0148,0.0148,near,0.6892,2.4144,2.4292,3.1036,2.5916,0.0144,0.72,58,295,10.0,0.0,0.0,0.0,0.0,0,not_both60
2023-24,PASS,5,rates_v2b_packaged,195,Chilwell,DEF,511,Romero,DEF,-0.0272,0.0272,near,0.6892,2.4144,2.4416,3.1036,2.5916,0.0144,0.72,58,295,10.0,90.0,0.0,2.0,-2.0,0,not_both60
2023-24,PASS,5,rates_v2b_packaged,430,Trippier,DEF,439,Boly,DEF,0.0156,0.0156,near,0.3192,2.4448,2.4292,2.764,2.5457,0.0128,0.72,65,360,90.0,0.0,8.0,0.0,8.0,0,not_both60
2023-24,PASS,5,rates_v2b_packaged,430,Trippier,DEF,511,Romero,DEF,0.0032,0.0032,near,0.3192,2.4448,2.4416,2.764,2.5457,0.0128,0.72,65,360,90.0,90.0,8.0,2.0,6.0,1,good
2023-24,PASS,5,rates_v2b_packaged,294,Diogo J.,MID,226,Eze,MID,-0.3512,0.3512,mid,1.178,2.706,3.0572,3.884,2.5989,0.0248,0.72,79,197,55.0,90.0,1.0,1.0,0.0,0,not_both60
2023-24,PASS,5,rates_v2b_packaged,294,Diogo J.,MID,396,Rashford,MID,-0.53,0.53,mid,1.178,2.706,3.236,3.884,2.5989,0.0248,0.72,79,197,55.0,90.0,1.0,2.0,-1.0,0,not_both60
2023-24,PASS,5,rates_v2b_packaged,294,Diogo J.,MID,504,Maddison,MID,-0.6516,0.6516,mid,1.178,2.706,3.3576,3.884,2.5989,0.0248,0.72,79,197,55.0,90.0,1.0,1.0,0.0,0,not_both60
2023-24,PASS,5,rates_v2b_packaged,526,Bowen,MID,226,Eze,MID,-0.0172,0.0172,near,0.618,3.04,3.0572,3.658,2.8813,0.0368,0.72,71,360,90.0,90.0,2.0,1.0,1.0,1,good
2023-24,PASS,5,rates_v2b_packaged,526,Bowen,MID,396,Rashford,MID,-0.196,0.196,near,0.618,3.04,3.236,3.658,2.8813,0.0368,0.72,71,360,90.0,90.0,2.0,2.0,0.0,1,tie
2023-24,PASS,5,rates_v2b_packaged,526,Bowen,MID,504,Maddison,MID,-0.3176,0.3176,mid,0.618,3.04,3.3576,3.658,2.8813,0.0368,0.72,71,360,90.0,90.0,2.0,1.0,1.0,1,good
2023-24,PASS,5,rates_v2b_packaged,308,Salah,MID,226,Eze,MID,0.4116,0.4116,mid,0.4564,3.4688,3.0572,3.9252,3.4371,0.0628,0.72,125,341,90.0,90.0,10.0,1.0,9.0,1,good
2023-24,PASS,5,rates_v2b_packaged,308,Salah,MID,396,Rashford,MID,0.2328,0.2328,near,0.4564,3.4688,3.236,3.9252,3.4371,0.0628,0.72,125,341,90.0,90.0,10.0,2.0,8.0,1,good
2023-24,PASS,5,rates_v2b_packaged,308,Salah,MID,504,Maddison,MID,0.1112,0.1112,near,0.4564,3.4688,3.3576,3.9252,3.4371,0.0628,0.72,125,341,90.0,90.0,10.0,1.0,9.0,1,good
2023-24,PASS,5,rates_v2b_packaged,13,Nketiah,FWD,355,Haaland,FWD,-1.8824,1.8824,large,1.0836,2.0704,3.9528,3.154,1.9021,0.0064,0.72,56,270,65.0,90.0,2.0,6.0,-4.0,1,bad
2023-24,PASS,6,rates_v2b_packaged,226,Eze,MID,664,Ward-Prowse,MID,-0.0384,0.0384,near,0.1736,2.8508,2.8892,3.0244,2.745,0.0276,0.72,63,360,90.0,90.0,3.0,2.0,1.0,1,good
2023-24,PASS,6,rates_v2b_packaged,226,Eze,MID,349,De Bruyne,MID,-0.7432,0.7432,mid,0.1736,2.8508,3.594,3.0244,2.745,0.0276,0.72,63,360,90.0,0.0,3.0,0.0,3.0,0,not_both60
2023-24,PASS,7,rates_v2b_packaged,433,Wilson,FWD,355,Haaland,FWD,-1.0096,1.0096,large,0.4964,3.4888,4.4984,3.9852,3.4224,0.08,0.72,78,209,0.0,90.0,0.0,2.0,-2.0,0,not_both60
2023-24,PASS,7,rates_v2b_packaged,506,Pedro Porro,DEF,220,Andersen,DEF,-0.2972,0.2972,mid,0.662,2.5028,2.8,3.1648,2.5426,0.0116,0.72,50,360,90.0,90.0,7.0,15.0,-8.0,1,bad
2023-24,PASS,7,rates_v2b_packaged,526,Bowen,MID,165,Cullen,MID,0.076,0.076,near,0.5672,3.4852,3.4092,4.0524,3.1885,0.05,0.72,72,360,90.0,180.0,9.0,4.0,5.0,1,good
2023-24,PASS,8,rates_v2b_packaged,13,Nketiah,FWD,326,Morris,FWD,-0.814,0.814,large,1.1176,2.3892,3.2032,3.5068,2.1691,0.0136,0.72,55,298,74.0,90.0,2.0,1.0,1.0,1,good
2023-24,PASS,8,rates_v2b_packaged,228,Guéhi,DEF,281,Ream,DEF,-0.0572,0.0572,near,0.0812,2.8008,2.858,2.882,2.546,0.0092,0.72,45,270,90.0,90.0,9.0,2.0,7.0,1,good
2023-24,PASS,8,rates_v2b_packaged,516,Son,MID,14,Ødegaard,MID,-0.0112,0.0112,near,0.422,3.6804,3.6916,4.1024,3.2457,0.058,0.72,94,296,75.0,90.0,3.0,3.0,0.0,1,tie
2023-24,PASS,9,rates_v2b_packaged,433,Wilson,FWD,355,Haaland,FWD,-1.5904,1.5904,large,0.6112,3.2484,4.8388,3.8596,3.2733,0.0752,0.72,78,163,69.0,90.0,6.0,8.0,-2.0,1,bad
2023-24,PASS,9,rates_v2b_packaged,506,Pedro Porro,DEF,584,Pau,DEF,0.0628,0.0628,near,0.6056,2.8408,2.778,3.4464,2.7746,0.0204,0.72,52,360,90.0,90.0,6.0,2.0,4.0,1,good
2023-24,PASS,9,rates_v2b_packaged,506,Pedro Porro,DEF,220,Andersen,DEF,-0.0176,0.0176,near,0.6056,2.8408,2.8584,3.4464,2.7746,0.0204,0.72,52,360,90.0,90.0,6.0,0.0,6.0,1,good
2023-24,PASS,9,rates_v2b_packaged,506,Pedro Porro,DEF,439,Boly,DEF,-0.008,0.008,near,0.6056,2.8408,2.8488,3.4464,2.7746,0.0204,0.72,52,360,90.0,77.0,6.0,6.0,0.0,1,tie
2023-24,PASS,9,rates_v2b_packaged,307,Robertson,DEF,584,Pau,DEF,-0.0592,0.0592,near,0.3984,2.7188,2.778,3.1172,2.7273,0.0196,0.72,66,360,0.0,90.0,0.0,2.0,-2.0,0,not_both60
2023-24,PASS,9,rates_v2b_packaged,307,Robertson,DEF,220,Andersen,DEF,-0.1396,0.1396,near,0.3984,2.7188,2.8584,3.1172,2.7273,0.0196,0.72,66,360,0.0,90.0,0.0,0.0,0.0,0,not_both60
2023-24,PASS,9,rates_v2b_packaged,307,Robertson,DEF,439,Boly,DEF,-0.13,0.13,near,0.3984,2.7188,2.8488,3.1172,2.7273,0.0196,0.72,66,360,0.0,77.0,0.0,6.0,-6.0,0,not_both60
2023-24,PASS,9,rates_v2b_packaged,430,Trippier,DEF,584,Pau,DEF,0.48,0.48,mid,0.2728,3.258,2.778,3.5308,2.9773,0.028,0.72,69,339,68.0,90.0,10.0,2.0,8.0,1,good
2023-24,PASS,9,rates_v2b_packaged,430,Trippier,DEF,220,Andersen,DEF,0.3996,0.3996,mid,0.2728,3.258,2.8584,3.5308,2.9773,0.028,0.72,69,339,68.0,90.0,10.0,0.0,10.0,1,good
2023-24,PASS,9,rates_v2b_packaged,430,Trippier,DEF,439,Boly,DEF,0.4092,0.4092,mid,0.2728,3.258,2.8488,3.5308,2.9773,0.028,0.72,69,339,68.0,77.0,10.0,6.0,4.0,1,good
2023-24,PASS,10,rates_v2b_packaged,307,Robertson,DEF,197,Colwill,DEF,-0.0928,0.0928,near,0.3856,2.828,2.9208,3.2136,2.7924,0.024,0.72,65,270,0.0,90.0,0.0,1.0,-1.0,0,not_both60
2023-24,PASS,10,rates_v2b_packaged,291,A.Becker,GKP,275,Leno,GKP,0.052,0.052,near,-0.0164,3.6668,3.6148,3.6504,2.5655,0.0072,0.85,55,360,90.0,90.0,7.0,3.0,4.0,1,good
2023-24,PASS,10,rates_v2b_packaged,60,Watkins,FWD,355,Haaland,FWD,-0.8184,0.8184,large,0.024,3.4284,4.2468,3.4524,3.0144,0.0412,0.72,83,360,90.0,90.0,2.0,16.0,-14.0,1,bad
2023-24,PASS,11,rates_v2b_packaged,506,Pedro Porro,DEF,112,Pinnock,DEF,-0.0504,0.0504,near,0.4852,2.7924,2.8428,3.2776,2.766,0.0216,0.72,52,360,90.0,90.0,0.0,1.0,-1.0,1,bad
2023-24,PASS,11,rates_v2b_packaged,506,Pedro Porro,DEF,265,Tarkowski,DEF,-0.0056,0.0056,near,0.4852,2.7924,2.798,3.2776,2.766,0.0216,0.72,52,360,90.0,90.0,0.0,1.0,-1.0,1,bad
