season,ctrl_mae60,treat_mae60,ctrl_xicap_mean,treat_xicap_mean,ctrl_xi0,treat_xi0,ctrl_xi0_n,treat_xi0_n,n_swaps,left_blank_pct,entered_blank_pct,mae60_ok,xicap_ok,xi0_ok
2022-23,2.576271,2.577888,57.108108,56.72973,11.547912,10.565111,407,407,26,42.307692,26.923077,False,False,True
2023-24,2.481614,2.482961,53.684211,53.763158,11.004785,10.76555,418,418,16,25.0,18.75,False,True,True
2024-25,2.399644,2.401209,56.578947,56.763158,10.526316,9.330144,418,418,14,42.857143,7.142857,False,True,True
2025-26,2.572005,2.573427,50.394737,51.842105,14.114833,13.397129,418,418,20,50.0,35.0,False,True,True
