season,e024_gate,gw,enter_id,enter_name,enter_pos,left_id,left_name,left_pos,du,dpts,enter_u,left_u,enter_pts,left_pts,enter_mins,left_mins,enter_mu_delta,both60,both_play,model_pref_enter,actual_pref_enter,tie_pts
2022-23,FAIL,17,16,Gabriel,DEF,342,Dalot,DEF,0.1188,2.0,2.702,2.5832,2.0,0.0,90.0,0.0,0.164,0,0,1,1,0
2022-23,FAIL,17,16,Gabriel,DEF,519,Eriksen,MID,0.1588,-3.0,2.702,2.5432,2.0,5.0,90.0,76.0,0.164,1,1,1,0,0
2022-23,FAIL,17,42,Buendía,MID,257,Amartey,DEF,0.326,1.0,2.8776,2.5516,2.0,1.0,85.0,90.0,0.494,1,1,1,1,0
2022-23,FAIL,17,42,Buendía,MID,258,Castagne,DEF,0.2176,1.0,2.8776,2.66,2.0,1.0,85.0,90.0,0.494,1,1,1,1,0
2022-23,FAIL,17,42,Buendía,MID,342,Dalot,DEF,0.2944,2.0,2.8776,2.5832,2.0,0.0,85.0,0.0,0.494,0,0,1,1,0
2022-23,FAIL,17,42,Buendía,MID,519,Eriksen,MID,0.3344,-3.0,2.8776,2.5432,2.0,5.0,85.0,76.0,0.494,1,1,1,0,0
2022-23,FAIL,17,171,Olise,MID,257,Amartey,DEF,0.5736,1.0,3.1252,2.5516,2.0,1.0,83.0,90.0,0.8112,1,1,1,1,0
2022-23,FAIL,17,171,Olise,MID,258,Castagne,DEF,0.4652,1.0,3.1252,2.66,2.0,1.0,83.0,90.0,0.8112,1,1,1,1,0
2022-23,FAIL,17,171,Olise,MID,342,Dalot,DEF,0.542,2.0,3.1252,2.5832,2.0,0.0,83.0,0.0,0.8112,0,0,1,1,0
2022-23,FAIL,17,171,Olise,MID,519,Eriksen,MID,0.582,-3.0,3.1252,2.5432,2.0,5.0,83.0,76.0,0.8112,1,1,1,0,0
2022-23,FAIL,17,141,Chalobah,DEF,257,Amartey,DEF,0.1136,0.0,2.6652,2.5516,1.0,1.0,2.0,90.0,0.5076,0,1,1,0,1
2022-23,FAIL,17,141,Chalobah,DEF,258,Castagne,DEF,0.0052,0.0,2.6652,2.66,1.0,1.0,2.0,90.0,0.5076,0,1,1,0,1
2022-23,FAIL,17,141,Chalobah,DEF,342,Dalot,DEF,0.082,1.0,2.6652,2.5832,1.0,0.0,2.0,0.0,0.5076,0,0,1,1,0
2022-23,FAIL,17,141,Chalobah,DEF,519,Eriksen,MID,0.122,-4.0,2.6652,2.5432,1.0,5.0,2.0,76.0,0.5076,0,1,1,0,0
2022-23,FAIL,18,288,Diogo Jota,FWD,680,Gakpo,MID,-0.206,0.0,2.5832,2.7892,0.0,0.0,0.0,0.0,1.0292,0,0,0,0,1
2022-23,FAIL,18,288,Diogo Jota,FWD,369,Almirón,MID,0.132,-3.0,2.5832,2.4512,0.0,3.0,0.0,83.0,1.0292,0,0,1,0,0
2022-23,FAIL,18,288,Diogo Jota,FWD,427,Kane,FWD,-0.2352,-2.0,2.5832,2.8184,0.0,2.0,0.0,90.0,1.0292,0,0,0,0,0
2022-23,FAIL,18,288,Diogo Jota,FWD,470,Diop,DEF,0.0468,-2.0,2.5832,2.5364,0.0,2.0,0.0,90.0,1.0292,0,0,1,0,0
2022-23,FAIL,18,300,Gündogan,MID,680,Gakpo,MID,0.3732,1.0,3.1624,2.7892,1.0,0.0,3.0,0.0,0.5716,0,0,1,1,0
2022-23,FAIL,18,300,Gündogan,MID,369,Almirón,MID,0.7112,-2.0,3.1624,2.4512,1.0,3.0,3.0,83.0,0.5716,0,1,1,0,0
2022-23,FAIL,18,300,Gündogan,MID,427,Kane,FWD,0.344,-1.0,3.1624,2.8184,1.0,2.0,3.0,90.0,0.5716,0,1,1,0,0
2022-23,FAIL,18,300,Gündogan,MID,470,Diop,DEF,0.626,-1.0,3.1624,2.5364,1.0,2.0,3.0,90.0,0.5716,0,1,1,0,0
2022-23,FAIL,18,285,Alexander-Arnold,DEF,680,Gakpo,MID,0.3252,8.0,3.1144,2.7892,8.0,0.0,85.0,0.0,0.4312,0,0,1,1,0
2022-23,FAIL,18,285,Alexander-Arnold,DEF,369,Almirón,MID,0.6632,5.0,3.1144,2.4512,8.0,3.0,85.0,83.0,0.4312,1,1,1,1,0
2022-23,FAIL,18,285,Alexander-Arnold,DEF,427,Kane,FWD,0.296,6.0,3.1144,2.8184,8.0,2.0,85.0,90.0,0.4312,1,1,1,1,0
2022-23,FAIL,18,285,Alexander-Arnold,DEF,470,Diop,DEF,0.578,6.0,3.1144,2.5364,8.0,2.0,85.0,90.0,0.4312,1,1,1,1,0
2022-23,FAIL,18,464,Benrahma,MID,680,Gakpo,MID,0.264,2.0,3.0532,2.7892,2.0,0.0,90.0,0.0,0.8088,0,0,1,1,0
2022-23,FAIL,18,464,Benrahma,MID,369,Almirón,MID,0.602,-1.0,3.0532,2.4512,2.0,3.0,90.0,83.0,0.8088,1,1,1,0,0
2022-23,FAIL,18,464,Benrahma,MID,427,Kane,FWD,0.2348,0.0,3.0532,2.8184,2.0,2.0,90.0,90.0,0.8088,1,1,1,0,1
2022-23,FAIL,18,464,Benrahma,MID,470,Diop,DEF,0.5168,0.0,3.0532,2.5364,2.0,2.0,90.0,90.0,0.8088,1,1,1,0,1
2022-23,FAIL,19,171,Olise,MID,257,Amartey,DEF,0.728,0.0,3.1668,2.4388,2.0,2.0,72.0,90.0,0.6812,1,1,1,0,1
2022-23,FAIL,20,513,Lenglet,DEF,169,Eze,MID,-0.3424,-1.0,4.6312,4.9736,1.0,2.0,99.0,103.0,0.0,1,1,0,0,0
2022-23,FAIL,20,513,Lenglet,DEF,302,Stones,DEF,-0.5216,0.0,4.6312,5.1528,1.0,1.0,99.0,90.0,0.0,1,1,0,0,1
2022-23,FAIL,20,300,Gündogan,MID,169,Eze,MID,0.954,0.0,5.9276,4.9736,2.0,2.0,80.0,103.0,0.8296,1,1,1,0,1
2022-23,FAIL,20,300,Gündogan,MID,302,Stones,DEF,0.7748,1.0,5.9276,5.1528,2.0,1.0,80.0,90.0,0.8296,1,1,1,1,0
2022-23,FAIL,21,357,Trippier,DEF,680,Gakpo,MID,-0.208,5.0,2.702,2.91,8.0,3.0,90.0,81.0,0.082,1,1,0,1,0
2022-23,FAIL,21,357,Trippier,DEF,302,Stones,DEF,-0.1172,0.0,2.702,2.8192,8.0,8.0,90.0,90.0,0.082,1,1,0,0,1
2022-23,FAIL,21,357,Trippier,DEF,335,Rashford,MID,-0.1732,1.0,2.702,2.8752,8.0,7.0,90.0,90.0,0.082,1,1,0,1,0
2022-23,FAIL,21,357,Trippier,DEF,628,Aurier,DEF,0.1216,6.0,2.702,2.5804,8.0,2.0,90.0,74.0,0.082,1,1,1,1,0
2022-23,FAIL,21,357,Trippier,DEF,283,Salah,MID,-0.4696,5.0,2.702,3.1716,8.0,3.0,90.0,90.0,0.082,1,1,0,1,0
2022-23,FAIL,21,171,Olise,MID,680,Gakpo,MID,0.0176,-3.0,2.9276,2.91,0.0,3.0,25.0,81.0,0.452,0,1,1,0,0
2022-23,FAIL,21,171,Olise,MID,302,Stones,DEF,0.1084,-8.0,2.9276,2.8192,0.0,8.0,25.0,90.0,0.452,0,1,1,0,0
2022-23,FAIL,21,171,Olise,MID,335,Rashford,MID,0.0524,-7.0,2.9276,2.8752,0.0,7.0,25.0,90.0,0.452,0,1,1,0,0
2022-23,FAIL,21,171,Olise,MID,628,Aurier,DEF,0.3472,-2.0,2.9276,2.5804,0.0,2.0,25.0,74.0,0.452,0,1,1,0,0
2022-23,FAIL,21,171,Olise,MID,283,Salah,MID,-0.244,-3.0,2.9276,3.1716,0.0,3.0,25.0,90.0,0.452,0,1,0,0,0
2022-23,FAIL,21,301,De Bruyne,MID,680,Gakpo,MID,0.438,3.0,3.348,2.91,6.0,3.0,76.0,81.0,0.2408,1,1,1,1,0
2022-23,FAIL,21,301,De Bruyne,MID,302,Stones,DEF,0.5288,-2.0,3.348,2.8192,6.0,8.0,76.0,90.0,0.2408,1,1,1,0,0
2022-23,FAIL,21,301,De Bruyne,MID,335,Rashford,MID,0.4728,-1.0,3.348,2.8752,6.0,7.0,76.0,90.0,0.2408,1,1,1,0,0
2022-23,FAIL,21,301,De Bruyne,MID,628,Aurier,DEF,0.7676,4.0,3.348,2.5804,6.0,2.0,76.0,74.0,0.2408,1,1,1,1,0
2022-23,FAIL,21,301,De Bruyne,MID,283,Salah,MID,0.1764,3.0,3.348,3.1716,6.0,3.0,76.0,90.0,0.2408,1,1,1,1,0
2022-23,FAIL,21,278,Chamberlain,MID,680,Gakpo,MID,0.1404,-3.0,3.0504,2.91,0.0,3.0,0.0,81.0,0.8004,0,0,1,0,0
2022-23,FAIL,21,278,Chamberlain,MID,302,Stones,DEF,0.2312,-8.0,3.0504,2.8192,0.0,8.0,0.0,90.0,0.8004,0,0,1,0,0
2022-23,FAIL,21,278,Chamberlain,MID,335,Rashford,MID,0.1752,-7.0,3.0504,2.8752,0.0,7.0,0.0,90.0,0.8004,0,0,1,0,0
2022-23,FAIL,21,278,Chamberlain,MID,628,Aurier,DEF,0.47,-2.0,3.0504,2.5804,0.0,2.0,0.0,74.0,0.8004,0,0,1,0,0
2022-23,FAIL,21,278,Chamberlain,MID,283,Salah,MID,-0.1212,-3.0,3.0504,3.1716,0.0,3.0,0.0,90.0,0.8004,0,0,0,0,0
2022-23,FAIL,21,222,Ayling,DEF,680,Gakpo,MID,-0.2264,5.0,2.6836,2.91,8.0,3.0,90.0,81.0,0.3916,1,1,0,1,0
2022-23,FAIL,21,222,Ayling,DEF,302,Stones,DEF,-0.1356,0.0,2.6836,2.8192,8.0,8.0,90.0,90.0,0.3916,1,1,0,0,1
2022-23,FAIL,21,222,Ayling,DEF,335,Rashford,MID,-0.1916,1.0,2.6836,2.8752,8.0,7.0,90.0,90.0,0.3916,1,1,0,1,0
2022-23,FAIL,21,222,Ayling,DEF,628,Aurier,DEF,0.1032,6.0,2.6836,2.5804,8.0,2.0,90.0,74.0,0.3916,1,1,1,1,0
2022-23,FAIL,21,222,Ayling,DEF,283,Salah,MID,-0.488,5.0,2.6836,3.1716,8.0,3.0,90.0,90.0,0.3916,1,1,0,1,0
2022-23,FAIL,22,135,Ziyech,MID,7,Ødegaard,MID,0.2168,-1.0,3.166,2.9492,1.0,2.0,59.0,76.0,0.876,0,1,1,0,0
2022-23,FAIL,23,171,Olise,MID,16,Gabriel,DEF,-2.1988,-1.0,2.8468,5.0456,2.0,3.0,83.0,180.0,0.34,1,1,0,0,0
2022-23,FAIL,23,171,Olise,MID,2,Leno,GKP,-0.9208,-4.0,2.8468,3.7676,2.0,6.0,83.0,90.0,0.34,1,1,0,0,0
2022-23,FAIL,23,171,Olise,MID,124,Mitoma,MID,0.0868,0.0,2.8468,2.76,2.0,2.0,83.0,90.0,0.34,1,1,1,0,1
2022-23,FAIL,23,171,Olise,MID,335,Rashford,MID,-0.0616,-6.0,2.8468,2.9084,2.0,8.0,83.0,90.0,0.34,1,1,0,0,0
2022-23,FAIL,23,222,Ayling,DEF,16,Gabriel,DEF,-2.2184,-2.0,2.8272,5.0456,1.0,3.0,90.0,180.0,0.3392,1,1,0,0,0
2022-23,FAIL,23,222,Ayling,DEF,2,Leno,GKP,-0.9404,-5.0,2.8272,3.7676,1.0,6.0,90.0,90.0,0.3392,1,1,0,0,0
2022-23,FAIL,23,222,Ayling,DEF,124,Mitoma,MID,0.0672,-1.0,2.8272,2.76,1.0,2.0,90.0,90.0,0.3392,1,1,1,0,0
2022-23,FAIL,23,222,Ayling,DEF,335,Rashford,MID,-0.0812,-7.0,2.8272,2.9084,1.0,8.0,90.0,90.0,0.3392,1,1,0,0,0
2022-23,FAIL,23,446,Kulusevski,MID,16,Gabriel,DEF,-1.7448,-1.0,3.3008,5.0456,2.0,3.0,78.0,180.0,0.6856,1,1,0,0,0
2022-23,FAIL,23,446,Kulusevski,MID,2,Leno,GKP,-0.4668,-4.0,3.3008,3.7676,2.0,6.0,78.0,90.0,0.6856,1,1,0,0,0
2022-23,FAIL,23,446,Kulusevski,MID,124,Mitoma,MID,0.5408,0.0,3.3008,2.76,2.0,2.0,78.0,90.0,0.6856,1,1,1,0,1
2022-23,FAIL,23,446,Kulusevski,MID,335,Rashford,MID,0.3924,-6.0,3.3008,2.9084,2.0,8.0,78.0,90.0,0.6856,1,1,1,0,0
2022-23,FAIL,23,15,Ramsdale,GKP,16,Gabriel,DEF,1.186,0.0,6.2316,5.0456,3.0,3.0,180.0,180.0,0.0,1,1,1,0,1
2022-23,FAIL,23,15,Ramsdale,GKP,2,Leno,GKP,2.464,-3.0,6.2316,3.7676,3.0,6.0,180.0,90.0,0.0,1,1,1,0,0
2022-23,FAIL,23,15,Ramsdale,GKP,124,Mitoma,MID,3.4716,1.0,6.2316,2.76,3.0,2.0,180.0,90.0,0.0,1,1,1,1,0
2022-23,FAIL,23,15,Ramsdale,GKP,335,Rashford,MID,3.3232,-5.0,6.2316,2.9084,3.0,8.0,180.0,90.0,0.0,1,1,1,0,0
2022-23,FAIL,24,128,Thiago Silva,DEF,92,Pinnock,DEF,0.0076,-2.0,2.6776,2.67,0.0,2.0,0.0,90.0,0.0,0,0,1,0,0
2022-23,FAIL,24,128,Thiago Silva,DEF,333,Fernandes,MID,-0.1284,-12.0,2.6776,2.806,0.0,12.0,0.0,90.0,0.0,0,0,0,0,0
2022-23,FAIL,24,128,Thiago Silva,DEF,7,Ødegaard,MID,-0.1128,-8.0,2.6776,2.7904,0.0,8.0,0.0,90.0,0.0,0,0,0,0,0
2022-23,FAIL,24,11,Nketiah,FWD,92,Pinnock,DEF,0.518,0.0,3.188,2.67,2.0,2.0,90.0,90.0,0.5156,1,1,1,0,1
2022-23,FAIL,24,11,Nketiah,FWD,333,Fernandes,MID,0.382,-10.0,3.188,2.806,2.0,12.0,90.0,90.0,0.5156,1,1,1,0,0
2022-23,FAIL,24,11,Nketiah,FWD,7,Ødegaard,MID,0.3976,-6.0,3.188,2.7904,2.0,8.0,90.0,90.0,0.5156,1,1,1,0,0
2022-23,FAIL,24,446,Kulusevski,MID,92,Pinnock,DEF,0.7744,1.0,3.4444,2.67,3.0,2.0,89.0,90.0,0.7388,1,1,1,1,0
2022-23,FAIL,24,446,Kulusevski,MID,333,Fernandes,MID,0.6384,-9.0,3.4444,2.806,3.0,12.0,89.0,90.0,0.7388,1,1,1,0,0
2022-23,FAIL,24,446,Kulusevski,MID,7,Ødegaard,MID,0.654,-5.0,3.4444,2.7904,3.0,8.0,89.0,90.0,0.7388,1,1,1,0,0
2022-23,FAIL,25,288,Diogo Jota,FWD,285,Alexander-Arnold,DEF,0.656,-6.0,6.1672,5.5112,7.0,13.0,145.0,159.0,1.8748,1,1,1,0,0
2022-23,FAIL,26,333,Fernandes,MID,124,Mitoma,MID,0.302,-11.0,3.2048,2.9028,2.0,13.0,90.0,82.0,0.0,1,1,1,0,0
2022-23,FAIL,26,333,Fernandes,MID,318,Haaland,FWD,-0.0452,-2.0,3.2048,3.25,2.0,4.0,90.0,90.0,0.0,1,1,0,0,0
2022-23,FAIL,26,333,Fernandes,MID,335,Rashford,MID,0.0976,0.0,3.2048,3.1072,2.0,2.0,90.0,84.0,0.0,1,1,1,0,1
2022-23,FAIL,26,262,Iheanacho,FWD,124,Mitoma,MID,0.6772,-11.0,3.58,2.9028,2.0,13.0,90.0,82.0,0.7972,1,1,1,0,0
2022-23,FAIL,26,262,Iheanacho,FWD,318,Haaland,FWD,0.33,-2.0,3.58,3.25,2.0,4.0,90.0,90.0,0.7972,1,1,1,0,0
2022-23,FAIL,26,262,Iheanacho,FWD,335,Rashford,MID,0.4728,0.0,3.58,3.1072,2.0,2.0,90.0,84.0,0.7972,1,1,1,0,1
2022-23,FAIL,26,303,Mahrez,MID,124,Mitoma,MID,0.402,-13.0,3.3048,2.9028,0.0,13.0,0.0,82.0,0.8164,0,0,1,0,0
2022-23,FAIL,26,303,Mahrez,MID,318,Haaland,FWD,0.0548,-4.0,3.3048,3.25,0.0,4.0,0.0,90.0,0.8164,0,0,1,0,0
2022-23,FAIL,26,303,Mahrez,MID,335,Rashford,MID,0.1976,-2.0,3.3048,3.1072,0.0,2.0,0.0,84.0,0.8164,0,0,1,0,0
2022-23,FAIL,27,92,Pinnock,DEF,170,Mitchell,DEF,0.1644,4.0,4.4464,4.282,8.0,4.0,180.0,180.0,0.0556,1,1,1,1,0
2022-23,FAIL,27,92,Pinnock,DEF,95,Mbeumo,FWD,0.4132,4.0,4.4464,4.0332,8.0,4.0,180.0,167.0,0.0556,1,1,1,1,0
2022-23,FAIL,27,262,Iheanacho,FWD,170,Mitchell,DEF,-0.382,-2.0,3.9,4.282,2.0,4.0,75.0,180.0,0.8588,1,1,0,0,0
2022-23,FAIL,27,262,Iheanacho,FWD,95,Mbeumo,FWD,-0.1332,-2.0,3.9,4.0332,2.0,4.0,75.0,167.0,0.8588,1,1,0,0,0
2022-23,FAIL,29,256,Ricardo,DEF,40,Watkins,FWD,0.0544,-9.0,5.6072,5.5528,8.0,17.0,50.0,180.0,1.4336,0,1,1,0,0
2022-23,FAIL,29,256,Ricardo,DEF,628,Aurier,DEF,0.532,8.0,5.6072,5.0752,8.0,0.0,50.0,0.0,1.4336,0,0,1,1,0
2022-23,FAIL,29,464,Benrahma,MID,40,Watkins,FWD,0.1704,-12.0,5.7232,5.5528,5.0,17.0,152.0,180.0,0.5172,1,1,1,0,0
2022-23,FAIL,29,464,Benrahma,MID,628,Aurier,DEF,0.648,5.0,5.7232,5.0752,5.0,0.0,152.0,0.0,0.5172,0,0,1,1,0
2022-23,FAIL,30,256,Ricardo,DEF,280,Van Dijk,DEF,0.1568,1.0,3.2252,3.0684,1.0,0.0,57.0,90.0,0.8256,0,1,1,1,0
2022-23,FAIL,30,256,Ricardo,DEF,355,Dubravka,GKP,-0.5436,1.0,3.2252,3.7688,1.0,0.0,57.0,0.0,0.8256,0,0,0,1,0
2022-23,FAIL,30,256,Ricardo,DEF,116,Mac Allister,MID,0.15,-1.0,3.2252,3.0752,1.0,2.0,57.0,90.0,0.8256,0,1,1,0,0
2022-23,FAIL,30,81,Raya,GKP,280,Van Dijk,DEF,0.7356,0.0,3.804,3.0684,0.0,0.0,90.0,90.0,0.0,1,1,1,0,1
2022-23,FAIL,30,81,Raya,GKP,355,Dubravka,GKP,0.0352,0.0,3.804,3.7688,0.0,0.0,90.0,0.0,0.0,0,0,1,0,1
2022-23,FAIL,30,81,Raya,GKP,116,Mac Allister,MID,0.7288,-2.0,3.804,3.0752,0.0,2.0,90.0,90.0,0.0,1,1,1,0,0
2022-23,FAIL,30,124,Mitoma,MID,280,Van Dijk,DEF,0.0084,2.0,3.0768,3.0684,2.0,0.0,90.0,90.0,0.0,1,1,1,1,0
2022-23,FAIL,30,124,Mitoma,MID,355,Dubravka,GKP,-0.692,2.0,3.0768,3.7688,2.0,0.0,90.0,0.0,0.0,0,0,0,1,0
2022-23,FAIL,30,124,Mitoma,MID,116,Mac Allister,MID,0.0016,0.0,3.0768,3.0752,2.0,2.0,90.0,90.0,0.0,1,1,1,0,1
2022-23,FAIL,32,288,Diogo Jota,FWD,40,Watkins,FWD,0.3152,11.0,3.4488,3.1336,13.0,2.0,80.0,90.0,0.6824,1,1,1,1,0
2022-23,FAIL,33,288,Diogo Jota,FWD,427,Kane,FWD,-0.054,-10.0,3.5068,3.5608,1.0,11.0,58.0,90.0,0.59,0,1,0,0,0
2022-23,FAIL,33,288,Diogo Jota,FWD,39,Mings,DEF,0.6968,-14.0,3.5068,2.81,1.0,15.0,58.0,90.0,0.59,0,1,1,0,0
2022-23,FAIL,33,285,Alexander-Arnold,DEF,427,Kane,FWD,-0.5536,-6.0,3.0072,3.5608,5.0,11.0,90.0,90.0,0.0,1,1,0,0,0
2022-23,FAIL,33,285,Alexander-Arnold,DEF,39,Mings,DEF,0.1972,-10.0,3.0072,2.81,5.0,15.0,90.0,90.0,0.0,1,1,1,0,0
2022-23,FAIL,35,285,Alexander-Arnold,DEF,427,Kane,FWD,-0.1776,-1.0,3.5672,3.7448,7.0,8.0,90.0,90.0,0.0,1,1,0,0,0
2022-23,FAIL,35,285,Alexander-Arnold,DEF,124,Mitoma,MID,0.038,2.0,3.5672,3.5292,7.0,5.0,90.0,90.0,0.0,1,1,1,1,0
2022-23,FAIL,35,303,Mahrez,MID,427,Kane,FWD,0.3484,2.0,4.0932,3.7448,10.0,8.0,90.0,90.0,0.6312,1,1,1,1,0
2022-23,FAIL,35,303,Mahrez,MID,124,Mitoma,MID,0.564,5.0,4.0932,3.5292,10.0,5.0,90.0,90.0,0.6312,1,1,1,1,0
2022-23,FAIL,36,356,Wilson,FWD,40,Watkins,FWD,2.5928,20.0,6.0264,3.4336,24.0,4.0,162.0,90.0,0.1416,1,1,1,1,0
2022-23,FAIL,36,356,Wilson,FWD,366,Schär,DEF,0.0776,22.0,6.0264,5.9488,24.0,2.0,162.0,180.0,0.1416,1,1,1,1,0
2022-23,FAIL,36,342,Dalot,DEF,40,Watkins,FWD,-0.028,-4.0,3.4056,3.4336,0.0,4.0,0.0,90.0,0.0,0,0,0,0,0
2022-23,FAIL,36,342,Dalot,DEF,366,Schär,DEF,-2.5432,-2.0,3.4056,5.9488,0.0,2.0,0.0,180.0,0.0,0,0,0,0,0
2023-24,PASS,1,26,Trossard,MID,396,Rashford,MID,0.1804,-2.0,3.516,3.3356,1.0,3.0,17.0,87.0,0.856,0,1,1,0,0
2023-24,PASS,1,26,Trossard,MID,14,Ødegaard,MID,0.5228,-1.0,3.516,2.9932,1.0,2.0,17.0,90.0,0.856,0,1,1,0,0
2023-24,PASS,1,294,Diogo J.,MID,396,Rashford,MID,0.548,-2.0,3.8836,3.3356,1.0,3.0,65.0,87.0,1.2764,1,1,1,0,0
2023-24,PASS,1,294,Diogo J.,MID,14,Ødegaard,MID,0.8904,-1.0,3.8836,2.9932,1.0,2.0,65.0,90.0,1.2764,1,1,1,0,0
2023-24,PASS,2,433,Wilson,FWD,368,Stones,DEF,0.624,1.0,3.29,2.666,1.0,0.0,24.0,0.0,0.4252,0,0,1,1,0
2023-24,PASS,2,433,Wilson,FWD,355,Haaland,FWD,-0.6044,-1.0,3.29,3.8944,1.0,2.0,24.0,90.0,0.4252,0,1,0,0,0
2023-24,PASS,2,433,Wilson,FWD,236,Olise,MID,0.0396,1.0,3.29,3.2504,1.0,0.0,24.0,0.0,0.4252,0,0,1,1,0
2023-24,PASS,2,433,Wilson,FWD,664,Ward-Prowse,MID,0.13,-8.0,3.29,3.16,1.0,9.0,24.0,80.0,0.4252,0,1,1,0,0
2023-24,PASS,2,290,Alexander-Arnold,DEF,368,Stones,DEF,0.568,2.0,3.234,2.666,2.0,0.0,75.0,0.0,0.4828,0,0,1,1,0
2023-24,PASS,2,290,Alexander-Arnold,DEF,355,Haaland,FWD,-0.6604,0.0,3.234,3.8944,2.0,2.0,75.0,90.0,0.4828,1,1,0,0,1
2023-24,PASS,2,290,Alexander-Arnold,DEF,236,Olise,MID,-0.0164,2.0,3.234,3.2504,2.0,0.0,75.0,0.0,0.4828,0,0,0,1,0
2023-24,PASS,2,290,Alexander-Arnold,DEF,664,Ward-Prowse,MID,0.074,-7.0,3.234,3.16,2.0,9.0,75.0,80.0,0.4828,1,1,1,0,0
2023-24,PASS,2,294,Diogo J.,MID,368,Stones,DEF,1.5984,12.0,4.2644,2.666,12.0,0.0,75.0,0.0,1.4668,0,0,1,1,0
2023-24,PASS,2,294,Diogo J.,MID,355,Haaland,FWD,0.37,10.0,4.2644,3.8944,12.0,2.0,75.0,90.0,1.4668,1,1,1,1,0
2023-24,PASS,2,294,Diogo J.,MID,236,Olise,MID,1.014,12.0,4.2644,3.2504,12.0,0.0,75.0,0.0,1.4668,0,0,1,1,0
2023-24,PASS,2,294,Diogo J.,MID,664,Ward-Prowse,MID,1.1044,3.0,4.2644,3.16,12.0,9.0,75.0,80.0,1.4668,1,1,1,1,0
2023-24,PASS,2,526,Bowen,MID,368,Stones,DEF,0.7468,2.0,3.4128,2.666,2.0,0.0,90.0,0.0,0.8116,0,0,1,1,0
2023-24,PASS,2,526,Bowen,MID,355,Haaland,FWD,-0.4816,0.0,3.4128,3.8944,2.0,2.0,90.0,90.0,0.8116,1,1,0,0,1
2023-24,PASS,2,526,Bowen,MID,236,Olise,MID,0.1624,2.0,3.4128,3.2504,2.0,0.0,90.0,0.0,0.8116,0,0,1,1,0
2023-24,PASS,2,526,Bowen,MID,664,Ward-Prowse,MID,0.2528,-7.0,3.4128,3.16,2.0,9.0,90.0,80.0,0.8116,1,1,1,0,0
2023-24,PASS,3,433,Wilson,FWD,8,G.Jesus,FWD,0.5076,0.0,3.716,3.2084,1.0,1.0,18.0,1.0,0.6224,0,1,1,0,1
2023-24,PASS,3,433,Wilson,FWD,355,Haaland,FWD,0.3612,-3.0,3.716,3.3548,1.0,4.0,18.0,90.0,0.6224,0,1,1,0,0
2023-24,PASS,3,433,Wilson,FWD,236,Olise,MID,0.7312,1.0,3.716,2.9848,1.0,0.0,18.0,0.0,0.6224,0,0,1,1,0
2023-24,PASS,3,433,Wilson,FWD,198,Cucurella,DEF,1.7268,1.0,3.716,1.9892,1.0,0.0,18.0,0.0,0.6224,0,0,1,1,0
2023-24,PASS,3,195,Chilwell,DEF,8,G.Jesus,FWD,-0.8028,5.0,2.4056,3.2084,6.0,1.0,85.0,1.0,0.6488,0,1,0,1,0
2023-24,PASS,3,195,Chilwell,DEF,355,Haaland,FWD,-0.9492,2.0,2.4056,3.3548,6.0,4.0,85.0,90.0,0.6488,1,1,0,1,0
2023-24,PASS,3,195,Chilwell,DEF,236,Olise,MID,-0.5792,6.0,2.4056,2.9848,6.0,0.0,85.0,0.0,0.6488,0,0,0,1,0
2023-24,PASS,3,195,Chilwell,DEF,198,Cucurella,DEF,0.4164,6.0,2.4056,1.9892,6.0,0.0,85.0,0.0,0.6488,0,0,1,1,0
2023-24,PASS,3,308,Salah,MID,8,G.Jesus,FWD,0.914,4.0,4.1224,3.2084,5.0,1.0,90.0,1.0,0.542,0,1,1,1,0
2023-24,PASS,3,308,Salah,MID,355,Haaland,FWD,0.7676,1.0,4.1224,3.3548,5.0,4.0,90.0,90.0,0.542,1,1,1,1,0
2023-24,PASS,3,308,Salah,MID,236,Olise,MID,1.1376,5.0,4.1224,2.9848,5.0,0.0,90.0,0.0,0.542,0,0,1,1,0
2023-24,PASS,3,308,Salah,MID,198,Cucurella,DEF,2.1332,5.0,4.1224,1.9892,5.0,0.0,90.0,0.0,0.542,0,0,1,1,0
2023-24,PASS,3,294,Diogo J.,MID,8,G.Jesus,FWD,0.5424,3.0,3.7508,3.2084,4.0,1.0,32.0,1.0,1.1492,0,1,1,1,0
2023-24,PASS,3,294,Diogo J.,MID,355,Haaland,FWD,0.396,0.0,3.7508,3.3548,4.0,4.0,32.0,90.0,1.1492,0,1,1,0,1
2023-24,PASS,3,294,Diogo J.,MID,236,Olise,MID,0.766,4.0,3.7508,2.9848,4.0,0.0,32.0,0.0,1.1492,0,0,1,1,0
2023-24,PASS,3,294,Diogo J.,MID,198,Cucurella,DEF,1.7616,4.0,3.7508,1.9892,4.0,0.0,32.0,0.0,1.1492,0,0,1,1,0
2023-24,PASS,4,293,Darwin,FWD,259,McNeil,MID,0.3064,7.0,3.1396,2.8332,8.0,1.0,64.0,15.0,0.678,0,1,1,1,0
2023-24,PASS,5,195,Chilwell,DEF,226,Eze,MID,-0.094,-1.0,3.1036,3.1976,0.0,1.0,10.0,90.0,0.6892,0,1,0,0,0
2023-24,PASS,5,195,Chilwell,DEF,355,Haaland,FWD,-0.59,-6.0,3.1036,3.6936,0.0,6.0,10.0,90.0,0.6892,0,1,0,0,0
