season,e024_gate,gw,movement,player_id,web_name,position,season_minutes,recent4_minutes,q,ctrl_mu,treat_mu,packaged_u,mu_delta,had_club_prior,new_club,was_ctrl_captain,was_treat_captain,actual_minutes,blank,actual_points,decision_utility
2022-23,FAIL,26,left,318,Haaland,FWD,1931,386,1.0,3.25,3.25,3.25,0.0,0,1,0,0,90.0,0,4.0,3.25
2022-23,FAIL,26,left,335,Rashford,MID,1954,338,1.0,3.1072,3.1072,3.1072,0.0,1,1,0,0,84.0,0,2.0,3.1072
2022-23,FAIL,26,entered,333,Fernandes,MID,2069,360,1.0,3.2048,3.2048,3.2048,0.0,1,1,0,0,90.0,0,2.0,3.2048
2022-23,FAIL,26,entered,262,Iheanacho,FWD,565,277,1.0,2.7828,3.58,3.58,0.7972,1,1,0,0,90.0,0,2.0,3.58
2022-23,FAIL,26,entered,303,Mahrez,MID,1055,220,1.0,2.4884,3.3048,3.3048,0.8164,1,1,0,0,0.0,1,0.0,3.3048
2022-23,FAIL,27,left,170,Mitchell,DEF,1719,351,1.0,4.2892,4.282,4.282,-0.0072,1,0,0,0,180.0,0,4.0,4.282
2022-23,FAIL,27,left,95,Mbeumo,FWD,1837,250,1.0,4.0332,4.0332,4.0332,0.0,1,1,0,0,167.0,0,4.0,4.0332
2022-23,FAIL,27,entered,92,Pinnock,DEF,1440,270,1.0,4.3908,4.4464,4.4464,0.0556,1,1,0,0,180.0,0,8.0,4.4464
2022-23,FAIL,27,entered,262,Iheanacho,FWD,655,301,1.0,3.0412,3.9,3.9,0.8588,1,1,0,0,75.0,0,2.0,3.9
2022-23,FAIL,29,left,40,Watkins,FWD,2143,348,1.0,5.5528,5.5528,5.5528,0.0,1,0,0,0,180.0,0,17.0,5.5528
2022-23,FAIL,29,left,628,Aurier,DEF,1430,270,1.0,5.0752,5.0752,5.0752,0.0,0,1,0,0,0.0,1,0.0,5.0752
2022-23,FAIL,29,entered,256,Ricardo,DEF,277,275,1.0,4.1736,5.6072,5.6072,1.4336,1,1,0,0,50.0,0,8.0,5.6072
2022-23,FAIL,29,entered,464,Benrahma,MID,1420,217,1.0,5.206,5.7232,5.7232,0.5172,1,0,0,0,152.0,0,5.0,5.7232
2022-23,FAIL,30,left,280,Van Dijk,DEF,2025,270,1.0,3.0684,3.0684,3.0684,0.0,1,1,0,0,90.0,0,0.0,3.0684
2022-23,FAIL,30,left,355,Dubravka,GKP,66,0,0.0,3.7688,3.6924,3.7688,-0.0764,1,1,0,0,0.0,1,0.0,3.7688
2022-23,FAIL,30,left,116,Mac Allister,MID,2065,429,1.0,3.0752,3.0752,3.0752,0.0,1,1,0,0,90.0,0,2.0,3.0752
2022-23,FAIL,30,entered,256,Ricardo,DEF,327,320,1.0,2.3996,3.2252,3.2252,0.8256,1,1,0,0,57.0,0,1.0,3.2252
2022-23,FAIL,30,entered,81,Raya,GKP,2610,540,1.0,3.804,3.804,3.804,0.0,1,1,0,0,90.0,0,0.0,3.804
2022-23,FAIL,30,entered,124,Mitoma,MID,1444,430,1.0,3.0768,3.0768,3.0768,0.0,0,1,0,0,90.0,0,2.0,3.0768
2022-23,FAIL,32,left,40,Watkins,FWD,2503,450,1.0,3.1336,3.1336,3.1336,0.0,1,0,0,0,90.0,0,2.0,3.1336
2022-23,FAIL,32,entered,288,Diogo Jota,FWD,748,300,1.0,2.7664,3.4488,3.4488,0.6824,1,1,0,0,80.0,0,13.0,3.4488
2022-23,FAIL,33,left,427,Kane,FWD,2866,360,1.0,3.5608,3.5608,3.5608,0.0,1,1,0,0,90.0,0,11.0,3.5608
2022-23,FAIL,33,left,39,Mings,DEF,2610,450,1.0,2.81,2.81,2.81,0.0,1,0,0,0,90.0,0,15.0,2.81
2022-23,FAIL,33,entered,288,Diogo Jota,FWD,828,380,1.0,2.9168,3.5068,3.5068,0.59,1,1,0,0,58.0,0,1.0,3.5068
2022-23,FAIL,33,entered,285,Alexander-Arnold,DEF,2292,360,1.0,3.0072,3.0072,3.0072,0.0,1,1,0,0,90.0,0,5.0,3.0072
2022-23,FAIL,35,left,427,Kane,FWD,3046,360,1.0,3.7448,3.7448,3.7448,0.0,1,1,0,0,90.0,0,8.0,3.7448
2022-23,FAIL,35,left,124,Mitoma,MID,1838,304,1.0,3.5292,3.5292,3.5292,0.0,0,1,0,0,90.0,0,5.0,3.5292
2022-23,FAIL,35,entered,285,Alexander-Arnold,DEF,2562,450,1.0,3.5672,3.5672,3.5672,0.0,1,1,0,0,90.0,0,7.0,3.5672
2022-23,FAIL,35,entered,303,Mahrez,MID,1480,280,1.0,3.462,4.0932,4.0932,0.6312,1,1,0,0,90.0,0,10.0,4.0932
2022-23,FAIL,36,left,40,Watkins,FWD,2863,360,1.0,3.4336,3.4336,3.4336,0.0,1,0,0,0,90.0,0,4.0,3.4336
2022-23,FAIL,36,left,366,Schär,DEF,2847,343,1.0,5.9488,5.9488,5.9488,0.0,1,1,0,0,180.0,0,2.0,5.9488
2022-23,FAIL,36,entered,356,Wilson,FWD,1620,232,1.0,5.8848,6.0264,6.0264,0.1416,1,1,0,0,162.0,0,24.0,6.0264
2022-23,FAIL,36,entered,342,Dalot,DEF,2062,273,1.0,3.4056,3.4056,3.4056,0.0,1,1,0,0,0.0,1,0.0,3.4056
2023-24,PASS,1,left,396,Rashford,MID,0,0,1.0,3.1624,3.3356,3.3356,0.1732,1,0,0,0,87.0,0,3.0,3.3356
2023-24,PASS,1,left,14,Ødegaard,MID,0,0,1.0,3.0668,2.9932,2.9932,-0.0736,1,0,0,0,90.0,0,2.0,2.9932
2023-24,PASS,1,entered,26,Trossard,MID,0,0,1.0,2.66,3.516,3.516,0.856,1,0,0,0,17.0,0,1.0,3.516
2023-24,PASS,1,entered,294,Diogo J.,MID,0,0,1.0,2.6072,3.8836,3.8836,1.2764,1,1,0,0,65.0,0,1.0,3.8836
2023-24,PASS,2,left,368,Stones,DEF,1844,0,1.0,2.666,2.666,2.666,0.0,1,0,0,0,0.0,1,0.0,2.666
2023-24,PASS,2,left,355,Haaland,FWD,79,79,1.0,4.3136,3.8944,3.8944,-0.4192,1,0,1,0,90.0,0,2.0,3.8944
2023-24,PASS,2,left,236,Olise,MID,2743,0,1.0,3.2504,3.2504,3.2504,0.0,1,1,0,0,0.0,1,0.0,3.2504
2023-24,PASS,2,left,664,Ward-Prowse,MID,3371,0,1.0,3.16,3.16,3.16,0.0,0,1,0,0,80.0,0,9.0,3.16
2023-24,PASS,2,entered,433,Wilson,FWD,22,22,1.0,2.8648,3.29,3.29,0.4252,1,0,0,0,24.0,0,1.0,3.29
2023-24,PASS,2,entered,290,Alexander-Arnold,DEF,90,90,1.0,2.7512,3.234,3.234,0.4828,1,1,0,0,75.0,0,2.0,3.234
2023-24,PASS,2,entered,294,Diogo J.,MID,65,65,1.0,2.7976,4.2644,4.2644,1.4668,1,1,0,0,75.0,0,12.0,4.2644
2023-24,PASS,2,entered,526,Bowen,MID,90,90,1.0,2.6012,3.4128,3.4128,0.8116,1,0,0,0,90.0,0,2.0,3.4128
2023-24,PASS,3,left,8,G.Jesus,FWD,2064,0,1.0,3.2084,3.2084,3.2084,0.0,1,0,0,0,1.0,0,1.0,3.2084
2023-24,PASS,3,left,355,Haaland,FWD,169,169,1.0,3.7232,3.3548,3.3548,-0.3684,1,0,0,0,90.0,0,4.0,3.3548
2023-24,PASS,3,left,236,Olise,MID,2743,0,1.0,2.9848,2.9848,2.9848,0.0,1,1,0,0,0.0,1,0.0,2.9848
2023-24,PASS,3,left,198,Cucurella,DEF,1669,0,1.0,2.0,1.9892,1.9892,-0.0108,1,1,0,0,0.0,1,0.0,1.9892
2023-24,PASS,3,entered,433,Wilson,FWD,46,46,1.0,3.0936,3.716,3.716,0.6224,1,0,0,0,18.0,0,1.0,3.716
2023-24,PASS,3,entered,195,Chilwell,DEF,149,149,1.0,1.7568,2.4056,2.4056,0.6488,1,1,0,0,85.0,0,6.0,2.4056
2023-24,PASS,3,entered,308,Salah,MID,161,161,1.0,3.5804,4.1224,4.1224,0.542,1,1,0,1,90.0,0,5.0,4.1224
2023-24,PASS,3,entered,294,Diogo J.,MID,140,140,1.0,2.6016,3.7508,3.7508,1.1492,1,1,0,0,32.0,0,4.0,3.7508
2023-24,PASS,4,left,259,McNeil,MID,2490,0,1.0,2.8332,2.8332,2.8332,0.0,1,1,0,0,15.0,0,1.0,2.8332
2023-24,PASS,4,entered,293,Darwin,FWD,41,41,1.0,2.4616,3.1396,3.1396,0.678,1,1,0,0,64.0,0,8.0,3.1396
2023-24,PASS,5,left,226,Eze,MID,360,360,1.0,3.0572,3.1976,3.1976,0.1404,1,1,0,0,90.0,0,1.0,3.1976
2023-24,PASS,5,left,355,Haaland,FWD,349,349,1.0,3.9528,3.6936,3.6936,-0.2592,1,0,1,0,90.0,0,6.0,3.6936
2023-24,PASS,5,left,396,Rashford,MID,351,351,1.0,3.236,3.4104,3.4104,0.1744,1,0,0,0,90.0,0,2.0,3.4104
2023-24,PASS,5,left,439,Boly,DEF,338,338,1.0,2.4292,2.3512,2.3512,-0.078,1,0,0,0,0.0,1,0.0,2.3512
2023-24,PASS,5,left,504,Maddison,MID,337,337,1.0,3.3576,3.3576,3.3576,0.0,0,1,0,0,90.0,0,1.0,3.3576
2023-24,PASS,5,left,511,Romero,DEF,283,283,1.0,2.4416,2.4684,2.4684,0.0268,1,0,0,0,90.0,0,2.0,2.4684
2023-24,PASS,5,entered,195,Chilwell,DEF,295,295,1.0,2.4144,3.1036,3.1036,0.6892,1,1,0,0,10.0,0,0.0,3.1036
2023-24,PASS,5,entered,294,Diogo J.,MID,197,197,1.0,2.706,3.884,3.884,1.178,1,1,0,0,55.0,0,1.0,3.884
2023-24,PASS,5,entered,13,Nketiah,FWD,270,270,1.0,2.0704,3.154,3.154,1.0836,1,0,0,0,65.0,0,2.0,3.154
2023-24,PASS,5,entered,430,Trippier,DEF,360,360,1.0,2.4448,2.764,2.764,0.3192,1,0,0,0,90.0,0,8.0,2.764
2023-24,PASS,5,entered,526,Bowen,MID,360,360,1.0,3.04,3.658,3.658,0.618,1,0,0,0,90.0,0,2.0,3.658
2023-24,PASS,5,entered,308,Salah,MID,341,341,1.0,3.4688,3.9252,3.9252,0.4564,1,1,0,0,90.0,0,10.0,3.9252
2023-24,PASS,6,left,664,Ward-Prowse,MID,350,350,1.0,2.8892,2.8892,2.8892,0.0,0,1,0,0,90.0,0,2.0,2.8892
2023-24,PASS,6,left,234,Mitchell,DEF,450,360,1.0,2.7112,2.6868,2.6868,-0.0244,1,1,0,0,90.0,0,5.0,2.6868
2023-24,PASS,6,left,349,De Bruyne,MID,22,0,0.0,3.594,4.1012,3.594,0.5072,1,0,0,0,0.0,1,0.0,3.594
2023-24,PASS,6,entered,433,Wilson,FWD,186,164,1.0,2.9392,3.3856,3.3856,0.4464,1,0,0,0,69.0,0,6.0,3.3856
2023-24,PASS,6,entered,226,Eze,MID,450,360,1.0,2.8508,3.0244,3.0244,0.1736,1,1,0,0,90.0,0,3.0,3.0244
2023-24,PASS,6,entered,293,Darwin,FWD,139,115,1.0,2.6076,3.1408,3.1408,0.5332,1,1,0,0,80.0,0,6.0,3.1408
2023-24,PASS,7,left,355,Haaland,FWD,529,360,1.0,4.4984,4.262,4.262,-0.2364,1,0,0,0,90.0,0,2.0,4.262
2023-24,PASS,7,left,220,Andersen,DEF,540,360,1.0,2.8,2.8436,2.8436,0.0436,1,1,0,0,90.0,0,15.0,2.8436
2023-24,PASS,7,left,165,Cullen,MID,450,360,1.0,3.4092,3.4092,3.4092,0.0,0,1,0,0,180.0,0,4.0,3.4092
2023-24,PASS,7,entered,433,Wilson,FWD,255,209,1.0,3.4888,3.9852,3.9852,0.4964,1,0,0,0,0.0,1,0.0,3.9852
2023-24,PASS,7,entered,506,Pedro Porro,DEF,447,360,1.0,2.5028,3.1648,3.1648,0.662,1,0,0,0,90.0,0,7.0,3.1648
2023-24,PASS,7,entered,526,Bowen,MID,540,360,1.0,3.4852,4.0524,4.0524,0.5672,1,0,0,0,90.0,0,9.0,4.0524
2023-24,PASS,8,left,281,Ream,DEF,513,360,1.0,2.858,2.7268,2.7268,-0.1312,1,1,0,0,90.0,0,2.0,2.7268
2023-24,PASS,8,left,326,Morris,FWD,600,420,1.0,3.2032,3.2032,3.2032,0.0,0,1,0,0,90.0,0,1.0,3.2032
2023-24,PASS,8,left,14,Ødegaard,MID,622,360,1.0,3.6916,3.5988,3.5988,-0.0928,1,0,0,0,90.0,0,3.0,3.5988
2023-24,PASS,8,entered,13,Nketiah,FWD,493,298,1.0,2.3892,3.5068,3.5068,1.1176,1,0,0,0,74.0,0,2.0,3.5068
2023-24,PASS,8,entered,228,Guéhi,DEF,540,270,1.0,2.8008,2.882,2.882,0.0812,1,1,0,0,90.0,0,9.0,2.882
2023-24,PASS,8,entered,516,Son,MID,550,296,1.0,3.6804,4.1024,4.1024,0.422,1,0,0,0,75.0,0,3.0,4.1024
2023-24,PASS,9,left,584,Pau,DEF,689,360,1.0,2.778,2.778,2.778,0.0,0,1,0,0,90.0,0,2.0,2.778
2023-24,PASS,9,left,355,Haaland,FWD,709,360,1.0,4.8388,4.6744,4.6744,-0.1644,1,0,0,0,90.0,0,8.0,4.6744
2023-24,PASS,9,left,220,Andersen,DEF,720,360,1.0,2.8584,2.8144,2.8144,-0.044,1,1,0,0,90.0,0,0.0,2.8144
2023-24,PASS,9,left,439,Boly,DEF,608,270,1.0,2.8488,2.8268,2.8268,-0.022,1,0,0,0,77.0,0,6.0,2.8268
2023-24,PASS,9,entered,433,Wilson,FWD,259,163,1.0,3.2484,3.8596,3.8596,0.6112,1,0,0,0,69.0,0,6.0,3.8596
2023-24,PASS,9,entered,506,Pedro Porro,DEF,627,360,1.0,2.8408,3.4464,3.4464,0.6056,1,0,0,0,90.0,0,6.0,3.4464
2023-24,PASS,9,entered,307,Robertson,DEF,720,360,1.0,2.7188,3.1172,3.1172,0.3984,1,1,0,0,0.0,1,0.0,3.1172
2023-24,PASS,9,entered,430,Trippier,DEF,699,339,1.0,3.258,3.5308,3.5308,0.2728,1,0,0,0,68.0,0,10.0,3.5308
2023-24,PASS,10,left,275,Leno,GKP,810,360,1.0,3.6148,3.592,3.592,-0.0228,1,1,0,0,90.0,0,3.0,3.592
2023-24,PASS,10,left,355,Haaland,FWD,799,360,1.0,4.2468,4.1308,4.1308,-0.116,1,0,0,0,90.0,0,16.0,4.1308
2023-24,PASS,10,left,197,Colwill,DEF,799,360,1.0,2.9208,2.9208,2.9208,0.0,0,1,0,0,90.0,0,1.0,2.9208
2023-24,PASS,10,entered,307,Robertson,DEF,720,270,1.0,2.828,3.2136,3.2136,0.3856,1,1,0,0,0.0,1,0.0,3.2136
2023-24,PASS,10,entered,291,A.Becker,GKP,810,360,1.0,3.6668,3.6504,3.6504,-0.0164,1,1,0,0,90.0,0,7.0,3.6504
2023-24,PASS,10,entered,60,Watkins,FWD,770,360,1.0,3.4284,3.4524,3.4524,0.024,1,0,0,0,90.0,0,2.0,3.4524
2023-24,PASS,11,left,112,Pinnock,DEF,900,360,1.0,2.8428,2.9392,2.9392,0.0964,1,0,0,0,90.0,0,1.0,2.9392
2023-24,PASS,11,left,265,Tarkowski,DEF,900,360,1.0,2.798,2.8628,2.8628,0.0648,1,1,0,0,90.0,0,1.0,2.8628
2023-24,PASS,11,left,504,Maddison,MID,837,333,1.0,3.56,3.56,3.56,0.0,0,1,0,0,45.0,0,1.0,3.56
2023-24,PASS,11,left,511,Romero,DEF,823,360,1.0,2.8812,2.9512,2.9512,0.07,1,0,0,0,32.0,0,-4.0,2.9512
2023-24,PASS,11,entered,506,Pedro Porro,DEF,807,360,1.0,2.7924,3.2776,3.2776,0.4852,1,0,0,0,90.0,0,0.0,3.2776
2023-24,PASS,11,entered,245,Branthwaite,DEF,720,360,1.0,2.2256,2.814,2.814,0.5884,1,1,0,0,90.0,0,1.0,2.814
2023-24,PASS,11,entered,430,Trippier,DEF,857,338,1.0,3.232,3.4752,3.4752,0.2432,1,0,0,0,90.0,0,9.0,3.4752
2023-24,PASS,11,entered,246,Calvert-Lewin,FWD,408,320,1.0,2.8912,3.42,3.42,0.5288,1,1,0,0,89.0,0,2.0,3.42
2023-24,PASS,12,left,362,Palmer,MID,512,348,1.0,3.2504,3.2504,3.2504,0.0,0,1,0,0,90.0,0,6.0,3.2504
2023-24,PASS,12,left,355,Haaland,FWD,934,315,1.0,4.4292,4.2532,4.2532,-0.176,1,0,0,0,90.0,0,16.0,4.2532
2023-24,PASS,12,left,29,White,DEF,947,317,1.0,2.9592,2.9016,2.9016,-0.0576,1,0,0,0,0.0,1,0.0,2.9016
2023-24,PASS,12,entered,516,Son,MID,886,336,1.0,3.7804,4.0164,4.0164,0.236,1,0,0,0,90.0,0,2.0,4.0164
2023-24,PASS,12,entered,430,Trippier,DEF,947,338,1.0,2.926,3.1064,3.1064,0.1804,1,0,0,0,90.0,0,1.0,3.1064
2023-24,PASS,12,entered,60,Watkins,FWD,950,360,1.0,3.5796,3.6368,3.6368,0.0572,1,0,0,0,90.0,0,6.0,3.6368
2023-24,PASS,13,left,321,Doughty,DEF,802,330,1.0,2.78,2.78,2.78,0.0,0,1,0,0,78.0,0,2.0,2.78
2023-24,PASS,13,left,362,Palmer,MID,602,353,1.0,3.0456,3.0456,3.0456,0.0,0,1,0,0,74.0,0,2.0,3.0456
2023-24,PASS,13,left,343,J.Alvarez,FWD,986,324,1.0,3.3776,3.5016,3.5016,0.124,1,0,0,0,90.0,0,2.0,3.5016
2023-24,PASS,13,entered,249,A.Doucoure,MID,1038,360,1.0,3.0276,3.0992,3.0992,0.0716,1,1,0,0,89.0,0,1.0,3.0992
2023-24,PASS,13,entered,506,Pedro Porro,DEF,987,360,1.0,2.9352,3.3136,3.3136,0.3784,1,0,0,0,90.0,0,5.0,3.3136
2023-24,PASS,13,entered,246,Calvert-Lewin,FWD,573,313,1.0,2.796,3.25,3.25,0.454,1,1,0,0,81.0,0,2.0,3.25
2023-24,PASS,14,left,211,N.Jackson,FWD,916,338,1.0,3.3168,3.3168,3.3168,0.0,0,1,0,0,71.0,0,5.0,3.3168
2023-24,PASS,14,entered,293,Darwin,FWD,680,343,1.0,3.3604,3.7256,3.7256,0.3652,1,1,0,0,90.0,0,2.0,3.7256
2023-24,PASS,15,left,377,Dalot,DEF,1104,360,1.0,2.8552,2.8268,2.8268,-0.0284,1,0,0,0,90.0,0,1.0,2.8268
2023-24,PASS,15,left,43,Douglas Luiz,MID,1203,355,1.0,3.2416,3.2164,3.2164,-0.0252,1,0,0,0,90.0,0,3.0,3.2164
2023-24,PASS,15,entered,245,Branthwaite,DEF,1080,360,1.0,2.5164,2.8812,2.8812,0.3648,1,1,0,0,90.0,0,6.0,2.8812
2023-24,PASS,15,entered,382,Garnacho,MID,560,318,1.0,2.1964,3.3416,3.3416,1.1452,1,0,0,0,90.0,0,4.0,3.3416
2023-24,PASS,16,left,482,Foderingham,GKP,1350,360,1.0,3.7628,3.7628,3.7628,0.0,0,1,0,0,90.0,0,9.0,3.7628
2023-24,PASS,16,left,43,Douglas Luiz,MID,1293,360,1.0,3.4164,3.3716,3.3716,-0.0448,1,0,0,0,90.0,0,2.0,3.3716
2023-24,PASS,16,left,220,Andersen,DEF,1350,360,1.0,2.9036,2.8932,2.8932,-0.0104,1,1,0,0,90.0,0,0.0,2.8932
2023-24,PASS,16,entered,26,Trossard,MID,506,286,1.0,3.2524,3.792,3.792,0.5396,1,0,0,0,20.0,0,1.0,3.792
2023-24,PASS,16,entered,275,Leno,GKP,1350,360,1.0,3.7564,3.7724,3.7724,0.016,1,1,0,0,90.0,0,9.0,3.7724
2023-24,PASS,16,entered,245,Branthwaite,DEF,1170,360,1.0,2.4672,2.8524,2.8524,0.3852,1,1,0,0,90.0,0,5.0,2.8524
2023-24,PASS,18,left,362,Palmer,MID,970,294,1.0,3.3076,3.3076,3.3076,0.0,0,1,0,0,90.0,0,1.0,3.3076
2023-24,PASS,18,left,211,N.Jackson,FWD,1190,274,1.0,3.0576,3.0576,3.0576,0.0,0,1,0,0,79.0,0,1.0,3.0576
2023-24,PASS,18,entered,557,Hee Chan,MID,1221,360,1.0,3.2348,3.3952,3.3952,0.1604,1,0,0,0,90.0,0,2.0,3.3952
2023-24,PASS,18,entered,311,Tsimikas,DEF,628,270,1.0,2.9032,3.126,3.126,0.2228,1,1,0,0,34.0,0,1.0,3.126
2023-24,PASS,19,left,112,Pinnock,DEF,1530,270,1.0,2.8648,2.8948,2.8948,0.03,1,0,0,0,90.0,0,0.0,2.8948
2023-24,PASS,19,left,211,N.Jackson,FWD,1269,282,1.0,3.3944,3.3944,3.3944,0.0,0,1,0,0,90.0,0,2.0,3.3944
2023-24,PASS,19,left,14,Ødegaard,MID,1329,360,1.0,3.748,3.664,3.664,-0.084,1,0,0,0,90.0,0,2.0,3.664
2023-24,PASS,19,entered,290,Alexander-Arnold,DEF,1318,360,1.0,3.1656,3.3184,3.3184,0.1528,1,1,0,0,90.0,0,8.0,3.3184
2023-24,PASS,19,entered,134,Gross,MID,1371,360,1.0,3.468,3.522,3.522,0.054,1,0,0,0,90.0,0,2.0,3.522
2023-24,PASS,19,entered,246,Calvert-Lewin,FWD,975,321,1.0,3.0376,3.406,3.406,0.3684,1,1,0,0,25.0,0,1.0,3.406
2023-24,PASS,20,left,313,Virgil,DEF,1467,360,1.0,3.0896,3.1176,3.1176,0.028,1,1,0,0,90.0,0,1.0,3.1176
2023-24,PASS,20,entered,342,Aké,DEF,915,270,1.0,2.9156,3.1028,3.1028,0.1872,1,0,0,0,90.0,0,6.0,3.1028
2023-24,PASS,21,left,134,Gross,MID,1551,360,1.0,3.442,3.4944,3.4944,0.0524,1,0,0,0,90.0,0,3.0,3.4944
2023-24,PASS,21,entered,236,Olise,MID,675,360,1.0,3.3252,3.5308,3.5308,0.2056,1,1,0,0,0.0,1,0.0,3.5308
2023-24,PASS,23,left,506,Pedro Porro,DEF,1887,360,1.0,3.0844,3.0844,3.0844,0.0,1,0,0,0,90.0,0,1.0,3.0844
2023-24,PASS,23,entered,31,Zinchenko,DEF,1382,243,1.0,2.9864,3.0844,3.0844,0.098,1,0,0,0,45.0,0,1.0,3.0844
2023-24,PASS,24,left,664,Ward-Prowse,MID,1952,360,1.0,3.504,3.504,3.504,0.0,0,1,0,0,90.0,0,2.0,3.504
2023-24,PASS,24,left,220,Andersen,DEF,2070,360,1.0,3.0148,3.0148,3.0148,0.0,1,1,0,0,90.0,0,1.0,3.0148
2023-24,PASS,24,left,526,Bowen,MID,1977,360,1.0,3.7232,3.7232,3.7232,0.0,1,0,0,0,90.0,0,2.0,3.7232
2023-24,PASS,24,left,343,J.Alvarez,FWD,1855,356,1.0,4.024,4.024,4.024,0.0,1,0,0,0,76.0,0,2.0,4.024
2023-24,PASS,24,entered,321,Doughty,DEF,1573,348,1.0,2.99,2.99,2.99,0.0,0,1,0,0,86.0,0,1.0,2.99
2023-24,PASS,24,entered,557,Hee Chan,MID,1446,90,1.0,3.4444,3.5304,3.5304,0.086,1,0,0,0,0.0,1,0.0,3.5304
2023-24,PASS,24,entered,293,Darwin,FWD,1323,275,1.0,4.006,4.2444,4.2444,0.2384,1,1,0,0,90.0,0,6.0,4.2444
2023-24,PASS,24,entered,294,Diogo J.,MID,911,273,1.0,3.5772,4.2724,4.2724,0.6952,1,1,0,0,90.0,0,7.0,4.2724
2024-25,PASS,1,left,58,Watkins,FWD,0,0,1.0,2.8592,2.9456,2.9456,0.0864,1,0,0,0,61.0,0,2.0,2.9456
2024-25,PASS,1,left,3,Gabriel,DEF,0,0,1.0,1.776,1.926,1.926,0.15,1,0,0,0,90.0,0,6.0,1.926
2024-25,PASS,1,left,503,Son,MID,0,0,1.0,3.4976,3.8968,3.8968,0.3992,1,0,0,0,90.0,0,2.0,3.8968
2024-25,PASS,1,entered,23,Trossard,MID,0,0,1.0,2.648,3.79,3.79,1.142,1,0,0,0,10.0,0,1.0,3.79
2024-25,PASS,1,entered,317,Diogo J.,MID,0,0,1.0,2.4864,3.8176,3.8176,1.3312,1,1,0,0,78.0,0,8.0,3.8176
2024-25,PASS,1,entered,495,Pedro Porro,DEF,0,0,1.0,1.442,1.9344,1.9344,0.4924,1,0,0,0,90.0,0,9.0,1.9344
2024-25,PASS,2,left,360,Rodrigo,MID,2931,0,1.0,3.5016,3.5016,3.5016,0.0,1,0,0,0,0.0,1,0.0,3.5016
2024-25,PASS,2,left,375,Højlund,FWD,2156,0,1.0,2.9424,2.9424,2.9424,0.0,1,0,0,0,0.0,1,0.0,2.9424
2024-25,PASS,2,entered,317,Diogo J.,MID,78,78,1.0,2.9044,4.2884,4.2884,1.384,1,1,0,0,71.0,0,6.0,4.2884
2024-25,PASS,2,entered,207,Mateta,FWD,45,45,1.0,2.87,3.2592,3.2592,0.3892,1,1,0,0,90.0,0,2.0,3.2592
2024-25,PASS,3,left,322,Gomez,DEF,1772,0,1.0,1.9532,1.9332,1.9332,-0.02,1,1,0,0,0.0,1,0.0,1.9332
2024-25,PASS,3,left,58,Watkins,FWD,125,125,1.0,2.8404,2.9432,2.9432,0.1028,1,0,0,0,60.0,0,5.0,2.9432
2024-25,PASS,3,left,351,Haaland,FWD,179,179,1.0,4.0636,4.0816,4.0816,0.018,1,0,0,0,90.0,0,17.0,4.0816
2024-25,PASS,3,entered,401,Isak,FWD,180,180,1.0,2.5968,3.4956,3.4956,0.8988,1,0,0,0,90.0,0,9.0,3.4956
2024-25,PASS,3,entered,418,Trippier,DEF,32,32,1.0,1.7044,2.044,2.044,0.3396,1,0,0,0,0.0,1,0.0,2.044
2024-25,PASS,3,entered,317,Diogo J.,MID,149,149,1.0,2.6684,3.7612,3.7612,1.0928,1,1,0,0,75.0,0,3.0,3.7612
2024-25,PASS,4,left,146,Verbruggen,GKP,90,90,1.0,3.8768,3.7672,3.7672,-0.1096,1,0,1,0,90.0,0,5.0,3.7672
2024-25,PASS,4,left,755,Marmoush,FWD,0,0,1.0,2.4656,2.4656,2.4656,0.0,0,1,0,0,0.0,1,0.0,2.4656
2024-25,PASS,4,left,636,Chiesa,MID,0,0,1.0,2.65,2.65,2.65,0.0,0,1,0,0,0.0,1,0.0,2.65
2024-25,PASS,4,entered,152,Arrizabalaga,GKP,90,90,1.0,3.8524,3.8524,3.8524,0.0,0,1,0,1,0.0,1,0.0,3.8524
2024-25,PASS,4,entered,321,Gakpo,FWD,53,53,1.0,2.4128,3.2432,3.2432,0.8304,1,1,0,0,29.0,0,1.0,3.2432
2024-25,PASS,4,entered,316,Darwin,FWD,32,32,1.0,2.4456,3.7544,3.7544,1.3088,1,1,0,0,30.0,0,1.0,3.7544
2024-25,PASS,5,left,326,Konaté,DEF,299,299,1.0,2.466,2.4864,2.4864,0.0204,1,1,0,0,90.0,0,8.0,2.4864
2024-25,PASS,5,left,366,B.Fernandes,MID,348,348,1.0,3.3832,3.6496,3.6496,0.2664,1,0,0,0,90.0,0,3.0,3.6496
2024-25,PASS,5,left,207,Mateta,FWD,293,293,1.0,2.8192,3.234,3.234,0.4148,1,1,0,0,45.0,0,1.0,3.234
2024-25,PASS,5,left,527,L.Paquetá,MID,298,298,1.0,2.9096,3.2364,3.2364,0.3268,1,0,0,0,71.0,0,2.0,3.2364
2024-25,PASS,5,left,345,De Bruyne,MID,356,356,1.0,3.578,3.9764,3.9764,0.3984,1,0,0,0,0.0,1,0.0,3.9764
2024-25,PASS,5,entered,491,Johnson,MID,279,279,1.0,2.5304,3.776,3.776,1.2456,1,0,0,0,69.0,0,7.0,3.776
2024-25,PASS,5,entered,495,Pedro Porro,DEF,360,360,1.0,2.4072,2.9608,2.9608,0.5536,1,0,0,0,87.0,0,2.0,2.9608
