season,e024_gate,gw,position,entrant_id,entrant_name,leaver_id,leaver_name,delta_pair,delta_ilp,delta_full,delta_reeq,abs_reeq_gt_pair,g_treat,g_ctrl,ctrl_cap,pair_cap,full_cap,entrant_pts,leaver_pts,dpts_swap
2024-25,PASS,24,DEF,270,Greaves,311,Alexander-Arnold,-7.0,-3.0,-3.0,4.0,0,2.8763,2.7025,104.0,97.0,101.0,1.0,7.0,-6.0
2024-25,PASS,25,DEF,457,Bree,291,Faes,0.0,0.0,0.0,0.0,0,0.0,0.0019,104.0,104.0,104.0,1.0,1.0,0.0
2024-25,PASS,26,FWD,218,Beto,252,Raúl,4.0,17.0,17.0,13.0,1,0.2381,0.6751,65.0,69.0,82.0,6.0,2.0,4.0
2024-25,PASS,28,MID,747,Nuno,366,B.Fernandes,-7.0,-6.0,-6.0,1.0,0,1.8635,1.6961,58.0,51.0,52.0,9.0,9.0,0.0
2024-25,PASS,28,MID,181,Nkunku,366,B.Fernandes,-6.0,-6.0,-6.0,0.0,0,0.1762,1.0109,58.0,52.0,52.0,3.0,9.0,-6.0
2024-25,PASS,29,FWD,218,Beto,252,Raúl,2.0,2.0,2.0,0.0,0,0.0372,0.3816,56.0,58.0,58.0,2.0,2.0,0.0
2024-25,PASS,29,MID,181,Nkunku,571,Savinho,2.0,2.0,2.0,0.0,0,0.2659,0.609,56.0,58.0,58.0,2.0,0.0,2.0
2024-25,PASS,30,DEF,456,Bella-Kotchap,163,Cucurella,-5.0,1.0,1.0,6.0,1,0.5522,0.4394,38.0,33.0,39.0,0.0,5.0,-5.0
2024-25,PASS,30,DEF,456,Bella-Kotchap,437,N.Williams,0.0,1.0,1.0,1.0,1,0.1733,0.0605,38.0,38.0,39.0,0.0,5.0,-5.0
2024-25,PASS,30,DEF,573,Milenković,163,Cucurella,1.0,1.0,1.0,0.0,0,0.1972,0.0887,38.0,39.0,39.0,6.0,5.0,1.0
2024-25,PASS,30,GKP,304,Stolarczyk,185,Sánchez,0.0,1.0,1.0,1.0,1,0.1984,0.09,38.0,38.0,39.0,0.0,6.0,-6.0
2024-25,PASS,30,FWD,218,Beto,58,Watkins,1.0,1.0,1.0,0.0,0,0.7118,1.1081,38.0,39.0,39.0,1.0,0.0,1.0
2024-25,PASS,34,MID,392,Barnes,99,Mbeumo,9.0,2.0,2.0,-7.0,0,0.064,0.3502,58.0,67.0,60.0,3.0,2.0,1.0
2025-26,FAIL,1,MID,384,Gakpo,449,B.Fernandes,5.0,-3.0,-3.0,-8.0,1,1.3145,0.9627,56.0,61.0,53.0,7.0,2.0,5.0
2025-26,FAIL,1,MID,384,Gakpo,485,Gordon,4.0,-3.0,-3.0,-7.0,1,0.8312,0.2601,56.0,60.0,53.0,7.0,3.0,4.0
2025-26,FAIL,1,MID,383,Luis Díaz,449,B.Fernandes,-2.0,-3.0,-3.0,-1.0,0,1.2772,0.6956,56.0,54.0,53.0,0.0,2.0,-2.0
2025-26,FAIL,1,DEF,705,Campbell,224,Cucurella,-8.0,-3.0,-3.0,5.0,0,2.3099,1.1619,56.0,48.0,53.0,0.0,8.0,-8.0
2025-26,FAIL,1,DEF,705,Campbell,46,Yasin,0.0,-3.0,-3.0,-3.0,1,1.0955,0.0105,56.0,56.0,53.0,0.0,0.0,0.0
2025-26,FAIL,1,DEF,705,Campbell,445,Amass,0.0,-3.0,-3.0,-3.0,1,1.0935,0.0104,56.0,56.0,53.0,0.0,0.0,0.0
2025-26,FAIL,1,DEF,710,Patterson,224,Cucurella,-8.0,-3.0,-3.0,5.0,0,2.3088,1.1608,56.0,48.0,53.0,0.0,8.0,-8.0
2025-26,FAIL,1,DEF,710,Patterson,46,Yasin,0.0,-3.0,-3.0,-3.0,1,1.0944,0.0094,56.0,56.0,53.0,0.0,0.0,0.0
2025-26,FAIL,1,DEF,710,Patterson,445,Amass,0.0,-3.0,-3.0,-3.0,1,1.0924,0.0093,56.0,56.0,53.0,0.0,0.0,0.0
2025-26,FAIL,1,DEF,505,Milenković,224,Cucurella,-6.0,-3.0,-3.0,3.0,0,1.1589,0.1591,56.0,50.0,53.0,2.0,8.0,-6.0
2025-26,FAIL,2,GKP,288,Travers,674,Ramsdale,2.0,2.0,2.0,0.0,0,0.4309,0.1155,7.0,9.0,9.0,0.0,0.0,0.0
2025-26,FAIL,2,MID,708,M.Fernandes,17,Ødegaard,1.0,2.0,2.0,1.0,0,1.2338,0.7828,7.0,8.0,9.0,0.0,1.0,-1.0
2025-26,FAIL,2,MID,708,M.Fernandes,415,Savinho,2.0,2.0,2.0,0.0,0,1.0427,0.6727,7.0,9.0,9.0,0.0,0.0,0.0
2025-26,FAIL,2,MID,120,Schade,17,Ødegaard,4.0,2.0,2.0,-2.0,0,0.2679,0.2929,7.0,11.0,9.0,3.0,1.0,2.0
2025-26,FAIL,2,DEF,77,Hill,227,Colwill,2.0,2.0,2.0,0.0,0,0.4683,0.1561,7.0,9.0,9.0,1.0,0.0,1.0
2025-26,FAIL,3,MID,235,Palmer,381,M.Salah,-3.0,-3.0,-3.0,0.0,0,0.489,0.8318,14.0,11.0,11.0,0.0,3.0,-3.0
2025-26,FAIL,4,DEF,225,James,725,Hincapie,-1.0,6.0,6.0,7.0,1,0.4469,0.4814,20.0,19.0,26.0,1.0,0.0,1.0
2025-26,FAIL,4,FWD,338,Muniz,30,Havertz,0.0,6.0,6.0,6.0,1,0.7146,0.1549,20.0,20.0,26.0,2.0,0.0,2.0
2025-26,FAIL,4,GKP,782,Forster,674,Ramsdale,-1.0,6.0,6.0,7.0,1,0.4865,0.4732,20.0,19.0,26.0,0.0,0.0,0.0
2025-26,FAIL,5,MID,86,Brooks,81,Kluivert,2.0,-5.0,-5.0,-7.0,1,0.674,0.8716,56.0,58.0,51.0,3.0,1.0,2.0
2025-26,FAIL,5,FWD,499,Isak,430,Haaland,-8.0,-5.0,-5.0,3.0,0,1.0364,0.4284,56.0,48.0,51.0,1.0,9.0,-8.0
2025-26,FAIL,5,GKP,567,Kinsky,2,Arrizabalaga,0.0,-5.0,-5.0,-5.0,1,0.5284,0.027,56.0,56.0,51.0,0.0,0.0,0.0
2025-26,FAIL,6,FWD,338,Muniz,136,Thiago,0.0,-6.0,-6.0,-6.0,1,0.2113,0.0381,49.0,49.0,43.0,0.0,13.0,-13.0
2025-26,FAIL,6,FWD,338,Muniz,732,Uche,0.0,-6.0,-6.0,-6.0,1,0.1898,0.0166,49.0,49.0,43.0,0.0,0.0,0.0
2025-26,FAIL,6,FWD,217,Foster,136,Thiago,0.0,-6.0,-6.0,-6.0,1,0.2912,0.0489,49.0,49.0,43.0,2.0,13.0,-11.0
2025-26,FAIL,6,FWD,217,Foster,732,Uche,0.0,-6.0,-6.0,-6.0,1,0.2697,0.0274,49.0,49.0,43.0,2.0,0.0,2.0
2025-26,FAIL,6,MID,414,Foden,82,Semenyo,-6.0,-6.0,-6.0,0.0,0,0.0967,0.2242,49.0,43.0,43.0,1.0,7.0,-6.0
2025-26,FAIL,7,FWD,525,Wood,135,Wissa,1.0,-4.0,-4.0,-5.0,1,0.4781,0.3032,49.0,50.0,45.0,2.0,0.0,2.0
2025-26,FAIL,7,FWD,217,Foster,135,Wissa,0.0,-4.0,-4.0,-4.0,1,0.6066,0.1303,49.0,49.0,45.0,1.0,0.0,1.0
2025-26,FAIL,7,FWD,217,Foster,136,Thiago,0.0,-4.0,-4.0,-4.0,1,0.5526,0.0762,49.0,49.0,45.0,1.0,2.0,-1.0
2025-26,FAIL,7,MID,237,Enzo,119,Mbeumo,-4.0,-4.0,-4.0,0.0,0,0.5522,0.2879,49.0,45.0,45.0,2.0,6.0,-4.0
2025-26,FAIL,7,MID,81,Kluivert,119,Mbeumo,1.0,-4.0,-4.0,-5.0,1,0.3664,0.3453,49.0,50.0,45.0,7.0,6.0,1.0
2025-26,FAIL,8,MID,384,Gakpo,449,B.Fernandes,-1.0,5.0,5.0,6.0,1,0.7572,0.4914,71.0,70.0,76.0,7.0,8.0,-1.0
2025-26,FAIL,8,MID,328,Sessegnon,449,B.Fernandes,-6.0,5.0,5.0,11.0,1,0.8332,0.7399,71.0,65.0,76.0,2.0,8.0,-6.0
2025-26,FAIL,8,DEF,411,O'Reilly,257,Lacroix,10.0,5.0,5.0,-5.0,0,0.5354,0.5284,71.0,81.0,76.0,11.0,1.0,10.0
2025-26,FAIL,9,FWD,749,Mané,732,Uche,2.0,3.0,3.0,1.0,0,0.3068,0.1599,31.0,33.0,34.0,0.0,1.0,-1.0
2025-26,FAIL,9,FWD,749,Mané,691,Calvert-Lewin,2.0,3.0,3.0,1.0,0,0.4033,0.2564,31.0,33.0,34.0,0.0,2.0,-2.0
2025-26,FAIL,9,DEF,348,Rodon,291,Tarkowski,14.0,3.0,3.0,-11.0,0,0.5405,0.3436,31.0,45.0,34.0,13.0,1.0,12.0
2025-26,FAIL,10,MID,384,Gakpo,119,Mbeumo,1.0,-8.0,-8.0,-9.0,1,0.7766,0.1588,74.0,75.0,66.0,3.0,2.0,1.0
2025-26,FAIL,10,MID,267,Sarr,119,Mbeumo,1.0,-8.0,-8.0,-9.0,1,0.3739,0.0683,74.0,75.0,66.0,3.0,2.0,1.0
2025-26,FAIL,10,DEF,411,O'Reilly,5,Gabriel,-4.0,-8.0,-8.0,-4.0,0,0.954,0.6121,74.0,70.0,66.0,8.0,12.0,-4.0
2025-26,FAIL,11,MID,585,Bentancur,241,Caicedo,4.0,24.0,24.0,20.0,1,0.5345,0.2741,37.0,41.0,61.0,1.0,2.0,-1.0
2025-26,FAIL,11,MID,585,Bentancur,299,Ndiaye,3.0,24.0,24.0,21.0,1,0.6841,0.1143,37.0,40.0,61.0,1.0,3.0,-2.0
2025-26,FAIL,11,DEF,411,O'Reilly,72,Senesi,13.0,24.0,24.0,11.0,0,0.4207,0.7066,37.0,50.0,61.0,11.0,2.0,9.0
2025-26,FAIL,11,DEF,295,Keane,72,Senesi,17.0,24.0,24.0,7.0,0,0.489,0.2363,37.0,54.0,61.0,15.0,2.0,13.0
2025-26,FAIL,12,MID,384,Gakpo,119,Mbeumo,1.0,1.0,1.0,0.0,0,0.5143,0.3763,26.0,27.0,27.0,2.0,1.0,1.0
2025-26,FAIL,12,MID,452,Amad,119,Mbeumo,1.0,1.0,1.0,0.0,0,0.7853,0.295,26.0,27.0,27.0,2.0,1.0,1.0
2025-26,FAIL,12,DEF,348,Rodon,373,Virgil,-2.0,1.0,1.0,3.0,1,0.8874,0.1211,26.0,24.0,27.0,3.0,3.0,0.0
2025-26,FAIL,13,FWD,100,Kroupi.Jr,136,Thiago,-15.0,-12.0,-12.0,3.0,0,0.56,0.1551,43.0,28.0,31.0,1.0,13.0,-12.0
2025-26,FAIL,14,MID,328,Sessegnon,119,Mbeumo,0.0,0.0,0.0,0.0,0,0.3831,0.5572,52.0,52.0,52.0,2.0,2.0,0.0
2025-26,FAIL,14,FWD,178,Welbeck,136,Thiago,0.0,0.0,0.0,0.0,0,0.1208,0.1179,52.0,52.0,52.0,1.0,1.0,0.0
2025-26,FAIL,15,MID,235,Palmer,16,Saka,-3.0,4.0,4.0,7.0,1,0.2056,0.0341,63.0,60.0,67.0,1.0,4.0,-3.0
2025-26,FAIL,15,MID,22,Merino,16,Saka,-3.0,4.0,4.0,7.0,1,0.4113,0.4273,63.0,60.0,67.0,1.0,4.0,-3.0
2025-26,FAIL,15,MID,22,Merino,82,Semenyo,-2.0,4.0,4.0,6.0,1,0.4004,0.5181,63.0,61.0,67.0,1.0,3.0,-2.0
2025-26,FAIL,15,GKP,470,Dúbravka,565,Vicario,0.0,4.0,4.0,4.0,1,0.3101,0.0481,63.0,63.0,67.0,3.0,6.0,-3.0
2025-26,FAIL,15,DEF,411,O'Reilly,260,Guéhi,-2.0,4.0,4.0,6.0,1,0.147,0.2974,63.0,61.0,67.0,6.0,8.0,-2.0
2025-26,FAIL,15,DEF,348,Rodon,260,Guéhi,-6.0,4.0,4.0,10.0,1,0.3333,0.0706,63.0,57.0,67.0,1.0,8.0,-7.0
2025-26,FAIL,15,DEF,348,Rodon,684,Thiaw,0.0,4.0,4.0,4.0,1,0.2869,0.0241,63.0,63.0,67.0,1.0,2.0,-1.0
2025-26,FAIL,16,MID,384,Gakpo,119,Mbeumo,-2.0,-2.0,-2.0,0.0,0,0.2609,0.2978,80.0,78.0,78.0,0.0,2.0,-2.0
2025-26,FAIL,16,MID,22,Merino,119,Mbeumo,-1.0,-2.0,-2.0,-1.0,0,0.3327,0.5181,80.0,79.0,78.0,1.0,2.0,-1.0
2025-26,FAIL,16,MID,22,Merino,21,Rice,-1.0,-2.0,-2.0,-1.0,0,0.2335,0.4298,80.0,79.0,78.0,1.0,2.0,-1.0
2025-26,FAIL,16,DEF,606,Mavropanos,295,Keane,0.0,-2.0,-2.0,-2.0,1,0.2866,0.0043,80.0,80.0,78.0,1.0,1.0,0.0
2025-26,FAIL,17,FWD,217,Foster,136,Thiago,11.0,5.0,5.0,-6.0,0,0.3418,0.2075,53.0,64.0,58.0,0.0,2.0,-2.0
2025-26,FAIL,17,FWD,217,Foster,691,Calvert-Lewin,0.0,5.0,5.0,5.0,1,0.2816,0.1473,53.0,53.0,58.0,0.0,13.0,-13.0
2025-26,FAIL,17,DEF,411,O'Reilly,260,Guéhi,5.0,5.0,5.0,0.0,0,0.0491,0.3013,53.0,58.0,58.0,6.0,1.0,5.0
2025-26,FAIL,17,DEF,348,Rodon,260,Guéhi,4.0,5.0,5.0,1.0,0,0.367,0.2235,53.0,57.0,58.0,2.0,1.0,1.0
2025-26,FAIL,18,DEF,447,Heaven,190,Ekdal,0.0,-7.0,-7.0,-7.0,1,0.0867,0.002,31.0,31.0,24.0,8.0,9.0,-1.0
2025-26,FAIL,18,DEF,447,Heaven,694,Mukiele,-4.0,-7.0,-7.0,-3.0,0,0.2016,0.1241,31.0,27.0,24.0,8.0,4.0,4.0
2025-26,FAIL,18,GKP,470,Dúbravka,670,Roefs,0.0,-7.0,-7.0,-7.0,1,0.1918,0.1216,31.0,31.0,24.0,11.0,3.0,8.0
2025-26,FAIL,19,FWD,691,Calvert-Lewin,283,Mateta,-8.0,-6.0,-6.0,2.0,0,0.2555,0.1785,47.0,39.0,41.0,1.0,9.0,-8.0
2025-26,FAIL,19,DEF,190,Ekdal,295,Keane,0.0,-6.0,-6.0,-6.0,1,0.0563,0.0096,47.0,47.0,41.0,3.0,0.0,3.0
2025-26,FAIL,20,DEF,684,Thiaw,291,Tarkowski,15.0,10.0,10.0,-5.0,0,0.2196,0.0436,21.0,36.0,31.0,17.0,2.0,15.0
2025-26,FAIL,20,DEF,694,Mukiele,321,J.Cuenca,0.0,10.0,10.0,10.0,1,0.2504,0.0084,21.0,21.0,31.0,4.0,3.0,1.0
2025-26,FAIL,20,DEF,694,Mukiele,291,Tarkowski,2.0,10.0,10.0,8.0,1,0.4168,0.2408,21.0,23.0,31.0,4.0,2.0,2.0
2025-26,FAIL,20,MID,20,Trossard,417,Cherki,-3.0,10.0,10.0,13.0,1,0.2386,0.277,21.0,18.0,31.0,1.0,4.0,-3.0
2025-26,FAIL,20,MID,20,Trossard,16,Saka,-3.0,10.0,10.0,13.0,1,0.3231,0.3453,21.0,18.0,31.0,1.0,4.0,-3.0
2025-26,FAIL,21,MID,485,Gordon,82,Semenyo,-15.0,-15.0,-15.0,0.0,0,0.0,0.2663,51.0,36.0,36.0,1.0,6.0,-5.0
2025-26,FAIL,22,MID,169,Gomez,449,B.Fernandes,-9.0,-1.0,-1.0,8.0,0,0.5058,0.172,47.0,38.0,46.0,2.0,10.0,-8.0
2025-26,FAIL,22,MID,169,Gomez,417,Cherki,0.0,-1.0,-1.0,-1.0,1,0.3453,0.0714,47.0,47.0,46.0,2.0,1.0,1.0
2025-26,FAIL,25,MID,487,Barnes,21,Rice,-3.0,-3.0,-3.0,0.0,0,0.0494,0.0591,58.0,55.0,55.0,2.0,5.0,-3.0
2025-26,FAIL,26,DEF,634,Mosquera,633,H.Bueno,1.0,1.0,1.0,0.0,0,0.0,0.0669,91.0,92.0,92.0,9.0,8.0,1.0
2025-26,FAIL,28,DEF,706,Justin,343,Struijk,0.0,-1.0,-1.0,-1.0,1,0.0356,0.0116,56.0,56.0,55.0,2.0,2.0,0.0
2025-26,FAIL,28,GKP,341,Darlow,628,José Sá,0.0,-1.0,-1.0,-1.0,1,0.0641,0.0378,56.0,56.0,55.0,3.0,8.0,-5.0
2025-26,FAIL,30,DEF,191,Estève,723,Canvot,0.0,0.0,0.0,0.0,0,0.0891,0.089,68.0,68.0,68.0,6.0,11.0,-5.0
2025-26,FAIL,30,MID,547,E.Le Fée,517,Anderson,0.0,0.0,0.0,0.0,0,0.0517,0.0516,68.0,68.0,68.0,0.0,2.0,-2.0
2025-26,FAIL,30,MID,547,E.Le Fée,119,Mbeumo,0.0,0.0,0.0,0.0,0,0.5867,0.5866,68.0,68.0,68.0,0.0,2.0,-2.0
2025-26,FAIL,30,GKP,341,Darlow,502,Sels,0.0,0.0,0.0,0.0,0,0.0791,0.079,68.0,68.0,68.0,6.0,6.0,0.0
2025-26,FAIL,31,MID,235,Palmer,457,Casemiro,1.0,1.0,1.0,0.0,0,0.0,0.0612,68.0,69.0,69.0,2.0,1.0,1.0
2025-26,FAIL,32,DEF,191,Estève,606,Mavropanos,0.0,-2.0,-2.0,-2.0,1,0.0776,0.054,45.0,45.0,43.0,2.0,21.0,-19.0
2025-26,FAIL,32,DEF,191,Estève,113,Van den Berg,0.0,-2.0,-2.0,-2.0,1,0.1178,0.0941,45.0,45.0,43.0,2.0,3.0,-1.0
2025-26,FAIL,32,DEF,706,Justin,606,Mavropanos,0.0,-2.0,-2.0,-2.0,1,0.1117,0.088,45.0,45.0,43.0,1.0,21.0,-20.0
2025-26,FAIL,32,DEF,706,Justin,113,Van den Berg,0.0,-2.0,-2.0,-2.0,1,0.1518,0.1282,45.0,45.0,43.0,1.0,3.0,-2.0
2025-26,FAIL,32,MID,547,E.Le Fée,457,Casemiro,-5.0,-2.0,-2.0,3.0,0,0.1297,0.1061,45.0,40.0,43.0,3.0,9.0,-6.0
2025-26,FAIL,32,MID,547,E.Le Fée,119,Mbeumo,3.0,-2.0,-2.0,-5.0,1,0.3539,0.3303,45.0,48.0,43.0,3.0,1.0,2.0
