season,e024_gate,gw,position,entrant_id,entrant_name,leaver_id,leaver_name,delta_pair,delta_ilp,delta_full,delta_reeq,abs_reeq_gt_pair,g_treat,g_ctrl,ctrl_cap,pair_cap,full_cap,entrant_pts,leaver_pts,dpts_swap
2022-23,FAIL,30,DEF,180,Keane,92,Pinnock,0.0,1.0,1.0,1.0,1,0.2714,0.04,49.0,49.0,50.0,1.0,1.0,0.0
2022-23,FAIL,32,MID,88,Jensen,233,Harrison,0.0,11.0,11.0,11.0,1,0.2774,0.0197,57.0,57.0,68.0,2.0,2.0,0.0
2022-23,FAIL,33,FWD,288,Diogo Jota,427,Kane,-10.0,-20.0,-20.0,-10.0,0,0.178,0.5667,94.0,84.0,74.0,1.0,11.0,-10.0
2022-23,FAIL,33,DEF,199,Tarkowski,461,Zouma,0.0,-20.0,-20.0,-20.0,1,0.136,0.0056,94.0,94.0,74.0,0.0,1.0,-1.0
2022-23,FAIL,33,DEF,199,Tarkowski,222,Ayling,0.0,-20.0,-20.0,-20.0,1,0.1417,0.0084,94.0,94.0,74.0,0.0,1.0,-1.0
2022-23,FAIL,36,DEF,16,Gabriel,366,Schär,-2.0,18.0,18.0,20.0,1,2.3025,2.26,63.0,61.0,81.0,1.0,2.0,-1.0
2022-23,FAIL,36,DEF,39,Mings,366,Schär,-2.0,18.0,18.0,20.0,1,2.3225,2.2799,63.0,61.0,81.0,2.0,2.0,0.0
2023-24,PASS,1,MID,294,Diogo J.,396,Rashford,-2.0,-3.0,-3.0,-1.0,0,0.8745,0.4886,47.0,45.0,44.0,1.0,3.0,-2.0
2023-24,PASS,1,MID,294,Diogo J.,14,Ødegaard,-1.0,-3.0,-3.0,-2.0,1,0.5732,0.4044,47.0,46.0,44.0,1.0,2.0,-1.0
2023-24,PASS,1,MID,26,Trossard,396,Rashford,-2.0,-3.0,-3.0,-1.0,0,1.198,0.4421,47.0,45.0,44.0,1.0,3.0,-2.0
2023-24,PASS,1,MID,26,Trossard,14,Ødegaard,-1.0,-3.0,-3.0,-2.0,1,0.8967,0.358,47.0,46.0,44.0,1.0,2.0,-1.0
2023-24,PASS,1,DEF,245,Branthwaite,834,Arthur,0.0,-3.0,-3.0,-3.0,1,1.3369,0.009,47.0,47.0,44.0,0.0,0.0,0.0
2023-24,PASS,1,DEF,245,Branthwaite,845,Offiah,0.0,-3.0,-3.0,-3.0,1,1.3367,0.0088,47.0,47.0,44.0,0.0,0.0,0.0
2023-24,PASS,2,DEF,366,Sergio Gómez,368,Stones,9.0,9.0,9.0,0.0,0,1.4357,0.4793,26.0,35.0,35.0,0.0,0.0,0.0
2023-24,PASS,2,FWD,232,Mateta,355,Haaland,7.0,9.0,9.0,2.0,0,2.5067,1.919,26.0,33.0,35.0,0.0,2.0,-2.0
2023-24,PASS,2,FWD,433,Wilson,355,Haaland,2.0,9.0,9.0,7.0,1,1.7303,1.2749,26.0,28.0,35.0,1.0,2.0,-1.0
2023-24,PASS,3,DEF,766,Kambwala,198,Cucurella,10.0,14.0,14.0,4.0,0,2.8719,0.9389,25.0,35.0,39.0,0.0,0.0,0.0
2023-24,PASS,3,DEF,766,Kambwala,204,Hall,10.0,14.0,14.0,4.0,0,2.0025,0.06,25.0,35.0,39.0,0.0,0.0,0.0
2023-24,PASS,3,FWD,232,Mateta,355,Haaland,6.0,14.0,14.0,8.0,1,2.906,1.3091,25.0,31.0,39.0,1.0,4.0,-3.0
2023-24,PASS,3,FWD,232,Mateta,8,G.Jesus,9.0,14.0,14.0,5.0,0,2.7772,0.8561,25.0,34.0,39.0,1.0,1.0,0.0
2023-24,PASS,3,FWD,433,Wilson,355,Haaland,7.0,14.0,14.0,7.0,0,1.6247,0.554,25.0,32.0,39.0,1.0,4.0,-3.0
2023-24,PASS,3,FWD,433,Wilson,8,G.Jesus,10.0,14.0,14.0,4.0,0,1.4958,0.101,25.0,35.0,39.0,1.0,1.0,0.0
2023-24,PASS,4,DEF,307,Robertson,290,Alexander-Arnold,1.0,8.0,8.0,7.0,1,0.2897,0.0124,15.0,16.0,23.0,6.0,12.0,-6.0
2023-24,PASS,4,DEF,430,Trippier,290,Alexander-Arnold,1.0,8.0,8.0,7.0,1,0.3204,0.0237,15.0,16.0,23.0,1.0,12.0,-11.0
2023-24,PASS,5,DEF,42,Digne,439,Boly,1.0,7.0,7.0,6.0,1,1.6106,0.0658,34.0,35.0,41.0,5.0,0.0,5.0
2023-24,PASS,5,MID,294,Diogo J.,396,Rashford,-3.0,7.0,7.0,10.0,1,1.3262,0.516,34.0,31.0,41.0,1.0,2.0,-1.0
2023-24,PASS,5,MID,526,Bowen,396,Rashford,-2.0,7.0,7.0,9.0,1,1.525,0.222,34.0,32.0,41.0,2.0,2.0,0.0
2023-24,PASS,5,MID,526,Bowen,504,Maddison,-1.0,7.0,7.0,8.0,1,1.4786,0.329,34.0,33.0,41.0,2.0,1.0,1.0
2023-24,PASS,5,FWD,523,Antonio,355,Haaland,-6.0,7.0,7.0,13.0,1,2.4769,1.1566,34.0,28.0,41.0,2.0,6.0,-4.0
2023-24,PASS,5,FWD,523,Antonio,85,Solanke,-2.0,7.0,7.0,9.0,1,1.7479,0.1119,34.0,32.0,41.0,2.0,2.0,0.0
2023-24,PASS,5,FWD,13,Nketiah,355,Haaland,-6.0,7.0,7.0,13.0,1,2.2178,1.7061,34.0,28.0,41.0,2.0,6.0,-4.0
2023-24,PASS,5,FWD,13,Nketiah,85,Solanke,-2.0,7.0,7.0,9.0,1,1.7083,0.133,34.0,32.0,41.0,2.0,2.0,0.0
2023-24,PASS,6,MID,513,Sarr,664,Ward-Prowse,3.0,12.0,12.0,9.0,1,0.8534,0.7992,47.0,50.0,59.0,1.0,2.0,-1.0
2023-24,PASS,6,MID,513,Sarr,349,De Bruyne,5.0,12.0,12.0,7.0,1,1.4737,1.4194,47.0,52.0,59.0,1.0,0.0,1.0
2023-24,PASS,6,MID,226,Eze,349,De Bruyne,7.0,12.0,12.0,5.0,0,1.0857,0.654,47.0,54.0,59.0,3.0,0.0,3.0
2023-24,PASS,7,FWD,433,Wilson,355,Haaland,-2.0,-5.0,-5.0,-3.0,1,0.9681,0.8884,64.0,62.0,59.0,0.0,2.0,-2.0
2023-24,PASS,7,DEF,245,Branthwaite,544,Zouma,-14.0,-5.0,-5.0,9.0,0,0.5763,0.3871,64.0,50.0,59.0,1.0,7.0,-6.0
2023-24,PASS,7,DEF,245,Branthwaite,563,Kilman,-14.0,-5.0,-5.0,9.0,0,0.5668,0.3835,64.0,50.0,59.0,1.0,2.0,-1.0
2023-24,PASS,7,DEF,245,Branthwaite,220,Andersen,-14.0,-5.0,-5.0,9.0,0,0.6035,0.4101,64.0,50.0,59.0,1.0,15.0,-14.0
2023-24,PASS,7,DEF,506,Pedro Porro,220,Andersen,-8.0,-5.0,-5.0,3.0,0,0.4419,0.2615,64.0,56.0,59.0,7.0,15.0,-8.0
2023-24,PASS,8,GKP,361,Ortega Moreno,482,Foderingham,7.0,8.0,8.0,1.0,0,0.7161,0.1092,59.0,66.0,67.0,0.0,0.0,0.0
2023-24,PASS,8,FWD,13,Nketiah,326,Morris,8.0,8.0,8.0,0.0,0,0.3833,0.7598,59.0,67.0,67.0,2.0,1.0,1.0
2023-24,PASS,8,DEF,245,Branthwaite,281,Ream,7.0,8.0,8.0,1.0,0,0.6446,0.1319,59.0,66.0,67.0,6.0,2.0,4.0
2023-24,PASS,9,FWD,13,Nketiah,355,Haaland,-8.0,6.0,6.0,14.0,1,2.5233,2.2781,97.0,89.0,103.0,0.0,8.0,-8.0
2023-24,PASS,9,FWD,433,Wilson,355,Haaland,-2.0,6.0,6.0,8.0,1,1.764,1.3996,97.0,95.0,103.0,6.0,8.0,-2.0
2023-24,PASS,9,DEF,245,Branthwaite,584,Pau,-2.0,6.0,6.0,8.0,1,1.584,0.592,97.0,95.0,103.0,1.0,2.0,-1.0
2023-24,PASS,9,DEF,245,Branthwaite,471,Ahmedhodžić,0.0,6.0,6.0,6.0,1,1.0567,0.0648,97.0,97.0,103.0,1.0,0.0,1.0
2023-24,PASS,9,DEF,245,Branthwaite,220,Andersen,0.0,6.0,6.0,6.0,1,1.616,0.6628,97.0,97.0,103.0,1.0,0.0,1.0
2023-24,PASS,10,FWD,225,Edouard,355,Haaland,-14.0,-11.0,-11.0,3.0,0,1.0173,1.1824,68.0,54.0,57.0,2.0,16.0,-14.0
2023-24,PASS,10,FWD,60,Watkins,355,Haaland,-14.0,-11.0,-11.0,3.0,0,0.7607,0.7202,68.0,54.0,57.0,2.0,16.0,-14.0
2023-24,PASS,11,GKP,361,Ortega Moreno,482,Foderingham,1.0,14.0,14.0,13.0,1,0.6896,0.1196,21.0,22.0,35.0,0.0,2.0,-2.0
2023-24,PASS,11,MID,362,Palmer,504,Maddison,12.0,14.0,14.0,2.0,0,1.1863,0.616,21.0,33.0,35.0,12.0,1.0,11.0
2023-24,PASS,11,DEF,245,Branthwaite,265,Tarkowski,1.0,14.0,14.0,13.0,1,0.6132,0.5037,21.0,22.0,35.0,1.0,1.0,0.0
2023-24,PASS,11,DEF,245,Branthwaite,112,Pinnock,1.0,14.0,14.0,13.0,1,0.6805,0.5431,21.0,22.0,35.0,1.0,1.0,0.0
2023-24,PASS,11,DEF,245,Branthwaite,511,Romero,6.0,14.0,14.0,8.0,1,0.691,0.5769,21.0,27.0,35.0,1.0,-4.0,5.0
2023-24,PASS,12,DEF,245,Branthwaite,29,White,1.0,-13.0,-13.0,-14.0,1,0.8525,0.9567,81.0,82.0,68.0,1.0,0.0,1.0
2023-24,PASS,12,DEF,245,Branthwaite,703,Evans,0.0,-13.0,-13.0,-13.0,1,0.3119,0.0371,81.0,81.0,68.0,1.0,0.0,1.0
2023-24,PASS,12,FWD,60,Watkins,355,Haaland,-10.0,-13.0,-13.0,-3.0,0,0.8691,0.7476,81.0,71.0,68.0,6.0,16.0,-10.0
2023-24,PASS,13,FWD,246,Calvert-Lewin,343,J.Alvarez,0.0,2.0,2.0,2.0,1,0.5167,0.5118,35.0,35.0,37.0,2.0,2.0,0.0
2023-24,PASS,14,DEF,393,Mengi,465,Toffolo,0.0,-3.0,-3.0,-3.0,1,0.3518,0.0713,55.0,55.0,52.0,1.0,2.0,-1.0
2023-24,PASS,14,DEF,393,Mengi,173,O'Shea,0.0,-3.0,-3.0,-3.0,1,0.3283,0.0467,55.0,55.0,52.0,1.0,8.0,-7.0
2023-24,PASS,14,DEF,178,Taylor,465,Toffolo,0.0,-3.0,-3.0,-3.0,1,0.3547,0.0748,55.0,55.0,52.0,10.0,2.0,8.0
2023-24,PASS,14,DEF,178,Taylor,173,O'Shea,0.0,-3.0,-3.0,-3.0,1,0.3312,0.0503,55.0,55.0,52.0,10.0,8.0,2.0
2023-24,PASS,15,DEF,245,Branthwaite,377,Dalot,5.0,6.0,6.0,1.0,0,0.404,0.2981,39.0,44.0,45.0,6.0,1.0,5.0
2023-24,PASS,15,MID,382,Garnacho,43,Douglas Luiz,1.0,6.0,6.0,5.0,1,0.3417,0.9198,39.0,40.0,45.0,4.0,3.0,1.0
2023-24,PASS,16,DEF,27,Trusty,220,Andersen,5.0,4.0,4.0,-1.0,0,0.37,0.4255,69.0,74.0,73.0,5.0,0.0,5.0
2023-24,PASS,17,DEF,238,C.Richards,178,Taylor,0.0,0.0,0.0,0.0,0,0.0,0.0316,48.0,48.0,48.0,1.0,0.0,1.0
2023-24,PASS,18,FWD,590,Cunha,211,N.Jackson,0.0,1.0,1.0,1.0,1,0.1039,0.1519,50.0,50.0,51.0,1.0,1.0,0.0
2023-24,PASS,19,DEF,245,Branthwaite,265,Tarkowski,0.0,7.0,7.0,7.0,1,0.281,0.0361,26.0,26.0,33.0,0.0,1.0,-1.0
2023-24,PASS,19,DEF,245,Branthwaite,377,Dalot,0.0,7.0,7.0,7.0,1,0.2891,0.0488,26.0,26.0,33.0,0.0,1.0,-1.0
2023-24,PASS,19,MID,134,Gross,14,Ødegaard,0.0,7.0,7.0,7.0,1,0.4065,0.2464,26.0,26.0,33.0,2.0,2.0,0.0
2023-24,PASS,19,FWD,246,Calvert-Lewin,211,N.Jackson,-1.0,7.0,7.0,8.0,1,0.2713,0.314,26.0,25.0,33.0,1.0,2.0,-1.0
2023-24,PASS,20,DEF,191,B.Badiashile,313,Virgil,-1.0,5.0,5.0,6.0,1,0.447,0.5628,84.0,83.0,89.0,0.0,1.0,-1.0
2023-24,PASS,20,DEF,342,Aké,313,Virgil,5.0,5.0,5.0,0.0,0,0.1611,0.1531,84.0,89.0,89.0,6.0,1.0,5.0
2023-24,PASS,20,DEF,286,Tosin,313,Virgil,1.0,5.0,5.0,4.0,1,0.6536,0.4949,84.0,85.0,89.0,2.0,1.0,1.0
2023-24,PASS,21,MID,236,Olise,134,Gross,-3.0,-3.0,-3.0,0.0,0,0.0091,0.1028,29.0,26.0,26.0,0.0,3.0,-3.0
2023-24,PASS,23,MID,382,Garnacho,107,Lewis-Potter,0.0,0.0,0.0,0.0,0,-0.0,0.0023,28.0,28.0,28.0,16.0,1.0,15.0
2023-24,PASS,23,DEF,31,Zinchenko,506,Pedro Porro,0.0,0.0,0.0,0.0,0,0.0804,0.0862,28.0,28.0,28.0,1.0,1.0,0.0
2023-24,PASS,24,DEF,321,Doughty,220,Andersen,-2.0,7.0,7.0,9.0,1,0.6538,0.0671,36.0,34.0,43.0,1.0,1.0,0.0
2023-24,PASS,24,DEF,238,C.Richards,220,Andersen,-3.0,7.0,7.0,10.0,1,1.0848,0.512,36.0,33.0,43.0,1.0,1.0,0.0
2023-24,PASS,24,DEF,238,C.Richards,286,Tosin,-2.0,7.0,7.0,9.0,1,0.6519,0.0939,36.0,34.0,43.0,1.0,0.0,1.0
2023-24,PASS,24,MID,43,Douglas Luiz,526,Bowen,-2.0,7.0,7.0,9.0,1,0.8342,0.2475,36.0,34.0,43.0,10.0,2.0,8.0
2023-24,PASS,24,MID,43,Douglas Luiz,664,Ward-Prowse,-2.0,7.0,7.0,9.0,1,0.6413,0.0546,36.0,34.0,43.0,10.0,2.0,8.0
2023-24,PASS,29,FWD,117,Toney,200,D.D.Fofana,0.0,0.0,0.0,0.0,0,0.0,0.0167,31.0,31.0,31.0,1.0,8.0,-7.0
2023-24,PASS,31,DEF,90,Ajer,114,Roerslev,0.0,0.0,0.0,0.0,0,-0.0,0.0049,63.0,63.0,63.0,6.0,6.0,0.0
2024-25,PASS,1,FWD,129,João Pedro,58,Watkins,0.0,8.0,8.0,8.0,1,1.3094,1.1289,43.0,43.0,51.0,2.0,2.0,0.0
2024-25,PASS,1,DEF,303,Souttar,3,Gabriel,-6.0,8.0,8.0,14.0,1,2.0247,1.087,43.0,37.0,51.0,0.0,6.0,-6.0
2024-25,PASS,1,DEF,303,Souttar,658,Heaven,0.0,8.0,8.0,8.0,1,0.9183,0.0061,43.0,43.0,51.0,0.0,0.0,0.0
2024-25,PASS,1,DEF,495,Pedro Porro,3,Gabriel,3.0,8.0,8.0,5.0,1,0.9215,0.2939,43.0,46.0,51.0,9.0,6.0,3.0
2024-25,PASS,1,MID,23,Trossard,503,Son,-1.0,8.0,8.0,9.0,1,1.0229,0.7476,43.0,42.0,51.0,1.0,2.0,-1.0
2024-25,PASS,1,MID,317,Diogo J.,503,Son,6.0,8.0,8.0,2.0,0,0.9986,0.8899,43.0,49.0,51.0,8.0,2.0,6.0
2024-25,PASS,2,MID,743,McKenna,360,Rodrigo,0.0,8.0,8.0,8.0,1,1.952,1.2111,48.0,48.0,56.0,0.0,0.0,0.0
2024-25,PASS,2,MID,743,McKenna,751,Pereira,0.0,8.0,8.0,8.0,1,0.7458,0.0009,48.0,48.0,56.0,0.0,0.0,0.0
2024-25,PASS,2,DEF,715,Godfrey,322,Gomez,0.0,8.0,8.0,8.0,1,0.9292,0.1837,48.0,48.0,56.0,0.0,0.0,0.0
2024-25,PASS,2,GKP,445,Turner,91,Flekken,0.0,8.0,8.0,8.0,1,0.786,0.046,48.0,48.0,56.0,0.0,3.0,-3.0
2024-25,PASS,3,FWD,401,Isak,58,Watkins,4.0,-10.0,-10.0,-14.0,1,0.2794,0.2144,52.0,56.0,42.0,9.0,5.0,4.0
2024-25,PASS,3,FWD,401,Isak,351,Haaland,-8.0,-10.0,-10.0,-2.0,0,1.2812,1.2908,52.0,44.0,42.0,9.0,17.0,-8.0
2024-25,PASS,3,FWD,306,Vardy,58,Watkins,-4.0,-10.0,-10.0,-6.0,1,1.0745,1.0088,52.0,48.0,42.0,1.0,5.0,-4.0
2024-25,PASS,3,FWD,306,Vardy,351,Haaland,-16.0,-10.0,-10.0,6.0,0,2.0763,2.0852,52.0,36.0,42.0,1.0,17.0,-16.0
2024-25,PASS,4,MID,491,Johnson,636,Chiesa,-8.0,-8.0,-8.0,0.0,0,1.7556,0.8528,13.0,5.0,5.0,2.0,0.0,2.0
2024-25,PASS,4,DEF,495,Pedro Porro,311,Alexander-Arnold,-10.0,-8.0,-8.0,2.0,0,1.6702,0.0284,13.0,3.0,5.0,2.0,1.0,1.0
2024-25,PASS,5,DEF,291,Faes,326,Konaté,-7.0,11.0,11.0,18.0,1,1.5234,0.0897,51.0,44.0,62.0,2.0,8.0,-6.0
2024-25,PASS,5,DEF,291,Faes,472,Stephens,-7.0,11.0,11.0,18.0,1,1.4816,0.0646,51.0,44.0,62.0,2.0,0.0,2.0
2024-25,PASS,5,MID,491,Johnson,366,B.Fernandes,-3.0,11.0,11.0,14.0,1,1.3898,0.8134,51.0,48.0,62.0,7.0,3.0,4.0
2024-25,PASS,5,MID,491,Johnson,345,De Bruyne,0.0,11.0,11.0,11.0,1,1.6774,0.9848,51.0,51.0,62.0,7.0,0.0,7.0
2024-25,PASS,5,FWD,447,Wood,207,Mateta,0.0,11.0,11.0,11.0,1,1.4908,0.3794,51.0,51.0,62.0,8.0,1.0,7.0
2024-25,PASS,6,DEF,228,Keane,282,Tuanzebe,23.0,20.0,20.0,-3.0,0,0.9263,0.0029,55.0,78.0,75.0,0.0,0.0,0.0
2024-25,PASS,6,DEF,228,Keane,88,Collins,21.0,20.0,20.0,-1.0,0,1.0594,0.2626,55.0,76.0,75.0,0.0,2.0,-2.0
2024-25,PASS,6,DEF,533,Aït-Nouri,88,Collins,30.0,20.0,20.0,-10.0,0,0.8711,0.0679,55.0,85.0,75.0,9.0,2.0,7.0
2024-25,PASS,6,MID,71,Kluivert,199,Eze,22.0,20.0,20.0,-2.0,0,0.9446,0.2503,55.0,77.0,75.0,1.0,2.0,-1.0
2024-25,PASS,6,MID,239,Adama,199,Eze,24.0,20.0,20.0,-4.0,0,1.0682,0.7198,55.0,79.0,75.0,3.0,2.0,1.0
2024-25,PASS,6,GKP,396,Dúbravka,91,Flekken,23.0,20.0,20.0,-3.0,0,0.9993,0.0388,55.0,78.0,75.0,0.0,2.0,-2.0
2024-25,PASS,6,FWD,447,Wood,58,Watkins,14.0,20.0,20.0,6.0,0,0.436,0.1404,55.0,69.0,75.0,2.0,11.0,-9.0
2024-25,PASS,7,DEF,228,Keane,291,Faes,4.0,-1.0,-1.0,-5.0,1,0.4154,0.0086,57.0,61.0,56.0,6.0,6.0,0.0
2024-25,PASS,7,DEF,228,Keane,369,Dalot,4.0,-1.0,-1.0,-5.0,1,0.5484,0.3861,57.0,61.0,56.0,6.0,6.0,0.0
2024-25,PASS,7,DEF,301,Okoli,291,Faes,4.0,-1.0,-1.0,-5.0,1,0.4517,0.0002,57.0,61.0,56.0,7.0,6.0,1.0
2024-25,PASS,7,DEF,301,Okoli,369,Dalot,-1.0,-1.0,-1.0,0.0,0,0.7596,0.2692,57.0,56.0,56.0,7.0,6.0,1.0
2024-25,PASS,7,FWD,306,Vardy,58,Watkins,4.0,-1.0,-1.0,-5.0,1,0.6508,0.9314,57.0,61.0,56.0,2.0,2.0,0.0
2024-25,PASS,7,GKP,445,Turner,522,Foderingham,4.0,-1.0,-1.0,-5.0,1,0.5212,0.077,57.0,61.0,56.0,0.0,0.0,0.0
2024-25,PASS,8,MID,491,Johnson,17,Saka,2.0,2.0,2.0,0.0,0,1.1644,0.6987,46.0,48.0,48.0,2.0,0.0,2.0
2024-25,PASS,8,MID,239,Adama,17,Saka,2.0,2.0,2.0,0.0,0,1.4517,0.9011,46.0,48.0,48.0,2.0,0.0,2.0
2024-25,PASS,8,FWD,316,Darwin,58,Watkins,-7.0,2.0,2.0,9.0,1,1.238,0.8557,46.0,39.0,48.0,1.0,8.0,-7.0
2024-25,PASS,8,FWD,447,Wood,58,Watkins,-1.0,2.0,2.0,3.0,1,1.0761,0.2626,46.0,45.0,48.0,7.0,8.0,-1.0
2024-25,PASS,8,FWD,447,Wood,541,Cunha,5.0,2.0,2.0,-3.0,0,0.9976,0.0781,46.0,51.0,48.0,7.0,2.0,5.0
2024-25,PASS,9,DEF,338,Van den Berg,88,Collins,4.0,10.0,10.0,6.0,1,0.3671,0.3073,69.0,73.0,79.0,1.0,1.0,0.0
2024-25,PASS,9,DEF,338,Van den Berg,291,Faes,4.0,10.0,10.0,6.0,1,0.0957,0.0162,69.0,73.0,79.0,1.0,1.0,0.0
2024-25,PASS,10,MID,491,Johnson,99,Mbeumo,5.0,0.0,0.0,-5.0,0,0.6554,0.3612,48.0,53.0,48.0,8.0,3.0,5.0
2024-25,PASS,10,MID,239,Adama,99,Mbeumo,1.0,0.0,0.0,-1.0,0,0.911,0.6956,48.0,49.0,48.0,4.0,3.0,1.0
2024-25,PASS,10,MID,239,Adama,372,Garnacho,2.0,0.0,0.0,-2.0,0,0.9866,0.3238,48.0,50.0,48.0,4.0,2.0,2.0
2024-25,PASS,10,GKP,396,Dúbravka,14,Ramsdale,0.0,0.0,0.0,0.0,0,0.9658,0.0042,48.0,48.0,48.0,0.0,9.0,-9.0
2024-25,PASS,11,MID,491,Johnson,366,B.Fernandes,-15.0,-15.0,-15.0,0.0,0,0.49,0.2679,66.0,51.0,51.0,2.0,17.0,-15.0
2024-25,PASS,11,DEF,630,O'Shea,520,Emerson,0.0,-15.0,-15.0,-15.0,1,0.8096,0.0437,66.0,66.0,51.0,2.0,6.0,-4.0
2024-25,PASS,11,DEF,630,O'Shea,369,Dalot,5.0,-15.0,-15.0,-20.0,1,1.0803,0.3954,66.0,71.0,51.0,2.0,1.0,1.0
2024-25,PASS,12,MID,247,Iwobi,19,Smith Rowe,6.0,6.0,6.0,0.0,0,0.0271,0.2605,30.0,36.0,36.0,7.0,1.0,6.0
2024-25,PASS,13,DEF,159,Chalobah,369,Dalot,-6.0,0.0,0.0,6.0,0,0.3154,0.0942,82.0,76.0,82.0,2.0,6.0,-4.0
2024-25,PASS,13,DEF,159,Chalobah,422,Aina,-8.0,0.0,0.0,8.0,0,0.2773,0.0355,82.0,74.0,82.0,2.0,8.0,-6.0
2024-25,PASS,13,FWD,447,Wood,351,Haaland,7.0,0.0,0.0,-7.0,0,0.7105,0.956,82.0,89.0,82.0,9.0,2.0,7.0
2024-25,PASS,14,FWD,401,Isak,58,Watkins,12.0,15.0,15.0,3.0,0,0.4303,0.1457,65.0,77.0,80.0,11.0,12.0,-1.0
2024-25,PASS,14,FWD,252,Raúl,617,Evanilson,12.0,15.0,15.0,3.0,0,0.4895,0.0954,65.0,77.0,80.0,1.0,2.0,-1.0
2024-25,PASS,14,FWD,252,Raúl,58,Watkins,2.0,15.0,15.0,13.0,1,0.9334,0.5002,65.0,67.0,80.0,1.0,12.0,-11.0
2024-25,PASS,14,MID,754,Van Nistelrooy,743,McKenna,13.0,15.0,15.0,2.0,0,0.7314,0.0004,65.0,78.0,80.0,0.0,0.0,0.0
2024-25,PASS,14,MID,754,Van Nistelrooy,17,Saka,10.0,15.0,15.0,5.0,0,2.544,1.7022,65.0,75.0,80.0,0.0,3.0,-3.0
2024-25,PASS,15,MID,747,Nuno,17,Saka,16.0,20.0,20.0,4.0,0,1.192,1.1232,65.0,81.0,85.0,0.0,2.0,-2.0
2024-25,PASS,15,MID,366,B.Fernandes,17,Saka,24.0,20.0,20.0,-4.0,0,0.1172,0.1202,65.0,89.0,85.0,9.0,2.0,7.0
2024-25,PASS,16,FWD,129,João Pedro,617,Evanilson,-1.0,-11.0,-11.0,-10.0,1,0.2721,0.2288,46.0,45.0,35.0,2.0,2.0,0.0
2024-25,PASS,16,MID,737,Emery,99,Mbeumo,-8.0,-11.0,-11.0,-3.0,0,1.8479,0.9468,46.0,38.0,35.0,0.0,9.0,-9.0
2024-25,PASS,16,MID,71,Kluivert,99,Mbeumo,-7.0,-11.0,-11.0,-4.0,0,0.8593,0.1904,46.0,39.0,35.0,3.0,9.0,-6.0
2024-25,PASS,17,DEF,630,O'Shea,88,Collins,0.0,-1.0,-1.0,-1.0,1,0.072,0.0619,37.0,37.0,36.0,0.0,1.0,-1.0
2024-25,PASS,17,DEF,630,O'Shea,267,Davis,1.0,-1.0,-1.0,-2.0,1,0.128,0.1541,37.0,38.0,36.0,0.0,0.0,0.0
2024-25,PASS,17,DEF,630,O'Shea,524,Kilman,0.0,-1.0,-1.0,-1.0,1,0.0619,0.0567,37.0,37.0,36.0,0.0,2.0,-2.0
2024-25,PASS,17,DEF,263,Burgess,88,Collins,0.0,-1.0,-1.0,-1.0,1,0.045,0.0348,37.0,37.0,36.0,0.0,1.0,-1.0
2024-25,PASS,17,DEF,263,Burgess,267,Davis,1.0,-1.0,-1.0,-2.0,1,0.101,0.1271,37.0,38.0,36.0,0.0,0.0,0.0
2024-25,PASS,17,DEF,263,Burgess,524,Kilman,0.0,-1.0,-1.0,-1.0,1,0.0349,0.0297,37.0,37.0,36.0,0.0,2.0,-2.0
2024-25,PASS,18,FWD,129,João Pedro,617,Evanilson,1.0,1.0,1.0,0.0,0,0.0476,0.2225,67.0,68.0,68.0,2.0,1.0,1.0
2024-25,PASS,19,MID,530,Souček,514,Bowen,1.0,9.0,9.0,8.0,1,0.6316,0.7228,60.0,61.0,69.0,0.0,1.0,-1.0
2024-25,PASS,20,FWD,129,João Pedro,110,Wissa,-2.0,-2.0,-2.0,0.0,0,0.0002,0.2204,75.0,73.0,73.0,9.0,11.0,-2.0
2024-25,PASS,21,MID,491,Johnson,366,B.Fernandes,-3.0,0.0,0.0,3.0,0,0.2336,0.2608,55.0,52.0,55.0,1.0,4.0,-3.0
2024-25,PASS,22,DEF,528,Mavropanos,350,Gvardiol,-5.0,-13.0,-13.0,-8.0,1,0.1574,0.1117,38.0,33.0,25.0,-2.0,6.0,-8.0
2024-25,PASS,22,GKP,521,Fabianski,14,Ramsdale,0.0,-13.0,-13.0,-13.0,1,0.0782,0.0159,38.0,38.0,25.0,2.0,1.0,1.0
2024-25,PASS,22,FWD,306,Vardy,58,Watkins,-6.0,-13.0,-13.0,-7.0,1,0.3593,0.4833,38.0,32.0,25.0,2.0,8.0,-6.0
2024-25,PASS,23,FWD,129,João Pedro,252,Raúl,-1.0,-1.0,-1.0,0.0,0,0.0,0.2841,63.0,62.0,62.0,1.0,2.0,-1.0
2024-25,PASS,24,MID,402,J.Murphy,398,Gordon,7.0,-3.0,-3.0,-10.0,1,1.132,1.181,104.0,111.0,101.0,8.0,1.0,7.0
2024-25,PASS,24,DEF,543,Doherty,573,Milenković,0.0,-3.0,-3.0,-3.0,1,0.1766,0.0379,104.0,104.0,101.0,6.0,6.0,0.0
2024-25,PASS,24,DEF,543,Doherty,311,Alexander-Arnold,-7.0,-3.0,-3.0,4.0,0,2.8325,2.6751,104.0,97.0,101.0,6.0,7.0,-1.0
2024-25,PASS,24,DEF,270,Greaves,573,Milenković,0.0,-3.0,-3.0,-3.0,1,0.2205,0.0653,104.0,104.0,101.0,1.0,6.0,-5.0
