season,ctrl_mae60,treat_mae60,ctrl_xicap_mean,treat_xicap_mean,ctrl_xi0,treat_xi0,ctrl_xi0_n,treat_xi0_n,n_swaps,left_blank_pct,entered_blank_pct,mae60_ok,xicap_ok,xi0_ok
2022-23,2.576271,2.586535,57.108108,55.513514,11.547912,10.31941,407,407,50,24.0,14.0,False,False,True
2023-24,2.481614,2.484104,53.684211,55.263158,11.004785,10.047847,418,418,22,27.272727,9.090909,False,True,True
2024-25,2.399644,2.403988,56.578947,55.868421,10.526316,10.287081,418,418,37,18.918919,16.216216,False,False,True
2025-26,2.572005,2.575696,50.394737,52.342105,14.114833,12.679426,418,418,34,38.235294,20.588235,False,True,True
