season,e024_gate,candidate,gw,role,n_enter,n_exit,n_pos_touched,n_unpaired_enter,n_unpaired_exit,flex_flag,budget_delta,n_squad_changes,cap_ctrl,cap_cand,cap_delta,g_treat,xi0_ctrl,xi0_cand,xi0_worse_gw,enter_id,enter_name,enter_pos,enter_cand_u,enter_cand_mu,enter_ctrl_mu,enter_cost,enter_mins,enter_pts,exit_id,exit_name,exit_pos,exit_cand_u,exit_mins,exit_pts,du_cand,paired,blank_enter,primary_harm,primary_mover_id
2024-25,PASS,v1_adxg,7,companion,5,5,4,1,1,1,43,7,57.0,46.0,-11.0,0.4006,1,1,0,15,Raya,GKP,4.4272,4.4272,4.0072,56,90.0,2.0,185,Sánchez,GKP,4.0456,90.0,4.0,0.3816,1,0,0,328
2024-25,PASS,v1_adxg,7,companion,5,5,4,1,1,1,43,7,57.0,46.0,-11.0,0.4006,1,1,0,180,N.Jackson,FWD,3.2064,3.2064,3.0648,79,80.0,2.0,58,Watkins,FWD,3.4708,90.0,2.0,-0.2644,1,0,0,328
2024-25,PASS,v1_adxg,7,primary,5,5,4,1,1,1,43,7,57.0,46.0,-11.0,0.4006,1,1,0,328,M.Salah,MID,4.7568,4.7568,4.284,127,72.0,3.0,230,McNeil,MID,3.1716,90.0,2.0,1.5852,1,0,0,328
2024-25,PASS,v1_adxg,7,companion,5,5,4,1,1,1,43,7,57.0,46.0,-11.0,0.4006,1,1,0,340,Akanji,DEF,2.88,2.88,2.4284,55,61.0,2.0,369,Dalot,DEF,2.6424,90.0,6.0,0.2376,1,0,0,328
2024-25,PASS,v1_adxg,7,companion,5,5,4,1,1,1,43,7,57.0,46.0,-11.0,0.4006,1,1,0,524,Kilman,DEF,2.5584,2.5584,2.4188,45,90.0,2.0,,,,,,,,0,0,0,328
2024-25,PASS,v1_adxg,8,primary,3,3,3,0,0,1,-7,4,47.0,58.0,11.0,0.3457,0,0,0,58,Watkins,FWD,3.5016,3.5016,3.3848,91,74.0,8.0,541,Cunha,FWD,2.9724,66.0,2.0,0.5292,1,0,0,58
2024-25,PASS,v1_adxg,8,companion,3,3,3,0,0,1,-7,4,47.0,58.0,11.0,0.3457,0,0,0,99,Mbeumo,MID,3.3952,3.3952,3.39,75,90.0,2.0,182,Palmer,MID,3.6164,90.0,2.0,-0.2212,1,0,0,58
2024-25,PASS,v1_adxg,8,companion,3,3,3,0,0,1,-7,4,47.0,58.0,11.0,0.3457,0,0,0,422,Aina,DEF,2.8432,2.8432,2.848,45,90.0,6.0,267,Davis,DEF,2.8404,90.0,1.0,0.0028,1,0,0,58
2024-25,PASS,v1_adxg,9,primary,3,3,2,0,0,1,0,5,49.0,63.0,14.0,0.735,0,0,0,99,Mbeumo,MID,3.7784,3.7784,3.6696,76,90.0,15.0,230,McNeil,MID,3.0496,85.0,2.0,0.7288,1,0,0,99
2024-25,PASS,v1_adxg,9,companion,3,3,2,0,0,1,0,5,49.0,63.0,14.0,0.735,0,0,0,348,Foden,MID,3.7728,3.7728,3.192,92,90.0,3.0,328,M.Salah,MID,4.394,90.0,10.0,-0.6212,1,0,0,99
2024-25,PASS,v1_adxg,9,companion,3,3,2,0,0,1,0,5,49.0,63.0,14.0,0.735,0,0,0,350,Gvardiol,DEF,3.4376,3.4376,3.0084,61,90.0,9.0,88,Collins,DEF,2.7128,90.0,1.0,0.7248,1,0,0,99
2024-25,PASS,v1_adxg,10,companion,3,3,3,0,0,1,5,3,57.0,59.0,2.0,0.1172,0,0,0,177,Madueke,MID,3.106,3.106,3.0308,65,70.0,2.0,372,Garnacho,MID,3.062,90.0,2.0,0.044,1,0,0,422
2024-25,PASS,v1_adxg,10,primary,3,3,3,0,0,1,5,3,57.0,59.0,2.0,0.1172,0,0,0,422,Aina,DEF,2.79,2.79,2.7368,46,88.0,15.0,267,Davis,DEF,2.6524,90.0,10.0,0.1376,1,0,0,422
2024-25,PASS,v1_adxg,10,companion,3,3,3,0,0,1,5,3,57.0,59.0,2.0,0.1172,0,0,0,443,Sels,GKP,3.4484,3.4484,3.4024,46,90.0,6.0,14,Ramsdale,GKP,3.3584,90.0,9.0,0.09,1,0,0,422
2024-25,PASS,v1_adxg,11,companion,3,3,3,0,0,1,2,5,64.0,65.0,1.0,0.4264,0,0,0,350,Gvardiol,DEF,3.1512,3.1512,2.7704,63,90.0,1.0,369,Dalot,DEF,2.8804,56.0,1.0,0.2708,1,0,0,491
2024-25,PASS,v1_adxg,11,companion,3,3,3,0,0,1,2,5,64.0,65.0,1.0,0.4264,0,0,0,447,Wood,FWD,3.2648,3.2648,3.3016,66,90.0,2.0,180,N.Jackson,FWD,3.3572,87.0,2.0,-0.0924,1,0,0,491
2024-25,PASS,v1_adxg,11,primary,3,3,3,0,0,1,2,5,64.0,65.0,1.0,0.4264,0,0,0,491,Johnson,MID,3.3928,3.3928,3.2552,67,83.0,2.0,177,Madueke,MID,3.1184,67.0,1.0,0.2744,1,0,0,491
2024-25,PASS,v1_adxg,12,primary,1,1,1,0,0,0,3,3,45.0,43.0,-2.0,0.0642,0,0,0,355,Lewis,DEF,2.7596,2.7596,2.5124,48,73.0,0.0,267,Davis,DEF,2.6568,90.0,2.0,0.1028,1,0,0,355
2024-25,PASS,v1_adxg,14,companion,2,2,2,0,0,1,-4,3,65.0,68.0,3.0,0.2536,1,0,0,252,Raúl,FWD,3.2484,3.2484,3.2832,56,10.0,1.0,617,Evanilson,FWD,3.1812,84.0,2.0,0.0672,1,0,0,488
2024-25,PASS,v1_adxg,14,primary,2,2,2,0,0,1,-4,3,65.0,68.0,3.0,0.2536,1,0,0,488,Forster,GKP,3.462,3.462,3.1816,43,90.0,4.0,469,McCarthy,GKP,3.3032,0.0,0.0,0.1588,1,0,0,488
2024-25,PASS,v1_adxg,15,primary,2,2,2,0,0,1,7,4,64.0,60.0,-4.0,0.4662,0,0,0,17,Saka,MID,4.1956,4.1956,3.7592,105,90.0,2.0,503,Son,MID,3.7876,90.0,7.0,0.408,1,0,0,17
2024-25,PASS,v1_adxg,15,companion,2,2,2,0,0,1,7,4,64.0,60.0,-4.0,0.4662,0,0,0,388,Wan-Bissaka,DEF,2.7892,2.7892,2.684,45,90.0,2.0,267,Davis,DEF,2.674,90.0,1.0,0.1152,1,0,0,17
2024-25,PASS,v1_adxg,16,primary,4,4,3,0,0,1,9,7,47.0,42.0,-5.0,0.6263,0,0,0,13,Ødegaard,MID,3.8572,3.8572,3.3676,83,61.0,3.0,99,Mbeumo,MID,3.2804,90.0,9.0,0.5768,1,0,0,13
2024-25,PASS,v1_adxg,16,companion,4,4,3,0,0,1,9,7,47.0,42.0,-5.0,0.6263,0,0,0,71,Kluivert,MID,3.3516,3.3516,3.2472,55,79.0,3.0,136,Mitoma,MID,3.446,90.0,2.0,-0.0944,1,0,0,13
2024-25,PASS,v1_adxg,16,companion,4,4,3,0,0,1,9,7,47.0,42.0,-5.0,0.6263,0,0,0,335,Robertson,DEF,2.9272,2.9272,2.7104,59,16.0,-3.0,70,Kerkez,DEF,2.756,90.0,2.0,0.1712,1,0,0,13
2024-25,PASS,v1_adxg,16,companion,4,4,3,0,0,1,9,7,47.0,42.0,-5.0,0.6263,0,0,0,488,Forster,GKP,3.4296,3.4296,3.1452,43,90.0,7.0,469,McCarthy,GKP,3.3964,90.0,1.0,0.0332,1,0,0,13
2024-25,PASS,v1_adxg,17,primary,3,3,2,0,0,1,57,5,38.0,38.0,0.0,0.6209,0,0,0,17,Saka,MID,4.2772,4.2772,3.8156,106,23.0,1.0,491,Johnson,MID,3.692,32.0,4.0,0.5852,1,0,0,17
2024-25,PASS,v1_adxg,17,companion,3,3,2,0,0,1,57,5,38.0,38.0,0.0,0.6209,0,0,0,255,Robinson,DEF,2.7652,2.7652,2.6456,48,90.0,6.0,36,Digne,DEF,2.622,90.0,2.0,0.1432,1,0,0,17
2024-25,PASS,v1_adxg,17,companion,3,3,2,0,0,1,57,5,38.0,38.0,0.0,0.6209,0,0,0,350,Gvardiol,DEF,2.9952,2.9952,2.7304,61,90.0,0.0,88,Collins,DEF,2.5472,90.0,1.0,0.448,1,0,0,17
2024-25,PASS,v1_adxg,19,companion,3,3,3,0,0,1,14,5,64.0,74.0,10.0,0.2511,1,0,0,447,Wood,FWD,3.4132,3.4132,3.2324,66,75.0,12.0,110,Wissa,FWD,3.3408,74.0,2.0,0.0724,1,0,0,488
2024-25,PASS,v1_adxg,19,primary,3,3,3,0,0,1,14,5,64.0,74.0,10.0,0.2511,1,0,0,488,Forster,GKP,3.74,3.74,3.5036,43,90.0,1.0,522,Foderingham,GKP,3.2172,0.0,0.0,0.5228,1,0,0,488
2024-25,PASS,v1_adxg,19,companion,3,3,3,0,0,1,14,5,64.0,74.0,10.0,0.2511,1,0,0,495,Pedro Porro,DEF,3.062,3.062,2.6944,55,90.0,4.0,267,Davis,DEF,2.6836,90.0,5.0,0.3784,1,0,0,488
2024-25,PASS,v1_adxg,20,companion,4,4,4,1,1,1,-22,7,75.0,82.0,7.0,0.4103,0,1,1,78,Semenyo,MID,3.2604,3.2604,3.1848,56,90.0,3.0,,,,,,,,0,0,0,99
2024-25,PASS,v1_adxg,20,primary,4,4,4,1,1,1,-22,7,75.0,82.0,7.0,0.4103,0,1,1,99,Mbeumo,MID,3.5548,3.5548,3.4132,77,90.0,19.0,398,Gordon,MID,3.32,77.0,7.0,0.2348,1,0,0,99
2024-25,PASS,v1_adxg,20,companion,4,4,4,1,1,1,-22,7,75.0,82.0,7.0,0.4103,0,1,1,488,Forster,GKP,3.6036,3.6036,3.422,43,0.0,0.0,14,Ramsdale,GKP,3.5692,90.0,1.0,0.0344,1,1,1,99
2024-25,PASS,v1_adxg,20,companion,4,4,4,1,1,1,-22,7,75.0,82.0,7.0,0.4103,0,1,1,617,Evanilson,FWD,3.446,3.446,3.2872,59,81.0,2.0,401,Isak,FWD,3.7212,85.0,7.0,-0.2752,1,0,0,99
2024-25,PASS,v1_adxg,21,companion,5,5,3,0,0,1,-3,4,47.0,39.0,-8.0,0.3381,1,0,0,185,Sánchez,GKP,3.6012,3.6012,3.324,48,90.0,1.0,522,Foderingham,GKP,3.4908,0.0,0.0,0.1104,1,0,0,350
2024-25,PASS,v1_adxg,21,companion,5,5,3,0,0,1,-3,4,47.0,39.0,-8.0,0.3381,1,0,0,187,Tosin,DEF,2.8376,2.8376,2.622,42,19.0,1.0,580,Huijsen,DEF,2.6624,90.0,0.0,0.1752,1,0,0,350
2024-25,PASS,v1_adxg,21,companion,5,5,3,0,0,1,-3,4,47.0,39.0,-8.0,0.3381,1,0,0,267,Davis,DEF,2.76,2.76,2.8176,45,90.0,1.0,388,Wan-Bissaka,DEF,2.7468,90.0,3.0,0.0132,1,0,0,350
2024-25,PASS,v1_adxg,21,companion,5,5,3,0,0,1,-3,4,47.0,39.0,-8.0,0.3381,1,0,0,306,Vardy,FWD,3.2784,3.2784,3.1908,55,90.0,2.0,447,Wood,FWD,3.4188,89.0,9.0,-0.1404,1,0,0,350
2024-25,PASS,v1_adxg,21,primary,5,5,3,0,0,1,-3,4,47.0,39.0,-8.0,0.3381,1,0,0,350,Gvardiol,DEF,3.1204,3.1204,2.7996,60,90.0,1.0,422,Aina,DEF,2.5792,90.0,2.0,0.5412,1,0,0,350
2024-25,PASS,v1_adxg,22,companion,3,3,3,0,0,1,53,7,38.0,38.0,0.0,0.5331,0,0,0,182,Palmer,MID,4.114,4.114,3.862,114,83.0,2.0,366,B.Fernandes,MID,3.8508,90.0,8.0,0.2632,1,0,0,185
2024-25,PASS,v1_adxg,22,primary,3,3,3,0,0,1,53,7,38.0,38.0,0.0,0.5331,0,0,0,185,Sánchez,GKP,3.6064,3.6064,3.278,48,90.0,2.0,91,Flekken,GKP,3.1172,90.0,3.0,0.4892,1,0,0,185
2024-25,PASS,v1_adxg,22,companion,3,3,3,0,0,1,53,7,38.0,38.0,0.0,0.5331,0,0,0,311,Alexander-Arnold,DEF,3.2836,3.2836,2.8596,72,90.0,11.0,422,Aina,DEF,2.9704,90.0,4.0,0.3132,1,0,0,185
2024-25,PASS,v1_adxg,23,primary,3,3,3,0,0,1,-5,3,65.0,65.0,0.0,0.2924,0,1,1,350,Gvardiol,DEF,3.4412,3.4412,3.3152,59,90.0,8.0,211,Muñoz,DEF,2.9988,90.0,4.0,0.4424,1,0,0,350
2024-25,PASS,v1_adxg,23,companion,3,3,3,0,0,1,-5,3,65.0,65.0,0.0,0.2924,0,1,1,398,Gordon,MID,3.8176,3.8176,3.564,77,87.0,5.0,348,Foden,MID,3.9824,90.0,7.0,-0.1648,1,0,0,350
2024-25,PASS,v1_adxg,23,companion,3,3,3,0,0,1,-5,3,65.0,65.0,0.0,0.2924,0,1,1,488,Forster,GKP,3.556,3.556,3.3936,43,0.0,0.0,469,McCarthy,GKP,3.3516,90.0,2.0,0.2044,1,1,1,350
2024-25,PASS,v1_adxg,25,primary,1,1,1,0,0,0,-22,4,108.0,113.0,5.0,0.1884,0,0,0,207,Mateta,FWD,4.0468,4.0468,3.8312,73,90.0,7.0,401,Isak,FWD,4.1092,89.0,2.0,-0.0624,1,0,0,207
2024-25,PASS,v1_adxg,26,companion,3,3,3,0,0,1,-14,5,65.0,60.0,-5.0,0.2577,2,1,0,71,Kluivert,MID,4.1648,4.1648,3.8712,60,72.0,2.0,99,Mbeumo,MID,4.356,90.0,14.0,-0.1912,1,0,0,255
2024-25,PASS,v1_adxg,26,companion,3,3,3,0,0,1,-14,5,65.0,60.0,-5.0,0.2577,2,1,0,91,Flekken,GKP,3.4712,3.4712,3.1936,44,90.0,7.0,14,Ramsdale,GKP,3.3716,90.0,1.0,0.0996,1,0,0,255
2024-25,PASS,v1_adxg,26,primary,3,3,3,0,0,1,-14,5,65.0,60.0,-5.0,0.2577,2,1,0,255,Robinson,DEF,2.9876,2.9876,3.008,51,90.0,1.0,36,Digne,DEF,2.8136,0.0,0.0,0.174,1,0,0,255
2024-25,PASS,v1_adxg,27,companion,3,3,3,0,0,1,-9,4,58.0,72.0,14.0,0.3188,1,0,0,110,Wissa,FWD,4.0736,4.0736,3.988,64,90.0,9.0,401,Isak,FWD,4.446,0.0,0.0,-0.3724,1,0,0,350
2024-25,PASS,v1_adxg,27,companion,3,3,3,0,0,1,-9,4,58.0,72.0,14.0,0.3188,1,0,0,310,A.Becker,GKP,3.6276,3.6276,3.3868,55,90.0,6.0,91,Flekken,GKP,3.5112,90.0,3.0,0.1164,1,0,0,350
2024-25,PASS,v1_adxg,27,primary,3,3,3,0,0,1,-9,4,58.0,72.0,14.0,0.3188,1,0,0,350,Gvardiol,DEF,3.3772,3.3772,3.184,59,90.0,7.0,573,Milenković,DEF,3.0148,90.0,5.0,0.3624,1,0,0,350
2024-25,PASS,v1_adxg,28,primary,3,3,3,0,0,1,4,6,60.0,69.0,9.0,0.5445,0,0,0,58,Watkins,FWD,4.436,4.436,4.2688,89,90.0,9.0,447,Wood,FWD,4.03,86.0,2.0,0.406,1,0,0,58
2024-25,PASS,v1_adxg,28,companion,3,3,3,0,0,1,4,6,60.0,69.0,9.0,0.5445,0,0,0,210,Mitchell,DEF,3.2332,3.2332,3.1596,48,71.0,6.0,495,Pedro Porro,DEF,3.204,86.0,1.0,0.0292,1,0,0,58
2024-25,PASS,v1_adxg,28,companion,3,3,3,0,0,1,4,6,60.0,69.0,9.0,0.5445,0,0,0,327,Luis Díaz,MID,4.6092,4.6092,3.9176,75,90.0,6.0,366,B.Fernandes,MID,4.3444,90.0,9.0,0.2648,1,0,0,58
2024-25,PASS,v1_adxg,29,primary,3,3,3,1,1,1,5,6,56.0,56.0,0.0,0.2075,2,1,0,70,Kerkez,DEF,2.9956,2.9956,2.7788,52,90.0,4.0,255,Robinson,DEF,2.8944,90.0,7.0,0.1012,1,0,0,70
2024-25,PASS,v1_adxg,29,companion,3,3,3,1,1,1,5,6,56.0,56.0,0.0,0.2075,2,1,0,447,Wood,FWD,4.012,4.012,3.7152,73,79.0,2.0,,,,,,,,0,0,0,70
2024-25,PASS,v1_adxg,29,companion,3,3,3,1,1,1,5,6,56.0,56.0,0.0,0.2075,2,1,0,580,Huijsen,DEF,2.9628,2.9628,2.7988,45,90.0,1.0,495,Pedro Porro,DEF,2.912,0.0,0.0,0.0508,1,0,0,70
2024-25,PASS,v1_adxg,30,primary,4,4,3,0,0,1,26,7,48.0,58.0,10.0,0.6001,1,1,0,182,Palmer,MID,4.4592,4.4592,4.4532,108,90.0,6.0,99,Mbeumo,MID,4.0584,90.0,8.0,0.4008,1,0,0,182
2024-25,PASS,v1_adxg,30,companion,4,4,3,0,0,1,26,7,48.0,58.0,10.0,0.6001,1,1,0,185,Sánchez,GKP,3.5496,3.5496,3.2944,45,90.0,6.0,14,Ramsdale,GKP,3.3808,90.0,2.0,0.1688,1,0,0,182
2024-25,PASS,v1_adxg,30,companion,4,4,3,0,0,1,26,7,48.0,58.0,10.0,0.6001,1,1,0,327,Luis Díaz,MID,4.4024,4.4024,3.8528,75,85.0,9.0,366,B.Fernandes,MID,4.182,90.0,2.0,0.2204,1,0,0,182
2024-25,PASS,v1_adxg,30,companion,4,4,3,0,0,1,26,7,48.0,58.0,10.0,0.6001,1,1,0,335,Robertson,DEF,3.5392,3.5392,3.1048,58,90.0,7.0,573,Milenković,DEF,3.2588,90.0,6.0,0.2804,1,0,0,182
2024-25,PASS,v1_adxg,31,companion,2,2,3,1,1,1,2,5,41.0,50.0,9.0,0.2143,0,0,0,207,Mateta,FWD,4.366,4.366,4.29,77,67.0,8.0,,,,,,,,0,0,0,350
2024-25,PASS,v1_adxg,31,primary,2,2,3,1,1,1,2,5,41.0,50.0,9.0,0.2143,0,0,0,350,Gvardiol,DEF,3.388,3.388,3.166,61,90.0,9.0,369,Dalot,DEF,3.0308,90.0,5.0,0.3572,1,0,0,350
2024-25,PASS,v1_adxg,32,companion,2,2,1,0,0,1,13,6,98.0,82.0,-16.0,0.4407,0,0,0,163,Cucurella,DEF,3.5748,3.5748,3.1628,54,90.0,1.0,573,Milenković,DEF,3.3588,90.0,2.0,0.216,1,0,0,335
2024-25,PASS,v1_adxg,32,primary,2,2,1,0,0,1,13,6,98.0,82.0,-16.0,0.4407,0,0,0,335,Robertson,DEF,3.704,3.704,3.218,58,30.0,-1.0,533,Aït-Nouri,DEF,3.128,69.0,14.0,0.576,1,0,0,335
2024-25,PASS,v1_adxg,33,primary,4,4,4,1,1,1,24,5,94.0,93.0,-1.0,0.7802,0,0,0,9,Martinelli,MID,7.1864,7.1864,6.442,65,162.0,10.0,54,Rogers,MID,6.0964,166.0,7.0,1.09,1,0,0,9
2024-25,PASS,v1_adxg,33,companion,4,4,4,1,1,1,24,5,94.0,93.0,-1.0,0.7802,0,0,0,47,Martinez,GKP,5.468,5.468,5.4924,50,180.0,4.0,15,Raya,GKP,6.0944,180.0,7.0,-0.6264,1,0,0,9
2024-25,PASS,v1_adxg,33,companion,4,4,4,1,1,1,24,5,94.0,93.0,-1.0,0.7802,0,0,0,207,Mateta,FWD,7.9392,7.9392,8.0968,78,84.0,10.0,,,,,,,,0,0,0,9
2024-25,PASS,v1_adxg,33,companion,4,4,4,1,1,1,24,5,94.0,93.0,-1.0,0.7802,0,0,0,361,Rúben,DEF,4.9728,4.9728,4.6748,54,180.0,9.0,210,Mitchell,DEF,5.2588,180.0,7.0,-0.286,1,0,0,9
2024-25,PASS,v1_adxg,34,companion,4,4,4,0,0,1,-2,5,58.0,63.0,5.0,0.7784,0,0,0,180,N.Jackson,FWD,4.2484,4.2484,4.0904,77,90.0,8.0,110,Wissa,FWD,4.08,90.0,7.0,0.1684,1,0,0,335
2024-25,PASS,v1_adxg,34,primary,4,4,4,0,0,1,-2,5,58.0,63.0,5.0,0.7784,0,0,0,335,Robertson,DEF,3.5212,3.5212,3.1128,58,90.0,2.0,573,Milenković,DEF,3.252,90.0,1.0,0.2692,1,0,0,335
2024-25,PASS,v1_adxg,34,companion,4,4,4,0,0,1,-2,5,58.0,63.0,5.0,0.7784,0,0,0,402,J.Murphy,MID,4.4072,4.4072,4.0684,53,66.0,6.0,99,Mbeumo,MID,4.1852,90.0,2.0,0.222,1,0,0,335
2024-25,PASS,v1_adxg,34,companion,4,4,4,0,0,1,-2,5,58.0,63.0,5.0,0.7784,0,0,0,443,Sels,GKP,3.5312,3.5312,3.3128,51,90.0,1.0,14,Ramsdale,GKP,3.3708,90.0,2.0,0.1604,1,0,0,335
2024-25,PASS,v1_adxg,35,primary,1,1,1,0,0,0,24,4,54.0,49.0,-5.0,0.54,0,0,0,311,Alexander-Arnold,DEF,3.6272,3.6272,3.2316,72,56.0,0.0,210,Mitchell,DEF,2.9584,90.0,5.0,0.6688,1,0,0,311
2024-25,PASS,v1_adxg,36,companion,5,5,4,1,1,1,35,6,33.0,45.0,12.0,0.5789,1,0,0,252,Raúl,FWD,4.3048,4.3048,4.1136,53,90.0,9.0,,,,,,,,0,0,0,350
2024-25,PASS,v1_adxg,36,primary,5,5,4,1,1,1,35,6,33.0,45.0,12.0,0.5789,1,0,0,350,Gvardiol,DEF,3.8424,3.8424,3.2216,64,90.0,6.0,579,Sessegnon,DEF,3.2372,82.0,1.0,0.6052,1,0,0,350
2024-25,PASS,v1_adxg,36,companion,5,5,4,1,1,1,35,6,33.0,45.0,12.0,0.5789,1,0,0,443,Sels,GKP,3.6244,3.6244,3.296,52,90.0,2.0,14,Ramsdale,GKP,3.1948,90.0,10.0,0.4296,1,0,0,350
2024-25,PASS,v1_adxg,36,companion,5,5,4,1,1,1,35,6,33.0,45.0,12.0,0.5789,1,0,0,447,Wood,FWD,4.5,4.5,4.0516,71,90.0,8.0,617,Evanilson,FWD,4.3136,90.0,2.0,0.1864,1,0,0,350
2024-25,PASS,v1_adxg,36,companion,5,5,4,1,1,1,35,6,33.0,45.0,12.0,0.5789,1,0,0,573,Milenković,DEF,3.5912,3.5912,3.1048,52,90.0,1.0,533,Aït-Nouri,DEF,3.5284,90.0,1.0,0.0628,1,0,0,350
2024-25,PASS,v1_adxg,37,companion,2,2,2,0,0,1,-1,4,49.0,35.0,-14.0,0.2095,1,1,0,207,Mateta,FWD,4.4996,4.4996,4.4092,76,9.0,1.0,401,Isak,FWD,4.6048,0.0,0.0,-0.1052,1,0,0,311
2024-25,PASS,v1_adxg,37,primary,2,2,2,0,0,1,-1,4,49.0,35.0,-14.0,0.2095,1,1,0,311,Alexander-Arnold,DEF,3.6468,3.6468,3.2556,72,0.0,0.0,163,Cucurella,DEF,3.382,90.0,15.0,0.2648,1,1,0,311
2024-25,PASS,v1_adxg,38,companion,2,2,2,0,0,1,-1,3,45.0,49.0,4.0,0.6077,0,0,0,71,Kluivert,MID,4.672,4.672,4.1884,59,90.0,3.0,491,Johnson,MID,4.2388,90.0,2.0,0.4332,1,0,0,152
2024-25,PASS,v1_adxg,38,primary,2,2,2,0,0,1,-1,3,45.0,49.0,4.0,0.6077,0,0,0,152,Arrizabalaga,GKP,3.4812,3.4812,3.222,46,90.0,6.0,14,Ramsdale,GKP,2.8988,90.0,3.0,0.5824,1,0,0,152
2025-26,FAIL,v1_adxg,1,companion,4,4,4,0,0,1,0,5,53.0,70.0,17.0,0.352,1,0,0,224,Cucurella,DEF,1.9648,1.9648,1.8932,60,90.0,8.0,225,James,DEF,1.8508,78.0,5.0,0.114,1,0,0,596
2025-26,FAIL,v1_adxg,1,companion,4,4,4,0,0,1,0,5,53.0,70.0,17.0,0.352,1,0,0,384,Gakpo,MID,2.9796,2.9796,2.7272,75,90.0,7.0,449,B.Fernandes,MID,3.5752,90.0,2.0,-0.5956,1,0,0,596
2025-26,FAIL,v1_adxg,1,companion,4,4,4,0,0,1,0,5,53.0,70.0,17.0,0.352,1,0,0,565,Vicario,GKP,3.1288,3.1288,3.0112,50,90.0,9.0,627,Johnstone,GKP,2.8812,0.0,0.0,0.2476,1,0,0,596
2025-26,FAIL,v1_adxg,1,primary,4,4,4,0,0,1,0,5,53.0,70.0,17.0,0.352,1,0,0,596,Solanke,FWD,2.6512,2.6512,2.5032,75,19.0,1.0,97,Evanilson,FWD,2.0252,90.0,1.0,0.626,1,0,0,596
2025-26,FAIL,v1_adxg,2,primary,6,6,3,0,0,1,20,8,59.0,19.0,-40.0,0.8593,1,3,1,16,Saka,MID,4.5824,4.5824,3.7508,100,52.0,6.0,83,O.Dango,MID,3.2084,83.0,13.0,1.374,1,0,0,16
2025-26,FAIL,v1_adxg,2,companion,6,6,3,0,0,1,20,8,59.0,19.0,-40.0,0.8593,1,3,1,373,Virgil,DEF,2.4684,2.4684,2.2588,60,90.0,3.0,291,Tarkowski,DEF,2.3736,90.0,8.0,0.0948,1,0,0,16
2025-26,FAIL,v1_adxg,2,companion,6,6,3,0,0,1,20,8,59.0,19.0,-40.0,0.8593,1,3,1,407,Matheus N.,DEF,2.456,2.456,2.3644,55,0.0,0.0,8,J.Timber,DEF,2.6532,63.0,24.0,-0.1972,1,1,1,16
2025-26,FAIL,v1_adxg,2,companion,6,6,3,0,0,1,20,8,59.0,19.0,-40.0,0.8593,1,3,1,414,Foden,MID,3.7676,3.7676,3.5864,80,15.0,1.0,120,Schade,MID,3.3736,78.0,3.0,0.394,1,0,0,16
2025-26,FAIL,v1_adxg,2,companion,6,6,3,0,0,1,20,8,59.0,19.0,-40.0,0.8593,1,3,1,453,Garnacho,MID,3.5308,3.5308,3.3168,65,0.0,0.0,449,B.Fernandes,MID,3.8436,90.0,2.0,-0.3128,1,1,1,16
2025-26,FAIL,v1_adxg,2,companion,6,6,3,0,0,1,20,8,59.0,19.0,-40.0,0.8593,1,3,1,782,Forster,GKP,3.474,3.474,3.3524,40,0.0,0.0,674,Ramsdale,GKP,3.4648,0.0,0.0,0.0092,1,1,1,16
2025-26,FAIL,v1_adxg,3,companion,2,2,2,0,0,1,13,3,28.0,37.0,9.0,0.0325,4,3,0,249,João Pedro,FWD,2.6696,2.6696,2.4724,76,90.0,9.0,596,Solanke,FWD,2.5896,0.0,0.0,0.08,1,0,0,674
2025-26,FAIL,v1_adxg,3,primary,2,2,2,0,0,1,13,3,28.0,37.0,9.0,0.0325,4,3,0,674,Ramsdale,GKP,3.4576,3.4576,3.2044,50,0.0,0.0,567,Kinsky,GKP,3.3588,0.0,0.0,0.0988,1,1,0,674
2025-26,FAIL,v1_adxg,4,primary,1,1,1,0,0,0,4,3,39.0,39.0,0.0,0.0262,3,3,0,674,Ramsdale,GKP,3.6716,3.6716,3.5884,49,0.0,0.0,288,Travers,GKP,3.2968,0.0,0.0,0.3748,1,1,0,674
2025-26,FAIL,v1_adxg,5,companion,4,4,3,0,0,1,13,5,56.0,54.0,-2.0,0.655,1,1,0,226,Chalobah,DEF,3.0552,3.0552,2.9232,51,90.0,8.0,683,Alderete,DEF,2.7712,90.0,4.0,0.284,1,0,0,235
2025-26,FAIL,v1_adxg,5,primary,4,4,3,0,0,1,13,5,56.0,54.0,-2.0,0.655,1,1,0,235,Palmer,MID,3.6324,3.6324,3.3192,104,20.0,1.0,81,Kluivert,MID,3.2056,27.0,1.0,0.4268,1,0,0,235
2025-26,FAIL,v1_adxg,5,companion,4,4,3,0,0,1,13,5,56.0,54.0,-2.0,0.655,1,1,0,317,Andersen,DEF,3.0216,3.0216,3.1144,45,90.0,4.0,190,Ekdal,DEF,2.8324,90.0,2.0,0.1892,1,0,0,235
2025-26,FAIL,v1_adxg,5,companion,4,4,3,0,0,1,13,5,56.0,54.0,-2.0,0.655,1,1,0,499,Isak,FWD,4.044,4.044,3.5372,105,23.0,1.0,430,Haaland,FWD,4.0204,75.0,9.0,0.0236,1,0,0,235
