season,e024_gate,candidate,gw,role,n_enter,n_exit,n_pos_touched,n_unpaired_enter,n_unpaired_exit,flex_flag,budget_delta,n_squad_changes,cap_ctrl,cap_cand,cap_delta,g_treat,xi0_ctrl,xi0_cand,xi0_worse_gw,enter_id,enter_name,enter_pos,enter_cand_u,enter_cand_mu,enter_ctrl_mu,enter_cost,enter_mins,enter_pts,exit_id,exit_name,exit_pos,exit_cand_u,exit_mins,exit_pts,du_cand,paired,blank_enter,primary_harm,primary_mover_id
2023-24,PASS,v1_adxg,2,companion,3,3,2,0,0,1,-3,3,30.0,36.0,6.0,0.3051,2,1,0,303,Luis Díaz,MID,3.076,3.076,2.8884,76,85.0,7.0,516,Son,MID,3.4576,90.0,3.0,-0.3816,1,0,0,19
2023-24,PASS,v1_adxg,3,companion,5,5,4,0,0,1,17,7,51.0,65.0,14.0,0.3431,1,2,1,29,White,DEF,1.7136,1.7136,1.5536,55,90.0,1.0,290,Alexander-Arnold,DEF,2.3056,90.0,1.0,-0.592,1,0,0,355
2023-24,PASS,v1_adxg,3,companion,5,5,4,0,0,1,17,7,51.0,65.0,14.0,0.3431,1,2,1,113,Raya,GKP,4.0028,4.0028,3.7656,49,0.0,0.0,614,Kaminski,GKP,3.744,90.0,2.0,0.2588,1,1,1,355
2023-24,PASS,v1_adxg,3,companion,5,5,4,0,0,1,17,7,51.0,65.0,14.0,0.3431,1,2,1,216,Sterling,MID,2.7132,2.7132,2.5808,70,90.0,19.0,396,Rashford,MID,3.2408,90.0,7.0,-0.5276,1,0,0,355
2023-24,PASS,v1_adxg,3,companion,5,5,4,0,0,1,17,7,51.0,65.0,14.0,0.3431,1,2,1,354,Grealish,MID,2.7552,2.7552,2.4712,74,90.0,7.0,14,Ødegaard,MID,3.1828,83.0,2.0,-0.4276,1,0,0,355
2023-24,PASS,v1_adxg,3,primary,5,5,4,0,0,1,17,7,51.0,65.0,14.0,0.3431,1,2,1,355,Haaland,FWD,4.4212,4.4212,3.7232,140,90.0,4.0,211,N.Jackson,FWD,2.5752,82.0,7.0,1.846,1,0,0,355
2023-24,PASS,v1_adxg,4,primary,1,1,1,0,0,0,-27,1,35.0,38.0,3.0,0.0269,2,2,0,664,Ward-Prowse,MID,1.9528,1.9528,1.9116,60,90.0,7.0,19,Saka,MID,1.8912,90.0,4.0,0.0616,1,0,0,664
2023-24,PASS,v1_adxg,5,companion,2,2,2,0,0,1,4,5,38.0,45.0,7.0,0.1926,1,1,0,43,Douglas Luiz,MID,3.0596,3.0596,2.9388,54,90.0,10.0,226,Eze,MID,3.048,90.0,1.0,0.0116,1,0,0,195
2023-24,PASS,v1_adxg,5,primary,2,2,2,0,0,1,4,5,38.0,45.0,7.0,0.1926,1,1,0,195,Chilwell,DEF,2.5132,2.5132,2.4144,58,10.0,0.0,545,Aït-Nouri,DEF,2.13,64.0,2.0,0.3832,1,0,0,195
2023-24,PASS,v1_adxg,6,companion,2,2,3,1,1,1,13,3,59.0,70.0,11.0,0.0371,0,0,0,226,Eze,MID,2.9244,2.9244,2.8508,63,90.0,3.0,,,,,,,,0,0,0,275
2023-24,PASS,v1_adxg,6,primary,2,2,3,1,1,1,13,3,59.0,70.0,11.0,0.0371,0,0,0,275,Leno,GKP,3.8508,3.8508,3.98,46,90.0,10.0,482,Foderingham,GKP,3.698,90.0,0.0,0.1528,1,0,0,275
2023-24,PASS,v1_adxg,7,primary,1,1,1,0,0,0,19,2,66.0,51.0,-15.0,0.0656,0,0,0,307,Robertson,DEF,2.7628,2.7628,2.5952,66,90.0,0.0,220,Andersen,DEF,2.6688,90.0,15.0,0.094,1,0,0,307
2023-24,PASS,v1_adxg,8,companion,2,2,1,0,0,1,1,3,59.0,59.0,0.0,0.121,0,0,0,108,Mbeumo,MID,3.2732,3.2732,3.1968,68,90.0,2.0,14,Ødegaard,MID,3.5404,90.0,3.0,-0.2672,1,0,0,516
2023-24,PASS,v1_adxg,8,primary,2,2,1,0,0,1,1,3,59.0,59.0,0.0,0.121,0,0,0,516,Son,MID,3.8428,3.8428,3.6804,94,75.0,3.0,353,Foden,MID,3.3864,90.0,2.0,0.4564,1,0,0,516
2023-24,PASS,v1_adxg,9,companion,3,3,3,0,0,1,-5,4,98.0,94.0,-4.0,0.5133,0,0,0,106,Jensen,MID,2.9996,2.9996,2.9032,55,75.0,2.0,526,Bowen,MID,3.3376,90.0,8.0,-0.338,1,0,0,506
2023-24,PASS,v1_adxg,9,companion,3,3,3,0,0,1,-5,4,98.0,94.0,-4.0,0.5133,0,0,0,433,Wilson,FWD,3.7388,3.7388,3.2484,78,69.0,6.0,343,J.Alvarez,FWD,3.3704,90.0,9.0,0.3684,1,0,0,506
2023-24,PASS,v1_adxg,9,primary,3,3,3,0,0,1,-5,4,98.0,94.0,-4.0,0.5133,0,0,0,506,Pedro Porro,DEF,2.978,2.978,2.8408,52,90.0,6.0,197,Colwill,DEF,2.5468,90.0,1.0,0.4312,1,0,0,506
2023-24,PASS,v1_adxg,10,companion,4,4,3,0,0,1,-4,6,65.0,66.0,1.0,0.9031,1,2,1,14,Ødegaard,MID,3.9328,3.9328,3.5292,85,0.0,0.0,373,B.Fernandes,MID,3.438,90.0,1.0,0.4948,1,1,1,29
2023-24,PASS,v1_adxg,10,primary,4,4,3,0,0,1,-4,6,65.0,66.0,1.0,0.9031,1,2,1,29,White,DEF,3.3228,3.3228,2.9756,56,65.0,6.0,197,Colwill,DEF,2.7864,90.0,1.0,0.5364,1,0,0,29
2023-24,PASS,v1_adxg,10,companion,4,4,3,0,0,1,-4,6,65.0,66.0,1.0,0.9031,1,2,1,43,Douglas Luiz,MID,3.2772,3.2772,3.1396,55,89.0,7.0,516,Son,MID,3.9312,90.0,10.0,-0.654,1,0,0,29
2023-24,PASS,v1_adxg,10,companion,4,4,3,0,0,1,-4,6,65.0,66.0,1.0,0.9031,1,2,1,60,Watkins,FWD,3.5868,3.5868,3.4284,83,90.0,2.0,119,Wissa,FWD,3.1104,75.0,2.0,0.4764,1,0,0,29
2023-24,PASS,v1_adxg,11,companion,2,2,3,1,1,1,-1,4,21.0,21.0,0.0,0.1166,0,0,0,343,J.Alvarez,FWD,3.5636,3.5636,3.2256,72,70.0,2.0,,,,,,,,0,0,0,506
2023-24,PASS,v1_adxg,11,primary,2,2,3,1,1,1,-1,4,21.0,21.0,0.0,0.1166,0,0,0,506,Pedro Porro,DEF,2.8092,2.8092,2.7924,52,90.0,0.0,265,Tarkowski,DEF,2.6012,90.0,1.0,0.208,1,0,0,506
2023-24,PASS,v1_adxg,13,companion,2,2,2,0,0,1,11,4,40.0,40.0,0.0,0.0156,0,0,0,281,Ream,DEF,2.786,2.786,2.7648,45,90.0,0.0,506,Pedro Porro,DEF,2.8592,90.0,5.0,-0.0732,1,0,0,373
2023-24,PASS,v1_adxg,13,primary,2,2,2,0,0,1,11,4,40.0,40.0,0.0,0.0156,0,0,0,373,B.Fernandes,MID,3.6148,3.6148,3.3608,83,90.0,6.0,344,Bernardo,MID,3.3532,90.0,1.0,0.2616,1,0,0,373
2023-24,PASS,v1_adxg,14,companion,2,2,2,0,0,1,2,3,57.0,49.0,-8.0,0.0483,0,0,0,313,Virgil,DEF,3.1648,3.1648,2.9356,61,90.0,1.0,430,Trippier,DEF,3.2868,90.0,12.0,-0.122,1,0,0,344
2023-24,PASS,v1_adxg,14,primary,2,2,2,0,0,1,2,3,57.0,49.0,-8.0,0.0483,0,0,0,344,Bernardo,MID,3.3092,3.3092,3.1116,64,90.0,2.0,362,Palmer,MID,3.108,24.0,1.0,0.2012,1,0,0,344
2023-24,PASS,v1_adxg,15,primary,4,4,3,0,0,1,-1,5,39.0,34.0,-5.0,0.7272,0,0,0,19,Saka,MID,4.1144,4.1144,3.792,89,90.0,5.0,43,Douglas Luiz,MID,3.0368,90.0,3.0,1.0776,1,0,0,19
2023-24,PASS,v1_adxg,15,companion,4,4,3,0,0,1,-1,5,39.0,34.0,-5.0,0.7272,0,0,0,31,Zinchenko,DEF,3.124,3.124,2.8228,52,26.0,1.0,265,Tarkowski,DEF,2.4844,90.0,6.0,0.6396,1,0,0,19
2023-24,PASS,v1_adxg,15,companion,4,4,3,0,0,1,-1,5,39.0,34.0,-5.0,0.7272,0,0,0,225,Edouard,FWD,3.1092,3.1092,3.0696,55,90.0,1.0,60,Watkins,FWD,3.6016,89.0,1.0,-0.4924,1,0,0,19
2023-24,PASS,v1_adxg,15,companion,4,4,3,0,0,1,-1,5,39.0,34.0,-5.0,0.7272,0,0,0,373,B.Fernandes,MID,3.7744,3.7744,3.6672,83,90.0,0.0,516,Son,MID,4.1796,87.0,2.0,-0.4052,1,0,0,19
2023-24,PASS,v1_adxg,16,companion,6,6,4,0,0,1,-6,7,55.0,59.0,4.0,0.7068,1,1,0,31,Zinchenko,DEF,2.9952,2.9952,2.7544,52,90.0,1.0,265,Tarkowski,DEF,2.7164,90.0,6.0,0.2788,1,0,0,134
2023-24,PASS,v1_adxg,16,primary,6,6,4,0,0,1,-6,7,55.0,59.0,4.0,0.7068,1,1,0,134,Gross,MID,3.494,3.494,3.284,63,90.0,7.0,43,Douglas Luiz,MID,3.21,90.0,2.0,0.284,1,0,0,134
2023-24,PASS,v1_adxg,16,companion,6,6,4,0,0,1,-6,7,55.0,59.0,4.0,0.7068,1,1,0,275,Leno,GKP,3.7844,3.7844,3.7564,47,90.0,9.0,482,Foderingham,GKP,3.5236,90.0,9.0,0.2608,1,0,0,134
2023-24,PASS,v1_adxg,16,companion,6,6,4,0,0,1,-6,7,55.0,59.0,4.0,0.7068,1,1,0,343,J.Alvarez,FWD,3.2924,3.2924,2.96,70,90.0,5.0,60,Watkins,FWD,3.4904,90.0,2.0,-0.198,1,0,0,134
2023-24,PASS,v1_adxg,16,companion,6,6,4,0,0,1,-6,7,55.0,59.0,4.0,0.7068,1,1,0,377,Dalot,DEF,2.9084,2.9084,2.7656,50,90.0,1.0,220,Andersen,DEF,2.7172,90.0,0.0,0.1912,1,0,0,134
2023-24,PASS,v1_adxg,16,companion,6,6,4,0,0,1,-6,7,55.0,59.0,4.0,0.7068,1,1,0,392,McTominay,MID,3.0892,3.0892,3.0164,49,90.0,2.0,557,Hee Chan,MID,3.244,90.0,2.0,-0.1548,1,0,0,134
2023-24,PASS,v1_adxg,17,primary,3,3,3,0,0,1,1,4,59.0,57.0,-2.0,0.3139,1,1,0,343,J.Alvarez,FWD,3.6104,3.6104,3.2256,69,90.0,2.0,293,Darwin,FWD,3.3832,77.0,1.0,0.2272,1,0,0,343
2023-24,PASS,v1_adxg,17,companion,3,3,3,0,0,1,1,4,59.0,57.0,-2.0,0.3139,1,1,0,350,Rúben,DEF,2.9688,2.9688,2.6264,55,90.0,1.0,112,Pinnock,DEF,2.7724,90.0,1.0,0.1964,1,0,0,343
2023-24,PASS,v1_adxg,17,companion,3,3,3,0,0,1,1,4,59.0,57.0,-2.0,0.3139,1,1,0,353,Foden,MID,3.9212,3.9212,3.5556,76,90.0,5.0,526,Bowen,MID,3.9224,90.0,8.0,-0.0012,1,0,0,343
2023-24,PASS,v1_adxg,19,companion,3,3,2,0,0,1,2,5,28.0,33.0,5.0,0.4652,0,0,0,14,Ødegaard,MID,4.0316,4.0316,3.748,84,90.0,2.0,373,B.Fernandes,MID,3.8256,90.0,1.0,0.206,1,0,0,290
2023-24,PASS,v1_adxg,19,primary,3,3,2,0,0,1,2,5,28.0,33.0,5.0,0.4652,0,0,0,290,Alexander-Arnold,DEF,3.4684,3.4684,3.1656,83,90.0,8.0,112,Pinnock,DEF,2.9392,90.0,0.0,0.5292,1,0,0,290
2023-24,PASS,v1_adxg,19,companion,3,3,2,0,0,1,2,5,28.0,33.0,5.0,0.4652,0,0,0,412,Gordon,MID,3.6036,3.6036,3.32,62,90.0,1.0,516,Son,MID,3.8808,90.0,5.0,-0.2772,1,0,0,290
2023-24,PASS,v1_adxg,20,companion,4,4,3,0,0,1,-15,7,84.0,93.0,9.0,0.9423,0,0,0,19,Saka,MID,4.0056,4.0056,3.7688,90,90.0,7.0,526,Bowen,MID,3.7408,90.0,3.0,0.2648,1,0,0,353
2023-24,PASS,v1_adxg,20,companion,4,4,3,0,0,1,-15,7,84.0,93.0,9.0,0.9423,0,0,0,135,João Pedro,FWD,3.3776,3.3776,3.3092,54,90.0,2.0,60,Watkins,FWD,3.7672,90.0,8.0,-0.3896,1,0,0,353
2023-24,PASS,v1_adxg,20,companion,4,4,3,0,0,1,-15,7,84.0,93.0,9.0,0.9423,0,0,0,342,Aké,DEF,3.4456,3.4456,2.9156,50,90.0,6.0,313,Virgil,DEF,2.9932,90.0,1.0,0.4524,1,0,0,353
2023-24,PASS,v1_adxg,20,primary,4,4,3,0,0,1,-15,7,84.0,93.0,9.0,0.9423,0,0,0,353,Foden,MID,4.0452,4.0452,3.5684,77,90.0,12.0,557,Hee Chan,MID,3.51,90.0,6.0,0.5352,1,0,0,353
2023-24,PASS,v1_adxg,21,primary,1,1,1,0,0,0,-1,2,43.0,43.0,0.0,0.1074,0,0,0,343,J.Alvarez,FWD,3.5612,3.5612,3.3116,70,90.0,2.0,85,Solanke,FWD,3.3248,82.0,2.0,0.2364,1,0,0,343
2023-24,PASS,v1_adxg,22,companion,4,4,4,0,0,1,-2,4,69.0,78.0,9.0,0.4292,0,0,0,321,Doughty,DEF,3.0084,3.0084,3.044,45,90.0,6.0,342,Aké,DEF,3.5972,90.0,2.0,-0.5888,1,0,0,353
2023-24,PASS,v1_adxg,22,primary,4,4,4,0,0,1,-2,4,69.0,78.0,9.0,0.4292,0,0,0,353,Foden,MID,4.2776,4.2776,3.6172,80,76.0,6.0,362,Palmer,MID,3.5816,84.0,2.0,0.696,1,0,0,353
2023-24,PASS,v1_adxg,22,companion,4,4,4,0,0,1,-2,4,69.0,78.0,9.0,0.4292,0,0,0,415,Isak,FWD,3.882,3.882,3.586,76,42.0,1.0,60,Watkins,FWD,3.4928,90.0,7.0,0.3892,1,0,0,353
2023-24,PASS,v1_adxg,22,companion,4,4,4,0,0,1,-2,4,69.0,78.0,9.0,0.4292,0,0,0,524,Areola,GKP,3.6584,3.6584,3.6288,42,90.0,3.0,275,Leno,GKP,3.5504,90.0,8.0,0.108,1,0,0,353
2023-24,PASS,v1_adxg,23,primary,2,2,2,0,0,1,14,4,54.0,70.0,16.0,0.1529,0,0,0,60,Watkins,FWD,3.5576,3.5576,3.306,88,90.0,18.0,211,N.Jackson,FWD,3.3936,27.0,1.0,0.164,1,0,0,60
2023-24,PASS,v1_adxg,23,companion,2,2,2,0,0,1,14,4,54.0,70.0,16.0,0.1529,0,0,0,427,Schär,DEF,3.1148,3.1148,2.89,53,90.0,0.0,506,Pedro Porro,DEF,3.114,90.0,1.0,0.0008,1,0,0,60
2023-24,PASS,v1_adxg,24,companion,5,5,4,0,0,1,-16,5,66.0,80.0,14.0,1.2676,0,0,0,43,Douglas Luiz,MID,3.5152,3.5152,3.4264,55,90.0,10.0,516,Son,MID,3.9268,28.0,4.0,-0.4116,1,0,0,290
2023-24,PASS,v1_adxg,24,primary,5,5,4,0,0,1,-16,5,66.0,80.0,14.0,1.2676,0,0,0,290,Alexander-Arnold,DEF,3.9444,3.9444,3.47,86,45.0,4.0,511,Romero,DEF,3.1184,90.0,2.0,0.826,1,0,0,290
2023-24,PASS,v1_adxg,24,companion,5,5,4,0,0,1,-16,5,66.0,80.0,14.0,1.2676,0,0,0,293,Darwin,FWD,4.5,4.5,4.006,75,90.0,6.0,60,Watkins,FWD,4.258,90.0,2.0,0.242,1,0,0,290
2023-24,PASS,v1_adxg,24,companion,5,5,4,0,0,1,-16,5,66.0,80.0,14.0,1.2676,0,0,0,353,Foden,MID,4.11,4.11,3.6564,80,90.0,3.0,526,Bowen,MID,3.5616,90.0,2.0,0.5484,1,0,0,290
2023-24,PASS,v1_adxg,24,companion,5,5,4,0,0,1,-16,5,66.0,80.0,14.0,1.2676,0,0,0,409,Dubravka,GKP,3.5644,3.5644,3.2904,42,90.0,1.0,524,Areola,GKP,3.466,90.0,0.0,0.0984,1,0,0,290
2023-24,PASS,v1_adxg,26,companion,2,2,2,0,0,1,0,4,81.0,69.0,-12.0,0.1542,0,0,0,220,Andersen,DEF,3.1296,3.1296,2.962,47,90.0,6.0,5,Gabriel,DEF,2.9844,90.0,2.0,0.1452,1,0,0,373
2023-24,PASS,v1_adxg,26,primary,2,2,2,0,0,1,0,4,81.0,69.0,-12.0,0.1542,0,0,0,373,B.Fernandes,MID,4.1484,4.1484,3.9336,82,90.0,4.0,526,Bowen,MID,3.9476,90.0,20.0,0.2008,1,0,0,373
2023-24,PASS,v1_adxg,27,primary,2,2,2,0,0,1,15,3,74.0,82.0,8.0,0.0585,1,0,0,313,Virgil,DEF,3.1596,3.1596,2.7876,64,90.0,6.0,321,Doughty,DEF,2.8396,90.0,5.0,0.32,1,0,0,313
2023-24,PASS,v1_adxg,27,companion,2,2,2,0,0,1,15,3,74.0,82.0,8.0,0.0585,1,0,0,409,Dubravka,GKP,3.592,3.592,3.5248,42,90.0,7.0,482,Foderingham,GKP,3.2816,0.0,0.0,0.3104,1,0,0,313
2023-24,PASS,v1_adxg,28,primary,1,1,1,0,0,0,-45,3,48.0,49.0,1.0,0.4883,0,0,0,14,Ødegaard,MID,4.9716,4.9716,4.2256,85,90.0,2.0,308,Salah,MID,4.4824,29.0,1.0,0.4892,1,0,0,14
2023-24,PASS,v1_adxg,29,primary,3,3,3,0,0,1,4,4,31.0,20.0,-11.0,0.359,0,0,0,34,Bailey,MID,3.4088,3.4088,3.2248,57,90.0,2.0,256,Iwobi,MID,3.1376,81.0,3.0,0.2712,1,0,0,34
2023-24,PASS,v1_adxg,29,companion,3,3,3,0,0,1,4,4,31.0,20.0,-11.0,0.359,0,0,0,511,Romero,DEF,2.818,2.818,2.6192,51,90.0,1.0,528,Coufal,DEF,2.6444,90.0,7.0,0.1736,1,0,0,34
2023-24,PASS,v1_adxg,29,companion,3,3,3,0,0,1,4,4,31.0,20.0,-11.0,0.359,0,0,0,524,Areola,GKP,3.5736,3.5736,3.6608,43,90.0,3.0,275,Leno,GKP,3.4212,90.0,7.0,0.1524,1,0,0,34
2023-24,PASS,v1_adxg,30,primary,2,2,2,0,0,1,-21,5,49.0,43.0,-6.0,0.1812,0,1,1,343,J.Alvarez,FWD,4.4836,4.4836,4.2404,65,0.0,0.0,85,Solanke,FWD,4.4324,84.0,7.0,0.0512,1,1,1,343
2023-24,PASS,v1_adxg,30,companion,2,2,2,0,0,1,-21,5,49.0,43.0,-6.0,0.1812,0,1,1,511,Romero,DEF,3.316,3.316,3.0432,51,90.0,2.0,313,Virgil,DEF,3.3512,90.0,1.0,-0.0352,1,0,0,343
2023-24,PASS,v1_adxg,31,primary,3,3,3,0,0,1,2,5,57.0,48.0,-9.0,0.367,2,2,0,29,White,DEF,3.6856,3.6856,3.124,58,90.0,6.0,528,Coufal,DEF,2.83,90.0,2.0,0.8556,1,0,0,29
2023-24,PASS,v1_adxg,31,companion,3,3,3,0,0,1,2,5,57.0,48.0,-9.0,0.367,2,2,0,301,Kelleher,GKP,3.7144,3.7144,3.3016,38,90.0,3.0,409,Dubravka,GKP,3.3744,90.0,2.0,0.34,1,0,0,29
2023-24,PASS,v1_adxg,31,companion,3,3,3,0,0,1,2,5,57.0,48.0,-9.0,0.367,2,2,0,303,Luis Díaz,MID,4.2872,4.2872,3.7868,75,90.0,6.0,353,Foden,MID,4.6408,79.0,20.0,-0.3536,1,0,0,29
2023-24,PASS,v1_adxg,32,companion,4,4,3,1,1,1,30,7,50.0,52.0,2.0,0.6494,1,2,1,43,Douglas Luiz,MID,3.9892,3.9892,3.7652,56,90.0,1.0,,,,,,,,0,0,0,308
2023-24,PASS,v1_adxg,32,companion,4,4,3,1,1,1,30,7,50.0,52.0,2.0,0.6494,1,2,1,53,Olsen,GKP,3.488,3.488,3.2648,39,0.0,0.0,275,Leno,GKP,3.2268,90.0,3.0,0.2612,1,1,1,308
2023-24,PASS,v1_adxg,32,primary,4,4,3,1,1,1,30,7,50.0,52.0,2.0,0.6494,1,2,1,308,Salah,MID,5.3808,5.3808,4.7012,134,90.0,8.0,134,Gross,MID,3.9004,90.0,2.0,1.4804,1,0,0,308
2023-24,PASS,v1_adxg,32,companion,4,4,3,1,1,1,30,7,50.0,52.0,2.0,0.6494,1,2,1,343,J.Alvarez,FWD,4.1404,4.1404,3.798,64,73.0,2.0,85,Solanke,FWD,3.9648,90.0,2.0,0.1756,1,0,0,308
2023-24,PASS,v1_adxg,33,companion,3,3,3,1,1,1,0,4,81.0,63.0,-18.0,1.3355,0,0,0,114,Roerslev,DEF,2.936,2.936,2.7424,44,90.0,5.0,427,Schär,DEF,3.1788,90.0,13.0,-0.2428,1,0,0,506
2023-24,PASS,v1_adxg,33,companion,3,3,3,1,1,1,0,4,81.0,63.0,-18.0,1.3355,0,0,0,303,Luis Díaz,MID,5.1692,5.1692,4.5536,77,65.0,2.0,,,,,,,,0,0,0,506
2023-24,PASS,v1_adxg,33,primary,3,3,3,1,1,1,0,4,81.0,63.0,-18.0,1.3355,0,0,0,506,Pedro Porro,DEF,3.4648,3.4648,3.1972,59,48.0,0.0,321,Doughty,DEF,2.3428,90.0,0.0,1.122,1,0,0,506
2023-24,PASS,v1_adxg,34,primary,1,1,1,0,0,0,-6,2,104.0,103.0,-1.0,0.0783,0,0,0,385,Henderson,GKP,6.3704,6.3704,6.632,44,180.0,5.0,569,José Sá,GKP,6.3052,180.0,6.0,0.0652,1,0,0,385
2023-24,PASS,v1_adxg,35,primary,1,1,2,1,1,1,11,4,84.0,86.0,2.0,0.5208,0,0,0,373,B.Fernandes,MID,4.896,4.896,4.444,84,90.0,4.0,,,,,,,,0,0,0,373
2023-24,PASS,v1_adxg,36,primary,2,2,2,0,0,1,-8,4,92.0,95.0,3.0,0.2921,0,1,1,361,Ortega Moreno,GKP,3.7084,3.7084,3.36,37,0.0,0.0,482,Foderingham,GKP,3.4276,90.0,1.0,0.2808,1,1,1,361
2023-24,PASS,v1_adxg,36,companion,2,2,2,0,0,1,-8,4,92.0,95.0,3.0,0.2921,0,1,1,407,Burn,DEF,3.1248,3.1248,2.684,46,90.0,2.0,220,Andersen,DEF,2.892,90.0,6.0,0.2328,1,0,0,361
2023-24,PASS,v1_adxg,37,companion,2,2,2,0,0,1,-8,4,95.0,119.0,24.0,0.7666,0,0,0,409,Dubravka,GKP,6.5908,6.5908,6.4524,43,180.0,5.0,597,Onana,GKP,6.3956,180.0,5.0,0.1952,1,0,0,616
2023-24,PASS,v1_adxg,37,primary,2,2,2,0,0,1,-8,4,95.0,119.0,24.0,0.7666,0,0,0,616,Gvardiol,DEF,6.64,6.64,5.8764,51,180.0,27.0,377,Dalot,DEF,5.7712,180.0,3.0,0.8688,1,0,0,616
2023-24,PASS,v1_adxg,38,companion,4,4,3,0,0,1,-9,6,55.0,47.0,-8.0,0.8336,0,0,0,6,Havertz,MID,4.9588,4.9588,4.1012,76,90.0,6.0,108,Mbeumo,MID,4.2608,90.0,2.0,0.698,1,0,0,303
2023-24,PASS,v1_adxg,38,primary,4,4,3,0,0,1,-9,6,55.0,47.0,-8.0,0.8336,0,0,0,303,Luis Díaz,MID,4.9708,4.9708,4.5004,76,70.0,3.0,226,Eze,MID,3.9252,87.0,18.0,1.0456,1,0,0,303
2023-24,PASS,v1_adxg,38,companion,4,4,3,0,0,1,-9,6,55.0,47.0,-8.0,0.8336,0,0,0,361,Ortega Moreno,GKP,3.6904,3.6904,3.376,36,90.0,2.0,482,Foderingham,GKP,3.3472,90.0,3.0,0.3432,1,0,0,303
2023-24,PASS,v1_adxg,38,companion,4,4,3,0,0,1,-9,6,55.0,47.0,-8.0,0.8336,0,0,0,506,Pedro Porro,DEF,3.6144,3.6144,3.2984,59,75.0,14.0,290,Alexander-Arnold,DEF,4.5028,70.0,6.0,-0.8884,1,0,0,303
2024-25,PASS,v1_adxg,1,companion,2,2,2,0,0,1,-5,4,51.0,58.0,7.0,0.0912,1,2,1,401,Isak,FWD,2.8472,2.8472,2.6964,85,90.0,5.0,58,Watkins,FWD,2.8512,61.0,2.0,-0.004,1,0,0,578
2024-25,PASS,v1_adxg,1,primary,2,2,2,0,0,1,-5,4,51.0,58.0,7.0,0.0912,1,2,1,578,Calafiori,DEF,1.9908,1.9908,1.7468,60,0.0,0.0,3,Gabriel,DEF,1.956,90.0,6.0,0.0348,1,1,1,578
2024-25,PASS,v1_adxg,2,companion,4,4,4,1,1,1,-15,7,61.0,77.0,16.0,1.472,2,3,1,17,Saka,MID,4.0444,4.0444,3.4332,100,87.0,6.0,182,Palmer,MID,3.7552,82.0,17.0,0.2892,1,0,0,345
2024-25,PASS,v1_adxg,2,companion,4,4,4,1,1,1,-15,7,61.0,77.0,16.0,1.472,2,3,1,311,Alexander-Arnold,DEF,3.2476,3.2476,2.8436,70,71.0,6.0,,,,,,,,0,0,0,345
2024-25,PASS,v1_adxg,2,companion,4,4,4,1,1,1,-15,7,61.0,77.0,16.0,1.472,2,3,1,325,Kelleher,GKP,3.46,3.46,3.1996,45,0.0,0.0,91,Flekken,GKP,3.1716,90.0,3.0,0.2884,1,1,1,345
2024-25,PASS,v1_adxg,2,primary,4,4,4,1,1,1,-15,7,61.0,77.0,16.0,1.472,2,3,1,345,De Bruyne,MID,4.1684,4.1684,3.4224,95,89.0,12.0,366,B.Fernandes,MID,3.4568,78.0,2.0,0.7116,1,0,0,345
2024-25,PASS,v1_adxg,3,companion,2,2,2,0,0,1,-10,5,54.0,58.0,4.0,0.7047,2,3,1,4,Havertz,FWD,2.9484,2.9484,2.5664,81,90.0,8.0,207,Mateta,FWD,2.6524,68.0,2.0,0.296,1,0,0,186
2024-25,PASS,v1_adxg,3,primary,2,2,2,0,0,1,-10,5,54.0,58.0,4.0,0.7047,2,3,1,186,Sterling,MID,3.8736,3.8736,3.2428,68,0.0,0.0,366,B.Fernandes,MID,3.5012,90.0,2.0,0.3724,1,1,1,186
2024-25,PASS,v1_adxg,5,primary,4,4,3,0,0,1,2,5,61.0,77.0,16.0,0.153,2,1,0,327,Luis Díaz,MID,3.3292,3.3292,3.0876,78,71.0,16.0,527,L.Paquetá,MID,2.7516,71.0,2.0,0.5776,1,0,0,327
2024-25,PASS,v1_adxg,5,companion,4,4,3,0,0,1,2,5,61.0,77.0,16.0,0.153,2,1,0,447,Wood,FWD,2.5296,2.5296,2.4596,61,71.0,8.0,207,Mateta,FWD,2.8028,45.0,1.0,-0.2732,1,0,0,327
2024-25,PASS,v1_adxg,5,companion,4,4,3,0,0,1,2,5,61.0,77.0,16.0,0.153,2,1,0,505,Udogie,DEF,2.5708,2.5708,2.3896,50,90.0,2.0,355,Lewis,DEF,2.5052,0.0,0.0,0.0656,1,0,0,327
2024-25,PASS,v1_adxg,5,companion,4,4,3,0,0,1,2,5,61.0,77.0,16.0,0.153,2,1,0,506,Van de Ven,DEF,2.5024,2.5024,2.2808,45,90.0,1.0,326,Konaté,DEF,2.6992,90.0,8.0,-0.1968,1,0,0,327
2024-25,PASS,v1_adxg,6,primary,2,2,2,0,0,1,-9,5,55.0,45.0,-10.0,0.1068,0,1,1,24,White,DEF,2.8572,2.8572,2.4556,64,0.0,0.0,88,Collins,DEF,2.5356,90.0,2.0,0.3216,1,1,1,24
2024-25,PASS,v1_adxg,6,companion,2,2,2,0,0,1,-9,5,55.0,45.0,-10.0,0.1068,0,1,1,447,Wood,FWD,2.868,2.868,2.8572,62,90.0,2.0,58,Watkins,FWD,3.1676,83.0,11.0,-0.2996,1,0,0,24
