scope,season,gw,gate,rank,u,delta_u,distance,jaccard,bank,cost,club_max,minutes_risk,captain,vice,enters,exits,ids,names
historical,2025-26,18,FAIL,2,195.3973,1.4700,1,0.8750,4,996,3,13,Haaland,Roefs,Fofana,Andersen,8 16 21 72 82 84 136 230 237 295 430 531 600 670 691,Roefs;Areola;Ballard;Senesi;J.Timber;Keane;Fofana;Saka;Rice;Enzo;Semenyo;Tavernier;Haaland;Thiago;Calvert-Lewin
historical,2025-26,18,FAIL,3,196.8421,0.0252,1,0.8750,5,995,3,13,Haaland,Roefs,Anderson,Tavernier,8 16 21 72 82 136 237 295 317 430 517 531 600 670 691,Roefs;Areola;Ballard;Senesi;J.Timber;Keane;Andersen;Saka;Rice;Enzo;Semenyo;Anderson;Haaland;Thiago;Calvert-Lewin
historical,2025-26,18,FAIL,4,195.5104,1.3569,2,0.7647,2,998,3,13,Haaland,Roefs,Anderson;Collins,Andersen;Tavernier,8 16 21 72 82 106 136 237 295 430 517 531 600 670 691,Roefs;Areola;Ballard;Senesi;J.Timber;Keane;Collins;Saka;Rice;Enzo;Semenyo;Anderson;Haaland;Thiago;Calvert-Lewin
historical,2025-26,18,FAIL,5,195.2403,1.6270,1,0.8750,4,996,3,13,Haaland,Roefs,Mavropanos,Andersen,8 16 21 72 82 84 136 237 295 430 531 600 606 670 691,Roefs;Areola;Ballard;Senesi;J.Timber;Keane;Mavropanos;Saka;Rice;Enzo;Semenyo;Tavernier;Haaland;Thiago;Calvert-Lewin
historical,2025-26,18,FAIL,6,195.2344,1.6328,1,0.8750,8,992,3,13,Haaland,Roefs,Alderete,Andersen,8 16 21 72 82 84 136 237 295 430 531 600 670 683 691,Roefs;Areola;Ballard;Senesi;J.Timber;Keane;Alderete;Saka;Rice;Enzo;Semenyo;Tavernier;Haaland;Thiago;Calvert-Lewin
historical,2025-26,18,FAIL,7,195.3721,1.4952,2,0.7647,7,993,3,13,Haaland,Roefs,Anderson;Fofana,Andersen;Tavernier,8 16 21 72 82 136 230 237 295 430 517 531 600 670 691,Roefs;Areola;Ballard;Senesi;J.Timber;Keane;Fofana;Saka;Rice;Enzo;Semenyo;Anderson;Haaland;Thiago;Calvert-Lewin
historical,2025-26,18,FAIL,8,195.4879,1.3794,1,0.8750,0,1000,3,13,Haaland,Roefs,Collins,Keane,8 16 21 72 82 84 106 136 237 317 430 531 600 670 691,Roefs;Areola;Ballard;Senesi;J.Timber;Andersen;Collins;Saka;Rice;Enzo;Semenyo;Tavernier;Haaland;Thiago;Calvert-Lewin
historical,2025-26,18,FAIL,9,196.8099,0.0574,1,0.8750,5,995,3,13,Haaland,Roefs,Dúbravka,Areola,8 16 21 72 82 84 136 237 295 317 430 470 531 670 691,Roefs;Dúbravka;Ballard;Senesi;J.Timber;Keane;Andersen;Saka;Rice;Enzo;Semenyo;Tavernier;Haaland;Thiago;Calvert-Lewin
historical,2025-26,18,FAIL,10,195.4782,1.3891,2,0.7647,2,998,3,13,Haaland,Roefs,Collins;Dúbravka,Andersen;Areola,8 16 21 72 82 84 106 136 237 295 430 470 531 670 691,Roefs;Dúbravka;Ballard;Senesi;J.Timber;Keane;Collins;Saka;Rice;Enzo;Semenyo;Tavernier;Haaland;Thiago;Calvert-Lewin
historical,2025-26,32,FAIL,1,233.0517,0.0000,0,1.0000,0,1000,3,0,B.Fernandes,Haaland,,,5 72 82 84 136 249 253 257 260 273 295 430 449 517 567,Henderson;Kinsky;Lacroix;Gabriel;Senesi;Guéhi;Keane;B.Fernandes;Semenyo;Tavernier;Anderson;Wharton;Haaland;João Pedro;Thiago
historical,2025-26,32,FAIL,2,232.7299,0.3218,2,0.7647,1,999,3,0,B.Fernandes,Haaland,Dúbravka;Garner,Anderson;Kinsky,5 72 82 84 136 249 253 257 260 273 295 303 430 449 470,Henderson;Dúbravka;Lacroix;Gabriel;Senesi;Guéhi;Keane;B.Fernandes;Semenyo;Tavernier;Wharton;Garner;Haaland;João Pedro;Thiago
historical,2025-26,32,FAIL,3,232.9492,0.1025,1,0.8750,0,1000,3,0,B.Fernandes,Haaland,Scott,Wharton,5 72 82 84 90 136 249 253 257 260 295 430 449 517 567,Henderson;Kinsky;Lacroix;Gabriel;Senesi;Guéhi;Keane;B.Fernandes;Semenyo;Tavernier;Anderson;Scott;Haaland;João Pedro;Thiago
historical,2025-26,32,FAIL,4,232.3841,0.6676,2,0.7647,0,1000,3,0,B.Fernandes,Haaland,Dúbravka;E.Le Fée,Kinsky;Wharton,5 72 82 84 136 249 253 257 260 295 430 449 470 517 547,Henderson;Dúbravka;Lacroix;Gabriel;Senesi;Guéhi;Keane;B.Fernandes;Semenyo;Tavernier;Anderson;E.Le Fée;Haaland;João Pedro;Thiago
historical,2025-26,32,FAIL,5,232.6835,0.3682,2,0.7647,4,996,3,0,B.Fernandes,Haaland,Dúbravka;Scott,Anderson;Kinsky,5 72 82 84 90 136 249 253 257 260 273 295 430 449 470,Henderson;Dúbravka;Lacroix;Gabriel;Senesi;Guéhi;Keane;B.Fernandes;Semenyo;Tavernier;Wharton;Scott;Haaland;João Pedro;Thiago
historical,2025-26,32,FAIL,6,233.2215,-0.1698,1,0.8750,2,998,3,0,B.Fernandes,Haaland,Garner,Anderson,5 72 82 84 136 249 253 257 260 273 295 303 430 449 567,Henderson;Kinsky;Lacroix;Gabriel;Senesi;Guéhi;Keane;B.Fernandes;Semenyo;Tavernier;Wharton;Garner;Haaland;João Pedro;Thiago
historical,2025-26,32,FAIL,7,233.4064,-0.3547,2,0.7647,0,1000,3,0,B.Fernandes,Haaland,Scott;Thiaw,Anderson;Keane,5 72 82 84 90 136 249 253 257 260 273 430 449 567 684,Henderson;Kinsky;Lacroix;Gabriel;Senesi;Guéhi;Thiaw;B.Fernandes;Semenyo;Tavernier;Wharton;Scott;Haaland;João Pedro;Thiago
historical,2025-26,32,FAIL,8,232.8412,0.2105,3,0.6667,0,1000,3,0,B.Fernandes,Haaland,Dúbravka;E.Le Fée;Thiaw,Anderson;Keane;Kinsky,5 72 82 84 136 249 253 257 260 273 430 449 470 547 684,Henderson;Dúbravka;Lacroix;Gabriel;Senesi;Guéhi;Thiaw;B.Fernandes;Semenyo;Tavernier;Wharton;E.Le Fée;Haaland;João Pedro;Thiago
historical,2025-26,32,FAIL,9,232.6274,0.4243,3,0.6667,1,999,3,0,B.Fernandes,Haaland,Dúbravka;Garner;Scott,Anderson;Kinsky;Wharton,5 72 82 84 90 136 249 253 257 260 295 303 430 449 470,Henderson;Dúbravka;Lacroix;Gabriel;Senesi;Guéhi;Keane;B.Fernandes;Semenyo;Tavernier;Garner;Scott;Haaland;João Pedro;Thiago
historical,2025-26,32,FAIL,10,232.8757,0.1760,1,0.8750,1,999,3,0,B.Fernandes,Haaland,E.Le Fée,Wharton,5 72 82 84 136 249 253 257 260 295 430 449 517 547 567,Henderson;Kinsky;Lacroix;Gabriel;Senesi;Guéhi;Keane;B.Fernandes;Semenyo;Tavernier;Anderson;E.Le Fée;Haaland;João Pedro;Thiago
historical,2023-24,4,PASS,1,128.9026,0.0000,0,1.0000,23,977,3,13,Kaminski,Diogo J.,,,8 117 195 198 259 275 290 294 350 353 354 430 433 614 664,Kaminski;Leno;Cucurella;Rúben;Chilwell;Alexander-Arnold;Trippier;Diogo J.;Foden;Grealish;McNeil;Ward-Prowse;Wilson;Toney;G.Jesus
historical,2023-24,4,PASS,2,128.8666,0.0360,1,0.8750,23,977,3,13,Kaminski,Diogo J.,Robertson,Trippier,8 117 195 198 259 275 290 294 307 350 353 354 433 614 664,Kaminski;Leno;Cucurella;Rúben;Chilwell;Alexander-Arnold;Robertson;Diogo J.;Foden;Grealish;McNeil;Ward-Prowse;Wilson;Toney;G.Jesus
historical,2023-24,4,PASS,3,128.8603,0.0423,1,0.8750,37,963,3,13,Kaminski,Diogo J.,Robertson,Alexander-Arnold,8 117 195 198 259 275 294 307 350 353 354 430 433 614 664,Kaminski;Leno;Cucurella;Rúben;Chilwell;Trippier;Robertson;Diogo J.;Foden;Grealish;McNeil;Ward-Prowse;Wilson;Toney;G.Jesus
historical,2023-24,4,PASS,4,128.8499,0.0528,1,0.8750,33,967,3,13,Kaminski,Diogo J.,White,Trippier,8 29 117 195 198 259 275 290 294 350 353 354 433 614 664,Kaminski;Leno;Cucurella;Rúben;Chilwell;Alexander-Arnold;White;Diogo J.;Foden;Grealish;McNeil;Ward-Prowse;Wilson;Toney;G.Jesus
historical,2023-24,4,PASS,5,128.8435,0.0591,1,0.8750,47,953,3,13,Kaminski,Diogo J.,White,Alexander-Arnold,8 29 117 195 198 259 275 294 350 353 354 430 433 614 664,Kaminski;Leno;Cucurella;Rúben;Chilwell;Trippier;White;Diogo J.;Foden;Grealish;McNeil;Ward-Prowse;Wilson;Toney;G.Jesus
historical,2023-24,4,PASS,6,128.8289,0.0737,1,0.8750,42,958,3,13,Kaminski,Diogo J.,Romero,Trippier,8 117 195 198 259 275 290 294 350 353 354 433 511 614 664,Kaminski;Leno;Cucurella;Rúben;Chilwell;Alexander-Arnold;Romero;Diogo J.;Foden;Grealish;McNeil;Ward-Prowse;Wilson;Toney;G.Jesus
historical,2023-24,4,PASS,7,128.8281,0.0745,1,0.8750,37,963,3,13,Kaminski,Diogo J.,Disasi,Trippier,8 117 195 198 259 275 290 294 350 353 354 433 611 614 664,Kaminski;Leno;Cucurella;Rúben;Chilwell;Alexander-Arnold;Disasi;Diogo J.;Foden;Grealish;McNeil;Ward-Prowse;Wilson;Toney;G.Jesus
historical,2023-24,4,PASS,8,128.8226,0.0800,1,0.8750,56,944,3,13,Kaminski,Diogo J.,Romero,Alexander-Arnold,8 117 195 198 259 275 294 350 353 354 430 433 511 614 664,Kaminski;Leno;Cucurella;Rúben;Chilwell;Trippier;Romero;Diogo J.;Foden;Grealish;McNeil;Ward-Prowse;Wilson;Toney;G.Jesus
historical,2023-24,4,PASS,9,128.8218,0.0808,1,0.8750,51,949,3,13,Kaminski,Diogo J.,Disasi,Alexander-Arnold,8 117 195 198 259 275 294 350 353 354 430 433 611 614 664,Kaminski;Leno;Cucurella;Rúben;Chilwell;Trippier;Disasi;Diogo J.;Foden;Grealish;McNeil;Ward-Prowse;Wilson;Toney;G.Jesus
historical,2023-24,4,PASS,10,128.8196,0.0830,1,0.8750,43,957,3,13,Kaminski,Diogo J.,Hall,Trippier,8 117 195 198 204 259 275 290 294 350 353 354 433 614 664,Kaminski;Leno;Cucurella;Rúben;Chilwell;Alexander-Arnold;Hall;Diogo J.;Foden;Grealish;McNeil;Ward-Prowse;Wilson;Toney;G.Jesus
historical,2023-24,18,PASS,1,192.8754,0.0000,0,1.0000,0,1000,2,13,Salah,Leno,,,19 27 31 33 60 211 238 275 308 362 409 430 506 516 526,Leno;Dubravka;Pedro Porro;Trippier;Zinchenko;C.Richards;Trusty;Salah;Son;Saka;Bowen;Palmer;Watkins;N.Jackson;Archer
historical,2023-24,18,PASS,2,192.8244,0.0510,2,0.7647,1,999,2,13,Salah,Leno,Branthwaite;Turner,Dubravka;Trusty,19 28 31 33 60 211 238 245 275 308 362 430 506 516 526,Leno;Turner;Pedro Porro;Trippier;Zinchenko;Branthwaite;C.Richards;Salah;Son;Saka;Bowen;Palmer;Watkins;N.Jackson;Archer
historical,2023-24,18,PASS,3,192.7987,0.0767,3,0.6667,0,1000,2,13,Salah,Leno,Branthwaite;Taylor;Turner,C.Richards;Dubravka;Trusty,19 28 31 33 60 178 211 245 275 308 362 430 506 516 526,Leno;Turner;Pedro Porro;Trippier;Zinchenko;Branthwaite;Taylor;Salah;Son;Saka;Bowen;Palmer;Watkins;N.Jackson;Archer
historical,2023-24,18,PASS,4,192.7930,0.0824,2,0.7647,1,999,2,13,Salah,Leno,Branthwaite;Turner,C.Richards;Dubravka,19 27 28 31 33 60 211 245 275 308 362 430 506 516 526,Leno;Turner;Pedro Porro;Trippier;Zinchenko;Branthwaite;Trusty;Salah;Son;Saka;Bowen;Palmer;Watkins;N.Jackson;Archer
historical,2023-24,18,PASS,5,192.7850,0.0904,1,0.8750,0,1000,2,13,Salah,Leno,Areola,Dubravka,19 27 31 33 60 211 238 275 308 362 430 506 516 524 526,Leno;Areola;Pedro Porro;Trippier;Zinchenko;C.Richards;Trusty;Salah;Son;Saka;Bowen;Palmer;Watkins;N.Jackson;Archer
historical,2023-24,18,PASS,6,192.7170,0.1584,2,0.7647,0,1000,2,13,Salah,Leno,Branthwaite;Whitworth,Dubravka;Trusty,19 31 33 60 211 238 243 245 275 308 362 430 506 516 526,Leno;Whitworth;Pedro Porro;Trippier;Zinchenko;Branthwaite;C.Richards;Salah;Son;Saka;Bowen;Palmer;Watkins;N.Jackson;Archer
historical,2023-24,18,PASS,7,192.6856,0.1898,2,0.7647,0,1000,2,13,Salah,Leno,Branthwaite;Whitworth,C.Richards;Dubravka,19 27 31 33 60 211 243 245 275 308 362 430 506 516 526,Leno;Whitworth;Pedro Porro;Trippier;Zinchenko;Branthwaite;Trusty;Salah;Son;Saka;Bowen;Palmer;Watkins;N.Jackson;Archer
historical,2023-24,18,PASS,8,192.6703,0.2052,2,0.7647,2,998,2,13,Salah,Leno,Taylor;Turner,Dubravka;Trusty,19 28 31 33 60 178 211 238 275 308 362 430 506 516 526,Leno;Turner;Pedro Porro;Trippier;Zinchenko;C.Richards;Taylor;Salah;Son;Saka;Bowen;Palmer;Watkins;N.Jackson;Archer
historical,2023-24,18,PASS,9,192.6646,0.2109,1,0.8750,3,997,2,13,Salah,Leno,Turner,Dubravka,19 27 28 31 33 60 211 238 275 308 362 430 506 516 526,Leno;Turner;Pedro Porro;Trippier;Zinchenko;C.Richards;Trusty;Salah;Son;Saka;Bowen;Palmer;Watkins;N.Jackson;Archer
historical,2023-24,18,PASS,10,192.6389,0.2366,2,0.7647,2,998,2,13,Salah,Leno,Taylor;Turner,C.Richards;Dubravka,19 27 28 31 33 60 178 211 275 308 362 430 506 516 526,Leno;Turner;Pedro Porro;Trippier;Zinchenko;Taylor;Trusty;Salah;Son;Saka;Bowen;Palmer;Watkins;N.Jackson;Archer
historical,2023-24,32,PASS,1,250.2940,0.0000,0,1.0000,0,1000,2,5,Haaland,Son,,,5 19 85 245 265 301 303 321 355 362 415 506 516 570 687,Petrović;Kelleher;Pedro Porro;Tarkowski;Gabriel;Doughty;Branthwaite;Saka;Palmer;Son;Luis Díaz;Sarabia;Haaland;Isak;Solanke
historical,2023-24,32,PASS,2,250.6849,-0.3909,2,0.7647,1,999,2,5,Haaland,Son,Andersen;Ortega Moreno,Doughty;Kelleher,5 19 85 220 245 265 303 355 361 362 415 506 516 570 687,Petrović;Ortega Moreno;Pedro Porro;Tarkowski;Gabriel;Andersen;Branthwaite;Saka;Palmer;Son;Luis Díaz;Sarabia;Haaland;Isak;Solanke
historical,2023-24,32,PASS,3,247.1720,3.1221,1,0.8750,0,1000,2,5,Haaland,Son,Olsen,Kelleher,5 19 53 85 245 265 303 321 355 362 415 506 516 570 687,Petrović;Olsen;Pedro Porro;Tarkowski;Gabriel;Doughty;Branthwaite;Saka;Palmer;Son;Luis Díaz;Sarabia;Haaland;Isak;Solanke
historical,2023-24,32,PASS,4,248.6259,1.6681,1,0.8750,0,1000,2,5,Haaland,Son,Castagne,Doughty,5 19 85 245 265 301 303 355 362 415 506 516 570 687 688,Petrović;Kelleher;Pedro Porro;Tarkowski;Gabriel;Branthwaite;Castagne;Saka;Palmer;Son;Luis Díaz;Sarabia;Haaland;Isak;Solanke
historical,2023-24,32,PASS,5,250.0803,0.2137,2,0.7647,1,999,2,6,Haaland,Son,Aït-Nouri;Ortega Moreno,Doughty;Kelleher,5 19 85 245 265 303 355 361 362 415 506 516 545 570 687,Petrović;Ortega Moreno;Pedro Porro;Tarkowski;Gabriel;Aït-Nouri;Branthwaite;Saka;Palmer;Son;Luis Díaz;Sarabia;Haaland;Isak;Solanke
