season,e024_gate,condition,gw,arm,cap,hits,net,transfers,ft_before,bank_after,captain,seed_gw
2024-25,PASS,hit,37,helper,33.0,0,33.0,1,1,2,M.Salah,0
2024-25,PASS,hit,37,roll,18.0,0,18.0,0,2,0,Palmer,0
2024-25,PASS,hit,37,naive,31.0,0,31.0,1,1,1,Palmer,0
2024-25,PASS,hit,38,helper,51.0,0,51.0,1,1,10,M.Salah,0
2024-25,PASS,hit,38,roll,29.0,0,29.0,0,2,0,Palmer,0
2024-25,PASS,hit,38,naive,43.0,0,43.0,1,1,2,Palmer,0
2025-26,FAIL,no_hit,1,helper,53.0,0,53.0,0,0,0,M.Salah,1
2025-26,FAIL,no_hit,1,roll,53.0,0,53.0,0,0,0,M.Salah,1
2025-26,FAIL,no_hit,1,naive,53.0,0,53.0,0,0,0,M.Salah,1
2025-26,FAIL,no_hit,2,helper,23.0,0,23.0,1,1,0,M.Salah,0
2025-26,FAIL,no_hit,2,roll,27.0,0,27.0,0,1,0,M.Salah,0
2025-26,FAIL,no_hit,2,naive,27.0,0,27.0,1,1,0,M.Salah,0
2025-26,FAIL,no_hit,3,helper,37.0,0,37.0,1,1,24,M.Salah,0
2025-26,FAIL,no_hit,3,roll,40.0,0,40.0,0,2,0,M.Salah,0
2025-26,FAIL,no_hit,3,naive,40.0,0,40.0,1,1,24,M.Salah,0
2025-26,FAIL,no_hit,4,helper,57.0,0,57.0,1,1,29,Foden,0
2025-26,FAIL,no_hit,4,roll,48.0,0,48.0,0,2,0,Johnstone,0
2025-26,FAIL,no_hit,4,naive,60.0,0,60.0,1,1,29,Foden,0
2025-26,FAIL,no_hit,5,helper,44.0,0,44.0,1,1,29,M.Salah,0
2025-26,FAIL,no_hit,5,roll,35.0,0,35.0,0,2,0,M.Salah,0
2025-26,FAIL,no_hit,5,naive,43.0,0,43.0,1,1,22,M.Salah,0
2025-26,FAIL,no_hit,6,helper,19.0,0,19.0,1,1,21,B.Fernandes,0
2025-26,FAIL,no_hit,6,roll,16.0,0,16.0,0,2,0,B.Fernandes,0
2025-26,FAIL,no_hit,6,naive,20.0,0,20.0,1,1,18,B.Fernandes,0
2025-26,FAIL,no_hit,7,helper,35.0,0,35.0,1,1,34,B.Fernandes,0
2025-26,FAIL,no_hit,7,roll,29.0,0,29.0,0,2,0,B.Fernandes,0
2025-26,FAIL,no_hit,7,naive,28.0,0,28.0,1,1,17,B.Fernandes,0
2025-26,FAIL,no_hit,8,helper,47.0,0,47.0,1,1,28,M.Salah,0
2025-26,FAIL,no_hit,8,roll,50.0,0,50.0,0,2,0,M.Salah,0
2025-26,FAIL,no_hit,8,naive,47.0,0,47.0,1,1,6,M.Salah,0
2025-26,FAIL,no_hit,9,helper,39.0,0,39.0,1,1,21,B.Fernandes,0
2025-26,FAIL,no_hit,9,roll,41.0,0,41.0,0,2,0,B.Fernandes,0
2025-26,FAIL,no_hit,9,naive,45.0,0,45.0,1,1,6,B.Fernandes,0
2025-26,FAIL,no_hit,10,helper,72.0,0,72.0,1,1,15,B.Fernandes,0
2025-26,FAIL,no_hit,10,roll,44.0,0,44.0,0,2,0,B.Fernandes,0
2025-26,FAIL,no_hit,10,naive,55.0,0,55.0,1,1,0,B.Fernandes,0
2025-26,FAIL,no_hit,11,helper,40.0,0,40.0,1,1,8,Ballard,0
2025-26,FAIL,no_hit,11,roll,29.0,0,29.0,0,2,0,B.Fernandes,0
2025-26,FAIL,no_hit,11,naive,29.0,0,29.0,1,1,1,B.Fernandes,0
2025-26,FAIL,no_hit,12,helper,25.0,0,25.0,1,1,8,B.Fernandes,0
2025-26,FAIL,no_hit,12,roll,21.0,0,21.0,0,2,0,B.Fernandes,0
2025-26,FAIL,no_hit,12,naive,34.0,0,34.0,1,1,1,B.Fernandes,0
2025-26,FAIL,no_hit,13,helper,53.0,0,53.0,1,1,22,B.Fernandes,0
2025-26,FAIL,no_hit,13,roll,39.0,0,39.0,0,2,0,Palmer,0
2025-26,FAIL,no_hit,13,naive,61.0,0,61.0,1,1,0,B.Fernandes,0
2025-26,FAIL,no_hit,14,helper,43.0,0,43.0,1,1,6,B.Fernandes,0
2025-26,FAIL,no_hit,14,roll,30.0,0,30.0,0,2,0,B.Fernandes,0
2025-26,FAIL,no_hit,14,naive,45.0,0,45.0,1,1,5,B.Fernandes,0
2025-26,FAIL,no_hit,15,helper,75.0,0,75.0,1,1,4,B.Fernandes,0
2025-26,FAIL,no_hit,15,roll,64.0,0,64.0,0,2,0,B.Fernandes,0
2025-26,FAIL,no_hit,15,naive,71.0,0,71.0,1,1,9,B.Fernandes,0
2025-26,FAIL,no_hit,16,helper,87.0,0,87.0,1,1,42,B.Fernandes,0
2025-26,FAIL,no_hit,16,roll,70.0,0,70.0,0,2,0,B.Fernandes,0
2025-26,FAIL,no_hit,16,naive,90.0,0,90.0,1,1,13,B.Fernandes,0
2025-26,FAIL,no_hit,17,helper,66.0,0,66.0,1,1,30,B.Fernandes,0
2025-26,FAIL,no_hit,17,roll,31.0,0,31.0,0,2,0,B.Fernandes,0
2025-26,FAIL,no_hit,17,naive,47.0,0,47.0,1,1,50,B.Fernandes,0
2025-26,FAIL,no_hit,18,helper,49.0,0,49.0,1,1,22,Saka,0
2025-26,FAIL,no_hit,18,roll,25.0,0,25.0,0,2,0,Neto,0
2025-26,FAIL,no_hit,18,naive,42.0,0,42.0,1,1,62,Saka,0
2025-26,FAIL,no_hit,19,helper,67.0,0,67.0,1,1,49,Saka,0
2025-26,FAIL,no_hit,19,roll,40.0,0,40.0,0,2,0,Gordon,0
2025-26,FAIL,no_hit,19,naive,55.0,0,55.0,1,1,38,Saka,0
2025-26,FAIL,no_hit,20,helper,37.0,0,37.0,1,1,52,Semenyo,0
2025-26,FAIL,no_hit,20,roll,21.0,0,21.0,0,2,0,Gordon,0
2025-26,FAIL,no_hit,20,naive,51.0,0,51.0,1,1,36,Saka,0
2025-26,FAIL,no_hit,21,helper,45.0,0,45.0,1,1,50,Saka,0
2025-26,FAIL,no_hit,21,roll,38.0,0,38.0,0,2,0,Gordon,0
2025-26,FAIL,no_hit,21,naive,48.0,0,48.0,1,1,47,Saka,0
2025-26,FAIL,no_hit,22,helper,40.0,0,40.0,1,1,30,Enzo,0
2025-26,FAIL,no_hit,22,roll,52.0,0,52.0,0,2,0,B.Fernandes,0
2025-26,FAIL,no_hit,22,naive,35.0,0,35.0,1,1,36,Saka,0
2025-26,FAIL,no_hit,23,helper,39.0,0,39.0,1,1,4,B.Fernandes,0
2025-26,FAIL,no_hit,23,roll,37.0,0,37.0,0,2,0,B.Fernandes,0
2025-26,FAIL,no_hit,23,naive,27.0,0,27.0,1,1,39,Thiago,0
2025-26,FAIL,no_hit,24,helper,81.0,0,81.0,1,1,7,B.Fernandes,0
2025-26,FAIL,no_hit,24,roll,51.0,0,51.0,0,2,0,B.Fernandes,0
2025-26,FAIL,no_hit,24,naive,59.0,0,59.0,1,1,41,Calvert-Lewin,0
2025-26,FAIL,no_hit,25,helper,53.0,0,53.0,1,1,23,B.Fernandes,0
2025-26,FAIL,no_hit,25,roll,49.0,0,49.0,0,2,0,B.Fernandes,0
2025-26,FAIL,no_hit,25,naive,51.0,0,51.0,1,1,15,B.Fernandes,0
2025-26,FAIL,no_hit,26,helper,67.0,0,67.0,1,1,30,Rice,0
2025-26,FAIL,no_hit,26,roll,41.0,0,41.0,0,2,0,Mané,0
2025-26,FAIL,no_hit,26,naive,77.0,0,77.0,1,1,22,Rice,0
2025-26,FAIL,no_hit,27,helper,26.0,0,26.0,1,1,27,Enzo,0
2025-26,FAIL,no_hit,27,roll,39.0,0,39.0,0,2,0,B.Fernandes,0
2025-26,FAIL,no_hit,27,naive,34.0,0,34.0,1,1,34,Enzo,0
2025-26,FAIL,no_hit,28,helper,75.0,0,75.0,1,1,55,B.Fernandes,0
2025-26,FAIL,no_hit,28,roll,45.0,0,45.0,0,2,0,B.Fernandes,0
2025-26,FAIL,no_hit,28,naive,58.0,0,58.0,1,1,30,B.Fernandes,0
2025-26,FAIL,no_hit,29,helper,81.0,0,81.0,1,1,50,B.Fernandes,0
2025-26,FAIL,no_hit,29,roll,50.0,0,50.0,0,2,0,B.Fernandes,0
2025-26,FAIL,no_hit,29,naive,86.0,0,86.0,1,1,29,B.Fernandes,0
2025-26,FAIL,no_hit,30,helper,64.0,0,64.0,1,1,30,B.Fernandes,0
2025-26,FAIL,no_hit,30,roll,41.0,0,41.0,0,2,0,B.Fernandes,0
2025-26,FAIL,no_hit,30,naive,72.0,0,72.0,1,1,37,B.Fernandes,0
2025-26,FAIL,no_hit,31,helper,51.0,0,51.0,1,1,56,B.Fernandes,0
2025-26,FAIL,no_hit,31,roll,46.0,0,46.0,0,2,0,B.Fernandes,0
2025-26,FAIL,no_hit,31,naive,45.0,0,45.0,1,1,55,B.Fernandes,0
2025-26,FAIL,no_hit,32,helper,53.0,0,53.0,1,1,63,B.Fernandes,0
2025-26,FAIL,no_hit,32,roll,38.0,0,38.0,0,2,0,B.Fernandes,0
2025-26,FAIL,no_hit,32,naive,45.0,0,45.0,1,1,14,B.Fernandes,0
2025-26,FAIL,no_hit,33,helper,45.0,0,45.0,1,1,30,Enzo,0
2025-26,FAIL,no_hit,33,roll,45.0,0,45.0,0,2,0,Palmer,0
2025-26,FAIL,no_hit,33,naive,49.0,0,49.0,1,1,47,Enzo,0
2025-26,FAIL,no_hit,34,helper,38.0,0,38.0,1,1,11,B.Fernandes,0
2025-26,FAIL,no_hit,34,roll,32.0,0,32.0,0,2,0,B.Fernandes,0
2025-26,FAIL,no_hit,34,naive,36.0,0,36.0,1,1,55,B.Fernandes,0
2025-26,FAIL,no_hit,35,helper,60.0,0,60.0,0,1,11,B.Fernandes,0
2025-26,FAIL,no_hit,35,roll,23.0,0,23.0,0,2,0,B.Fernandes,0
2025-26,FAIL,no_hit,35,naive,58.0,0,58.0,1,1,51,B.Fernandes,0
2025-26,FAIL,no_hit,36,helper,62.0,0,62.0,2,2,57,Cherki,0
2025-26,FAIL,no_hit,36,roll,16.0,0,16.0,0,2,0,B.Fernandes,0
2025-26,FAIL,no_hit,36,naive,71.0,0,71.0,1,1,44,Guéhi,0
2025-26,FAIL,no_hit,37,helper,64.0,0,64.0,1,1,23,B.Fernandes,0
2025-26,FAIL,no_hit,37,roll,39.0,0,39.0,0,2,0,B.Fernandes,0
2025-26,FAIL,no_hit,37,naive,56.0,0,56.0,1,1,32,B.Fernandes,0
2025-26,FAIL,no_hit,38,helper,36.0,0,36.0,1,1,17,B.Fernandes,0
2025-26,FAIL,no_hit,38,roll,64.0,0,64.0,0,2,0,B.Fernandes,0
2025-26,FAIL,no_hit,38,naive,52.0,0,52.0,1,1,30,B.Fernandes,0
2025-26,FAIL,hit,1,helper,53.0,0,53.0,0,0,0,M.Salah,1
2025-26,FAIL,hit,1,roll,53.0,0,53.0,0,0,0,M.Salah,1
2025-26,FAIL,hit,1,naive,53.0,0,53.0,0,0,0,M.Salah,1
2025-26,FAIL,hit,2,helper,23.0,0,23.0,1,1,0,M.Salah,0
2025-26,FAIL,hit,2,roll,27.0,0,27.0,0,1,0,M.Salah,0
2025-26,FAIL,hit,2,naive,27.0,0,27.0,1,1,0,M.Salah,0
2025-26,FAIL,hit,3,helper,37.0,0,37.0,1,1,24,M.Salah,0
2025-26,FAIL,hit,3,roll,40.0,0,40.0,0,2,0,M.Salah,0
2025-26,FAIL,hit,3,naive,40.0,0,40.0,1,1,24,M.Salah,0
2025-26,FAIL,hit,4,helper,57.0,0,57.0,1,1,29,Foden,0
2025-26,FAIL,hit,4,roll,48.0,0,48.0,0,2,0,Johnstone,0
2025-26,FAIL,hit,4,naive,60.0,0,60.0,1,1,29,Foden,0
2025-26,FAIL,hit,5,helper,44.0,0,44.0,1,1,29,M.Salah,0
2025-26,FAIL,hit,5,roll,35.0,0,35.0,0,2,0,M.Salah,0
2025-26,FAIL,hit,5,naive,43.0,0,43.0,1,1,22,M.Salah,0
2025-26,FAIL,hit,6,helper,19.0,0,19.0,1,1,21,B.Fernandes,0
2025-26,FAIL,hit,6,roll,16.0,0,16.0,0,2,0,B.Fernandes,0
2025-26,FAIL,hit,6,naive,20.0,0,20.0,1,1,18,B.Fernandes,0
2025-26,FAIL,hit,7,helper,35.0,0,35.0,1,1,34,B.Fernandes,0
2025-26,FAIL,hit,7,roll,29.0,0,29.0,0,2,0,B.Fernandes,0
2025-26,FAIL,hit,7,naive,28.0,0,28.0,1,1,17,B.Fernandes,0
2025-26,FAIL,hit,8,helper,47.0,0,47.0,1,1,28,M.Salah,0
2025-26,FAIL,hit,8,roll,50.0,0,50.0,0,2,0,M.Salah,0
2025-26,FAIL,hit,8,naive,47.0,0,47.0,1,1,6,M.Salah,0
2025-26,FAIL,hit,9,helper,39.0,0,39.0,1,1,21,B.Fernandes,0
2025-26,FAIL,hit,9,roll,41.0,0,41.0,0,2,0,B.Fernandes,0
2025-26,FAIL,hit,9,naive,45.0,0,45.0,1,1,6,B.Fernandes,0
2025-26,FAIL,hit,10,helper,72.0,0,72.0,1,1,15,B.Fernandes,0
2025-26,FAIL,hit,10,roll,44.0,0,44.0,0,2,0,B.Fernandes,0
2025-26,FAIL,hit,10,naive,55.0,0,55.0,1,1,0,B.Fernandes,0
2025-26,FAIL,hit,11,helper,40.0,0,40.0,1,1,8,Ballard,0
2025-26,FAIL,hit,11,roll,29.0,0,29.0,0,2,0,B.Fernandes,0
2025-26,FAIL,hit,11,naive,29.0,0,29.0,1,1,1,B.Fernandes,0
2025-26,FAIL,hit,12,helper,25.0,0,25.0,1,1,8,B.Fernandes,0
2025-26,FAIL,hit,12,roll,21.0,0,21.0,0,2,0,B.Fernandes,0
2025-26,FAIL,hit,12,naive,34.0,0,34.0,1,1,1,B.Fernandes,0
2025-26,FAIL,hit,13,helper,53.0,0,53.0,1,1,22,B.Fernandes,0
2025-26,FAIL,hit,13,roll,39.0,0,39.0,0,2,0,Palmer,0
2025-26,FAIL,hit,13,naive,61.0,0,61.0,1,1,0,B.Fernandes,0
2025-26,FAIL,hit,14,helper,43.0,0,43.0,1,1,6,B.Fernandes,0
2025-26,FAIL,hit,14,roll,30.0,0,30.0,0,2,0,B.Fernandes,0
2025-26,FAIL,hit,14,naive,45.0,0,45.0,1,1,5,B.Fernandes,0
2025-26,FAIL,hit,15,helper,75.0,0,75.0,1,1,4,B.Fernandes,0
2025-26,FAIL,hit,15,roll,64.0,0,64.0,0,2,0,B.Fernandes,0
2025-26,FAIL,hit,15,naive,71.0,0,71.0,1,1,9,B.Fernandes,0
2025-26,FAIL,hit,16,helper,87.0,0,87.0,1,1,42,B.Fernandes,0
2025-26,FAIL,hit,16,roll,70.0,0,70.0,0,2,0,B.Fernandes,0
2025-26,FAIL,hit,16,naive,90.0,0,90.0,1,1,13,B.Fernandes,0
2025-26,FAIL,hit,17,helper,66.0,0,66.0,1,1,30,B.Fernandes,0
2025-26,FAIL,hit,17,roll,31.0,0,31.0,0,2,0,B.Fernandes,0
2025-26,FAIL,hit,17,naive,47.0,0,47.0,1,1,50,B.Fernandes,0
2025-26,FAIL,hit,18,helper,49.0,0,49.0,1,1,22,Saka,0
2025-26,FAIL,hit,18,roll,25.0,0,25.0,0,2,0,Neto,0
2025-26,FAIL,hit,18,naive,42.0,0,42.0,1,1,62,Saka,0
2025-26,FAIL,hit,19,helper,67.0,0,67.0,1,1,49,Saka,0
2025-26,FAIL,hit,19,roll,40.0,0,40.0,0,2,0,Gordon,0
2025-26,FAIL,hit,19,naive,55.0,0,55.0,1,1,38,Saka,0
2025-26,FAIL,hit,20,helper,37.0,0,37.0,1,1,52,Semenyo,0
2025-26,FAIL,hit,20,roll,21.0,0,21.0,0,2,0,Gordon,0
2025-26,FAIL,hit,20,naive,51.0,0,51.0,1,1,36,Saka,0
2025-26,FAIL,hit,21,helper,45.0,0,45.0,1,1,50,Saka,0
2025-26,FAIL,hit,21,roll,38.0,0,38.0,0,2,0,Gordon,0
2025-26,FAIL,hit,21,naive,48.0,0,48.0,1,1,47,Saka,0
2025-26,FAIL,hit,22,helper,40.0,0,40.0,1,1,30,Enzo,0
2025-26,FAIL,hit,22,roll,52.0,0,52.0,0,2,0,B.Fernandes,0
2025-26,FAIL,hit,22,naive,35.0,0,35.0,1,1,36,Saka,0
2025-26,FAIL,hit,23,helper,39.0,0,39.0,1,1,4,B.Fernandes,0
2025-26,FAIL,hit,23,roll,37.0,0,37.0,0,2,0,B.Fernandes,0
2025-26,FAIL,hit,23,naive,27.0,0,27.0,1,1,39,Thiago,0
2025-26,FAIL,hit,24,helper,81.0,0,81.0,1,1,7,B.Fernandes,0
2025-26,FAIL,hit,24,roll,51.0,0,51.0,0,2,0,B.Fernandes,0
2025-26,FAIL,hit,24,naive,59.0,0,59.0,1,1,41,Calvert-Lewin,0
2025-26,FAIL,hit,25,helper,53.0,0,53.0,1,1,23,B.Fernandes,0
2025-26,FAIL,hit,25,roll,49.0,0,49.0,0,2,0,B.Fernandes,0
2025-26,FAIL,hit,25,naive,51.0,0,51.0,1,1,15,B.Fernandes,0
2025-26,FAIL,hit,26,helper,67.0,0,67.0,1,1,30,Rice,0
2025-26,FAIL,hit,26,roll,41.0,0,41.0,0,2,0,Mané,0
2025-26,FAIL,hit,26,naive,77.0,0,77.0,1,1,22,Rice,0
2025-26,FAIL,hit,27,helper,26.0,0,26.0,1,1,27,Enzo,0
2025-26,FAIL,hit,27,roll,39.0,0,39.0,0,2,0,B.Fernandes,0
2025-26,FAIL,hit,27,naive,34.0,0,34.0,1,1,34,Enzo,0
2025-26,FAIL,hit,28,helper,75.0,0,75.0,1,1,55,B.Fernandes,0
2025-26,FAIL,hit,28,roll,45.0,0,45.0,0,2,0,B.Fernandes,0
2025-26,FAIL,hit,28,naive,58.0,0,58.0,1,1,30,B.Fernandes,0
2025-26,FAIL,hit,29,helper,81.0,0,81.0,1,1,50,B.Fernandes,0
2025-26,FAIL,hit,29,roll,50.0,0,50.0,0,2,0,B.Fernandes,0
2025-26,FAIL,hit,29,naive,86.0,0,86.0,1,1,29,B.Fernandes,0
2025-26,FAIL,hit,30,helper,64.0,0,64.0,1,1,30,B.Fernandes,0
2025-26,FAIL,hit,30,roll,41.0,0,41.0,0,2,0,B.Fernandes,0
2025-26,FAIL,hit,30,naive,72.0,0,72.0,1,1,37,B.Fernandes,0
2025-26,FAIL,hit,31,helper,51.0,0,51.0,1,1,56,B.Fernandes,0
2025-26,FAIL,hit,31,roll,46.0,0,46.0,0,2,0,B.Fernandes,0
2025-26,FAIL,hit,31,naive,45.0,0,45.0,1,1,55,B.Fernandes,0
2025-26,FAIL,hit,32,helper,53.0,0,53.0,1,1,63,B.Fernandes,0
2025-26,FAIL,hit,32,roll,38.0,0,38.0,0,2,0,B.Fernandes,0
2025-26,FAIL,hit,32,naive,45.0,0,45.0,1,1,14,B.Fernandes,0
2025-26,FAIL,hit,33,helper,71.0,4,67.0,2,1,2,Haaland,0
2025-26,FAIL,hit,33,roll,45.0,0,45.0,0,2,0,Palmer,0
2025-26,FAIL,hit,33,naive,49.0,0,49.0,1,1,47,Enzo,0
2025-26,FAIL,hit,34,helper,38.0,4,34.0,2,1,80,B.Fernandes,0
2025-26,FAIL,hit,34,roll,32.0,0,32.0,0,2,0,B.Fernandes,0
2025-26,FAIL,hit,34,naive,36.0,0,36.0,1,1,55,B.Fernandes,0
2025-26,FAIL,hit,35,helper,51.0,0,51.0,1,1,1,B.Fernandes,0
2025-26,FAIL,hit,35,roll,23.0,0,23.0,0,2,0,B.Fernandes,0
2025-26,FAIL,hit,35,naive,58.0,0,58.0,1,1,51,B.Fernandes,0
2025-26,FAIL,hit,36,helper,72.0,4,68.0,2,1,2,Haaland,0
2025-26,FAIL,hit,36,roll,16.0,0,16.0,0,2,0,B.Fernandes,0
2025-26,FAIL,hit,36,naive,71.0,0,71.0,1,1,44,Guéhi,0
2025-26,FAIL,hit,37,helper,60.0,0,60.0,1,1,1,B.Fernandes,0
2025-26,FAIL,hit,37,roll,39.0,0,39.0,0,2,0,B.Fernandes,0
2025-26,FAIL,hit,37,naive,56.0,0,56.0,1,1,32,B.Fernandes,0
2025-26,FAIL,hit,38,helper,33.0,0,33.0,1,1,2,Haaland,0
2025-26,FAIL,hit,38,roll,64.0,0,64.0,0,2,0,B.Fernandes,0
2025-26,FAIL,hit,38,naive,52.0,0,52.0,1,1,30,B.Fernandes,0
