season,e024_gate,ctrl_mae60,treat_mae60,ctrl_xicap_mean,treat_xicap_mean,ctrl_season_cap,treat_season_cap,ctrl_xi0,treat_xi0,ctrl_xi0_n,treat_xi0_n,g_treat_mean,n_mu_delta,n_proj,n_gw,xi0_ok,mae60_ok,xicap_ok
2025-26,FAIL,2.470642,2.4648,55.815789,55.289474,2121.0,2101.0,6.937799,5.980861,418,418,3.346806,22468,31958,38,True,True,False
