season,ctrl_mae60,treat_mae60,ctrl_xicap_mean,treat_xicap_mean,ctrl_xi0,treat_xi0,ctrl_xi0_n,treat_xi0_n,n_swaps,left_blank_pct,entered_blank_pct,mae60_ok,xicap_ok,xi0_ok
2022-23,2.576271,2.557301,57.108108,55.783784,11.547912,14.742015,407,407,192,10.416667,17.1875,True,False,False
2023-24,2.481614,2.466628,53.684211,53.052632,11.004785,14.354067,418,418,179,5.027933,12.849162,True,False,False
2024-25,2.399644,2.389109,56.578947,56.289474,10.526316,13.157895,418,418,179,11.731844,17.877095,True,False,False
2025-26,2.572005,2.560181,50.394737,49.921053,14.114833,16.267943,418,418,182,14.835165,19.78022,True,False,False
