season,cap_gate,gw,movement,player_id,web_name,position,club_transition,n_comp,recent4,demotion,demoted,ctrl_p_start,treat_p_start,p_start_delta,ctrl_mu,treat_mu,actual_minutes,blank,actual_points
2024-25,FAIL,30,entered,573,Milenković,DEF,1,1,360,hot_skip,0,0.82,0.82,0.0,3.1864,3.1864,90.0,0,6.0
2024-25,FAIL,30,entered,351,Haaland,FWD,0,0,270,none,0,0.82,0.82,0.0,5.1108,5.1108,0.0,1,0.0
2024-25,FAIL,31,left,585,I.Sarr,MID,1,3,265,cap_0.48,1,0.82,0.48,-0.34,4.3736,2.69,90.0,0,2.0
2024-25,FAIL,31,left,211,Muñoz,DEF,1,4,255,cap_0.48,1,0.82,0.48,-0.34,3.494,2.144,90.0,0,8.0
2024-25,FAIL,31,left,182,Palmer,MID,1,3,252,cap_0.48,1,0.82,0.48,-0.34,5.0232,3.0764,31.0,0,1.0
2024-25,FAIL,31,entered,401,Isak,FWD,0,0,143,none,0,0.82,0.82,0.0,4.5904,4.5904,71.0,0,2.0
2024-25,FAIL,31,entered,350,Gvardiol,DEF,0,0,360,none,0,0.82,0.82,0.0,3.166,3.166,90.0,0,9.0
2024-25,FAIL,31,entered,71,Kluivert,MID,0,0,258,none,0,0.82,0.82,0.0,4.0704,4.0704,0.0,1,0.0
2024-25,FAIL,32,left,211,Muñoz,DEF,1,4,255,cap_0.48,1,0.82,0.48,-0.34,5.802,3.5896,180.0,0,-1.0
2024-25,FAIL,32,left,413,Pope,GKP,0,0,270,none,0,0.85,0.85,0.0,6.256,6.256,180.0,0,15.0
2024-25,FAIL,32,left,182,Palmer,MID,1,3,193,cap_0.48,1,0.82,0.48,-0.34,5.6148,3.3676,90.0,0,4.0
2024-25,FAIL,32,entered,201,Henderson,GKP,1,0,270,none,0,0.85,0.85,0.0,5.408,5.408,180.0,0,2.0
2024-25,FAIL,32,entered,409,Livramento,DEF,0,0,270,none,0,0.82,0.82,0.0,5.654,5.654,180.0,0,8.0
2024-25,FAIL,32,entered,351,Haaland,FWD,0,0,180,none,0,0.82,0.82,0.0,5.194,5.194,0.0,1,0.0
2024-25,FAIL,33,left,571,Savinho,MID,1,3,149,cap_0.48,1,0.68,0.48,-0.2,7.0468,5.1968,77.0,0,3.0
2024-25,FAIL,33,entered,755,Marmoush,FWD,1,2,346,hot_skip,0,0.72,0.72,0.0,6.9816,6.9816,180.0,0,4.0
2024-25,FAIL,36,left,311,Alexander-Arnold,DEF,1,1,150,cap_0.68,1,0.82,0.68,-0.14,3.816,3.166,23.0,0,1.0
2024-25,FAIL,36,left,327,Luis Díaz,MID,1,3,255,cap_0.48,1,0.82,0.48,-0.34,4.6868,2.7872,78.0,0,8.0
2024-25,FAIL,36,entered,436,Murillo,DEF,0,0,350,none,0,0.85,0.85,0.0,3.28,3.28,0.0,1,0.0
2024-25,FAIL,36,entered,71,Kluivert,MID,0,0,225,none,0,0.82,0.82,0.0,4.3416,4.3416,45.0,0,1.0
2024-25,FAIL,37,left,177,Madueke,MID,1,4,257,cap_0.48,1,0.82,0.48,-0.34,4.638,2.7552,90.0,0,3.0
2024-25,FAIL,37,entered,207,Mateta,FWD,1,0,218,n_comp_0,0,0.85,0.85,0.0,4.4092,4.4092,9.0,0,1.0
2024-25,FAIL,38,left,252,Raúl,FWD,1,0,360,hot_skip,0,0.82,0.82,0.0,4.1432,4.1432,90.0,0,2.0
2024-25,FAIL,38,left,311,Alexander-Arnold,DEF,1,1,154,cap_0.68,1,0.82,0.68,-0.14,3.8888,3.3096,45.0,0,1.0
2024-25,FAIL,38,left,327,Luis Díaz,MID,1,3,180,cap_0.48,1,0.82,0.48,-0.34,4.9624,2.9932,68.0,0,2.0
2024-25,FAIL,38,entered,491,Johnson,MID,0,0,93,none,0,0.82,0.82,0.0,4.2708,4.2708,90.0,0,2.0
2024-25,FAIL,38,entered,436,Murillo,DEF,0,0,260,none,0,0.85,0.85,0.0,3.1648,3.1648,90.0,0,2.0
2024-25,FAIL,38,entered,110,Wissa,FWD,0,0,360,none,0,0.85,0.85,0.0,4.3552,4.3552,90.0,0,1.0
2025-26,PASS,1,left,81,Kluivert,MID,1,4,0,cap_0.48,1,0.72,0.48,-0.24,2.8732,2.0236,0.0,1,0.0
2025-26,PASS,1,left,235,Palmer,MID,1,3,0,cap_0.48,1,0.72,0.48,-0.24,4.0508,2.8532,90.0,0,3.0
2025-26,PASS,1,left,691,Calvert-Lewin,FWD,1,0,0,n_comp_0,0,0.45,0.45,0.0,1.7908,1.7908,0.0,1,0.0
2025-26,PASS,1,entered,383,Luis Díaz,MID,0,0,0,none,0,0.72,0.72,0.0,3.0308,3.0308,0.0,1,0.0
2025-26,PASS,1,entered,661,Ekitiké,FWD,1,0,0,n_comp_0,0,0.72,0.72,0.0,2.7252,2.7252,71.0,0,11.0
2025-26,PASS,1,entered,47,Rogers,MID,0,0,0,none,0,0.72,0.72,0.0,2.6792,2.6792,90.0,0,3.0
2025-26,PASS,2,left,81,Kluivert,MID,1,4,0,cap_0.48,1,0.82,0.48,-0.34,4.198,2.5656,12.0,0,1.0
2025-26,PASS,2,left,316,Robinson,DEF,1,2,0,cap_0.48,1,0.85,0.48,-0.37,3.0344,1.8156,28.0,0,1.0
2025-26,PASS,2,left,430,Haaland,FWD,0,0,0,none,0,0.72,0.72,0.0,4.5848,4.5848,90.0,0,2.0
2025-26,PASS,2,entered,414,Foden,MID,0,0,0,none,0,0.68,0.68,0.0,3.5864,3.5864,15.0,0,1.0
2025-26,PASS,2,entered,381,M.Salah,MID,0,0,0,none,0,0.72,0.72,0.0,4.6412,4.6412,90.0,0,5.0
2025-26,PASS,2,entered,438,Mazraoui,DEF,0,0,0,none,0,0.85,0.85,0.0,2.3924,2.3924,0.0,1,0.0
2025-26,PASS,3,left,227,Colwill,DEF,1,2,0,cap_0.48,1,0.85,0.48,-0.37,2.94,1.716,0.0,1,0.0
2025-26,PASS,3,left,453,Garnacho,MID,1,4,0,cap_0.48,1,0.82,0.48,-0.34,3.7696,2.346,0.0,1,0.0
2025-26,PASS,3,entered,437,Martinez,DEF,0,0,0,none,0,0.68,0.68,0.0,2.43,2.43,0.0,1,0.0
2025-26,PASS,3,entered,415,Savinho,MID,0,0,0,none,0,0.68,0.68,0.0,3.4328,3.4328,0.0,1,0.0
2025-26,PASS,4,left,227,Colwill,DEF,1,2,0,cap_0.48,1,0.85,0.48,-0.37,2.3492,1.3808,0.0,1,0.0
2025-26,PASS,4,left,453,Garnacho,MID,1,4,0,cap_0.48,1,0.82,0.48,-0.34,3.276,1.9824,11.0,0,1.0
2025-26,PASS,4,entered,725,Hincapie,DEF,1,3,0,cap_0.48,1,0.45,0.45,0.0,1.734,1.734,0.0,1,0.0
2025-26,PASS,4,entered,581,Maddison,MID,0,0,0,none,0,0.68,0.68,0.0,3.2312,3.2312,0.0,1,0.0
2025-26,PASS,5,left,81,Kluivert,MID,1,4,44,cap_0.48,1,0.72,0.48,-0.24,3.338,2.3896,27.0,0,1.0
2025-26,PASS,5,left,414,Foden,MID,0,0,105,none,0,0.72,0.72,0.0,3.4136,3.4136,67.0,0,3.0
2025-26,PASS,5,entered,16,Saka,MID,0,0,142,none,0,0.72,0.72,0.0,3.62,3.62,45.0,0,1.0
2025-26,PASS,5,entered,299,Ndiaye,MID,1,1,333,hot_skip,0,0.72,0.72,0.0,3.23,3.23,85.0,0,6.0
2025-26,PASS,6,left,235,Palmer,MID,1,3,54,cap_0.48,1,0.72,0.48,-0.24,3.9636,2.7344,0.0,1,0.0
2025-26,PASS,6,entered,414,Foden,MID,0,0,172,none,0,0.72,0.72,0.0,3.5676,3.5676,90.0,0,1.0
2025-26,PASS,7,left,235,Palmer,MID,1,3,54,cap_0.48,1,0.72,0.48,-0.24,4.0204,2.8412,0.0,1,0.0
2025-26,PASS,7,left,348,Rodon,DEF,1,0,360,hot_skip,0,0.72,0.72,0.0,3.2772,3.2772,90.0,0,1.0
2025-26,PASS,7,entered,226,Chalobah,DEF,1,3,322,hot_skip,0,0.72,0.72,0.0,3.3292,3.3292,0.0,1,0.0
2025-26,PASS,7,entered,82,Semenyo,MID,1,3,360,hot_skip,0,0.72,0.72,0.0,3.5552,3.5552,90.0,0,18.0
2025-26,PASS,9,left,235,Palmer,MID,1,3,20,cap_0.48,1,0.72,0.48,-0.24,3.9828,2.828,0.0,1,0.0
2025-26,PASS,9,left,295,Keane,DEF,1,3,334,hot_skip,0,0.72,0.72,0.0,3.2112,3.2112,90.0,0,1.0
2025-26,PASS,9,entered,299,Ndiaye,MID,1,1,340,hot_skip,0,0.72,0.72,0.0,3.314,3.314,90.0,0,2.0
2025-26,PASS,9,entered,119,Mbeumo,MID,1,2,325,hot_skip,0,0.72,0.72,0.0,3.5972,3.5972,90.0,0,15.0
2025-26,PASS,11,left,72,Senesi,DEF,1,1,347,hot_skip,0,0.72,0.72,0.0,3.4592,3.4592,90.0,0,2.0
2025-26,PASS,11,left,235,Palmer,MID,1,3,0,cap_0.48,1,0.72,0.48,-0.24,3.9632,2.7084,0.0,1,0.0
2025-26,PASS,11,entered,21,Rice,MID,0,0,339,none,0,0.72,0.72,0.0,3.4632,3.4632,90.0,0,2.0
2025-26,PASS,11,entered,5,Gabriel,DEF,0,0,360,none,0,0.72,0.72,0.0,3.5556,3.5556,90.0,0,1.0
2025-26,PASS,13,left,235,Palmer,MID,1,3,0,cap_0.48,1,0.72,0.48,-0.24,3.9928,2.858,0.0,1,0.0
2025-26,PASS,13,entered,16,Saka,MID,0,0,335,none,0,0.72,0.72,0.0,3.7004,3.7004,90.0,0,5.0
2025-26,PASS,24,left,119,Mbeumo,MID,1,2,138,cap_0.48,1,0.68,0.48,-0.2,3.7556,2.6764,90.0,0,2.0
2025-26,PASS,24,entered,382,Wirtz,MID,1,6,345,hot_skip,0,0.72,0.72,0.0,3.6588,3.6588,86.0,0,12.0
2025-26,PASS,30,left,257,Lacroix,DEF,1,3,145,cap_0.48,1,0.82,0.48,-0.34,3.904,2.4568,90.0,0,9.0
2025-26,PASS,30,entered,72,Senesi,DEF,1,1,360,hot_skip,0,0.82,0.82,0.0,3.7744,3.7744,90.0,0,10.0
2025-26,PASS,31,left,295,Keane,DEF,1,3,188,cap_0.48,1,0.82,0.48,-0.34,4.1408,2.4592,90.0,0,8.0
2025-26,PASS,31,entered,291,Tarkowski,DEF,1,2,270,hot_skip,0,0.82,0.82,0.0,3.9,3.9,90.0,0,6.0
2025-26,PASS,32,left,257,Lacroix,DEF,1,3,145,cap_0.48,1,0.82,0.48,-0.34,4.1248,2.496,90.0,0,4.0
2025-26,PASS,32,left,531,Ballard,DEF,1,5,243,cap_0.48,1,0.82,0.48,-0.34,4.2724,2.6284,0.0,1,0.0
2025-26,PASS,32,entered,72,Senesi,DEF,1,1,360,hot_skip,0,0.82,0.82,0.0,3.85,3.85,90.0,0,4.0
2025-26,PASS,32,entered,106,Collins,DEF,1,3,270,hot_skip,0,0.82,0.82,0.0,3.8244,3.8244,90.0,0,3.0
2025-26,PASS,33,left,237,Enzo,MID,1,3,258,cap_0.48,1,0.82,0.48,-0.34,8.378,4.9596,177.0,0,4.0
2025-26,PASS,33,entered,169,Gomez,MID,1,5,343,hot_skip,0,0.82,0.82,0.0,6.8192,6.8192,19.0,0,1.0
2025-26,PASS,34,left,666,Gyökeres,FWD,1,1,125,cap_0.68,1,0.82,0.68,-0.14,3.8768,3.2396,56.0,0,1.0
2025-26,PASS,34,left,531,Ballard,DEF,1,5,90,cap_0.48,1,0.82,0.48,-0.34,4.334,2.5512,90.0,0,0.0
2025-26,PASS,34,left,119,Mbeumo,MID,1,2,250,cap_0.48,1,0.82,0.48,-0.34,4.0324,2.4812,73.0,0,3.0
2025-26,PASS,34,entered,16,Saka,MID,0,0,90,none,0,0.68,0.68,0.0,4.0712,4.0712,9.0,0,1.0
2025-26,PASS,34,entered,684,Thiaw,DEF,1,4,306,hot_skip,0,0.82,0.82,0.0,3.634,3.634,90.0,0,2.0
2025-26,PASS,34,entered,606,Mavropanos,DEF,0,0,360,none,0,0.72,0.72,0.0,3.7536,3.7536,90.0,0,4.0
2025-26,PASS,35,left,249,João Pedro,FWD,1,1,158,cap_0.68,1,0.82,0.68,-0.14,4.3324,3.682,90.0,0,8.0
2025-26,PASS,35,left,237,Enzo,MID,1,3,267,cap_0.48,1,0.85,0.48,-0.37,4.3576,2.5948,90.0,0,2.0
2025-26,PASS,35,entered,84,Tavernier,MID,1,4,358,hot_skip,0,0.82,0.82,0.0,4.2312,4.2312,85.0,0,3.0
2025-26,PASS,35,entered,21,Rice,MID,0,0,270,none,0,0.85,0.85,0.0,4.1684,4.1684,63.0,0,5.0
2025-26,PASS,36,left,531,Ballard,DEF,1,5,140,cap_0.48,1,0.82,0.48,-0.34,4.3104,2.6328,0.0,1,0.0
2025-26,PASS,36,entered,72,Senesi,DEF,1,1,360,hot_skip,0,0.85,0.85,0.0,3.9912,3.9912,90.0,0,8.0
2025-26,PASS,38,left,417,Cherki,MID,1,3,194,cap_0.48,1,0.68,0.48,-0.2,4.1464,2.9832,32.0,0,1.0
2025-26,PASS,38,left,531,Ballard,DEF,1,5,113,cap_0.48,1,0.82,0.48,-0.34,4.2308,2.5324,0.0,1,0.0
2025-26,PASS,38,entered,178,Welbeck,FWD,1,0,219,n_comp_0,0,0.82,0.82,0.0,4.0648,4.0648,58.0,0,1.0
2025-26,PASS,38,entered,5,Gabriel,DEF,0,0,360,none,0,0.85,0.85,0.0,3.994,3.994,45.0,0,1.0
