season,gw,evaluation_status,player_id,web_name,position,now_cost,in_b0_xi,in_v1_xi,in_b0_squad,in_v1_squad,is_v1_captain,is_b0_captain,actual_points,v1_mu,b0_mu,v1_horizon_u,v1_p_start,horizon_flag,minutes_flag,fixture_flag,price_value_flag,captain_flag,projection_rank_flag
2024-25,1,clean,415,Schär,DEF,55,0,1,0,1,0,0,-2.0,1.7248,2.8,7.635,0.45,1,1,0,0,0,0
2024-25,1,clean,418,Trippier,DEF,60,1,1,1,1,0,0,0.0,1.834,4.2,7.9603,0.45,0,1,0,0,0,0
2024-25,1,clean,421,Wilson,FWD,70,0,1,0,1,0,0,0.0,2.6656,0.0,12.4472,0.72,1,0,0,0,0,0
2024-25,1,clean,503,Son,MID,100,0,1,0,1,0,0,2.0,3.3552,3.8,17.3291,0.72,1,0,0,0,0,0
2024-25,1,clean,513,Areola,GKP,45,0,1,0,1,0,0,1.0,3.5932,2.2,15.8161,0.88,1,0,0,1,0,1
2024-25,1,clean,578,Calafiori,DEF,60,1,0,1,0,0,0,0.0,1.7692,4.2,7.7596,0.45,0,0,0,0,0,0
2024-25,2,clean,4,Havertz,FWD,81,1,0,1,0,0,0,2.0,2.3236,8.0,11.405,0.72,0,0,0,0,0,0
2024-25,2,clean,15,Raya,GKP,55,1,0,1,0,0,0,10.0,2.8092,10.0,13.7741,0.88,0,0,0,0,0,1
2024-25,2,clean,17,Saka,MID,100,1,1,1,1,0,0,6.0,3.648,10.0,18.0085,0.72,0,0,0,0,0,0
2024-25,2,clean,79,Senesi,DEF,50,0,1,0,1,0,0,1.0,3.1852,0.0,13.8866,0.82,1,0,0,1,0,0
2024-25,2,clean,91,Flekken,GKP,45,0,1,0,1,0,0,3.0,3.5152,3.0,17.4734,0.88,1,0,0,1,0,0
2024-25,2,clean,148,Welbeck,FWD,55,1,0,1,0,0,0,9.0,1.36,10.5,6.2943,0.45,0,0,0,0,0,1
2024-25,2,clean,177,Madueke,MID,64,1,0,1,0,0,0,20.0,2.0132,10.0,9.8775,0.48,0,0,0,0,0,1
2024-25,2,clean,182,Palmer,MID,105,0,1,0,1,0,0,17.0,3.54,9.5,17.988,0.72,1,0,0,0,0,0
2024-25,2,clean,316,Darwin,FWD,74,0,1,0,1,1,0,1.0,4.7824,1.0,21.2311,0.82,1,0,0,0,1,0
2024-25,2,clean,327,Luis Díaz,MID,75,1,0,1,0,0,0,14.0,2.8444,9.0,12.6692,0.72,0,0,0,0,0,1
2024-25,2,clean,328,M.Salah,MID,125,1,0,1,0,0,0,10.0,3.9748,12.5,17.814,0.72,0,0,0,0,0,1
2024-25,2,clean,339,Virgil,DEF,60,1,0,1,0,0,0,7.0,1.7096,7.0,7.3532,0.45,0,0,0,0,0,1
2024-25,2,clean,341,Aké,DEF,55,0,1,0,1,0,0,0.0,3.3596,1.5,15.0311,0.82,1,0,0,0,0,1
2024-25,2,clean,351,Haaland,FWD,150,1,1,1,1,0,1,17.0,4.2788,13.5,19.4024,0.72,0,0,0,0,1,0
2024-25,2,clean,360,Rodrigo,MID,64,0,1,0,1,0,0,0.0,3.5908,0.4,16.5115,0.9,1,0,0,0,0,1
2024-25,2,clean,375,Højlund,FWD,70,0,1,0,1,0,0,0.0,3.0032,0.0,14.4772,0.82,1,0,0,0,0,0
2024-25,2,clean,418,Trippier,DEF,59,0,1,0,1,0,0,1.0,3.4352,1.0,16.3779,0.82,1,0,0,0,0,0
2024-25,2,clean,495,Pedro Porro,DEF,55,1,0,1,0,0,0,6.0,1.652,7.5,7.3955,0.45,0,0,0,0,0,1
2024-25,2,clean,524,Kilman,DEF,45,1,0,1,0,0,0,12.0,0.508,6.5,2.2949,0.1,0,0,0,0,0,1
2024-25,2,clean,772,Willian,MID,50,0,1,0,1,0,0,0.0,3.7504,0.0,16.4863,0.82,1,0,0,1,0,0
2024-25,3,clean,4,Havertz,FWD,81,1,0,1,0,0,0,8.0,2.5792,8.3,11.4303,0.72,0,0,0,0,0,1
2024-25,3,clean,15,Raya,GKP,55,1,0,1,0,0,0,2.0,3.1592,7.7,13.9422,0.88,0,0,0,0,0,0
2024-25,3,clean,24,White,DEF,65,1,0,1,0,0,0,2.0,1.6988,5.7,7.3732,0.45,0,0,0,0,0,1
2024-25,3,clean,91,Flekken,GKP,45,0,1,0,1,0,0,3.0,3.976,3.8,17.6903,0.88,1,0,0,1,0,1
2024-25,3,clean,99,Mbeumo,MID,70,1,0,1,0,0,0,14.0,2.6164,8.5,11.5778,0.72,0,0,0,0,0,1
2024-25,3,clean,110,Wissa,FWD,61,1,0,1,0,0,0,8.0,1.5724,7.5,6.9611,0.45,0,0,0,0,0,1
2024-25,3,clean,182,Palmer,MID,106,0,1,0,1,1,0,6.0,4.1424,8.3,18.1317,0.72,1,0,0,0,1,0
2024-25,3,clean,186,Sterling,MID,68,0,1,0,1,0,0,0.0,3.176,1.0,14.346,0.68,1,0,0,0,0,1
2024-25,3,clean,233,Onana,MID,50,1,0,1,0,0,0,9.0,0.6716,7.2,3.2517,0.18,0,0,0,0,0,1
2024-25,3,clean,311,Alexander-Arnold,DEF,70,1,1,1,1,0,0,6.0,2.3808,7.2,12.4606,0.72,0,0,0,0,0,0
2024-25,3,clean,322,Gomez,DEF,49,0,1,0,1,0,0,0.0,1.874,0.5,9.8856,0.68,1,0,0,1,0,1
2024-25,3,clean,327,Luis Díaz,MID,75,1,0,1,0,0,0,15.0,2.7192,11.2,13.2126,0.72,0,0,0,0,0,1
2024-25,3,clean,328,M.Salah,MID,126,1,0,1,0,0,0,17.0,3.5576,14.2,17.9456,0.72,0,0,0,0,0,1
2024-25,3,clean,341,Aké,DEF,54,0,1,0,1,0,0,1.0,2.8104,1.3,14.546,0.82,1,0,0,1,0,1
2024-25,3,clean,351,Haaland,FWD,151,1,1,1,1,0,1,17.0,3.9224,14.7,19.6934,0.72,0,0,0,0,1,0
2024-25,3,clean,355,Lewis,DEF,46,1,0,1,0,0,0,6.0,0.6796,5.7,3.4693,0.18,0,0,0,0,0,1
2024-25,3,clean,360,Rodrigo,MID,64,0,1,0,1,0,0,0.0,3.3228,0.8,16.228,0.9,1,0,0,0,0,1
2024-25,3,clean,366,B.Fernandes,MID,84,0,1,0,1,0,0,2.0,3.9148,1.8,17.1197,0.72,1,0,0,0,0,0
2024-25,3,clean,375,Højlund,FWD,69,0,1,0,1,0,0,0.0,3.2964,0.0,14.714,0.82,1,0,0,0,0,0
2024-25,3,clean,772,Willian,MID,50,0,1,0,1,0,0,0.0,3.4232,0.0,16.6554,0.82,1,0,0,1,0,0
2024-25,4,clean,4,Havertz,FWD,81,1,0,1,0,0,0,2.0,1.1652,7.0,5.6543,0.28,0,0,0,0,0,1
2024-25,4,clean,8,Kiwior,DEF,49,0,1,0,1,0,0,0.0,1.5196,1.0,7.7159,0.48,1,1,0,1,0,1
2024-25,4,clean,15,Raya,GKP,55,1,0,1,0,0,0,9.0,2.8428,8.2,13.9447,0.88,0,0,0,0,0,1
2024-25,4,clean,17,Saka,MID,101,1,0,1,0,0,0,7.0,1.6628,8.8,8.3894,0.28,0,0,0,0,0,1
2024-25,4,clean,19,Smith Rowe,MID,56,1,0,1,0,0,0,7.0,1.0776,6.3,4.9538,0.28,0,0,0,0,0,1
2024-25,4,clean,82,Solanke,FWD,75,0,1,0,1,0,0,2.0,2.4884,0.0,11.173,0.72,1,0,0,0,0,0
2024-25,4,clean,145,Veltman,DEF,45,1,0,1,0,0,0,7.0,0.8704,5.3,3.8709,0.22,0,0,0,0,0,1
2024-25,4,clean,148,Welbeck,FWD,57,1,0,1,0,0,0,2.0,1.0288,6.7,4.8246,0.28,0,0,0,0,0,1
2024-25,4,clean,152,Arrizabalaga,GKP,45,0,1,0,1,1,0,0.0,4.0308,0.0,17.7469,0.88,1,0,0,1,1,0
2024-25,4,clean,186,Sterling,MID,68,0,1,0,1,0,0,1.0,2.8836,1.2,14.3038,0.68,1,0,0,0,0,1
2024-25,4,clean,223,Garner,MID,50,0,1,0,1,0,0,2.0,2.5636,0.5,12.3192,0.9,1,0,0,1,0,0
2024-25,4,clean,322,Gomez,DEF,49,0,1,0,1,0,0,0.0,2.2244,0.5,9.9185,0.68,1,0,0,1,0,1
2024-25,4,clean,327,Luis Díaz,MID,77,1,0,1,0,0,0,3.0,1.3716,9.3,6.4585,0.28,0,0,0,0,0,1
2024-25,4,clean,328,M.Salah,MID,127,1,0,1,0,0,1,2.0,1.9016,11.3,8.2884,0.28,0,0,0,0,1,1
2024-25,4,clean,339,Virgil,DEF,60,1,0,1,0,0,0,2.0,1.156,5.5,4.9203,0.28,0,0,0,0,0,1
2024-25,4,clean,348,Foden,MID,93,0,1,0,1,0,0,0.0,3.2004,1.2,14.4835,0.72,1,0,0,0,0,1
2024-25,4,clean,351,Haaland,FWD,152,1,0,1,0,0,0,13.0,2.1712,10.9,9.8057,0.28,0,0,0,0,0,1
2024-25,4,clean,360,Rodrigo,MID,64,0,1,0,1,0,0,1.0,3.67,1.2,16.481,0.9,1,0,0,0,0,1
2024-25,4,clean,375,Højlund,FWD,69,0,1,0,1,0,0,0.0,2.9092,0.0,14.2279,0.82,1,0,0,0,0,0
2024-25,4,clean,418,Trippier,DEF,58,0,1,0,1,0,0,1.0,1.5152,1.0,7.6203,0.45,1,1,0,0,0,0
2024-25,4,clean,593,De Ligt,DEF,50,1,0,1,0,0,0,15.0,0.432,5.8,2.8071,0.09,0,0,0,0,0,1
2024-25,4,clean,772,Willian,MID,50,0,1,0,1,0,0,0.0,3.6852,0.0,16.4341,0.82,1,0,0,1,0,0
2024-25,5,clean,8,Kiwior,DEF,49,0,1,0,1,0,0,1.0,1.4972,0.2,7.7158,0.48,1,1,0,1,0,0
2024-25,5,clean,58,Watkins,FWD,90,1,0,1,0,0,0,6.0,1.6452,6.5,7.0061,0.28,0,0,0,0,0,1
2024-25,5,clean,152,Arrizabalaga,GKP,45,0,1,0,1,0,0,4.0,3.618,1.3,17.7883,0.88,1,0,0,1,0,0
2024-25,5,clean,177,Madueke,MID,66,1,0,1,0,0,0,3.0,1.1012,7.0,5.5432,0.28,0,0,0,0,0,1
2024-25,5,clean,180,N.Jackson,FWD,76,1,0,1,0,0,0,16.0,0,8.2,4.0488,0.0,0,0,0,0,0,1
2024-25,5,clean,182,Palmer,MID,106,0,1,0,1,0,0,8.0,1.7612,8.5,8.5327,0.28,1,1,0,0,0,0
2024-25,5,clean,322,Gomez,DEF,49,0,1,0,1,0,0,0.0,2.3212,0.5,9.9717,0.68,1,0,0,1,0,1
2024-25,5,clean,326,Konaté,DEF,51,1,0,1,0,0,0,8.0,1.0716,6.3,4.6666,0.28,0,0,0,0,0,1
2024-25,5,clean,327,Luis Díaz,MID,78,1,0,1,0,0,0,16.0,1.3792,12.5,6.2007,0.28,0,0,0,0,0,1
2024-25,5,clean,328,M.Salah,MID,127,1,0,1,0,0,0,6.0,1.8532,9.3,8.1298,0.28,0,0,0,0,0,1
2024-25,5,clean,348,Foden,MID,93,0,1,0,1,0,0,1.0,3.232,0.2,14.4031,0.72,1,0,0,0,0,0
2024-25,5,clean,351,Haaland,FWD,153,1,0,1,0,0,1,9.0,2.0952,14.0,9.6148,0.28,0,0,0,0,1,1
2024-25,5,clean,369,Dalot,DEF,50,1,0,1,0,0,0,9.0,0.8248,7.0,4.575,0.28,0,0,0,0,0,1
2024-25,5,clean,375,Højlund,FWD,69,0,1,0,1,0,0,1.0,3.0504,0.2,14.6561,0.82,1,0,0,0,0,0
2024-25,5,clean,383,Onana,GKP,50,1,0,1,0,0,0,9.0,2.4744,7.7,12.1537,0.88,0,0,0,0,0,1
2024-25,5,clean,389,Zirkzee,FWD,70,0,1,0,1,0,0,2.0,2.3596,1.7,11.5874,0.72,1,0,0,0,0,0
2024-25,5,clean,392,Barnes,MID,64,1,0,1,0,0,0,10.0,1.5728,8.5,7.791,0.45,0,0,0,0,0,1
2024-25,5,clean,418,Trippier,DEF,58,0,1,0,1,0,0,1.0,1.4692,1.3,7.5926,0.45,1,1,0,0,0,1
2024-25,5,clean,421,Wilson,FWD,69,0,1,0,1,0,0,0.0,2.2684,0.0,11.0731,0.48,1,1,0,0,0,0
2024-25,5,clean,593,De Ligt,DEF,50,1,0,1,0,0,0,6.0,0.4716,7.0,3.0401,0.09,0,0,0,0,0,1
2024-25,5,clean,636,Chiesa,MID,70,0,1,0,1,0,0,1.0,2.5872,0.8,11.8798,0.72,1,0,0,0,0,0
2024-25,5,clean,772,Willian,MID,50,0,1,0,1,1,0,0.0,3.6844,0.0,16.4386,0.82,1,0,0,1,1,0
2024-25,6,clean,9,Martinelli,MID,69,1,0,1,0,0,0,13.0,1.1944,8.5,5.4375,0.28,0,0,0,0,0,1
2024-25,6,clean,58,Watkins,FWD,90,1,0,1,0,0,0,11.0,1.3976,10.5,6.9432,0.28,0,0,0,0,0,1
2024-25,6,clean,152,Arrizabalaga,GKP,45,0,1,0,1,1,0,2.0,4.392,2.5,19.6691,0.88,1,0,0,1,1,1
2024-25,6,clean,182,Palmer,MID,106,1,0,1,0,0,1,25.0,1.9292,10.5,8.362,0.28,0,0,0,0,1,1
2024-25,6,clean,185,Sánchez,GKP,47,1,0,1,0,0,0,2.0,4.2316,7.2,19.258,0.88,0,0,0,0,0,0
2024-25,6,clean,230,McNeil,MID,55,1,0,1,0,0,0,15.0,1.3836,9.7,6.2267,0.28,0,0,0,0,0,1
2024-25,6,clean,252,Raúl,FWD,55,1,0,1,0,0,0,9.0,1.3636,8.0,6.3332,0.45,0,0,0,0,0,1
2024-25,6,clean,321,Gakpo,FWD,72,0,1,0,1,0,0,1.0,2.2028,1.5,10.7041,0.72,1,0,0,0,0,1
2024-25,6,clean,322,Gomez,DEF,48,0,1,0,1,0,0,1.0,1.9104,0.7,9.7997,0.68,1,0,0,1,0,0
2024-25,6,clean,326,Konaté,DEF,51,1,0,1,0,0,0,7.0,0.9784,6.3,4.5683,0.28,0,0,0,0,0,1
2024-25,6,clean,327,Luis Díaz,MID,80,1,0,1,0,0,0,2.0,1.2464,9.5,6.3867,0.28,0,0,0,0,0,1
2024-25,6,clean,328,M.Salah,MID,128,1,0,1,0,0,0,10.0,1.6316,9.3,8.2618,0.28,0,0,0,0,0,1
2024-25,6,clean,348,Foden,MID,93,0,1,0,1,0,0,1.0,2.9588,1.2,14.174,0.72,1,0,0,0,0,1
2024-25,6,clean,369,Dalot,DEF,50,1,0,1,0,0,0,0.0,1.3192,5.2,6.2704,0.28,0,0,0,0,0,0
2024-25,6,clean,418,Trippier,DEF,57,0,1,0,1,0,0,2.0,1.7556,0.5,7.5524,0.45,1,1,0,0,0,0
2024-25,6,clean,421,Wilson,FWD,69,0,1,0,1,0,0,0.0,2.428,0.0,10.7782,0.48,1,1,0,0,0,0
2024-25,6,clean,550,Hee Chan,MID,62,0,1,0,1,0,0,1.0,2.0252,0.2,8.8042,0.45,1,1,0,0,0,0
2024-25,6,clean,578,Calafiori,DEF,58,0,1,0,1,0,0,0.0,1.8032,4.5,7.4011,0.45,1,1,0,0,0,0
2024-25,6,clean,593,De Ligt,DEF,50,1,0,1,0,0,0,1.0,0.6624,5.5,4.1566,0.14,0,0,0,0,0,1
2024-25,6,clean,636,Chiesa,MID,70,0,1,0,1,0,0,0.0,2.4976,0.7,11.9733,0.72,1,0,0,0,0,1
2024-25,6,clean,755,Marmoush,FWD,74,0,1,0,1,0,0,0.0,2.2596,0.0,10.6871,0.72,1,0,0,0,0,0
2024-25,6,clean,772,Willian,MID,50,0,1,0,1,0,0,0.0,3.3032,0.0,16.0052,0.82,1,0,0,1,0,0
2024-25,7,clean,9,Martinelli,MID,70,1,0,1,0,0,0,6.0,1.2672,8.3,5.6163,0.28,0,0,0,0,0,1
2024-25,7,clean,15,Raya,GKP,56,0,1,0,1,1,0,2.0,4.1792,5.5,18.6028,0.88,1,0,0,0,1,0
2024-25,7,clean,17,Saka,MID,101,1,0,1,0,0,0,16.0,1.8948,9.0,8.2279,0.28,0,0,0,0,0,1
2024-25,7,clean,58,Watkins,FWD,91,1,0,1,0,0,0,2.0,1.6012,8.0,7.2265,0.28,0,0,0,0,0,1
2024-25,7,clean,182,Palmer,MID,107,1,1,1,1,0,1,6.0,2.0672,10.5,8.9711,0.28,0,1,0,0,1,0
2024-25,7,clean,185,Sánchez,GKP,47,1,0,1,1,0,0,4.0,4.138,7.8,18.2846,0.88,0,0,0,0,0,0
2024-25,7,clean,230,McNeil,MID,56,1,0,1,0,0,0,2.0,1.5772,7.3,6.9364,0.28,0,0,0,0,0,1
2024-25,7,clean,252,Raúl,FWD,56,1,0,1,0,0,0,5.0,1.0244,6.2,4.9064,0.28,0,0,0,0,0,1
2024-25,7,clean,316,Darwin,FWD,72,0,1,0,1,0,0,0.0,2.252,2.3,10.7386,0.72,1,0,0,0,0,0
2024-25,7,clean,326,Konaté,DEF,52,1,0,1,0,0,0,6.0,0.9164,6.3,4.5931,0.28,0,0,0,0,0,1
2024-25,7,clean,328,M.Salah,MID,127,0,1,0,1,0,0,3.0,2.08,5.7,9.9084,0.28,1,1,0,0,0,0
2024-25,7,clean,348,Foden,MID,92,0,1,0,1,0,0,2.0,3.1204,2.0,13.9994,0.72,1,0,0,0,0,0
2024-25,7,clean,369,Dalot,DEF,51,1,0,1,0,0,0,6.0,1.1884,6.5,5.8529,0.28,0,0,0,0,0,1
2024-25,7,clean,387,Shaw,DEF,49,0,1,0,1,0,0,0.0,1.1892,0.0,6.1696,0.48,1,1,0,1,0,0
2024-25,7,clean,418,Trippier,DEF,57,0,1,0,1,0,0,8.0,1.4764,2.6,7.4278,0.45,1,1,0,0,0,0
2024-25,7,clean,421,Wilson,FWD,69,0,1,0,1,0,0,0.0,2.232,0.0,11.1078,0.48,1,1,0,0,0,0
2024-25,7,clean,491,Johnson,MID,65,1,0,1,0,0,0,7.0,1.1588,6.8,5.8665,0.28,0,0,0,0,0,1
2024-25,7,clean,578,Calafiori,DEF,58,0,1,0,1,0,0,2.0,1.7376,4.3,7.574,0.45,1,1,0,0,0,0
2024-25,7,clean,593,De Ligt,DEF,50,1,0,1,0,0,0,1.0,0.5652,5.8,4.0238,0.14,0,0,0,0,0,1
2024-25,7,clean,755,Marmoush,FWD,74,0,1,0,1,0,0,0.0,2.452,0.0,10.8559,0.72,1,0,0,0,0,0
2024-25,7,clean,772,Willian,MID,50,0,1,0,1,0,0,0.0,3.288,0.0,16.3039,0.82,1,0,0,1,0,0
2024-25,8,clean,58,Watkins,FWD,91,1,0,1,0,0,0,8.0,1.5432,7.0,7.4583,0.28,0,0,0,0,0,1
2024-25,8,clean,117,Buonanotte,MID,50,1,0,1,0,0,0,6.0,0.9292,7.5,4.3867,0.28,0,0,0,0,0,1
2024-25,8,clean,182,Palmer,MID,108,1,0,1,0,0,1,2.0,1.7544,10.5,8.6932,0.28,0,0,0,0,1,1
2024-25,8,clean,185,Sánchez,GKP,47,0,1,0,1,1,0,2.0,3.8116,2.2,18.5481,0.88,1,0,0,1,1,1
2024-25,8,clean,228,Keane,DEF,41,1,0,1,0,0,0,14.0,0.6832,6.7,3.3244,0.22,0,0,0,0,0,1
2024-25,8,clean,230,McNeil,MID,57,1,0,1,0,0,0,6.0,1.3128,7.7,6.4487,0.28,0,0,0,0,0,1
2024-25,8,clean,235,Pickford,GKP,48,1,0,1,0,0,0,6.0,2.9652,7.7,14.5341,0.88,0,0,0,0,0,1
2024-25,8,clean,252,Raúl,FWD,56,1,0,1,0,0,0,7.0,1.1408,7.0,5.2269,0.28,0,0,0,0,0,1
2024-25,8,clean,295,Justin,DEF,46,1,0,1,0,0,0,1.0,0.942,8.2,4.7565,0.28,0,0,0,0,0,1
2024-25,8,clean,311,Alexander-Arnold,DEF,71,0,1,0,1,0,0,2.0,1.5084,4.2,6.8241,0.28,1,1,0,0,0,0
2024-25,8,clean,321,Gakpo,FWD,71,0,1,0,1,0,0,2.0,2.3664,2.8,10.8266,0.72,1,0,0,0,0,0
2024-25,8,clean,328,M.Salah,MID,126,1,1,1,1,0,0,12.0,2.23,8.8,9.7629,0.28,0,1,0,0,0,0
2024-25,8,clean,348,Foden,MID,92,0,1,0,1,0,0,4.0,2.7472,3.3,13.6886,0.72,1,0,0,0,0,0
2024-25,8,clean,350,Gvardiol,DEF,60,1,0,1,1,0,0,10.0,1.08,7.7,5.591,0.28,0,0,0,0,0,1
2024-25,8,clean,369,Dalot,DEF,51,0,1,0,1,0,0,1.0,1.252,2.3,5.8523,0.28,1,1,0,1,0,0
2024-25,8,clean,387,Shaw,DEF,49,0,1,0,1,0,0,0.0,1.3796,0.0,6.3709,0.48,1,1,0,1,0,0
2024-25,8,clean,421,Wilson,FWD,69,0,1,0,1,0,0,0.0,2.4532,0.0,10.8283,0.48,1,1,0,0,0,0
2024-25,8,clean,491,Johnson,MID,66,1,0,1,0,0,0,2.0,1.388,7.2,6.2329,0.28,0,0,0,0,0,1
2024-25,8,clean,550,Hee Chan,MID,61,0,1,0,1,0,0,0.0,1.9324,0.0,8.7427,0.45,1,1,0,0,0,0
2024-25,8,clean,755,Marmoush,FWD,74,0,1,0,1,0,0,0.0,2.18,0.0,10.6182,0.72,1,0,0,0,0,0
2024-25,8,clean,772,Willian,MID,50,0,1,0,1,0,0,0.0,3.646,0.0,16.4398,0.82,1,0,0,1,0,0
2024-25,9,clean,36,Digne,DEF,46,0,1,0,1,0,0,7.0,1.8896,4.8,8.2897,0.48,1,1,0,1,0,0
2024-25,9,clean,99,Mbeumo,MID,76,1,0,1,0,0,0,15.0,2.5608,8.3,11.567,0.48,0,0,0,0,0,1
2024-25,9,clean,148,Welbeck,FWD,59,0,1,0,1,0,0,7.0,2.3324,6.0,10.2403,0.48,1,1,0,0,0,0
2024-25,9,clean,180,N.Jackson,FWD,79,1,0,1,0,0,0,9.0,0,6.2,7.3634,0.0,0,0,0,0,0,1
2024-25,9,clean,182,Palmer,MID,109,1,1,1,1,0,0,10.0,3.0616,6.5,13.9013,0.48,0,1,0,0,0,0
2024-25,9,clean,185,Sánchez,GKP,47,0,1,0,1,1,0,1.0,3.9612,2.8,18.1305,0.88,1,0,0,1,1,1
2024-25,9,clean,228,Keane,DEF,42,1,0,1,0,0,0,2.0,0.834,7.3,3.7444,0.22,0,0,0,0,0,1
2024-25,9,clean,235,Pickford,GKP,48,1,0,1,0,0,0,2.0,3.3936,7.7,14.631,0.88,0,0,0,0,0,0
2024-25,9,clean,311,Alexander-Arnold,DEF,71,0,1,0,1,0,0,1.0,1.938,3.0,9.914,0.48,1,1,0,0,0,0
2024-25,9,clean,328,M.Salah,MID,126,1,1,1,1,0,0,10.0,2.9852,8.8,14.8939,0.48,0,1,0,0,0,0
2024-25,9,clean,348,Foden,MID,92,0,1,0,1,0,0,3.0,3.17,4.5,14.0743,0.72,1,0,0,0,0,0
2024-25,9,clean,350,Gvardiol,DEF,61,1,0,1,0,0,0,9.0,1.3384,8.2,5.9678,0.28,0,0,0,0,0,1
2024-25,9,clean,351,Haaland,FWD,154,0,1,0,1,0,0,6.0,3.336,4.8,14.5464,0.48,1,1,0,0,0,0
2024-25,9,clean,354,Kovačić,MID,56,1,0,1,0,0,0,2.0,1.2932,7.8,6.0963,0.28,0,0,0,0,0,1
2024-25,9,clean,369,Dalot,DEF,51,0,1,0,1,0,0,1.0,1.772,2.0,8.5943,0.48,1,1,0,1,0,0
2024-25,9,clean,421,Wilson,FWD,69,0,1,0,1,0,0,0.0,2.2156,0.0,10.9927,0.48,1,1,0,0,0,0
2024-25,9,clean,447,Wood,FWD,63,1,0,1,0,0,1,13.0,2.0704,9.3,10.0213,0.48,0,0,0,0,1,1
2024-25,9,clean,514,Bowen,MID,74,1,0,1,0,0,0,7.0,2.0456,7.0,9.5535,0.48,0,0,0,0,0,1
2024-25,9,clean,533,Aït-Nouri,DEF,45,1,0,1,0,0,0,6.0,0.7728,6.2,3.975,0.22,0,0,0,0,0,1
2024-25,9,clean,772,Willian,MID,50,0,1,0,1,0,0,0.0,3.2692,0.0,16.2318,0.82,1,0,0,1,0,0
2024-25,10,clean,58,Watkins,FWD,91,0,1,0,1,0,0,2.0,2.3828,3.5,11.7835,0.48,1,1,0,0,0,0
2024-25,10,clean,82,Solanke,FWD,76,1,0,1,0,0,0,16.0,1.2996,7.2,6.0719,0.28,0,0,0,0,0,1
2024-25,10,clean,99,Mbeumo,MID,78,1,1,1,1,0,0,3.0,2.5384,6.7,12.3035,0.48,0,1,0,0,0,0
2024-25,10,clean,157,Caicedo,MID,49,1,0,1,0,0,0,9.0,1.2776,5.8,6.1996,0.48,0,0,0,0,0,1
2024-25,10,clean,182,Palmer,MID,110,0,1,1,1,0,0,3.0,2.8348,5.5,13.5482,0.48,1,1,0,0,0,0
2024-25,10,clean,228,Keane,DEF,43,1,0,1,0,0,0,1.0,0.796,6.2,3.2836,0.22,0,0,0,0,0,1
2024-25,10,clean,306,Vardy,FWD,57,1,0,1,0,0,0,5.0,1.8444,6.3,8.8089,0.48,0,0,0,0,0,1
2024-25,10,clean,324,Jones,MID,53,1,0,1,0,0,0,4.0,1.0416,7.3,4.1511,0.28,0,0,0,0,0,1
2024-25,10,clean,328,M.Salah,MID,127,1,0,1,0,0,1,9.0,3.4236,11.3,13.56,0.48,0,0,0,0,1,1
2024-25,10,clean,348,Foden,MID,93,0,1,0,1,0,0,2.0,2.8952,4.0,14.0424,0.72,1,0,0,0,0,0
2024-25,10,clean,350,Gvardiol,DEF,62,1,1,1,1,0,0,7.0,1.934,7.3,9.6898,0.48,0,1,0,0,0,0
